[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_reliable_context/alpha_0p10_weight_1p00
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:09:39 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_reliable_context=6.283177 sequence=367.726264
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=126 node=N3410 type=control1 q_typed_reliable_context=5.603465 sequence=373.329729
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=127 node=N638 type=control1 q_typed_reliable_context=5.407930 sequence=378.737659
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=128 node=N2157 type=observe q_typed_reliable_context=6.941759 sequence=385.679418
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=129 node=N7729 type=control0 q_typed_reliable_context=4.165370 sequence=389.844788
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=130 node=N7424 type=control1 q_typed_reliable_context=6.414730 sequence=396.259517
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=131 node=N7728 type=control0 q_typed_reliable_context=3.471586 sequence=399.731103
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=132 node=N6533 type=observe q_typed_reliable_context=6.081883 sequence=405.812986
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=133 node=N7820 type=control0 q_typed_reliable_context=3.854733 sequence=409.667719
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=134 node=N3237 type=control1 q_typed_reliable_context=4.267953 sequence=413.935671
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=135 node=N5876 type=observe q_typed_reliable_context=1.532751 sequence=415.468422
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_reliable_context=2.187900 sequence=417.656322
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=137 node=N722 type=observe q_typed_reliable_context=3.303784 sequence=420.960106
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=138 node=N7385 type=observe q_typed_reliable_context=6.263315 sequence=427.223421
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=139 node=N2149 type=observe q_typed_reliable_context=6.208281 sequence=433.431702
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=140 node=N636 type=control1 q_typed_reliable_context=5.965347 sequence=439.397049
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=141 node=N7727 type=control0 q_typed_reliable_context=6.363441 sequence=445.760490
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=142 node=N616 type=control1 q_typed_reliable_context=5.906386 sequence=451.666876
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=143 node=N3467 type=control1 q_typed_reliable_context=6.400863 sequence=458.067739
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=144 node=N7454 type=observe q_typed_reliable_context=6.778686 sequence=464.846425
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=145 node=N3295 type=control1 q_typed_reliable_context=4.184631 sequence=469.031056
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=146 node=N723 type=observe q_typed_reliable_context=6.017493 sequence=475.048549
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_reliable_context=5.999491 sequence=481.048040
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=148 node=N649 type=control1 q_typed_reliable_context=5.529849 sequence=486.577889
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=149 node=N714 type=observe q_typed_reliable_context=6.474938 sequence=493.052827
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=150 node=N630 type=control1 q_typed_reliable_context=5.182018 sequence=498.234845
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_reliable_context=4.026235 sequence=502.261080
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=152 node=N6531 type=observe q_typed_reliable_context=3.966480 sequence=506.227559
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=153 node=N7402 type=observe q_typed_reliable_context=5.097041 sequence=511.324601
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=154 node=N7733 type=control0 q_typed_reliable_context=5.088308 sequence=516.412908
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_reliable_context=5.436564 sequence=521.849472
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=156 node=N1411 type=control0 q_typed_reliable_context=5.093910 sequence=526.943382
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_reliable_context=2.696050 sequence=529.639432
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=158 node=N1586 type=control1 q_typed_reliable_context=1.691464 sequence=531.330896
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=159 node=N5740 type=observe q_typed_reliable_context=5.908455 sequence=537.239352
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=160 node=N5878 type=observe q_typed_reliable_context=5.334174 sequence=542.573525
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=161 node=N712 type=observe q_typed_reliable_context=1.818838 sequence=544.392363
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=162 node=N725 type=observe q_typed_reliable_context=6.127813 sequence=550.520175
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=163 node=N7590 type=control1 q_typed_reliable_context=5.798466 sequence=556.318642
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=4.549480 sequence=560.868122
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=165 node=N715 type=observe q_typed_reliable_context=2.068682 sequence=562.936803
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=166 node=N5874 type=observe q_typed_reliable_context=1.091853 sequence=564.028656
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_reliable_context=0.959542 sequence=564.988199
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=168 node=N5473 type=observe q_typed_reliable_context=4.164274 sequence=569.152473
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_reliable_context=1.404414 sequence=570.556887
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=170 node=N2652 type=control1 q_typed_reliable_context=1.437656 sequence=571.994542
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=171 node=N2721 type=control1 q_typed_reliable_context=1.123561 sequence=573.118103
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=172 node=N2894 type=control1 q_typed_reliable_context=1.157155 sequence=574.275258
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=173 node=N2952 type=control1 q_typed_reliable_context=1.280686 sequence=575.555944
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=174 node=N765 type=observe q_typed_reliable_context=0.690680 sequence=576.246625
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=175 node=N5356 type=observe q_typed_reliable_context=1.595608 sequence=577.842232
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=176 node=N705 type=observe q_typed_reliable_context=1.957169 sequence=579.799402
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=177 node=N7627 type=observe q_typed_reliable_context=2.119668 sequence=581.919069
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=178 node=N2072 type=observe q_typed_reliable_context=0.806369 sequence=582.725438
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=179 node=N5456 type=observe q_typed_reliable_context=1.556279 sequence=584.281716
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=180 node=N7405 type=observe q_typed_reliable_context=0.874967 sequence=585.156683
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=181 node=N706 type=observe q_typed_reliable_context=6.038420 sequence=591.195103
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=182 node=N5603 type=observe q_typed_reliable_context=0.713320 sequence=591.908423
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=183 node=N6673 type=observe q_typed_reliable_context=0.631782 sequence=592.540205
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=184 node=N756 type=observe q_typed_reliable_context=2.153151 sequence=594.693356
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=185 node=N679 type=observe q_typed_reliable_context=0.586155 sequence=595.279511
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=186 node=N759 type=observe q_typed_reliable_context=2.076896 sequence=597.356407
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=187 node=N719 type=observe q_typed_reliable_context=0.650805 sequence=598.007212
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=188 node=N752 type=observe q_typed_reliable_context=3.269944 sequence=601.277156
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=189 node=N753 type=observe q_typed_reliable_context=0.657020 sequence=601.934176
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=190 node=N734 type=observe q_typed_reliable_context=5.904697 sequence=607.838872
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=191 node=N7439 type=observe q_typed_reliable_context=1.817289 sequence=609.656161
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=192 node=N686 type=observe q_typed_reliable_context=5.876063 sequence=615.532224
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_reliable_context=0.960712 sequence=616.492935
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=194 node=N1987 type=observe q_typed_reliable_context=2.585538 sequence=619.078474
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=195 node=N1351 type=observe q_typed_reliable_context=1.514666 sequence=620.593140
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=196 node=N763 type=observe q_typed_reliable_context=2.809663 sequence=623.402802
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=197 node=N5439 type=observe q_typed_reliable_context=1.359248 sequence=624.762050
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=198 node=N708 type=observe q_typed_reliable_context=1.504937 sequence=626.266987
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=199 node=N7382 type=observe q_typed_reliable_context=3.414611 sequence=629.681599
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=200 node=N684 type=observe q_typed_reliable_context=2.545174 sequence=632.226773
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=201 node=N729 type=observe q_typed_reliable_context=2.943758 sequence=635.170531
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=202 node=N699 type=observe q_typed_reliable_context=3.449257 sequence=638.619788
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=203 node=N7383 type=observe q_typed_reliable_context=2.708760 sequence=641.328548
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=204 node=N689 type=observe q_typed_reliable_context=3.524208 sequence=644.852755
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=205 node=N2271 type=observe q_typed_reliable_context=4.226983 sequence=649.079739
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=206 node=N7873 type=control1 q_typed_reliable_context=3.837960 sequence=652.917698
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=207 node=N7380 type=observe q_typed_reliable_context=4.234115 sequence=657.151813
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=208 node=N2779 type=control1 q_typed_reliable_context=1.989773 sequence=659.141586
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=209 node=N2837 type=control1 q_typed_reliable_context=1.726793 sequence=660.868379
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=210 node=N3009 type=control1 q_typed_reliable_context=1.695893 sequence=662.564272
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=211 node=N5735 type=observe q_typed_reliable_context=1.422813 sequence=663.987085
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=212 node=N2243 type=observe q_typed_reliable_context=3.673037 sequence=667.660121
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=213 node=N5202 type=observe q_typed_reliable_context=2.498813 sequence=670.158934
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=214 node=N2259 type=observe q_typed_reliable_context=3.876347 sequence=674.035281
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=215 node=N5160 type=observe q_typed_reliable_context=3.127149 sequence=677.162430
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=216 node=N2267 type=observe q_typed_reliable_context=3.812917 sequence=680.975348
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=217 node=N7381 type=observe q_typed_reliable_context=4.475895 sequence=685.451242
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=218 node=N3067 type=control1 q_typed_reliable_context=2.067171 sequence=687.518413
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=219 node=N8790 type=control1 q_typed_reliable_context=2.609856 sequence=690.128269
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=220 node=N8240 type=control1 q_typed_reliable_context=2.782637 sequence=692.910906
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=221 node=N8789 type=control1 q_typed_reliable_context=2.791094 sequence=695.702000
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=222 node=N8239 type=control1 q_typed_reliable_context=2.861322 sequence=698.563322
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=223 node=N8607 type=control1 q_typed_reliable_context=3.065490 sequence=701.628812
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=224 node=N7512 type=control1 q_typed_reliable_context=3.176050 sequence=704.804862
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=225 node=N5094 type=observe q_typed_reliable_context=2.720776 sequence=707.525638
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=226 node=N652 type=control1 q_typed_reliable_context=2.854764 sequence=710.380402
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=227 node=N7696 type=control0 q_typed_reliable_context=2.382316 sequence=712.762719
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=228 node=N8238 type=control1 q_typed_reliable_context=4.186609 sequence=716.949328
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=229 node=N7542 type=control0 q_typed_reliable_context=2.965925 sequence=719.915253
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=230 node=N8606 type=control1 q_typed_reliable_context=2.876074 sequence=722.791327
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=231 node=N8237 type=control1 q_typed_reliable_context=2.836399 sequence=725.627726
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=232 node=N902 type=control1 q_typed_reliable_context=2.822191 sequence=728.449917
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=233 node=N8605 type=control1 q_typed_reliable_context=2.171351 sequence=730.621268
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=234 node=N8236 type=control1 q_typed_reliable_context=2.847455 sequence=733.468722
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=235 node=N515 type=control1 q_typed_reliable_context=2.839149 sequence=736.307871
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=236 node=N6736 type=control1 q_typed_reliable_context=1.717844 sequence=738.025714
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=237 node=N5390 type=observe q_typed_reliable_context=2.704162 sequence=740.729876
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=238 node=N5726 type=control1 q_typed_reliable_context=6.980245 sequence=747.710120
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=239 node=N5111 type=observe q_typed_reliable_context=4.250639 sequence=751.960760
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=240 node=N5373 type=observe q_typed_reliable_context=2.807855 sequence=754.768615
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=241 node=N5422 type=observe q_typed_reliable_context=6.368106 sequence=761.136721
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=242 node=N2151 type=observe q_typed_reliable_context=7.108903 sequence=768.245624
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=243 node=N6660 type=observe q_typed_reliable_context=2.336304 sequence=770.581927
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=244 node=N695 type=observe q_typed_reliable_context=3.652622 sequence=774.234550
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=245 node=N7443 type=observe q_typed_reliable_context=3.040051 sequence=777.274601
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=246 node=N2263 type=observe q_typed_reliable_context=5.074761 sequence=782.349362
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=247 node=N6581 type=observe q_typed_reliable_context=7.215230 sequence=789.564592
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=248 node=N696 type=observe q_typed_reliable_context=3.102873 sequence=792.667465
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=249 node=N2251 type=observe q_typed_reliable_context=3.084822 sequence=795.752287
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=250 node=N697 type=observe q_typed_reliable_context=3.948346 sequence=799.700633
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=251 node=N7444 type=observe q_typed_reliable_context=2.949675 sequence=802.650308
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=252 node=N7433 type=observe q_typed_reliable_context=2.598511 sequence=805.248819
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=253 node=N6658 type=observe q_typed_reliable_context=6.667452 sequence=811.916272
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=254 node=N2247 type=observe q_typed_reliable_context=2.907743 sequence=814.824015
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=255 node=N680 type=observe q_typed_reliable_context=5.766564 sequence=820.590579
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=256 node=N1352 type=observe q_typed_reliable_context=4.707669 sequence=825.298247
