[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:42:22 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/best_final_horizon/q_typed_residual_context/alpha_0p05_weight_0p75
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:42:22 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:42:22 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:42:22 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N638 type=control1 q_typed_residual_context=1.715629 sequence=307.541313
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N620 type=control1 q_typed_residual_context=2.647352 sequence=310.188665
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N610 type=control1 q_typed_residual_context=4.010284 sequence=314.198948
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N645 type=control1 q_typed_residual_context=5.293728 sequence=319.492677
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N3792 type=control0 q_typed_residual_context=5.665301 sequence=325.157978
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N3785 type=control0 q_typed_residual_context=2.361023 sequence=327.519000
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N6674 type=observe q_typed_residual_context=2.208040 sequence=329.727040
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N4520 type=control0 q_typed_residual_context=1.591955 sequence=331.318995
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=1.968959 sequence=333.287954
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N2106 type=observe q_typed_residual_context=1.569356 sequence=334.857310
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=1.425341 sequence=336.282652
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7401 type=observe q_typed_residual_context=1.433420 sequence=337.716071
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N2149 type=observe q_typed_residual_context=1.807985 sequence=339.524056
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N3681 type=control0 q_typed_residual_context=1.482511 sequence=341.006567
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N5878 type=observe q_typed_residual_context=1.897355 sequence=342.903923
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.345682 sequence=344.249604
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N7421 type=control1 q_typed_residual_context=1.835093 sequence=346.084697
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N1411 type=control0 q_typed_residual_context=1.204998 sequence=347.289695
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N2102 type=observe q_typed_residual_context=1.023303 sequence=348.312998
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N712 type=observe q_typed_residual_context=1.652217 sequence=349.965215
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N7424 type=control1 q_typed_residual_context=1.216088 sequence=351.181303
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=0.839863 sequence=352.021166
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N630 type=control1 q_typed_residual_context=0.956205 sequence=352.977371
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_residual_context=1.167630 sequence=354.145001
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=1.182691 sequence=355.327692
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=0.994232 sequence=356.321924
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N3525 type=control1 q_typed_residual_context=0.949428 sequence=357.271352
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N3410 type=control1 q_typed_residual_context=0.852123 sequence=358.123475
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N7385 type=observe q_typed_residual_context=0.759802 sequence=358.883277
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_residual_context=1.006511 sequence=359.889788
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N3180 type=control1 q_typed_residual_context=0.955124 sequence=360.844912
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=1.238880 sequence=362.083792
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N6534 type=observe q_typed_residual_context=0.743881 sequence=362.827673
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N1586 type=control1 q_typed_residual_context=1.468175 sequence=364.295847
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N723 type=observe q_typed_residual_context=1.044998 sequence=365.340846
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N714 type=observe q_typed_residual_context=1.212546 sequence=366.553392
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N725 type=observe q_typed_residual_context=1.409920 sequence=367.963311
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N715 type=observe q_typed_residual_context=1.579179 sequence=369.542490
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N7436 type=observe q_typed_residual_context=1.173782 sequence=370.716272
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N5740 type=observe q_typed_residual_context=2.395172 sequence=373.111444
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N3467 type=control1 q_typed_residual_context=2.432260 sequence=375.543704
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_residual_context=1.047171 sequence=376.590874
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N7454 type=observe q_typed_residual_context=1.316219 sequence=377.907094
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.179808 sequence=379.086901
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.138529 sequence=380.225430
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_residual_context=0.312603 sequence=380.538033
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N5473 type=observe q_typed_residual_context=1.502628 sequence=382.040661
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N705 type=observe q_typed_residual_context=2.240931 sequence=384.281592
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_residual_context=2.163931 sequence=386.445523
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_residual_context=1.695616 sequence=388.141139
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N1987 type=observe q_typed_residual_context=1.128538 sequence=389.269677
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N2580 type=control1 q_typed_residual_context=1.181956 sequence=390.451633
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N5422 type=observe q_typed_residual_context=1.073164 sequence=391.524796
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N2779 type=control1 q_typed_residual_context=1.640141 sequence=393.164937
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=1.943823 sequence=395.108761
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N7405 type=observe q_typed_residual_context=1.736031 sequence=396.844792
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N7414 type=control1 q_typed_residual_context=1.259542 sequence=398.104334
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N6685 type=observe q_typed_residual_context=0.566326 sequence=398.670660
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N679 type=observe q_typed_residual_context=6.132010 sequence=404.802670
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N5456 type=observe q_typed_residual_context=6.993096 sequence=411.795766
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5439 type=observe q_typed_residual_context=6.352293 sequence=418.148058
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N1879 type=observe q_typed_residual_context=6.202815 sequence=424.350873
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N7873 type=control1 q_typed_residual_context=3.117658 sequence=427.468531
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N2151 type=observe q_typed_residual_context=6.302239 sequence=433.770770
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N7439 type=observe q_typed_residual_context=2.388485 sequence=436.159255
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N6682 type=observe q_typed_residual_context=1.824626 sequence=437.983880
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_residual_context=3.707177 sequence=441.691058
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_residual_context=4.466351 sequence=446.157409
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N5373 type=observe q_typed_residual_context=7.025738 sequence=453.183147
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N5202 type=observe q_typed_residual_context=7.270442 sequence=460.453589
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N7382 type=observe q_typed_residual_context=0.674993 sequence=461.128581
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N765 type=observe q_typed_residual_context=6.449543 sequence=467.578125
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_residual_context=4.796233 sequence=472.374358
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_residual_context=7.182112 sequence=479.556470
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N734 type=observe q_typed_residual_context=1.612914 sequence=481.169384
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N764 type=observe q_typed_residual_context=5.958884 sequence=487.128268
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_residual_context=4.646573 sequence=491.774841
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N7383 type=observe q_typed_residual_context=1.000761 sequence=492.775602
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N771 type=observe q_typed_residual_context=6.128699 sequence=498.904301
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N1351 type=observe q_typed_residual_context=5.388494 sequence=504.292795
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N684 type=observe q_typed_residual_context=1.511758 sequence=505.804553
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N7380 type=observe q_typed_residual_context=6.031855 sequence=511.836408
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N686 type=observe q_typed_residual_context=5.185222 sequence=517.021630
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N6677 type=observe q_typed_residual_context=3.152790 sequence=520.174420
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N729 type=observe q_typed_residual_context=4.812239 sequence=524.986660
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N689 type=observe q_typed_residual_context=1.415871 sequence=526.402530
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5735 type=observe q_typed_residual_context=6.265346 sequence=532.667876
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N763 type=observe q_typed_residual_context=6.012560 sequence=538.680435
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N2271 type=observe q_typed_residual_context=4.482712 sequence=543.163148
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N5094 type=observe q_typed_residual_context=1.101577 sequence=544.264724
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N7433 type=observe q_typed_residual_context=6.442745 sequence=550.707469
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N2072 type=observe q_typed_residual_context=6.083768 sequence=556.791238
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N2267 type=observe q_typed_residual_context=4.644000 sequence=561.435238
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N695 type=observe q_typed_residual_context=6.052877 sequence=567.488115
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N6581 type=observe q_typed_residual_context=6.371203 sequence=573.859318
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N2263 type=observe q_typed_residual_context=5.350867 sequence=579.210185
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N696 type=observe q_typed_residual_context=4.343260 sequence=583.553445
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N2259 type=observe q_typed_residual_context=2.674533 sequence=586.227978
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N7447 type=observe q_typed_residual_context=2.556735 sequence=588.784713
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N697 type=observe q_typed_residual_context=5.086535 sequence=593.871249
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N2243 type=observe q_typed_residual_context=5.650894 sequence=599.522142
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_residual_context=3.542491 sequence=603.064633
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N5111 type=observe q_typed_residual_context=5.684734 sequence=608.749367
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N7443 type=observe q_typed_residual_context=4.150356 sequence=612.899723
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N5160 type=observe q_typed_residual_context=5.296924 sequence=618.196647
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N2251 type=observe q_typed_residual_context=4.341305 sequence=622.537951
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_residual_context=1.520705 sequence=624.058656
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N6656 type=observe q_typed_residual_context=1.169902 sequence=625.228558
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N2247 type=observe q_typed_residual_context=3.092303 sequence=628.320861
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N7444 type=observe q_typed_residual_context=4.161711 sequence=632.482572
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N1352 type=observe q_typed_residual_context=3.422518 sequence=635.905091
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N6658 type=observe q_typed_residual_context=5.831142 sequence=641.736233
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N680 type=observe q_typed_residual_context=3.244965 sequence=644.981198
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N732 type=observe q_typed_residual_context=3.779018 sequence=648.760216
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N2216 type=observe q_typed_residual_context=3.726897 sequence=652.487113
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N2218 type=observe q_typed_residual_context=3.688307 sequence=656.175420
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N2255 type=observe q_typed_residual_context=3.965735 sequence=660.141155
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N7452 type=observe q_typed_residual_context=3.328732 sequence=663.469887
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N4900 type=observe q_typed_residual_context=6.234733 sequence=669.704620
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N6537 type=observe q_typed_residual_context=1.737062 sequence=671.441681
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N2185 type=observe q_typed_residual_context=4.163357 sequence=675.605038
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N3009 type=control1 q_typed_residual_context=1.077544 sequence=676.682582
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N8790 type=control1 q_typed_residual_context=3.818428 sequence=680.501010
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N717 type=observe q_typed_residual_context=3.185052 sequence=683.686062
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N8240 type=control1 q_typed_residual_context=3.087054 sequence=686.773116
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N6680 type=observe q_typed_residual_context=0.981276 sequence=687.754392
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N2203 type=observe q_typed_residual_context=3.776314 sequence=691.530706
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N8789 type=control1 q_typed_residual_context=5.986005 sequence=697.516711
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N735 type=observe q_typed_residual_context=6.005473 sequence=703.522184
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N2205 type=observe q_typed_residual_context=5.992479 sequence=709.514663
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N7440 type=observe q_typed_residual_context=5.821122 sequence=715.335785
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N7542 type=control0 q_typed_residual_context=0.966870 sequence=716.302655
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N8607 type=control1 q_typed_residual_context=5.793602 sequence=722.096257
[b15-r6-type/type_balanced_rank/best_final_horizon/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N8239 type=control1 q_typed_residual_context=5.409339 sequence=727.505596
