[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:00:57 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N578 type=observe q_typed_residual_context=1.419537 sequence=374.641138
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N7879 type=control1 q_typed_residual_context=2.264740 sequence=376.905878
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=1.967300 sequence=378.873178
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7877 type=control1 q_typed_residual_context=1.718119 sequence=380.591297
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N7454 type=observe q_typed_residual_context=1.038629 sequence=381.629927
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N694 type=observe q_typed_residual_context=2.609844 sequence=384.239771
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=2.317224 sequence=386.556995
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N7402 type=observe q_typed_residual_context=5.059614 sequence=391.616609
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N2102 type=observe q_typed_residual_context=1.543627 sequence=393.160236
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N7679 type=observe q_typed_residual_context=1.530910 sequence=394.691146
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N7424 type=control1 q_typed_residual_context=1.755069 sequence=396.446215
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=3.059796 sequence=399.506010
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7856 type=control1 q_typed_residual_context=1.438306 sequence=400.944317
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N5878 type=observe q_typed_residual_context=1.792813 sequence=402.737129
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N5603 type=observe q_typed_residual_context=0.900058 sequence=403.637187
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_residual_context=3.611190 sequence=407.248377
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N2106 type=observe q_typed_residual_context=1.921985 sequence=409.170362
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N2580 type=control1 q_typed_residual_context=2.793593 sequence=411.963955
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N6674 type=observe q_typed_residual_context=1.313369 sequence=413.277324
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N7385 type=observe q_typed_residual_context=1.271890 sequence=414.549214
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N2149 type=observe q_typed_residual_context=2.187672 sequence=416.736886
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N5876 type=observe q_typed_residual_context=5.480200 sequence=422.217087
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7627 type=observe q_typed_residual_context=1.370241 sequence=423.587328
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N7892 type=control1 q_typed_residual_context=1.082657 sequence=424.669985
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N5740 type=observe q_typed_residual_context=2.162997 sequence=426.832982
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N714 type=observe q_typed_residual_context=3.567916 sequence=430.400898
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N649 type=control1 q_typed_residual_context=2.792619 sequence=433.193517
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N642 type=control1 q_typed_residual_context=3.382851 sequence=436.576368
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N630 type=control1 q_typed_residual_context=3.794344 sequence=440.370711
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N7401 type=observe q_typed_residual_context=3.522446 sequence=443.893157
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N3525 type=control1 q_typed_residual_context=1.791828 sequence=445.684986
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N1607 type=control1 q_typed_residual_context=1.640384 sequence=447.325369
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=2.026589 sequence=449.351958
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N3295 type=control1 q_typed_residual_context=2.179202 sequence=451.531160
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N3467 type=control1 q_typed_residual_context=1.852207 sequence=453.383367
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N6531 type=observe q_typed_residual_context=1.343872 sequence=454.727239
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N1586 type=control1 q_typed_residual_context=2.084366 sequence=456.811605
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N5874 type=observe q_typed_residual_context=3.426919 sequence=460.238524
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N7442 type=control0 q_typed_residual_context=1.971600 sequence=462.210124
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N723 type=observe q_typed_residual_context=3.267965 sequence=465.478089
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N712 type=observe q_typed_residual_context=2.088930 sequence=467.567019
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=1.782421 sequence=469.349440
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2721 type=control1 q_typed_residual_context=1.427640 sequence=470.777079
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N2894 type=control1 q_typed_residual_context=1.596333 sequence=472.373413
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N5473 type=observe q_typed_residual_context=2.040180 sequence=474.413592
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N715 type=observe q_typed_residual_context=1.966791 sequence=476.380383
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N7614 type=observe q_typed_residual_context=1.091520 sequence=477.471903
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N2952 type=control1 q_typed_residual_context=1.888102 sequence=479.360006
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N2779 type=control1 q_typed_residual_context=0.891046 sequence=480.251052
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N7436 type=observe q_typed_residual_context=0.999553 sequence=481.250605
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N725 type=observe q_typed_residual_context=1.414393 sequence=482.664998
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N703 type=observe q_typed_residual_context=6.358508 sequence=489.023506
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N1599 type=observe q_typed_residual_context=2.352640 sequence=491.376146
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N1879 type=observe q_typed_residual_context=1.424842 sequence=492.800988
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N1598 type=observe q_typed_residual_context=1.045905 sequence=493.846893
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N7405 type=observe q_typed_residual_context=4.776708 sequence=498.623600
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N5356 type=observe q_typed_residual_context=6.943271 sequence=505.566871
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N7873 type=control1 q_typed_residual_context=7.086171 sequence=512.653043
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N6668 type=observe q_typed_residual_context=5.756887 sequence=518.409929
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N705 type=observe q_typed_residual_context=2.167107 sequence=520.577037
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N2837 type=control1 q_typed_residual_context=2.370945 sequence=522.947982
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5456 type=observe q_typed_residual_context=0.736906 sequence=523.684888
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N706 type=observe q_typed_residual_context=5.235904 sequence=528.920792
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N6538 type=observe q_typed_residual_context=1.946209 sequence=530.867001
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N5422 type=observe q_typed_residual_context=5.932277 sequence=536.799278
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N3009 type=control1 q_typed_residual_context=5.899818 sequence=542.699096
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N679 type=observe q_typed_residual_context=3.793426 sequence=546.492522
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N3067 type=control1 q_typed_residual_context=2.615724 sequence=549.108246
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N6660 type=observe q_typed_residual_context=0.775290 sequence=549.883537
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N8790 type=control1 q_typed_residual_context=1.151250 sequence=551.034787
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N8240 type=control1 q_typed_residual_context=1.717289 sequence=552.752076
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N5439 type=observe q_typed_residual_context=1.473930 sequence=554.226006
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N8789 type=control1 q_typed_residual_context=3.703669 sequence=557.929675
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N7439 type=observe q_typed_residual_context=3.443047 sequence=561.372721
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N5202 type=observe q_typed_residual_context=2.627967 sequence=564.000688
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N7542 type=control0 q_typed_residual_context=3.361192 sequence=567.361880
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N8239 type=control1 q_typed_residual_context=6.530425 sequence=573.892305
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N8607 type=control1 q_typed_residual_context=6.488425 sequence=580.380729
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N2072 type=observe q_typed_residual_context=2.458078 sequence=582.838807
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N5390 type=observe q_typed_residual_context=4.880917 sequence=587.719724
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N756 type=observe q_typed_residual_context=2.935630 sequence=590.655354
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N708 type=observe q_typed_residual_context=1.803772 sequence=592.459126
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N719 type=observe q_typed_residual_context=6.559682 sequence=599.018809
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N2151 type=observe q_typed_residual_context=6.720747 sequence=605.739555
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N652 type=control1 q_typed_residual_context=0.880337 sequence=606.619893
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N7383 type=observe q_typed_residual_context=2.469183 sequence=609.089075
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N8238 type=control1 q_typed_residual_context=1.576495 sequence=610.665571
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5373 type=observe q_typed_residual_context=1.935901 sequence=612.601472
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N8606 type=control1 q_typed_residual_context=4.607282 sequence=617.208754
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N699 type=observe q_typed_residual_context=5.852294 sequence=623.061048
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N8237 type=control1 q_typed_residual_context=5.191622 sequence=628.252669
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N902 type=control1 q_typed_residual_context=4.168557 sequence=632.421227
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N6656 type=observe q_typed_residual_context=5.762652 sequence=638.183878
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N734 type=observe q_typed_residual_context=3.373018 sequence=641.556896
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N5334 type=observe q_typed_residual_context=3.173481 sequence=644.730377
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N7380 type=observe q_typed_residual_context=3.526853 sequence=648.257231
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N2159 type=observe q_typed_residual_context=1.756712 sequence=650.013943
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N6658 type=observe q_typed_residual_context=1.095917 sequence=651.109860
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N4460 type=control0 q_typed_residual_context=0.252165 sequence=651.362025
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N1351 type=observe q_typed_residual_context=3.672591 sequence=655.034616
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N686 type=observe q_typed_residual_context=3.638014 sequence=658.672630
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N729 type=observe q_typed_residual_context=2.232797 sequence=660.905427
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N8605 type=control1 q_typed_residual_context=2.494611 sequence=663.400038
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N8236 type=control1 q_typed_residual_context=1.839407 sequence=665.239446
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N4421 type=control0 q_typed_residual_context=0.315132 sequence=665.554577
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N7381 type=observe q_typed_residual_context=6.798522 sequence=672.353100
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N515 type=control1 q_typed_residual_context=2.736211 sequence=675.089311
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N684 type=observe q_typed_residual_context=4.261392 sequence=679.350702
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N754 type=observe q_typed_residual_context=1.052626 sequence=680.403329
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N689 type=observe q_typed_residual_context=4.458810 sequence=684.862139
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N5726 type=control1 q_typed_residual_context=5.495898 sequence=690.358036
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N4359 type=control0 q_typed_residual_context=1.497743 sequence=691.855779
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N6682 type=observe q_typed_residual_context=5.912840 sequence=697.768619
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N2271 type=observe q_typed_residual_context=5.247462 sequence=703.016081
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N4367 type=control0 q_typed_residual_context=4.381130 sequence=707.397211
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N4532 type=control0 q_typed_residual_context=6.358560 sequence=713.755771
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N5160 type=observe q_typed_residual_context=5.471063 sequence=719.226834
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N4442 type=control0 q_typed_residual_context=6.632630 sequence=725.859464
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N7433 type=observe q_typed_residual_context=4.698864 sequence=730.558328
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N2259 type=observe q_typed_residual_context=3.049855 sequence=733.608183
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N5735 type=observe q_typed_residual_context=5.174855 sequence=738.783039
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N6736 type=control1 q_typed_residual_context=6.702325 sequence=745.485364
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N6730 type=control1 q_typed_residual_context=6.226895 sequence=751.712258
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N8235 type=control1 q_typed_residual_context=6.006360 sequence=757.718618
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N2267 type=observe q_typed_residual_context=5.811506 sequence=763.530124
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N8234 type=control1 q_typed_residual_context=6.150384 sequence=769.680508
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N6593 type=control1 q_typed_residual_context=3.211936 sequence=772.892444
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N8783 type=control1 q_typed_residual_context=1.827488 sequence=774.719932
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N8233 type=control1 q_typed_residual_context=3.579658 sequence=778.299590
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N5094 type=observe q_typed_residual_context=2.087591 sequence=780.387181
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N6743 type=control1 q_typed_residual_context=5.927991 sequence=786.315173
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N8608 type=control1 q_typed_residual_context=6.125749 sequence=792.440921
