[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:58:04 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:58:04 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:58:04 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T10:58:04 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N694 type=observe q_typed_residual_context=2.506027 sequence=305.948437
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N638 type=control1 q_typed_residual_context=1.715628 sequence=307.664065
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N620 type=control1 q_typed_residual_context=2.647352 sequence=310.311417
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N610 type=control1 q_typed_residual_context=4.010283 sequence=314.321700
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N645 type=control1 q_typed_residual_context=5.293727 sequence=319.615427
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N3792 type=control0 q_typed_residual_context=5.665301 sequence=325.280728
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N3785 type=control0 q_typed_residual_context=2.361023 sequence=327.641751
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N6674 type=observe q_typed_residual_context=2.208051 sequence=329.849802
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N4520 type=control0 q_typed_residual_context=1.591958 sequence=331.441760
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=1.968958 sequence=333.410718
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N2106 type=observe q_typed_residual_context=1.569364 sequence=334.980081
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=1.425339 sequence=336.405420
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7401 type=observe q_typed_residual_context=1.433428 sequence=337.838849
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N2149 type=observe q_typed_residual_context=1.807993 sequence=339.646842
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N3681 type=control0 q_typed_residual_context=1.482508 sequence=341.129350
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N5878 type=observe q_typed_residual_context=1.897363 sequence=343.026713
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.345686 sequence=344.372399
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N7421 type=control1 q_typed_residual_context=1.835093 sequence=346.207492
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N1411 type=control0 q_typed_residual_context=1.204997 sequence=347.412489
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N2102 type=observe q_typed_residual_context=1.023311 sequence=348.435800
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N712 type=observe q_typed_residual_context=1.652223 sequence=350.088024
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N7424 type=control1 q_typed_residual_context=1.216086 sequence=351.304110
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=0.839864 sequence=352.143973
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N630 type=control1 q_typed_residual_context=0.956206 sequence=353.100179
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_residual_context=1.167630 sequence=354.267809
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=1.182692 sequence=355.450501
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=0.994236 sequence=356.444737
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N3525 type=control1 q_typed_residual_context=0.949428 sequence=357.394165
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N3410 type=control1 q_typed_residual_context=0.852123 sequence=358.246288
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N7385 type=observe q_typed_residual_context=0.759805 sequence=359.006094
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_residual_context=1.006511 sequence=360.012605
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N3180 type=control1 q_typed_residual_context=0.955124 sequence=360.967729
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=1.238880 sequence=362.206609
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N6534 type=observe q_typed_residual_context=0.743883 sequence=362.950492
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N1586 type=control1 q_typed_residual_context=1.468175 sequence=364.418667
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N723 type=observe q_typed_residual_context=1.045000 sequence=365.463668
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N714 type=observe q_typed_residual_context=1.212547 sequence=366.676215
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N725 type=observe q_typed_residual_context=1.409922 sequence=368.086137
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N715 type=observe q_typed_residual_context=1.579181 sequence=369.665317
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N7436 type=observe q_typed_residual_context=1.173783 sequence=370.839101
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N5740 type=observe q_typed_residual_context=2.395173 sequence=373.234273
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N3467 type=control1 q_typed_residual_context=2.432260 sequence=375.666533
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_residual_context=1.047171 sequence=376.713704
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N7454 type=observe q_typed_residual_context=1.316221 sequence=378.029925
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.179809 sequence=379.209734
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.138529 sequence=380.348262
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_residual_context=0.312604 sequence=380.660867
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N5473 type=observe q_typed_residual_context=1.502629 sequence=382.163496
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N705 type=observe q_typed_residual_context=2.240932 sequence=384.404428
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_residual_context=2.163931 sequence=386.568359
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_residual_context=1.695616 sequence=388.263975
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N1987 type=observe q_typed_residual_context=1.128538 sequence=389.392514
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N2580 type=control1 q_typed_residual_context=1.181957 sequence=390.574470
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N5422 type=observe q_typed_residual_context=1.073164 sequence=391.647635
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N2779 type=control1 q_typed_residual_context=1.640141 sequence=393.287775
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=1.943824 sequence=395.231599
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N7405 type=observe q_typed_residual_context=1.736032 sequence=396.967631
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N7414 type=control1 q_typed_residual_context=1.259542 sequence=398.227173
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N6685 type=observe q_typed_residual_context=0.566327 sequence=398.793500
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N679 type=observe q_typed_residual_context=6.132011 sequence=404.925511
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N5456 type=observe q_typed_residual_context=6.993096 sequence=411.918607
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5439 type=observe q_typed_residual_context=6.352293 sequence=418.270900
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N1879 type=observe q_typed_residual_context=6.202815 sequence=424.473715
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N7873 type=control1 q_typed_residual_context=3.117658 sequence=427.591373
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N2151 type=observe q_typed_residual_context=6.302240 sequence=433.893613
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N7439 type=observe q_typed_residual_context=2.388485 sequence=436.282098
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N6682 type=observe q_typed_residual_context=1.824626 sequence=438.106724
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_residual_context=3.707178 sequence=441.813902
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_residual_context=4.466351 sequence=446.280253
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N5373 type=observe q_typed_residual_context=7.025738 sequence=453.305991
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N5202 type=observe q_typed_residual_context=7.270442 sequence=460.576433
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N7382 type=observe q_typed_residual_context=0.674993 sequence=461.251426
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N765 type=observe q_typed_residual_context=6.449543 sequence=467.700970
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_residual_context=4.796233 sequence=472.497203
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_residual_context=7.182113 sequence=479.679316
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N734 type=observe q_typed_residual_context=1.612914 sequence=481.292229
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N764 type=observe q_typed_residual_context=5.958884 sequence=487.251114
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_residual_context=4.646573 sequence=491.897687
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N7383 type=observe q_typed_residual_context=1.000761 sequence=492.898448
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N771 type=observe q_typed_residual_context=6.128699 sequence=499.027148
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N1351 type=observe q_typed_residual_context=5.388495 sequence=504.415642
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N684 type=observe q_typed_residual_context=1.511758 sequence=505.927400
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N7380 type=observe q_typed_residual_context=6.031856 sequence=511.959255
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N686 type=observe q_typed_residual_context=5.185222 sequence=517.144477
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N6677 type=observe q_typed_residual_context=3.152790 sequence=520.297268
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N729 type=observe q_typed_residual_context=4.812239 sequence=525.109507
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N689 type=observe q_typed_residual_context=1.415871 sequence=526.525378
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5735 type=observe q_typed_residual_context=6.265346 sequence=532.790723
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N763 type=observe q_typed_residual_context=6.012560 sequence=538.803283
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N2271 type=observe q_typed_residual_context=4.482712 sequence=543.285995
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N5094 type=observe q_typed_residual_context=1.101577 sequence=544.387572
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N7433 type=observe q_typed_residual_context=6.442745 sequence=550.830317
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N2072 type=observe q_typed_residual_context=6.083769 sequence=556.914086
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N2267 type=observe q_typed_residual_context=4.644000 sequence=561.558086
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N695 type=observe q_typed_residual_context=6.052877 sequence=567.610963
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N6581 type=observe q_typed_residual_context=6.371203 sequence=573.982166
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N2263 type=observe q_typed_residual_context=5.350867 sequence=579.333033
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N696 type=observe q_typed_residual_context=4.343260 sequence=583.676293
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N2259 type=observe q_typed_residual_context=2.674533 sequence=586.350827
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N7447 type=observe q_typed_residual_context=2.556735 sequence=588.907562
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N697 type=observe q_typed_residual_context=5.086535 sequence=593.994097
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N2243 type=observe q_typed_residual_context=5.650894 sequence=599.644991
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_residual_context=3.542491 sequence=603.187481
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N5111 type=observe q_typed_residual_context=5.684734 sequence=608.872215
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N7443 type=observe q_typed_residual_context=4.150356 sequence=613.022571
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N5160 type=observe q_typed_residual_context=5.296924 sequence=618.319495
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N2251 type=observe q_typed_residual_context=4.341305 sequence=622.660800
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_residual_context=1.520705 sequence=624.181505
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N6656 type=observe q_typed_residual_context=1.169902 sequence=625.351407
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N2247 type=observe q_typed_residual_context=3.092303 sequence=628.443710
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N7444 type=observe q_typed_residual_context=4.161711 sequence=632.605421
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N1352 type=observe q_typed_residual_context=3.422518 sequence=636.027939
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N6658 type=observe q_typed_residual_context=5.831142 sequence=641.859082
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N680 type=observe q_typed_residual_context=3.244965 sequence=645.104047
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N732 type=observe q_typed_residual_context=3.779018 sequence=648.883064
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N2216 type=observe q_typed_residual_context=3.726897 sequence=652.609961
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N2218 type=observe q_typed_residual_context=3.688307 sequence=656.298269
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N2255 type=observe q_typed_residual_context=3.965735 sequence=660.264004
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N7452 type=observe q_typed_residual_context=3.328732 sequence=663.592735
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N4900 type=observe q_typed_residual_context=6.234733 sequence=669.827468
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N6537 type=observe q_typed_residual_context=1.737062 sequence=671.564530
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N2185 type=observe q_typed_residual_context=4.163357 sequence=675.727887
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N3009 type=control1 q_typed_residual_context=1.077544 sequence=676.805431
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N8790 type=control1 q_typed_residual_context=3.818428 sequence=680.623859
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N717 type=observe q_typed_residual_context=3.185052 sequence=683.808911
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N8240 type=control1 q_typed_residual_context=3.087054 sequence=686.895965
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N6680 type=observe q_typed_residual_context=0.981276 sequence=687.877241
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N2203 type=observe q_typed_residual_context=3.776314 sequence=691.653555
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N8789 type=control1 q_typed_residual_context=5.986005 sequence=697.639560
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N735 type=observe q_typed_residual_context=6.005473 sequence=703.645033
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N2205 type=observe q_typed_residual_context=5.992479 sequence=709.637511
[b15-r6-type/type_balanced_toplist/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N7440 type=observe q_typed_residual_context=5.821122 sequence=715.458634
