[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T10:51:55 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N645 type=control1 q_typed_residual_context=1.609194 sequence=367.516113
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N7402 type=observe q_typed_residual_context=1.776855 sequence=369.292968
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N636 type=control1 q_typed_residual_context=1.625346 sequence=370.918313
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_residual_context=4.019765 sequence=374.938079
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N2102 type=observe q_typed_residual_context=5.751451 sequence=380.689529
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N3295 type=control1 q_typed_residual_context=5.820319 sequence=386.509848
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N7614 type=observe q_typed_residual_context=3.941128 sequence=390.450976
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N2157 type=observe q_typed_residual_context=2.998878 sequence=393.449854
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N3467 type=control1 q_typed_residual_context=2.508683 sequence=395.958538
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N630 type=control1 q_typed_residual_context=1.910921 sequence=397.869458
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N642 type=control1 q_typed_residual_context=4.821868 sequence=402.691326
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N649 type=control1 q_typed_residual_context=6.120133 sequence=408.811459
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N578 type=observe q_typed_residual_context=5.651519 sequence=414.462978
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N3525 type=control1 q_typed_residual_context=2.424933 sequence=416.887910
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N6533 type=observe q_typed_residual_context=1.455093 sequence=418.343004
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N5740 type=observe q_typed_residual_context=1.339078 sequence=419.682082
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_residual_context=1.251935 sequence=420.934016
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N7854 type=control0 q_typed_residual_context=1.252287 sequence=422.186304
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N2149 type=observe q_typed_residual_context=1.809694 sequence=423.995998
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N7679 type=observe q_typed_residual_context=2.206910 sequence=426.202908
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_residual_context=1.812983 sequence=428.015891
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N647 type=control1 q_typed_residual_context=4.789892 sequence=432.805783
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N1411 type=control0 q_typed_residual_context=5.622982 sequence=438.428765
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N1586 type=control1 q_typed_residual_context=3.192052 sequence=441.620817
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N5878 type=observe q_typed_residual_context=5.413458 sequence=447.034275
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N5356 type=observe q_typed_residual_context=3.314427 sequence=450.348702
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N712 type=observe q_typed_residual_context=2.921832 sequence=453.270534
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N7627 type=observe q_typed_residual_context=2.269833 sequence=455.540367
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N5876 type=observe q_typed_residual_context=3.033600 sequence=458.573967
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N6531 type=observe q_typed_residual_context=1.706948 sequence=460.280915
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N7401 type=observe q_typed_residual_context=2.065193 sequence=462.346108
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N725 type=observe q_typed_residual_context=2.693025 sequence=465.039134
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N703 type=observe q_typed_residual_context=3.163171 sequence=468.202305
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N5866 type=observe q_typed_residual_context=1.922913 sequence=470.125218
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N723 type=observe q_typed_residual_context=4.952576 sequence=475.077794
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N715 type=observe q_typed_residual_context=4.491668 sequence=479.569462
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N7454 type=observe q_typed_residual_context=1.723287 sequence=481.292749
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=0.835105 sequence=482.127854
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=1.137777 sequence=483.265630
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N5473 type=observe q_typed_residual_context=3.381134 sequence=486.646764
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N705 type=observe q_typed_residual_context=2.840065 sequence=489.486829
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=2.974156 sequence=492.460985
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N764 type=observe q_typed_residual_context=0.978547 sequence=493.439531
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N5874 type=observe q_typed_residual_context=1.334777 sequence=494.774308
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N5422 type=observe q_typed_residual_context=1.382431 sequence=496.156739
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N714 type=observe q_typed_residual_context=2.171626 sequence=498.328365
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N7405 type=observe q_typed_residual_context=1.595780 sequence=499.924145
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N5456 type=observe q_typed_residual_context=1.657869 sequence=501.582014
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N679 type=observe q_typed_residual_context=1.686571 sequence=503.268585
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N6678 type=observe q_typed_residual_context=1.460966 sequence=504.729552
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N706 type=observe q_typed_residual_context=2.015992 sequence=506.745544
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N5439 type=observe q_typed_residual_context=1.094920 sequence=507.840464
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N765 type=observe q_typed_residual_context=6.456243 sequence=514.296708
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N5390 type=observe q_typed_residual_context=4.487792 sequence=518.784499
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N771 type=observe q_typed_residual_context=3.467802 sequence=522.252301
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N7439 type=observe q_typed_residual_context=4.302969 sequence=526.555269
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N5202 type=observe q_typed_residual_context=2.558280 sequence=529.113550
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5373 type=observe q_typed_residual_context=0.914594 sequence=530.028144
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N5334 type=observe q_typed_residual_context=5.524257 sequence=535.552401
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N1879 type=observe q_typed_residual_context=6.282365 sequence=541.834766
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N1349 type=observe q_typed_residual_context=4.586850 sequence=546.421616
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N754 type=observe q_typed_residual_context=0.672543 sequence=547.094159
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N708 type=observe q_typed_residual_context=7.025381 sequence=554.119540
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N7383 type=observe q_typed_residual_context=6.620181 sequence=560.739721
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N719 type=observe q_typed_residual_context=1.944077 sequence=562.683797
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N699 type=observe q_typed_residual_context=5.384787 sequence=568.068584
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N734 type=observe q_typed_residual_context=4.678013 sequence=572.746597
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N2151 type=observe q_typed_residual_context=1.877001 sequence=574.623598
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N6673 type=observe q_typed_residual_context=1.483567 sequence=576.107166
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N7382 type=observe q_typed_residual_context=3.619871 sequence=579.727037
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N1351 type=observe q_typed_residual_context=2.219619 sequence=581.946656
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N684 type=observe q_typed_residual_context=1.884225 sequence=583.830881
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N7380 type=observe q_typed_residual_context=1.976347 sequence=585.807228
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N2159 type=observe q_typed_residual_context=0.916244 sequence=586.723472
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N6668 type=observe q_typed_residual_context=0.854925 sequence=587.578397
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N689 type=observe q_typed_residual_context=1.246038 sequence=588.824435
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N729 type=observe q_typed_residual_context=2.625377 sequence=591.449813
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N686 type=observe q_typed_residual_context=2.311319 sequence=593.761132
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N2894 type=control1 q_typed_residual_context=0.245004 sequence=594.006136
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N2243 type=observe q_typed_residual_context=2.435016 sequence=596.441151
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N2952 type=control1 q_typed_residual_context=0.243034 sequence=596.684185
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N7381 type=observe q_typed_residual_context=2.960573 sequence=599.644758
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N6685 type=observe q_typed_residual_context=0.422580 sequence=600.067338
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5735 type=observe q_typed_residual_context=3.148706 sequence=603.216044
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N2271 type=observe q_typed_residual_context=6.071444 sequence=609.287489
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N5094 type=observe q_typed_residual_context=6.519573 sequence=615.807061
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N6660 type=observe q_typed_residual_context=6.483395 sequence=622.290456
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N2267 type=observe q_typed_residual_context=4.254883 sequence=626.545339
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N5160 type=observe q_typed_residual_context=4.720266 sequence=631.265605
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N7433 type=observe q_typed_residual_context=3.348505 sequence=634.614110
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N2259 type=observe q_typed_residual_context=3.134570 sequence=637.748680
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N5111 type=observe q_typed_residual_context=2.854464 sequence=640.603144
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N2263 type=observe q_typed_residual_context=3.291691 sequence=643.894835
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N6537 type=observe q_typed_residual_context=3.345330 sequence=647.240165
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N753 type=observe q_typed_residual_context=0.084514 sequence=647.324679
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N695 type=observe q_typed_residual_context=6.579728 sequence=653.904408
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N7443 type=observe q_typed_residual_context=6.662810 sequence=660.567217
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N2251 type=observe q_typed_residual_context=6.681087 sequence=667.248304
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N696 type=observe q_typed_residual_context=6.492632 sequence=673.740936
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N6658 type=observe q_typed_residual_context=1.834921 sequence=675.575858
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N697 type=observe q_typed_residual_context=2.838246 sequence=678.414104
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N2247 type=observe q_typed_residual_context=6.175112 sequence=684.589216
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N1352 type=observe q_typed_residual_context=4.850642 sequence=689.439857
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N7444 type=observe q_typed_residual_context=6.009742 sequence=695.449600
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N680 type=observe q_typed_residual_context=6.159332 sequence=701.608932
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N7452 type=observe q_typed_residual_context=6.250443 sequence=707.859375
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N6656 type=observe q_typed_residual_context=6.287492 sequence=714.146867
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N732 type=observe q_typed_residual_context=3.429003 sequence=717.575870
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N2216 type=observe q_typed_residual_context=3.250459 sequence=720.826329
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N763 type=observe q_typed_residual_context=0.716821 sequence=721.543150
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N2218 type=observe q_typed_residual_context=4.745263 sequence=726.288413
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N2255 type=observe q_typed_residual_context=6.991771 sequence=733.280184
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N4900 type=observe q_typed_residual_context=6.295062 sequence=739.575246
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N2185 type=observe q_typed_residual_context=6.670778 sequence=746.246023
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N717 type=observe q_typed_residual_context=7.029345 sequence=753.275369
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N2203 type=observe q_typed_residual_context=7.112716 sequence=760.388085
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N6681 type=observe q_typed_residual_context=4.798555 sequence=765.186640
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N735 type=observe q_typed_residual_context=6.981272 sequence=772.167912
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N2205 type=observe q_typed_residual_context=7.128400 sequence=779.296312
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N7440 type=observe q_typed_residual_context=7.082501 sequence=786.378813
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N2201 type=observe q_typed_residual_context=7.151271 sequence=793.530084
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N2226 type=observe q_typed_residual_context=7.096655 sequence=800.626739
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N733 type=observe q_typed_residual_context=6.905402 sequence=807.532140
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N7694 type=control0 q_typed_residual_context=0.256799 sequence=807.788940
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N759 type=observe q_typed_residual_context=1.116887 sequence=808.905826
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N2214 type=observe q_typed_residual_context=7.075638 sequence=815.981464
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N2212 type=observe q_typed_residual_context=7.095850 sequence=823.077313
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N1347 type=observe q_typed_residual_context=6.898059 sequence=829.975373
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N2220 type=observe q_typed_residual_context=4.095483 sequence=834.070855
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N7698 type=control0 q_typed_residual_context=0.233315 sequence=834.304170
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N7855 type=control0 q_typed_residual_context=2.066556 sequence=836.370726
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N7542 type=control0 q_typed_residual_context=3.985514 sequence=840.356240
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N1348 type=observe q_typed_residual_context=5.420003 sequence=845.776242
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N756 type=observe q_typed_residual_context=2.509883 sequence=848.286126
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N2222 type=observe q_typed_residual_context=5.698031 sequence=853.984157
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N8470 type=observe q_typed_residual_context=7.201130 sequence=861.185287
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=265 node=N2207 type=observe q_typed_residual_context=7.155460 sequence=868.340747
