[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:06:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N610 type=control1 q_typed_residual_context=4.010284 sequence=314.336346
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N645 type=control1 q_typed_residual_context=5.293728 sequence=319.630075
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N3792 type=control0 q_typed_residual_context=5.665301 sequence=325.295376
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N3785 type=control0 q_typed_residual_context=2.361025 sequence=327.656401
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N6674 type=observe q_typed_residual_context=2.208050 sequence=329.864451
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N4520 type=control0 q_typed_residual_context=1.591959 sequence=331.456410
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=1.968958 sequence=333.425368
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N2106 type=observe q_typed_residual_context=1.569364 sequence=334.994732
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=1.425340 sequence=336.420072
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7401 type=observe q_typed_residual_context=1.433429 sequence=337.853501
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N2149 type=observe q_typed_residual_context=1.807993 sequence=339.661494
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N3681 type=control0 q_typed_residual_context=1.482508 sequence=341.144002
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N5878 type=observe q_typed_residual_context=1.897364 sequence=343.041366
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.345687 sequence=344.387053
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N7421 type=control1 q_typed_residual_context=1.835093 sequence=346.222146
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N1411 type=control0 q_typed_residual_context=1.204997 sequence=347.427143
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N2102 type=observe q_typed_residual_context=1.023312 sequence=348.450456
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N712 type=observe q_typed_residual_context=1.652223 sequence=350.102679
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N7424 type=control1 q_typed_residual_context=1.216087 sequence=351.318766
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=0.839864 sequence=352.158629
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N630 type=control1 q_typed_residual_context=0.956206 sequence=353.114835
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_residual_context=1.167630 sequence=354.282465
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=1.182692 sequence=355.465158
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=0.994236 sequence=356.459394
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N3525 type=control1 q_typed_residual_context=0.949428 sequence=357.408822
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N3410 type=control1 q_typed_residual_context=0.852123 sequence=358.260945
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N7385 type=observe q_typed_residual_context=0.759806 sequence=359.020751
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_residual_context=1.006511 sequence=360.027263
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N3180 type=control1 q_typed_residual_context=0.955124 sequence=360.982387
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N647 type=control1 q_typed_residual_context=1.238880 sequence=362.221267
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N6534 type=observe q_typed_residual_context=0.743883 sequence=362.965150
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N1586 type=control1 q_typed_residual_context=1.468175 sequence=364.433325
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N723 type=observe q_typed_residual_context=1.045000 sequence=365.478325
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N714 type=observe q_typed_residual_context=1.212547 sequence=366.690872
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N725 type=observe q_typed_residual_context=1.409922 sequence=368.100793
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N715 type=observe q_typed_residual_context=1.579181 sequence=369.679974
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N7436 type=observe q_typed_residual_context=1.173783 sequence=370.853757
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N5740 type=observe q_typed_residual_context=2.395173 sequence=373.248929
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N3467 type=control1 q_typed_residual_context=2.432260 sequence=375.681189
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_residual_context=1.047171 sequence=376.728360
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N7454 type=observe q_typed_residual_context=1.316221 sequence=378.044581
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.179809 sequence=379.224390
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.138529 sequence=380.362919
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_residual_context=0.312604 sequence=380.675523
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N5473 type=observe q_typed_residual_context=1.502629 sequence=382.178152
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N705 type=observe q_typed_residual_context=2.240932 sequence=384.419084
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_residual_context=2.163931 sequence=386.583015
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_residual_context=1.695616 sequence=388.278632
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N1987 type=observe q_typed_residual_context=1.128538 sequence=389.407170
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N2580 type=control1 q_typed_residual_context=1.181957 sequence=390.589127
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N5422 type=observe q_typed_residual_context=1.073164 sequence=391.662291
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N2779 type=control1 q_typed_residual_context=1.640141 sequence=393.302432
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=1.943824 sequence=395.246256
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N7405 type=observe q_typed_residual_context=1.736032 sequence=396.982288
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N7414 type=control1 q_typed_residual_context=1.259542 sequence=398.241829
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N6685 type=observe q_typed_residual_context=0.566327 sequence=398.808156
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N679 type=observe q_typed_residual_context=6.132011 sequence=404.940167
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N5456 type=observe q_typed_residual_context=6.993096 sequence=411.933263
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5439 type=observe q_typed_residual_context=6.352293 sequence=418.285556
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N1879 type=observe q_typed_residual_context=6.202815 sequence=424.488372
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N7873 type=control1 q_typed_residual_context=3.117658 sequence=427.606029
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N2151 type=observe q_typed_residual_context=6.302240 sequence=433.908269
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N7439 type=observe q_typed_residual_context=2.388485 sequence=436.296754
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N6682 type=observe q_typed_residual_context=1.824626 sequence=438.121380
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_residual_context=3.707178 sequence=441.828558
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_residual_context=4.466351 sequence=446.294909
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N5373 type=observe q_typed_residual_context=7.025738 sequence=453.320647
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N5202 type=observe q_typed_residual_context=7.270442 sequence=460.591090
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N7382 type=observe q_typed_residual_context=0.674993 sequence=461.266083
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N765 type=observe q_typed_residual_context=6.449543 sequence=467.715626
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_residual_context=4.796233 sequence=472.511859
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_residual_context=7.182113 sequence=479.693972
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N734 type=observe q_typed_residual_context=1.612914 sequence=481.306886
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N764 type=observe q_typed_residual_context=5.958884 sequence=487.265770
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_residual_context=4.646573 sequence=491.912343
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N7383 type=observe q_typed_residual_context=1.000761 sequence=492.913105
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N771 type=observe q_typed_residual_context=6.128699 sequence=499.041804
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N1351 type=observe q_typed_residual_context=5.388495 sequence=504.430298
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N684 type=observe q_typed_residual_context=1.511758 sequence=505.942056
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N7380 type=observe q_typed_residual_context=6.031856 sequence=511.973912
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N686 type=observe q_typed_residual_context=5.185222 sequence=517.159134
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N6677 type=observe q_typed_residual_context=3.152790 sequence=520.311924
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N729 type=observe q_typed_residual_context=4.812239 sequence=525.124163
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N689 type=observe q_typed_residual_context=1.415871 sequence=526.540034
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N5735 type=observe q_typed_residual_context=6.265346 sequence=532.805380
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N763 type=observe q_typed_residual_context=6.012560 sequence=538.817939
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N2271 type=observe q_typed_residual_context=4.482712 sequence=543.300652
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N5094 type=observe q_typed_residual_context=1.101577 sequence=544.402228
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N7433 type=observe q_typed_residual_context=6.442745 sequence=550.844974
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N2072 type=observe q_typed_residual_context=6.083769 sequence=556.928742
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N2267 type=observe q_typed_residual_context=4.644000 sequence=561.572742
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N695 type=observe q_typed_residual_context=6.052877 sequence=567.625619
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N6581 type=observe q_typed_residual_context=6.371203 sequence=573.996822
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N2263 type=observe q_typed_residual_context=5.350867 sequence=579.347689
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N696 type=observe q_typed_residual_context=4.343260 sequence=583.690949
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N2259 type=observe q_typed_residual_context=2.674533 sequence=586.365483
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N7447 type=observe q_typed_residual_context=2.556735 sequence=588.922218
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N697 type=observe q_typed_residual_context=5.086535 sequence=594.008753
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N2243 type=observe q_typed_residual_context=5.650894 sequence=599.659647
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N6660 type=observe q_typed_residual_context=3.542491 sequence=603.202137
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N5111 type=observe q_typed_residual_context=5.684734 sequence=608.886871
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N7443 type=observe q_typed_residual_context=4.150356 sequence=613.037228
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N5160 type=observe q_typed_residual_context=5.296924 sequence=618.334151
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N2251 type=observe q_typed_residual_context=4.341305 sequence=622.675456
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_residual_context=1.520705 sequence=624.196161
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N6656 type=observe q_typed_residual_context=1.169902 sequence=625.366063
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N2247 type=observe q_typed_residual_context=3.092303 sequence=628.458366
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N7444 type=observe q_typed_residual_context=4.161711 sequence=632.620077
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N1352 type=observe q_typed_residual_context=3.422518 sequence=636.042596
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N6658 type=observe q_typed_residual_context=5.831142 sequence=641.873738
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N680 type=observe q_typed_residual_context=3.244965 sequence=645.118703
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N732 type=observe q_typed_residual_context=3.779018 sequence=648.897721
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N2216 type=observe q_typed_residual_context=3.726897 sequence=652.624618
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N2218 type=observe q_typed_residual_context=3.688307 sequence=656.312925
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N2255 type=observe q_typed_residual_context=3.965735 sequence=660.278660
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N7452 type=observe q_typed_residual_context=3.328732 sequence=663.607392
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N4900 type=observe q_typed_residual_context=6.234733 sequence=669.842124
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N6537 type=observe q_typed_residual_context=1.737062 sequence=671.579186
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N2185 type=observe q_typed_residual_context=4.163357 sequence=675.742543
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N3009 type=control1 q_typed_residual_context=1.077544 sequence=676.820087
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N8790 type=control1 q_typed_residual_context=3.818428 sequence=680.638515
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N717 type=observe q_typed_residual_context=3.185052 sequence=683.823567
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N8240 type=control1 q_typed_residual_context=3.087054 sequence=686.910621
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N6680 type=observe q_typed_residual_context=0.981276 sequence=687.891897
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N2203 type=observe q_typed_residual_context=3.776314 sequence=691.668211
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N8789 type=control1 q_typed_residual_context=5.986005 sequence=697.654216
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N735 type=observe q_typed_residual_context=6.005473 sequence=703.659689
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N2205 type=observe q_typed_residual_context=5.992479 sequence=709.652168
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N7440 type=observe q_typed_residual_context=5.821122 sequence=715.473290
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N7542 type=control0 q_typed_residual_context=0.966870 sequence=716.440160
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N8607 type=control1 q_typed_residual_context=5.793602 sequence=722.233762
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N8239 type=control1 q_typed_residual_context=5.409339 sequence=727.643101
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N3067 type=control1 q_typed_residual_context=0.494677 sequence=728.137778
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N652 type=control1 q_typed_residual_context=6.105794 sequence=734.243572
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N8238 type=control1 q_typed_residual_context=6.689019 sequence=740.932591
