[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_rank/epoch_008/q_typed_residual_context/alpha_0p05_weight_0p75
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T10:48:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N694 type=observe q_typed_residual_context=1.938822 sequence=303.695756
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_residual_context=0.936600 sequence=304.632356
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N6674 type=observe q_typed_residual_context=1.593963 sequence=306.226319
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N3785 type=control0 q_typed_residual_context=1.438823 sequence=307.665141
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N1411 type=control0 q_typed_residual_context=1.039719 sequence=308.704860
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=0.945983 sequence=309.650843
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N5740 type=observe q_typed_residual_context=0.707405 sequence=310.358249
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N7401 type=observe q_typed_residual_context=1.150759 sequence=311.509007
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N2149 type=observe q_typed_residual_context=1.875388 sequence=313.384396
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N636 type=control1 q_typed_residual_context=0.764334 sequence=314.148729
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N5878 type=observe q_typed_residual_context=0.850368 sequence=314.999098
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N4520 type=control0 q_typed_residual_context=1.904366 sequence=316.903464
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.352820 sequence=318.256283
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N3681 type=control0 q_typed_residual_context=3.821667 sequence=322.077950
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N7421 type=control1 q_typed_residual_context=1.439942 sequence=323.517893
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N2106 type=observe q_typed_residual_context=0.845709 sequence=324.363601
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N2102 type=observe q_typed_residual_context=1.114033 sequence=325.477634
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N712 type=observe q_typed_residual_context=1.260014 sequence=326.737649
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=0.898353 sequence=327.636002
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N7424 type=control1 q_typed_residual_context=0.789917 sequence=328.425919
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N630 type=control1 q_typed_residual_context=0.814722 sequence=329.240641
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N642 type=control1 q_typed_residual_context=0.750769 sequence=329.991410
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=0.979821 sequence=330.971231
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=1.370734 sequence=332.341965
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N7385 type=observe q_typed_residual_context=0.759860 sequence=333.101825
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N6531 type=observe q_typed_residual_context=0.804537 sequence=333.906362
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N714 type=observe q_typed_residual_context=1.120957 sequence=335.027319
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N723 type=observe q_typed_residual_context=1.375297 sequence=336.402616
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_residual_context=1.010806 sequence=337.413421
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N3410 type=control1 q_typed_residual_context=0.893311 sequence=338.306732
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N1607 type=control1 q_typed_residual_context=1.004779 sequence=339.311512
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N647 type=control1 q_typed_residual_context=0.924714 sequence=340.236225
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N7627 type=observe q_typed_residual_context=0.880466 sequence=341.116692
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N715 type=observe q_typed_residual_context=2.183770 sequence=343.300462
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_residual_context=3.737174 sequence=347.037635
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N3180 type=control1 q_typed_residual_context=1.043154 sequence=348.080789
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N3467 type=control1 q_typed_residual_context=0.946593 sequence=349.027381
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=0.849333 sequence=349.876715
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=0.856451 sequence=350.733166
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N5473 type=observe q_typed_residual_context=1.844841 sequence=352.578007
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.689789 sequence=354.267797
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.975964 sequence=356.243761
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_residual_context=1.949929 sequence=358.193690
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N2580 type=control1 q_typed_residual_context=1.034573 sequence=359.228263
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=0.793743 sequence=360.022006
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N2072 type=observe q_typed_residual_context=1.598488 sequence=361.620494
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N725 type=observe q_typed_residual_context=1.396937 sequence=363.017431
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N705 type=observe q_typed_residual_context=2.021810 sequence=365.039241
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N2952 type=control1 q_typed_residual_context=1.899965 sequence=366.939206
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N7405 type=observe q_typed_residual_context=2.010411 sequence=368.949617
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N5422 type=observe q_typed_residual_context=1.970178 sequence=370.919794
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=3.858563 sequence=374.778357
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_residual_context=1.681835 sequence=376.460193
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N6538 type=observe q_typed_residual_context=2.528271 sequence=378.988463
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N7873 type=control1 q_typed_residual_context=5.997375 sequence=384.985838
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N1879 type=observe q_typed_residual_context=2.858440 sequence=387.844278
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N679 type=observe q_typed_residual_context=7.074168 sequence=394.918446
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5456 type=observe q_typed_residual_context=6.598287 sequence=401.516733
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N7414 type=control1 q_typed_residual_context=5.979107 sequence=407.495840
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N1987 type=observe q_typed_residual_context=3.268666 sequence=410.764507
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N7589 type=control1 q_typed_residual_context=4.493376 sequence=415.257883
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N6581 type=observe q_typed_residual_context=6.823561 sequence=422.081444
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N5439 type=observe q_typed_residual_context=2.803291 sequence=424.884735
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N7439 type=observe q_typed_residual_context=4.604663 sequence=429.489397
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_residual_context=2.669600 sequence=432.158997
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N5390 type=observe q_typed_residual_context=6.568644 sequence=438.727642
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N6685 type=observe q_typed_residual_context=0.321919 sequence=439.049560
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N699 type=observe q_typed_residual_context=2.913565 sequence=441.963126
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N5202 type=observe q_typed_residual_context=3.723496 sequence=445.686622
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N719 type=observe q_typed_residual_context=1.452356 sequence=447.138978
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N7382 type=observe q_typed_residual_context=6.048749 sequence=453.187727
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N1598 type=observe q_typed_residual_context=4.014626 sequence=457.202353
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N5373 type=observe q_typed_residual_context=3.870308 sequence=461.072661
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N6660 type=observe q_typed_residual_context=1.303928 sequence=462.376589
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N708 type=observe q_typed_residual_context=1.213949 sequence=463.590538
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N2151 type=observe q_typed_residual_context=7.224130 sequence=470.814669
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N734 type=observe q_typed_residual_context=2.806743 sequence=473.621412
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N7383 type=observe q_typed_residual_context=5.360751 sequence=478.982163
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N765 type=observe q_typed_residual_context=2.276714 sequence=481.258877
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N684 type=observe q_typed_residual_context=5.225593 sequence=486.484471
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N1351 type=observe q_typed_residual_context=1.556560 sequence=488.041030
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N7380 type=observe q_typed_residual_context=3.983109 sequence=492.024140
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N686 type=observe q_typed_residual_context=2.667442 sequence=494.691581
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N729 type=observe q_typed_residual_context=3.191527 sequence=497.883108
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N6658 type=observe q_typed_residual_context=1.676246 sequence=499.559354
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N689 type=observe q_typed_residual_context=2.108140 sequence=501.667495
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N5735 type=observe q_typed_residual_context=3.290466 sequence=504.957961
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N2243 type=observe q_typed_residual_context=2.506136 sequence=507.464097
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N8790 type=control1 q_typed_residual_context=4.277732 sequence=511.741829
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N6656 type=observe q_typed_residual_context=2.743125 sequence=514.484953
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N5094 type=observe q_typed_residual_context=1.949548 sequence=516.434502
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N2159 type=observe q_typed_residual_context=1.818173 sequence=518.252674
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N6682 type=observe q_typed_residual_context=0.626142 sequence=518.878816
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N8240 type=control1 q_typed_residual_context=4.553386 sequence=523.432202
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N7433 type=observe q_typed_residual_context=6.655744 sequence=530.087946
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N2271 type=observe q_typed_residual_context=6.428930 sequence=536.516876
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N8789 type=control1 q_typed_residual_context=6.800289 sequence=543.317165
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N2267 type=observe q_typed_residual_context=6.008963 sequence=549.326128
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N5111 type=observe q_typed_residual_context=5.334116 sequence=554.660244
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N2259 type=observe q_typed_residual_context=5.758111 sequence=560.418355
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N5160 type=observe q_typed_residual_context=7.014369 sequence=567.432724
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N7447 type=observe q_typed_residual_context=4.378449 sequence=571.811172
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N2263 type=observe q_typed_residual_context=3.362164 sequence=575.173336
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N695 type=observe q_typed_residual_context=6.499272 sequence=581.672609
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N8239 type=control1 q_typed_residual_context=7.034162 sequence=588.706771
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N7443 type=observe q_typed_residual_context=6.005663 sequence=594.712434
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N8607 type=control1 q_typed_residual_context=2.352352 sequence=597.064786
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N2251 type=observe q_typed_residual_context=7.007729 sequence=604.072514
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N696 type=observe q_typed_residual_context=6.259722 sequence=610.332236
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N6537 type=observe q_typed_residual_context=3.830841 sequence=614.163077
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N1688 type=observe q_typed_residual_context=0.328687 sequence=614.491765
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N764 type=observe q_typed_residual_context=2.929821 sequence=617.421586
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N2247 type=observe q_typed_residual_context=7.260123 sequence=624.681709
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N680 type=observe q_typed_residual_context=7.241358 sequence=631.923067
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N697 type=observe q_typed_residual_context=4.411133 sequence=636.334199
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N7452 type=observe q_typed_residual_context=5.495371 sequence=641.829570
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N1352 type=observe q_typed_residual_context=2.644058 sequence=644.473628
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N7444 type=observe q_typed_residual_context=3.309288 sequence=647.782917
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N628 type=control1 q_typed_residual_context=0.768821 sequence=648.551738
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N652 type=control1 q_typed_residual_context=6.464492 sequence=655.016230
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N8238 type=control1 q_typed_residual_context=6.861594 sequence=661.877825
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N8606 type=control1 q_typed_residual_context=7.338005 sequence=669.215830
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N6680 type=observe q_typed_residual_context=5.950653 sequence=675.166483
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N2216 type=observe q_typed_residual_context=3.350643 sequence=678.517127
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N2255 type=observe q_typed_residual_context=5.188652 sequence=683.705779
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N732 type=observe q_typed_residual_context=6.048960 sequence=689.754738
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N2218 type=observe q_typed_residual_context=6.051143 sequence=695.805881
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N753 type=observe q_typed_residual_context=5.746517 sequence=701.552399
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N2185 type=observe q_typed_residual_context=2.595306 sequence=704.147705
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N7440 type=observe q_typed_residual_context=4.633034 sequence=708.780739
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N733 type=observe q_typed_residual_context=3.707095 sequence=712.487835
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N2203 type=observe q_typed_residual_context=5.305839 sequence=717.793674
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N8237 type=control1 q_typed_residual_context=6.036711 sequence=723.830385
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N4900 type=observe q_typed_residual_context=6.097078 sequence=729.927464
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=263 node=N902 type=control1 q_typed_residual_context=6.645816 sequence=736.573280
[b15-r6-type/type_balanced_rank/epoch_008/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=264 node=N717 type=observe q_typed_residual_context=6.056978 sequence=742.630258
