[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 out_dir=autoresearch/loop-260720-0945/model_training_round6_type_balanced/b15_selection/type_balanced_toplist/epoch_008/q_typed_residual_context/alpha_0p20_weight_0p75
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 budgets=iscas99__b15_1:278
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [gmean] 2026-07-21T11:06:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7454 type=observe q_typed_residual_context=1.464176 sequence=383.110287
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N2157 type=observe q_typed_residual_context=2.902397 sequence=386.012684
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N7401 type=observe q_typed_residual_context=1.604653 sequence=387.617337
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N7856 type=control1 q_typed_residual_context=5.922611 sequence=393.539948
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_residual_context=2.970606 sequence=396.510555
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N636 type=control1 q_typed_residual_context=1.441231 sequence=397.951786
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=134 node=N2102 type=observe q_typed_residual_context=1.409117 sequence=399.360903
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=135 node=N7892 type=control1 q_typed_residual_context=1.253018 sequence=400.613920
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=136 node=N5603 type=observe q_typed_residual_context=0.697751 sequence=401.311671
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=137 node=N7877 type=control1 q_typed_residual_context=5.688549 sequence=407.000220
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=138 node=N7679 type=observe q_typed_residual_context=5.376604 sequence=412.376824
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=139 node=N8046 type=control0 q_typed_residual_context=1.562832 sequence=413.939656
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=140 node=N5878 type=observe q_typed_residual_context=0.358721 sequence=414.298377
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=141 node=N694 type=observe q_typed_residual_context=3.199207 sequence=417.497583
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=142 node=N3295 type=control1 q_typed_residual_context=1.776336 sequence=419.273920
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=143 node=N630 type=control1 q_typed_residual_context=0.898176 sequence=420.172096
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=144 node=N2106 type=observe q_typed_residual_context=1.012968 sequence=421.185064
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=145 node=N642 type=control1 q_typed_residual_context=2.271141 sequence=423.456204
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=146 node=N6531 type=observe q_typed_residual_context=2.416459 sequence=425.872664
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=147 node=N7402 type=observe q_typed_residual_context=4.351188 sequence=430.223852
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=148 node=N2149 type=observe q_typed_residual_context=0.946100 sequence=431.169951
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=149 node=N649 type=control1 q_typed_residual_context=1.192283 sequence=432.362234
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=150 node=N3525 type=control1 q_typed_residual_context=6.648050 sequence=439.010284
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=151 node=N3467 type=control1 q_typed_residual_context=4.224626 sequence=443.234910
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=152 node=N1607 type=control1 q_typed_residual_context=2.194720 sequence=445.429629
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=153 node=N647 type=control1 q_typed_residual_context=1.999841 sequence=447.429471
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=154 node=N1586 type=control1 q_typed_residual_context=2.611018 sequence=450.040488
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=155 node=N5876 type=observe q_typed_residual_context=1.894706 sequence=451.935194
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=156 node=N7424 type=control1 q_typed_residual_context=1.852024 sequence=453.787218
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=157 node=N7627 type=observe q_typed_residual_context=1.977721 sequence=455.764939
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=158 node=N723 type=observe q_typed_residual_context=5.953007 sequence=461.717945
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=159 node=N7442 type=control0 q_typed_residual_context=1.242072 sequence=462.960018
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=160 node=N6533 type=observe q_typed_residual_context=2.297204 sequence=465.257221
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=161 node=N703 type=observe q_typed_residual_context=1.805003 sequence=467.062225
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=162 node=N7385 type=observe q_typed_residual_context=1.927137 sequence=468.989362
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=163 node=N5740 type=observe q_typed_residual_context=1.762222 sequence=470.751584
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=164 node=N712 type=observe q_typed_residual_context=4.183339 sequence=474.934923
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=165 node=N725 type=observe q_typed_residual_context=2.561251 sequence=477.496173
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=166 node=N714 type=observe q_typed_residual_context=2.755628 sequence=480.251801
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=167 node=N2652 type=control1 q_typed_residual_context=2.174583 sequence=482.426384
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=168 node=N7614 type=observe q_typed_residual_context=1.491178 sequence=483.917562
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=169 node=N7436 type=observe q_typed_residual_context=1.563939 sequence=485.481501
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=170 node=N5473 type=observe q_typed_residual_context=2.404865 sequence=487.886366
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=171 node=N715 type=observe q_typed_residual_context=2.616766 sequence=490.503132
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=172 node=N2721 type=control1 q_typed_residual_context=2.258283 sequence=492.761415
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=1.117057 sequence=493.878472
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=174 node=N2952 type=control1 q_typed_residual_context=1.016947 sequence=494.895418
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=175 node=N2779 type=control1 q_typed_residual_context=0.958290 sequence=495.853708
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=176 node=N5874 type=observe q_typed_residual_context=0.988150 sequence=496.841858
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=177 node=N1987 type=observe q_typed_residual_context=0.676981 sequence=497.518839
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=178 node=N756 type=observe q_typed_residual_context=0.262049 sequence=497.780888
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=179 node=N5356 type=observe q_typed_residual_context=1.027811 sequence=498.808699
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=180 node=N679 type=observe q_typed_residual_context=2.399238 sequence=501.207936
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=181 node=N5456 type=observe q_typed_residual_context=6.722745 sequence=507.930681
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=182 node=N706 type=observe q_typed_residual_context=5.211055 sequence=513.141736
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=183 node=N7405 type=observe q_typed_residual_context=1.737881 sequence=514.879618
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=184 node=N6678 type=observe q_typed_residual_context=4.647095 sequence=519.526713
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=185 node=N705 type=observe q_typed_residual_context=6.715884 sequence=526.242596
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=186 node=N5439 type=observe q_typed_residual_context=5.933344 sequence=532.175941
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=187 node=N5422 type=observe q_typed_residual_context=4.785461 sequence=536.961401
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=188 node=N7439 type=observe q_typed_residual_context=4.821943 sequence=541.783345
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=189 node=N5202 type=observe q_typed_residual_context=5.875633 sequence=547.658978
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=190 node=N7855 type=control0 q_typed_residual_context=5.531670 sequence=553.190647
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=191 node=N6673 type=observe q_typed_residual_context=5.342365 sequence=558.533013
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_residual_context=4.485053 sequence=563.018066
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_residual_context=1.808667 sequence=564.826734
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=194 node=N5373 type=observe q_typed_residual_context=2.771256 sequence=567.597990
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=195 node=N2151 type=observe q_typed_residual_context=2.979151 sequence=570.577140
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=196 node=N7542 type=control0 q_typed_residual_context=0.657389 sequence=571.234529
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=197 node=N1599 type=observe q_typed_residual_context=1.409511 sequence=572.644041
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=198 node=N2837 type=control1 q_typed_residual_context=5.149303 sequence=577.793344
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=199 node=N7380 type=observe q_typed_residual_context=4.915932 sequence=582.709276
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=200 node=N3009 type=control1 q_typed_residual_context=2.826389 sequence=585.535665
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=201 node=N6668 type=observe q_typed_residual_context=1.058595 sequence=586.594260
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=202 node=N719 type=observe q_typed_residual_context=1.279399 sequence=587.873659
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=203 node=N708 type=observe q_typed_residual_context=5.220408 sequence=593.094067
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=204 node=N734 type=observe q_typed_residual_context=3.219600 sequence=596.313667
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=205 node=N3067 type=control1 q_typed_residual_context=1.704940 sequence=598.018607
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=206 node=N8790 type=control1 q_typed_residual_context=1.770198 sequence=599.788805
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=207 node=N8240 type=control1 q_typed_residual_context=2.863600 sequence=602.652405
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=208 node=N8789 type=control1 q_typed_residual_context=3.995287 sequence=606.647692
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=209 node=N699 type=observe q_typed_residual_context=5.740145 sequence=612.387838
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=210 node=N6682 type=observe q_typed_residual_context=4.787044 sequence=617.174881
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=211 node=N7383 type=observe q_typed_residual_context=2.394248 sequence=619.569129
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=212 node=N4460 type=control0 q_typed_residual_context=5.863324 sequence=625.432453
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=213 node=N8239 type=control1 q_typed_residual_context=5.651900 sequence=631.084353
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=214 node=N2159 type=observe q_typed_residual_context=6.838175 sequence=637.922528
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=215 node=N1351 type=observe q_typed_residual_context=3.826245 sequence=641.748773
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=216 node=N686 type=observe q_typed_residual_context=5.510952 sequence=647.259725
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=217 node=N729 type=observe q_typed_residual_context=3.837282 sequence=651.097007
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=218 node=N6660 type=observe q_typed_residual_context=3.532151 sequence=654.629158
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=219 node=N7698 type=control0 q_typed_residual_context=0.045623 sequence=654.674781
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=220 node=N684 type=observe q_typed_residual_context=2.708211 sequence=657.382992
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=221 node=N8607 type=control1 q_typed_residual_context=3.298972 sequence=660.681965
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=222 node=N4421 type=control0 q_typed_residual_context=0.650494 sequence=661.332459
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=223 node=N7381 type=observe q_typed_residual_context=6.723368 sequence=668.055827
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=224 node=N652 type=control1 q_typed_residual_context=3.702331 sequence=671.758159
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=225 node=N8238 type=control1 q_typed_residual_context=2.519496 sequence=674.277654
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=226 node=N689 type=observe q_typed_residual_context=3.194699 sequence=677.472353
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=227 node=N6685 type=observe q_typed_residual_context=1.896127 sequence=679.368480
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=228 node=N8606 type=control1 q_typed_residual_context=4.020302 sequence=683.388782
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=229 node=N4359 type=control0 q_typed_residual_context=6.000294 sequence=689.389076
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=230 node=N2271 type=observe q_typed_residual_context=6.016736 sequence=695.405812
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=231 node=N4367 type=control0 q_typed_residual_context=6.045206 sequence=701.451018
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=232 node=N8237 type=control1 q_typed_residual_context=5.060989 sequence=706.512008
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=233 node=N5094 type=observe q_typed_residual_context=6.650468 sequence=713.162476
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=234 node=N902 type=control1 q_typed_residual_context=6.885033 sequence=720.047509
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=235 node=N4532 type=control0 q_typed_residual_context=6.698549 sequence=726.746058
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=236 node=N7433 type=observe q_typed_residual_context=3.674276 sequence=730.420334
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=237 node=N8605 type=control1 q_typed_residual_context=2.699854 sequence=733.120188
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=238 node=N2259 type=observe q_typed_residual_context=6.227814 sequence=739.348001
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=239 node=N8236 type=control1 q_typed_residual_context=6.366363 sequence=745.714364
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=240 node=N5735 type=observe q_typed_residual_context=5.983893 sequence=751.698257
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=241 node=N515 type=control1 q_typed_residual_context=6.806065 sequence=758.504322
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=242 node=N2267 type=observe q_typed_residual_context=6.713789 sequence=765.218111
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=243 node=N4442 type=control0 q_typed_residual_context=6.006979 sequence=771.225090
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=244 node=N5160 type=observe q_typed_residual_context=6.007191 sequence=777.232281
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=245 node=N6736 type=control1 q_typed_residual_context=6.522831 sequence=783.755112
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=246 node=N1879 type=observe q_typed_residual_context=5.355163 sequence=789.110275
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=247 node=N6656 type=observe q_typed_residual_context=2.698045 sequence=791.808320
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=248 node=N5111 type=observe q_typed_residual_context=4.663187 sequence=796.471507
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=249 node=N2263 type=observe q_typed_residual_context=5.878728 sequence=802.350235
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=250 node=N7444 type=observe q_typed_residual_context=5.945200 sequence=808.295435
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=251 node=N2243 type=observe q_typed_residual_context=1.885218 sequence=810.180653
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=252 node=N5726 type=control1 q_typed_residual_context=2.868618 sequence=813.049271
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=253 node=N6730 type=control1 q_typed_residual_context=1.235331 sequence=814.284602
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=254 node=N8235 type=control1 q_typed_residual_context=1.320038 sequence=815.604640
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=255 node=N4469 type=control0 q_typed_residual_context=5.279861 sequence=820.884501
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=256 node=N1598 type=observe q_typed_residual_context=5.134868 sequence=826.019369
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=257 node=N695 type=observe q_typed_residual_context=4.993727 sequence=831.013096
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=258 node=N2251 type=observe q_typed_residual_context=5.167445 sequence=836.180541
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=259 node=N696 type=observe q_typed_residual_context=6.033953 sequence=842.214494
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=260 node=N2072 type=observe q_typed_residual_context=2.553388 sequence=844.767883
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=261 node=N4436 type=control0 q_typed_residual_context=3.747680 sequence=848.515562
[b15-r6-type/type_balanced_toplist/epoch_008/q_typed_residual_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=262 node=N771 type=observe q_typed_residual_context=2.705700 sequence=851.221262
