[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 out_dir=autoresearch/improve-260721-0356/trust_round4_five/b20_C
[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 budgets=iscas99__b20:616
[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[trust-five/b20_C] [gmean] 2026-07-21T04:15:55 [1/1] plan_start benchmark=iscas99__b20 budget=616 planner=greedy score=q_typed_trust_context
[trust-five/b20_C] [plan iscas99__b20] [plan] step=206 node=N6867 type=control0 q_typed_trust_context=2.317291 sequence=383.433243
[trust-five/b20_C] [plan iscas99__b20] [plan] step=207 node=N5777 type=control0 q_typed_trust_context=3.805697 sequence=387.238940
[trust-five/b20_C] [plan iscas99__b20] [plan] step=208 node=N16606 type=control0 q_typed_trust_context=6.229895 sequence=393.468835
[trust-five/b20_C] [plan iscas99__b20] [plan] step=209 node=N6039 type=control0 q_typed_trust_context=3.776121 sequence=397.244955
[trust-five/b20_C] [plan iscas99__b20] [plan] step=210 node=N8024 type=control0 q_typed_trust_context=4.507323 sequence=401.752279
[trust-five/b20_C] [plan iscas99__b20] [plan] step=211 node=N8744 type=control0 q_typed_trust_context=2.607504 sequence=404.359783
[trust-five/b20_C] [plan iscas99__b20] [plan] step=212 node=N8026 type=control0 q_typed_trust_context=5.450124 sequence=409.809907
[trust-five/b20_C] [plan iscas99__b20] [plan] step=213 node=N8741 type=control0 q_typed_trust_context=2.428933 sequence=412.238840
[trust-five/b20_C] [plan iscas99__b20] [plan] step=214 node=N11065 type=control0 q_typed_trust_context=2.090017 sequence=414.328856
[trust-five/b20_C] [plan iscas99__b20] [plan] step=215 node=N8028 type=control0 q_typed_trust_context=5.120937 sequence=419.449794
[trust-five/b20_C] [plan iscas99__b20] [plan] step=216 node=N1917 type=observe q_typed_trust_context=2.701585 sequence=422.151378
[trust-five/b20_C] [plan iscas99__b20] [plan] step=217 node=N1701 type=observe q_typed_trust_context=5.047573 sequence=427.198951
[trust-five/b20_C] [plan iscas99__b20] [plan] step=218 node=N3090 type=control0 q_typed_trust_context=6.141944 sequence=433.340895
[trust-five/b20_C] [plan iscas99__b20] [plan] step=219 node=N841 type=control1 q_typed_trust_context=5.049824 sequence=438.390719
[trust-five/b20_C] [plan iscas99__b20] [plan] step=220 node=N3928 type=observe q_typed_trust_context=3.464924 sequence=441.855643
[trust-five/b20_C] [plan iscas99__b20] [plan] step=221 node=N1712 type=observe q_typed_trust_context=4.574884 sequence=446.430527
[trust-five/b20_C] [plan iscas99__b20] [plan] step=222 node=N6431 type=control0 q_typed_trust_context=2.216714 sequence=448.647241
[trust-five/b20_C] [plan iscas99__b20] [plan] step=223 node=N6271 type=control0 q_typed_trust_context=6.041328 sequence=454.688569
[trust-five/b20_C] [plan iscas99__b20] [plan] step=224 node=N3881 type=control0 q_typed_trust_context=5.439484 sequence=460.128054
[trust-five/b20_C] [plan iscas99__b20] [plan] step=225 node=N16754 type=control0 q_typed_trust_context=5.624727 sequence=465.752781
[trust-five/b20_C] [plan iscas99__b20] [plan] step=226 node=N4064 type=control1 q_typed_trust_context=3.305682 sequence=469.058463
[trust-five/b20_C] [plan iscas99__b20] [plan] step=227 node=N1922 type=observe q_typed_trust_context=4.566964 sequence=473.625427
[trust-five/b20_C] [plan iscas99__b20] [plan] step=228 node=N3931 type=observe q_typed_trust_context=3.681942 sequence=477.307369
[trust-five/b20_C] [plan iscas99__b20] [plan] step=229 node=N1713 type=observe q_typed_trust_context=5.135030 sequence=482.442399
[trust-five/b20_C] [plan iscas99__b20] [plan] step=230 node=N3925 type=observe q_typed_trust_context=5.152708 sequence=487.595107
[trust-five/b20_C] [plan iscas99__b20] [plan] step=231 node=N1711 type=observe q_typed_trust_context=5.820359 sequence=493.415466
[trust-five/b20_C] [plan iscas99__b20] [plan] step=232 node=N10832 type=control1 q_typed_trust_context=3.267536 sequence=496.683003
[trust-five/b20_C] [plan iscas99__b20] [plan] step=233 node=N1928 type=observe q_typed_trust_context=1.510492 sequence=498.193494
[trust-five/b20_C] [plan iscas99__b20] [plan] step=234 node=N1704 type=observe q_typed_trust_context=4.719544 sequence=502.913038
[trust-five/b20_C] [plan iscas99__b20] [plan] step=235 node=N3934 type=observe q_typed_trust_context=1.637306 sequence=504.550344
[trust-five/b20_C] [plan iscas99__b20] [plan] step=236 node=N11265 type=control0 q_typed_trust_context=2.521393 sequence=507.071737
[trust-five/b20_C] [plan iscas99__b20] [plan] step=237 node=N11213 type=control0 q_typed_trust_context=1.065681 sequence=508.137418
[trust-five/b20_C] [plan iscas99__b20] [plan] step=238 node=N8030 type=control0 q_typed_trust_context=1.884754 sequence=510.022172
[trust-five/b20_C] [plan iscas99__b20] [plan] step=239 node=N6262 type=control0 q_typed_trust_context=2.748738 sequence=512.770910
[trust-five/b20_C] [plan iscas99__b20] [plan] step=240 node=N6075 type=control0 q_typed_trust_context=5.981690 sequence=518.752600
[trust-five/b20_C] [plan iscas99__b20] [plan] step=241 node=N6048 type=control0 q_typed_trust_context=6.008256 sequence=524.760856
[trust-five/b20_C] [plan iscas99__b20] [plan] step=242 node=N6163 type=control0 q_typed_trust_context=5.403214 sequence=530.164070
[trust-five/b20_C] [plan iscas99__b20] [plan] step=243 node=N14471 type=control0 q_typed_trust_context=5.808874 sequence=535.972944
[trust-five/b20_C] [plan iscas99__b20] [plan] step=244 node=N6226 type=control0 q_typed_trust_context=5.256673 sequence=541.229617
[trust-five/b20_C] [plan iscas99__b20] [plan] step=245 node=N11116 type=control0 q_typed_trust_context=5.606509 sequence=546.836126
[trust-five/b20_C] [plan iscas99__b20] [plan] step=246 node=N6181 type=control0 q_typed_trust_context=2.888512 sequence=549.724638
[trust-five/b20_C] [plan iscas99__b20] [plan] step=247 node=N6280 type=control0 q_typed_trust_context=2.770585 sequence=552.495223
[trust-five/b20_C] [plan iscas99__b20] [plan] step=248 node=N1782 type=observe q_typed_trust_context=1.913848 sequence=554.409071
[trust-five/b20_C] [plan iscas99__b20] [plan] step=249 node=N1714 type=observe q_typed_trust_context=4.785505 sequence=559.194575
[trust-five/b20_C] [plan iscas99__b20] [plan] step=250 node=N3943 type=observe q_typed_trust_context=3.697079 sequence=562.891655
[trust-five/b20_C] [plan iscas99__b20] [plan] step=251 node=N1716 type=observe q_typed_trust_context=2.855389 sequence=565.747044
[trust-five/b20_C] [plan iscas99__b20] [plan] step=252 node=N854 type=observe q_typed_trust_context=2.136704 sequence=567.883748
[trust-five/b20_C] [plan iscas99__b20] [plan] step=253 node=N1933 type=observe q_typed_trust_context=1.642792 sequence=569.526540
[trust-five/b20_C] [plan iscas99__b20] [plan] step=254 node=N6145 type=control0 q_typed_trust_context=4.639074 sequence=574.165615
[trust-five/b20_C] [plan iscas99__b20] [plan] step=255 node=N3919 type=observe q_typed_trust_context=2.649396 sequence=576.815010
[trust-five/b20_C] [plan iscas99__b20] [plan] step=256 node=N1719 type=observe q_typed_trust_context=4.521638 sequence=581.336648
[trust-five/b20_C] [plan iscas99__b20] [plan] step=257 node=N11137 type=control0 q_typed_trust_context=1.892188 sequence=583.228836
[trust-five/b20_C] [plan iscas99__b20] [plan] step=258 node=N10206 type=control0 q_typed_trust_context=0.893641 sequence=584.122477
[trust-five/b20_C] [plan iscas99__b20] [plan] step=259 node=N1936 type=observe q_typed_trust_context=0.885229 sequence=585.007706
[trust-five/b20_C] [plan iscas99__b20] [plan] step=260 node=N1703 type=observe q_typed_trust_context=2.823757 sequence=587.831463
[trust-five/b20_C] [plan iscas99__b20] [plan] step=261 node=N3952 type=observe q_typed_trust_context=1.926633 sequence=589.758097
[trust-five/b20_C] [plan iscas99__b20] [plan] step=262 node=N1718 type=observe q_typed_trust_context=2.603752 sequence=592.361849
[trust-five/b20_C] [plan iscas99__b20] [plan] step=263 node=N3946 type=observe q_typed_trust_context=2.074887 sequence=594.436736
[trust-five/b20_C] [plan iscas99__b20] [plan] step=264 node=N1943 type=observe q_typed_trust_context=1.247912 sequence=595.684648
[trust-five/b20_C] [plan iscas99__b20] [plan] step=265 node=N1717 type=observe q_typed_trust_context=4.186922 sequence=599.871570
[trust-five/b20_C] [plan iscas99__b20] [plan] step=266 node=N8020 type=control0 q_typed_trust_context=4.160267 sequence=604.031837
[trust-five/b20_C] [plan iscas99__b20] [plan] step=267 node=N3955 type=observe q_typed_trust_context=4.678923 sequence=608.710759
[trust-five/b20_C] [plan iscas99__b20] [plan] step=268 node=N8032 type=control0 q_typed_trust_context=6.309213 sequence=615.019972
[trust-five/b20_C] [plan iscas99__b20] [plan] step=269 node=N8727 type=control0 q_typed_trust_context=5.728932 sequence=620.748905
[trust-five/b20_C] [plan iscas99__b20] [plan] step=270 node=N1715 type=observe q_typed_trust_context=1.895984 sequence=622.644889
[trust-five/b20_C] [plan iscas99__b20] [plan] step=271 node=N3937 type=observe q_typed_trust_context=2.131405 sequence=624.776293
[trust-five/b20_C] [plan iscas99__b20] [plan] step=272 node=N6235 type=control0 q_typed_trust_context=2.849586 sequence=627.625880
[trust-five/b20_C] [plan iscas99__b20] [plan] step=273 node=N11012 type=control0 q_typed_trust_context=1.986967 sequence=629.612847
[trust-five/b20_C] [plan iscas99__b20] [plan] step=274 node=N16750 type=control0 q_typed_trust_context=2.248195 sequence=631.861042
[trust-five/b20_C] [plan iscas99__b20] [plan] step=275 node=N6217 type=control0 q_typed_trust_context=3.343726 sequence=635.204768
[trust-five/b20_C] [plan iscas99__b20] [plan] step=276 node=N6066 type=control0 q_typed_trust_context=5.552264 sequence=640.757032
[trust-five/b20_C] [plan iscas99__b20] [plan] step=277 node=N8725 type=control0 q_typed_trust_context=5.797728 sequence=646.554760
[trust-five/b20_C] [plan iscas99__b20] [plan] step=278 node=N8719 type=control0 q_typed_trust_context=2.260581 sequence=648.815341
[trust-five/b20_C] [plan iscas99__b20] [plan] step=279 node=N6208 type=control0 q_typed_trust_context=2.788314 sequence=651.603655
[trust-five/b20_C] [plan iscas99__b20] [plan] step=280 node=N2534 type=observe q_typed_trust_context=2.951313 sequence=654.554968
[trust-five/b20_C] [plan iscas99__b20] [plan] step=281 node=N3949 type=observe q_typed_trust_context=1.851798 sequence=656.406766
[trust-five/b20_C] [plan iscas99__b20] [plan] step=282 node=N14706 type=control1 q_typed_trust_context=2.070364 sequence=658.477130
[trust-five/b20_C] [plan iscas99__b20] [plan] step=283 node=N8708 type=control1 q_typed_trust_context=0.740269 sequence=659.217399
[trust-five/b20_C] [plan iscas99__b20] [plan] step=284 node=N16221 type=control1 q_typed_trust_context=2.244458 sequence=661.461858
[trust-five/b20_C] [plan iscas99__b20] [plan] step=285 node=N6190 type=control0 q_typed_trust_context=1.145669 sequence=662.607527
[trust-five/b20_C] [plan iscas99__b20] [plan] step=286 node=N16772 type=control0 q_typed_trust_context=2.743302 sequence=665.350828
[trust-five/b20_C] [plan iscas99__b20] [plan] step=287 node=N3000 type=control0 q_typed_trust_context=2.887550 sequence=668.238379
[trust-five/b20_C] [plan iscas99__b20] [plan] step=288 node=N2933 type=observe q_typed_trust_context=2.816700 sequence=671.055079
[trust-five/b20_C] [plan iscas99__b20] [plan] step=289 node=N12532 type=observe q_typed_trust_context=1.973894 sequence=673.028972
[trust-five/b20_C] [plan iscas99__b20] [plan] step=290 node=N3958 type=observe q_typed_trust_context=2.401760 sequence=675.430732
[trust-five/b20_C] [plan iscas99__b20] [plan] step=291 node=N3961 type=observe q_typed_trust_context=2.462472 sequence=677.893204
[trust-five/b20_C] [plan iscas99__b20] [plan] step=292 node=N12509 type=observe q_typed_trust_context=1.769003 sequence=679.662207
[trust-five/b20_C] [plan iscas99__b20] [plan] step=293 node=N6172 type=control0 q_typed_trust_context=0.519620 sequence=680.181827
[trust-five/b20_C] [plan iscas99__b20] [plan] step=294 node=N6127 type=control0 q_typed_trust_context=2.210704 sequence=682.392531
[trust-five/b20_C] [plan iscas99__b20] [plan] step=295 node=N6057 type=control0 q_typed_trust_context=3.015339 sequence=685.407870
[trust-five/b20_C] [plan iscas99__b20] [plan] step=296 node=N6026 type=control0 q_typed_trust_context=3.493418 sequence=688.901288
[trust-five/b20_C] [plan iscas99__b20] [plan] step=297 node=N2960 type=observe q_typed_trust_context=1.438862 sequence=690.340150
[trust-five/b20_C] [plan iscas99__b20] [plan] step=298 node=N3967 type=observe q_typed_trust_context=2.403870 sequence=692.744020
[trust-five/b20_C] [plan iscas99__b20] [plan] step=299 node=N14393 type=control1 q_typed_trust_context=2.124622 sequence=694.868643
[trust-five/b20_C] [plan iscas99__b20] [plan] step=300 node=N19060 type=control1 q_typed_trust_context=1.408344 sequence=696.276986
[trust-five/b20_C] [plan iscas99__b20] [plan] step=301 node=N15752 type=control1 q_typed_trust_context=1.344218 sequence=697.621204
[trust-five/b20_C] [plan iscas99__b20] [plan] step=302 node=N14721 type=control1 q_typed_trust_context=1.580666 sequence=699.201870
[trust-five/b20_C] [plan iscas99__b20] [plan] step=303 node=N10048 type=control1 q_typed_trust_context=1.912192 sequence=701.114063
[trust-five/b20_C] [plan iscas99__b20] [plan] step=304 node=N6136 type=control0 q_typed_trust_context=2.043607 sequence=703.157670
[trust-five/b20_C] [plan iscas99__b20] [plan] step=305 node=N6118 type=control0 q_typed_trust_context=2.185835 sequence=705.343505
[trust-five/b20_C] [plan iscas99__b20] [plan] step=306 node=N6102 type=control0 q_typed_trust_context=1.615000 sequence=706.958505
[trust-five/b20_C] [plan iscas99__b20] [plan] step=307 node=N6244 type=control0 q_typed_trust_context=2.665953 sequence=709.624458
[trust-five/b20_C] [plan iscas99__b20] [plan] step=308 node=N16784 type=control0 q_typed_trust_context=2.336853 sequence=711.961312
[trust-five/b20_C] [plan iscas99__b20] [plan] step=309 node=N6154 type=control0 q_typed_trust_context=2.912192 sequence=714.873504
[trust-five/b20_C] [plan iscas99__b20] [plan] step=310 node=N7954 type=control0 q_typed_trust_context=2.057810 sequence=716.931314
[trust-five/b20_C] [plan iscas99__b20] [plan] step=311 node=N8034 type=control0 q_typed_trust_context=1.667830 sequence=718.599144
[trust-five/b20_C] [plan iscas99__b20] [plan] step=312 node=N11059 type=control0 q_typed_trust_context=2.826454 sequence=721.425597
[trust-five/b20_C] [plan iscas99__b20] [plan] step=313 node=N8036 type=control0 q_typed_trust_context=1.993098 sequence=723.418695
[trust-five/b20_C] [plan iscas99__b20] [plan] step=314 node=N16236 type=control1 q_typed_trust_context=1.300205 sequence=724.718901
[trust-five/b20_C] [plan iscas99__b20] [plan] step=315 node=N6253 type=control0 q_typed_trust_context=2.348402 sequence=727.067302
[trust-five/b20_C] [plan iscas99__b20] [plan] step=316 node=N6093 type=control0 q_typed_trust_context=1.750928 sequence=728.818231
[trust-five/b20_C] [plan iscas99__b20] [plan] step=317 node=N6084 type=control0 q_typed_trust_context=0.993243 sequence=729.811474
[trust-five/b20_C] [plan iscas99__b20] [plan] step=318 node=N10202 type=control0 q_typed_trust_context=1.043639 sequence=730.855112
[trust-five/b20_C] [plan iscas99__b20] [plan] step=319 node=N11064 type=control0 q_typed_trust_context=1.415446 sequence=732.270559
[trust-five/b20_C] [plan iscas99__b20] [plan] step=320 node=N11109 type=control0 q_typed_trust_context=1.464583 sequence=733.735142
[trust-five/b20_C] [plan iscas99__b20] [plan] step=321 node=N11130 type=control0 q_typed_trust_context=1.175188 sequence=734.910330
[trust-five/b20_C] [plan iscas99__b20] [plan] step=322 node=N3524 type=observe q_typed_trust_context=3.559400 sequence=738.469729
[trust-five/b20_C] [plan iscas99__b20] [plan] step=323 node=N10042 type=control1 q_typed_trust_context=0.503192 sequence=738.972922
[trust-five/b20_C] [plan iscas99__b20] [plan] step=324 node=N10888 type=control1 q_typed_trust_context=1.572713 sequence=740.545635
[trust-five/b20_C] [plan iscas99__b20] [plan] step=325 node=N10897 type=control1 q_typed_trust_context=1.035723 sequence=741.581358
[trust-five/b20_C] [plan iscas99__b20] [plan] step=326 node=N5067 type=observe q_typed_trust_context=1.243614 sequence=742.824972
[trust-five/b20_C] [plan iscas99__b20] [plan] step=327 node=N4338 type=observe q_typed_trust_context=1.666999 sequence=744.491971
[trust-five/b20_C] [plan iscas99__b20] [plan] step=328 node=N8038 type=control0 q_typed_trust_context=2.502027 sequence=746.993998
[trust-five/b20_C] [plan iscas99__b20] [plan] step=329 node=N3049 type=observe q_typed_trust_context=2.118588 sequence=749.112586
[trust-five/b20_C] [plan iscas99__b20] [plan] step=330 node=N12537 type=observe q_typed_trust_context=5.283755 sequence=754.396341
[trust-five/b20_C] [plan iscas99__b20] [plan] step=331 node=N3973 type=observe q_typed_trust_context=1.797426 sequence=756.193767
[trust-five/b20_C] [plan iscas99__b20] [plan] step=332 node=N11305 type=control0 q_typed_trust_context=1.250412 sequence=757.444178
[trust-five/b20_C] [plan iscas99__b20] [plan] step=333 node=N5066 type=observe q_typed_trust_context=2.568037 sequence=760.012216
[trust-five/b20_C] [plan iscas99__b20] [plan] step=334 node=N11272 type=control0 q_typed_trust_context=2.070577 sequence=762.082793
[trust-five/b20_C] [plan iscas99__b20] [plan] step=335 node=N5060 type=observe q_typed_trust_context=0.860135 sequence=762.942928
[trust-five/b20_C] [plan iscas99__b20] [plan] step=336 node=N3004 type=observe q_typed_trust_context=1.488358 sequence=764.431286
[trust-five/b20_C] [plan iscas99__b20] [plan] step=337 node=N3970 type=observe q_typed_trust_context=1.820658 sequence=766.251944
[trust-five/b20_C] [plan iscas99__b20] [plan] step=338 node=N12534 type=observe q_typed_trust_context=2.284085 sequence=768.536029
[trust-five/b20_C] [plan iscas99__b20] [plan] step=339 node=N10831 type=observe q_typed_trust_context=1.642582 sequence=770.178612
[trust-five/b20_C] [plan iscas99__b20] [plan] step=340 node=N12533 type=observe q_typed_trust_context=2.815218 sequence=772.993829
[trust-five/b20_C] [plan iscas99__b20] [plan] step=341 node=N3964 type=observe q_typed_trust_context=2.079360 sequence=775.073189
[trust-five/b20_C] [plan iscas99__b20] [plan] step=342 node=N11279 type=control0 q_typed_trust_context=1.692144 sequence=776.765333
[trust-five/b20_C] [plan iscas99__b20] [plan] step=343 node=N12626 type=observe q_typed_trust_context=2.405647 sequence=779.170980
[trust-five/b20_C] [plan iscas99__b20] [plan] step=344 node=N11232 type=control0 q_typed_trust_context=1.098597 sequence=780.269577
[trust-five/b20_C] [plan iscas99__b20] [plan] step=345 node=N6199 type=control0 q_typed_trust_context=1.875532 sequence=782.145109
[trust-five/b20_C] [plan iscas99__b20] [plan] step=346 node=N4337 type=observe q_typed_trust_context=2.610744 sequence=784.755853
[trust-five/b20_C] [plan iscas99__b20] [plan] step=347 node=N1723 type=observe q_typed_trust_context=1.858011 sequence=786.613864
[trust-five/b20_C] [plan iscas99__b20] [plan] step=348 node=N3902 type=observe q_typed_trust_context=1.778596 sequence=788.392460
[trust-five/b20_C] [plan iscas99__b20] [plan] step=349 node=N10227 type=control0 q_typed_trust_context=1.065326 sequence=789.457785
[trust-five/b20_C] [plan iscas99__b20] [plan] step=350 node=N8407 type=control1 q_typed_trust_context=1.960555 sequence=791.418340
[trust-five/b20_C] [plan iscas99__b20] [plan] step=351 node=N8417 type=control1 q_typed_trust_context=1.490713 sequence=792.909054
[trust-five/b20_C] [plan iscas99__b20] [plan] step=352 node=N1934 type=observe q_typed_trust_context=2.488047 sequence=795.397101
[trust-five/b20_C] [plan iscas99__b20] [plan] step=353 node=N1421 type=observe q_typed_trust_context=2.893006 sequence=798.290107
[trust-five/b20_C] [plan iscas99__b20] [plan] step=354 node=N3890 type=observe q_typed_trust_context=3.427467 sequence=801.717574
[trust-five/b20_C] [plan iscas99__b20] [plan] step=355 node=N14298 type=observe q_typed_trust_context=1.782654 sequence=803.500227
[trust-five/b20_C] [plan iscas99__b20] [plan] step=356 node=N12636 type=control0 q_typed_trust_context=1.563658 sequence=805.063885
[trust-five/b20_C] [plan iscas99__b20] [plan] step=357 node=N8666 type=control1 q_typed_trust_context=1.100199 sequence=806.164084
[trust-five/b20_C] [plan iscas99__b20] [plan] step=358 node=N1919 type=observe q_typed_trust_context=1.603329 sequence=807.767413
[trust-five/b20_C] [plan iscas99__b20] [plan] step=359 node=N3887 type=observe q_typed_trust_context=2.076124 sequence=809.843537
[trust-five/b20_C] [plan iscas99__b20] [plan] step=360 node=N924 type=observe q_typed_trust_context=1.916798 sequence=811.760335
[trust-five/b20_C] [plan iscas99__b20] [plan] step=361 node=N16681 type=observe q_typed_trust_context=1.466387 sequence=813.226722
[trust-five/b20_C] [plan iscas99__b20] [plan] step=362 node=N3922 type=observe q_typed_trust_context=1.399967 sequence=814.626689
[trust-five/b20_C] [plan iscas99__b20] [plan] step=363 node=N14478 type=control0 q_typed_trust_context=1.011866 sequence=815.638555
[trust-five/b20_C] [plan iscas99__b20] [plan] step=364 node=N18686 type=control1 q_typed_trust_context=1.161993 sequence=816.800548
[trust-five/b20_C] [plan iscas99__b20] [plan] step=365 node=N16592 type=observe q_typed_trust_context=1.050777 sequence=817.851325
[trust-five/b20_C] [plan iscas99__b20] [plan] step=366 node=N10857 type=control1 q_typed_trust_context=1.153202 sequence=819.004528
[trust-five/b20_C] [plan iscas99__b20] [plan] step=367 node=N3130 type=observe q_typed_trust_context=0.943980 sequence=819.948508
[trust-five/b20_C] [plan iscas99__b20] [plan] step=368 node=N926 type=observe q_typed_trust_context=1.648773 sequence=821.597280
[trust-five/b20_C] [plan iscas99__b20] [plan] step=369 node=N928 type=observe q_typed_trust_context=1.716692 sequence=823.313972
[trust-five/b20_C] [plan iscas99__b20] [plan] step=370 node=N3977 type=observe q_typed_trust_context=2.121694 sequence=825.435666
[trust-five/b20_C] [plan iscas99__b20] [plan] step=371 node=N19047 type=control1 q_typed_trust_context=2.202888 sequence=827.638554
[trust-five/b20_C] [plan iscas99__b20] [plan] step=372 node=N3112 type=observe q_typed_trust_context=1.928161 sequence=829.566715
[trust-five/b20_C] [plan iscas99__b20] [plan] step=373 node=N3911 type=observe q_typed_trust_context=2.069448 sequence=831.636163
[trust-five/b20_C] [plan iscas99__b20] [plan] step=374 node=N925 type=observe q_typed_trust_context=1.762210 sequence=833.398374
[trust-five/b20_C] [plan iscas99__b20] [plan] step=375 node=N15739 type=control1 q_typed_trust_context=2.265982 sequence=835.664356
[trust-five/b20_C] [plan iscas99__b20] [plan] step=376 node=N16597 type=observe q_typed_trust_context=1.400205 sequence=837.064560
[trust-five/b20_C] [plan iscas99__b20] [plan] step=377 node=N14708 type=control1 q_typed_trust_context=1.894999 sequence=838.959560
[trust-five/b20_C] [plan iscas99__b20] [plan] step=378 node=N11246 type=control0 q_typed_trust_context=1.600762 sequence=840.560322
[trust-five/b20_C] [plan iscas99__b20] [plan] step=379 node=N3166 type=observe q_typed_trust_context=1.586896 sequence=842.147217
[trust-five/b20_C] [plan iscas99__b20] [plan] step=380 node=N923 type=observe q_typed_trust_context=1.604716 sequence=843.751933
[trust-five/b20_C] [plan iscas99__b20] [plan] step=381 node=N3908 type=observe q_typed_trust_context=2.280452 sequence=846.032385
[trust-five/b20_C] [plan iscas99__b20] [plan] step=382 node=N10962 type=control0 q_typed_trust_context=1.412481 sequence=847.444866
[trust-five/b20_C] [plan iscas99__b20] [plan] step=383 node=N3148 type=observe q_typed_trust_context=2.438989 sequence=849.883855
[trust-five/b20_C] [plan iscas99__b20] [plan] step=384 node=N3905 type=observe q_typed_trust_context=2.329139 sequence=852.212994
[trust-five/b20_C] [plan iscas99__b20] [plan] step=385 node=N19709 type=control1 q_typed_trust_context=2.592963 sequence=854.805957
[trust-five/b20_C] [plan iscas99__b20] [plan] step=386 node=N1398 type=observe q_typed_trust_context=1.693000 sequence=856.498958
[trust-five/b20_C] [plan iscas99__b20] [plan] step=387 node=N19710 type=control1 q_typed_trust_context=2.834442 sequence=859.333400
[trust-five/b20_C] [plan iscas99__b20] [plan] step=388 node=N3899 type=observe q_typed_trust_context=3.607642 sequence=862.941041
[trust-five/b20_C] [plan iscas99__b20] [plan] step=389 node=N3094 type=observe q_typed_trust_context=3.400084 sequence=866.341126
[trust-five/b20_C] [plan iscas99__b20] [plan] step=390 node=N1413 type=observe q_typed_trust_context=2.043764 sequence=868.384890
[trust-five/b20_C] [plan iscas99__b20] [plan] step=391 node=N3896 type=observe q_typed_trust_context=3.558594 sequence=871.943484
[trust-five/b20_C] [plan iscas99__b20] [plan] step=392 node=N19711 type=control1 q_typed_trust_context=2.715431 sequence=874.658915
[trust-five/b20_C] [plan iscas99__b20] [plan] step=393 node=N11225 type=control0 q_typed_trust_context=1.884048 sequence=876.542963
[trust-five/b20_C] [plan iscas99__b20] [plan] step=394 node=N1415 type=observe q_typed_trust_context=2.324486 sequence=878.867449
[trust-five/b20_C] [plan iscas99__b20] [plan] step=395 node=N3121 type=observe q_typed_trust_context=1.889404 sequence=880.756853
[trust-five/b20_C] [plan iscas99__b20] [plan] step=396 node=N18678 type=control1 q_typed_trust_context=1.450133 sequence=882.206986
[trust-five/b20_C] [plan iscas99__b20] [plan] step=397 node=N19716 type=control1 q_typed_trust_context=1.880458 sequence=884.087445
[trust-five/b20_C] [plan iscas99__b20] [plan] step=398 node=N19717 type=control1 q_typed_trust_context=2.900607 sequence=886.988052
[trust-five/b20_C] [plan iscas99__b20] [plan] step=399 node=N16800 type=control1 q_typed_trust_context=2.374184 sequence=889.362236
[trust-five/b20_C] [plan iscas99__b20] [plan] step=400 node=N16801 type=control1 q_typed_trust_context=2.162884 sequence=891.525120
[trust-five/b20_C] [plan iscas99__b20] [plan] step=401 node=N16802 type=control1 q_typed_trust_context=1.646087 sequence=893.171206
[trust-five/b20_C] [plan iscas99__b20] [plan] step=402 node=N16807 type=control1 q_typed_trust_context=1.456137 sequence=894.627343
[trust-five/b20_C] [plan iscas99__b20] [plan] step=403 node=N11220 type=control0 q_typed_trust_context=1.534867 sequence=896.162210
[trust-five/b20_C] [plan iscas99__b20] [plan] step=404 node=N1417 type=observe q_typed_trust_context=2.257389 sequence=898.419599
[trust-five/b20_C] [plan iscas99__b20] [plan] step=405 node=N16808 type=control1 q_typed_trust_context=1.681239 sequence=900.100838
[trust-five/b20_C] [plan iscas99__b20] [plan] step=406 node=N10992 type=control0 q_typed_trust_context=1.089999 sequence=901.190837
[trust-five/b20_C] [plan iscas99__b20] [plan] step=407 node=N10984 type=control0 q_typed_trust_context=1.146508 sequence=902.337345
[trust-five/b20_C] [plan iscas99__b20] [plan] step=408 node=N17303 type=control1 q_typed_trust_context=2.047443 sequence=904.384788
[trust-five/b20_C] [plan iscas99__b20] [plan] step=409 node=N17304 type=control1 q_typed_trust_context=1.980884 sequence=906.365672
[trust-five/b20_C] [plan iscas99__b20] [plan] step=410 node=N17305 type=control1 q_typed_trust_context=2.731494 sequence=909.097166
[trust-five/b20_C] [plan iscas99__b20] [plan] step=411 node=N17310 type=control1 q_typed_trust_context=1.885251 sequence=910.982416
[trust-five/b20_C] [plan iscas99__b20] [plan] step=412 node=N17311 type=control1 q_typed_trust_context=1.350277 sequence=912.332693
[trust-five/b20_C] [plan iscas99__b20] [plan] step=413 node=N16223 type=control1 q_typed_trust_context=1.108236 sequence=913.440930
[trust-five/b20_C] [plan iscas99__b20] [plan] step=414 node=N17804 type=control1 q_typed_trust_context=1.092740 sequence=914.533670
[trust-five/b20_C] [plan iscas99__b20] [plan] step=415 node=N17805 type=control1 q_typed_trust_context=1.056733 sequence=915.590402
[trust-five/b20_C] [plan iscas99__b20] [plan] step=416 node=N17806 type=control1 q_typed_trust_context=1.218907 sequence=916.809310
[trust-five/b20_C] [plan iscas99__b20] [plan] step=417 node=N17811 type=control1 q_typed_trust_context=1.371971 sequence=918.181281
