[v3_hard_precision gpu5] [2026-07-04T15:35:06+08:00] start name=v3_hard_precision gpu=5 checkpoint=runs/mainline_accuracy_improve_v3_hard_precision/best.pt
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_model_swap/v3_hard_precision
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 budgets=iscas99__b21:628
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 variant_start id=greedy__cumulative__reward_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v3_hard_precision gpu5] [gmean] 2026-07-04T15:35:07 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=reward_pred
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=203 node=__buf_split_20079 type=observe reward_pred=-0.154088 sequence=-30.375302
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=204 node=N8630 type=observe reward_pred=-0.153885 sequence=-30.529187
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=205 node=__buf_split_20106 type=observe reward_pred=-0.153498 sequence=-30.682685
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=206 node=__buf_split_20109 type=observe reward_pred=-0.153008 sequence=-30.835693
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=207 node=N21195 type=control1 reward_pred=-0.152908 sequence=-30.988601
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=208 node=__buf_split_20112 type=observe reward_pred=-0.153102 sequence=-31.141703
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=209 node=__buf_split_20091 type=observe reward_pred=-0.153224 sequence=-31.294927
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=210 node=N49273 type=observe reward_pred=-0.153254 sequence=-31.448181
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=211 node=N22093 type=control1 reward_pred=-0.153205 sequence=-31.601386
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=212 node=__buf_split_20107 type=observe reward_pred=-0.153395 sequence=-31.754781
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=213 node=__buf_split_20088 type=observe reward_pred=-0.153496 sequence=-31.908277
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=214 node=__buf_split_20110 type=observe reward_pred=-0.153484 sequence=-32.061761
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=215 node=N1678 type=control1 reward_pred=-0.153417 sequence=-32.215178
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=216 node=__buf_split_20092 type=observe reward_pred=-0.153582 sequence=-32.368760
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=217 node=__buf_split_20113 type=observe reward_pred=-0.153654 sequence=-32.522414
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=218 node=N49274 type=observe reward_pred=-0.153617 sequence=-32.676031
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=219 node=N49276 type=observe reward_pred=-0.153508 sequence=-32.829539
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=220 node=__buf_split_20089 type=observe reward_pred=-0.153378 sequence=-32.982917
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=221 node=N4945 type=control1 reward_pred=-0.153225 sequence=-33.136142
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=222 node=__buf_split_20098 type=observe reward_pred=-0.153290 sequence=-33.289432
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=223 node=__buf_split_20101 type=observe reward_pred=-0.153343 sequence=-33.442775
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=224 node=__buf_split_20083 type=observe reward_pred=-0.153305 sequence=-33.596080
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=225 node=N21038 type=observe reward_pred=-0.153280 sequence=-33.749359
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=226 node=N38482 type=observe reward_pred=-0.153238 sequence=-33.902597
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=227 node=N22420 type=observe reward_pred=-0.153207 sequence=-34.055805
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=228 node=N38530 type=observe reward_pred=-0.153182 sequence=-34.208987
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=229 node=N38620 type=observe reward_pred=-0.153161 sequence=-34.362148
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=230 node=N38500 type=observe reward_pred=-0.153146 sequence=-34.515295
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=231 node=N38491 type=observe reward_pred=-0.153143 sequence=-34.668437
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=232 node=N38542 type=observe reward_pred=-0.153149 sequence=-34.821586
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=233 node=N21033 type=observe reward_pred=-0.153162 sequence=-34.974749
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=234 node=N38515 type=observe reward_pred=-0.153177 sequence=-35.127926
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=235 node=N38443 type=observe reward_pred=-0.153206 sequence=-35.281132
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=236 node=N38518 type=observe reward_pred=-0.153233 sequence=-35.434365
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=237 node=N38503 type=observe reward_pred=-0.153250 sequence=-35.587615
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=238 node=N38461 type=observe reward_pred=-0.153249 sequence=-35.740864
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=239 node=N38632 type=observe reward_pred=-0.153217 sequence=-35.894082
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=240 node=N38557 type=observe reward_pred=-0.153233 sequence=-36.047315
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=241 node=N34149 type=observe reward_pred=-0.153303 sequence=-36.200617
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=242 node=N22605 type=observe reward_pred=-0.153340 sequence=-36.353957
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=243 node=N14779 type=observe reward_pred=-0.153377 sequence=-36.507335
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=244 node=N14780 type=observe reward_pred=-0.153423 sequence=-36.660757
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=245 node=N27224 type=observe reward_pred=-0.153468 sequence=-36.814225
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=246 node=N22686 type=observe reward_pred=-0.153513 sequence=-36.967738
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=247 node=N8744 type=observe reward_pred=-0.153559 sequence=-37.121297
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=248 node=N14786 type=observe reward_pred=-0.153603 sequence=-37.274900
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=249 node=N14789 type=observe reward_pred=-0.153648 sequence=-37.428548
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=250 node=N21035 type=observe reward_pred=-0.153692 sequence=-37.582240
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=251 node=N21037 type=observe reward_pred=-0.153729 sequence=-37.735969
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=252 node=N8768 type=observe reward_pred=-0.153755 sequence=-37.889724
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=253 node=N38458 type=observe reward_pred=-0.153780 sequence=-38.043504
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=254 node=N22419 type=observe reward_pred=-0.153803 sequence=-38.197308
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=255 node=N22432 type=observe reward_pred=-0.153819 sequence=-38.351127
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=256 node=N34098 type=observe reward_pred=-0.153830 sequence=-38.504957
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=257 node=N14784 type=observe reward_pred=-0.153872 sequence=-38.658829
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=258 node=N8743 type=observe reward_pred=-0.153911 sequence=-38.812740
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=259 node=N8742 type=observe reward_pred=-0.153936 sequence=-38.966676
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=260 node=N14809 type=observe reward_pred=-0.154305 sequence=-39.120981
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=261 node=N8811 type=observe reward_pred=-0.154659 sequence=-39.275640
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=262 node=N14760 type=observe reward_pred=-0.154899 sequence=-39.430539
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=263 node=__buf_split_4147 type=observe reward_pred=-0.173712 sequence=-39.604251
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=264 node=__buf_split_3769 type=observe reward_pred=-0.139572 sequence=-39.743823
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=265 node=N41205 type=control1 reward_pred=-0.145606 sequence=-39.889429
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=266 node=N40961 type=control1 reward_pred=-0.149489 sequence=-40.038918
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=267 node=N40933 type=control1 reward_pred=-0.152627 sequence=-40.191545
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=268 node=N39446 type=control1 reward_pred=-0.155561 sequence=-40.347106
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=269 node=N40847 type=control1 reward_pred=-0.158307 sequence=-40.505413
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=270 node=__buf_split_3768 type=observe reward_pred=-0.162035 sequence=-40.667448
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=271 node=__buf_split_3770 type=observe reward_pred=-0.164581 sequence=-40.832029
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=272 node=__buf_split_3776 type=observe reward_pred=-0.166841 sequence=-40.998871
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=273 node=__buf_split_3777 type=observe reward_pred=-0.166738 sequence=-41.165608
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=274 node=__buf_split_11422 type=observe reward_pred=-0.166402 sequence=-41.332011
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=275 node=__buf_split_20104 type=observe reward_pred=-0.167631 sequence=-41.499641
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=276 node=__buf_split_11423 type=observe reward_pred=-0.172531 sequence=-41.672172
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=277 node=__buf_split_13653 type=observe reward_pred=-0.174366 sequence=-41.846538
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=278 node=N40933 type=control0 reward_pred=-0.175420 sequence=-42.021958
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=279 node=N39446 type=control0 reward_pred=-0.176676 sequence=-42.198634
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=280 node=N40847 type=control0 reward_pred=-0.178613 sequence=-42.377248
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=281 node=N40961 type=control0 reward_pred=-0.181058 sequence=-42.558306
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=282 node=N39688 type=control1 reward_pred=-0.184888 sequence=-42.743193
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=283 node=N41205 type=control0 reward_pred=-0.189128 sequence=-42.932322
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=284 node=N39669 type=control1 reward_pred=-0.193910 sequence=-43.126231
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=285 node=N39688 type=control0 reward_pred=-0.199625 sequence=-43.325856
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=286 node=N40112 type=control0 reward_pred=-0.204740 sequence=-43.530596
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=287 node=N39669 type=control0 reward_pred=-0.209104 sequence=-43.739700
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=288 node=N39705 type=control1 reward_pred=-0.215835 sequence=-43.955535
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=289 node=N39761 type=control0 reward_pred=-0.221530 sequence=-44.177064
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=290 node=N39724 type=control1 reward_pred=-0.228744 sequence=-44.405809
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=291 node=N39724 type=control0 reward_pred=-0.235659 sequence=-44.641467
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=292 node=N40112 type=control1 reward_pred=-0.243055 sequence=-44.884522
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=293 node=N39779 type=control1 reward_pred=-0.250522 sequence=-45.135044
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=294 node=N39797 type=control1 reward_pred=-0.257957 sequence=-45.393001
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=295 node=N39761 type=control1 reward_pred=-0.266011 sequence=-45.659013
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=296 node=N39705 type=control0 reward_pred=-0.273477 sequence=-45.932490
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=297 node=N39814 type=control1 reward_pred=-0.282160 sequence=-46.214649
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=298 node=N39832 type=control1 reward_pred=-0.291326 sequence=-46.505975
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=299 node=N39850 type=control1 reward_pred=-0.294312 sequence=-46.800287
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=300 node=N39742 type=control1 reward_pred=-0.293803 sequence=-47.094090
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=301 node=N39868 type=control1 reward_pred=-0.289499 sequence=-47.383589
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=302 node=N41166 type=control1 reward_pred=-0.284252 sequence=-47.667841
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=303 node=N41170 type=control1 reward_pred=-0.277851 sequence=-47.945692
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=304 node=N41162 type=control1 reward_pred=-0.269407 sequence=-48.215100
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=305 node=N40837 type=control1 reward_pred=-0.262197 sequence=-48.477296
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=306 node=N39469 type=control1 reward_pred=-0.255628 sequence=-48.732925
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=307 node=N40909 type=control1 reward_pred=-0.251486 sequence=-48.984411
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=308 node=N39465 type=control1 reward_pred=-0.248942 sequence=-49.233353
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=309 node=N39515 type=control1 reward_pred=-0.247424 sequence=-49.480777
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=310 node=N39572 type=control1 reward_pred=-0.246530 sequence=-49.727307
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=311 node=N39494 type=control1 reward_pred=-0.246049 sequence=-49.973356
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=312 node=N40918 type=control1 reward_pred=-0.246273 sequence=-50.219629
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=313 node=N40938 type=control1 reward_pred=-0.246276 sequence=-50.465905
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=314 node=N40952 type=control1 reward_pred=-0.246373 sequence=-50.712277
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=315 node=N40890 type=control1 reward_pred=-0.246524 sequence=-50.958802
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=316 node=N40895 type=control1 reward_pred=-0.247114 sequence=-51.205916
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=317 node=N39546 type=control1 reward_pred=-0.247329 sequence=-51.453245
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=318 node=N39436 type=control1 reward_pred=-0.247553 sequence=-51.700798
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=319 node=N39485 type=control1 reward_pred=-0.247776 sequence=-51.948574
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=320 node=N40862 type=control1 reward_pred=-0.249906 sequence=-52.198480
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=321 node=N40871 type=control1 reward_pred=-0.254545 sequence=-52.453025
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=322 node=N39885 type=control1 reward_pred=-0.254765 sequence=-52.707789
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=323 node=N39921 type=control1 reward_pred=-0.254967 sequence=-52.962756
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=324 node=N39938 type=control1 reward_pred=-0.255154 sequence=-53.217910
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=325 node=N40058 type=control1 reward_pred=-0.255324 sequence=-53.473234
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=326 node=N40019 type=control1 reward_pred=-0.255483 sequence=-53.728717
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=327 node=N40069 type=control1 reward_pred=-0.255636 sequence=-53.984353
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=328 node=N40034 type=control1 reward_pred=-0.255784 sequence=-54.240137
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=329 node=N40080 type=control1 reward_pred=-0.255928 sequence=-54.496065
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=330 node=N39988 type=control1 reward_pred=-0.256070 sequence=-54.752135
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=331 node=N39954 type=control1 reward_pred=-0.256208 sequence=-55.008343
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=332 node=N40004 type=control1 reward_pred=-0.256342 sequence=-55.264685
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=333 node=N40098 type=control1 reward_pred=-0.256470 sequence=-55.521155
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=334 node=N40047 type=control1 reward_pred=-0.256597 sequence=-55.777753
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=335 node=N40104 type=control1 reward_pred=-0.256722 sequence=-56.034474
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=336 node=N39904 type=control1 reward_pred=-0.256841 sequence=-56.291315
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=337 node=N40109 type=control1 reward_pred=-0.256921 sequence=-56.548236
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=338 node=N39972 type=control1 reward_pred=-0.256971 sequence=-56.805207
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=339 node=N39537 type=control1 reward_pred=-0.256999 sequence=-57.062207
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=340 node=N40089 type=control1 reward_pred=-0.257013 sequence=-57.319219
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=341 node=N39562 type=control1 reward_pred=-0.257014 sequence=-57.576234
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=342 node=N39562 type=control0 reward_pred=-0.261037 sequence=-57.837271
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=343 node=N39671 type=control1 reward_pred=-0.260588 sequence=-58.097859
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=344 node=N39671 type=control0 reward_pred=-0.264237 sequence=-58.362097
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=345 node=N39690 type=control1 reward_pred=-0.263465 sequence=-58.625562
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=346 node=N39690 type=control0 reward_pred=-0.266783 sequence=-58.892345
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=347 node=N39707 type=control1 reward_pred=-0.265723 sequence=-59.158068
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=348 node=N39707 type=control0 reward_pred=-0.268770 sequence=-59.426838
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=349 node=N39726 type=control1 reward_pred=-0.267463 sequence=-59.694301
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=350 node=N39726 type=control0 reward_pred=-0.270288 sequence=-59.964588
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=351 node=N39744 type=control1 reward_pred=-0.268776 sequence=-60.233364
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=352 node=N39744 type=control0 reward_pred=-0.271429 sequence=-60.504793
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=353 node=N39763 type=control1 reward_pred=-0.269759 sequence=-60.774552
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=354 node=N39763 type=control0 reward_pred=-0.272282 sequence=-61.046834
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=355 node=N39781 type=control1 reward_pred=-0.270492 sequence=-61.317326
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=356 node=N39781 type=control0 reward_pred=-0.272919 sequence=-61.590245
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=357 node=N39799 type=control1 reward_pred=-0.271040 sequence=-61.861285
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=358 node=N39799 type=control0 reward_pred=-0.273396 sequence=-62.134681
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=359 node=N39816 type=control1 reward_pred=-0.271449 sequence=-62.406130
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=360 node=N39816 type=control0 reward_pred=-0.273752 sequence=-62.679883
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=361 node=N39834 type=control1 reward_pred=-0.271756 sequence=-62.951638
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=362 node=N39834 type=control0 reward_pred=-0.274019 sequence=-63.225658
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=363 node=N39852 type=control1 reward_pred=-0.271986 sequence=-63.497644
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=364 node=N39852 type=control0 reward_pred=-0.274220 sequence=-63.771864
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=365 node=N39870 type=control1 reward_pred=-0.272159 sequence=-64.044024
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=366 node=N39870 type=control0 reward_pred=-0.274371 sequence=-64.318395
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=367 node=N39887 type=control1 reward_pred=-0.272289 sequence=-64.590684
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=368 node=N39887 type=control0 reward_pred=-0.274485 sequence=-64.865170
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=369 node=N39906 type=control1 reward_pred=-0.272387 sequence=-65.137557
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=370 node=N39906 type=control0 reward_pred=-0.274571 sequence=-65.412128
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=371 node=N39923 type=control1 reward_pred=-0.272461 sequence=-65.684589
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=372 node=N39923 type=control0 reward_pred=-0.274636 sequence=-65.959225
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=373 node=N39940 type=control1 reward_pred=-0.272517 sequence=-66.231742
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=374 node=N39940 type=control0 reward_pred=-0.274684 sequence=-66.506426
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=375 node=N39956 type=control1 reward_pred=-0.272559 sequence=-66.778986
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=376 node=N39956 type=control0 reward_pred=-0.274721 sequence=-67.053706
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=377 node=N39974 type=control1 reward_pred=-0.272591 sequence=-67.326297
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=378 node=N39974 type=control0 reward_pred=-0.274749 sequence=-67.601046
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=379 node=N39990 type=control1 reward_pred=-0.272615 sequence=-67.873661
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=380 node=N39990 type=control0 reward_pred=-0.274770 sequence=-68.148431
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=381 node=N40006 type=control1 reward_pred=-0.272633 sequence=-68.421064
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=382 node=N40006 type=control0 reward_pred=-0.274786 sequence=-68.695850
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=383 node=N40021 type=control1 reward_pred=-0.272647 sequence=-68.968496
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=384 node=N40021 type=control0 reward_pred=-0.274798 sequence=-69.243294
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=385 node=N40036 type=control1 reward_pred=-0.272657 sequence=-69.515951
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=386 node=N40036 type=control0 reward_pred=-0.274806 sequence=-69.790757
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=387 node=N40049 type=control1 reward_pred=-0.272665 sequence=-70.063422
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=388 node=N40049 type=control0 reward_pred=-0.274814 sequence=-70.338235
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=389 node=N40060 type=control1 reward_pred=-0.272671 sequence=-70.610906
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=390 node=N40060 type=control0 reward_pred=-0.274818 sequence=-70.885724
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=391 node=N40071 type=control1 reward_pred=-0.272675 sequence=-71.158399
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=392 node=N40071 type=control0 reward_pred=-0.274822 sequence=-71.433222
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=393 node=N40082 type=control1 reward_pred=-0.272678 sequence=-71.705900
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=394 node=N40082 type=control0 reward_pred=-0.274825 sequence=-71.980725
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=395 node=N40091 type=control1 reward_pred=-0.272681 sequence=-72.253406
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=396 node=N40091 type=control0 reward_pred=-0.274828 sequence=-72.528234
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=397 node=N40100 type=control1 reward_pred=-0.272683 sequence=-72.800916
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=398 node=N40100 type=control0 reward_pred=-0.274829 sequence=-73.075745
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=399 node=N39670 type=control1 reward_pred=-0.272684 sequence=-73.348430
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=400 node=N39670 type=control0 reward_pred=-0.274830 sequence=-73.623260
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=401 node=N39689 type=control1 reward_pred=-0.272685 sequence=-73.895945
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=402 node=N39689 type=control0 reward_pred=-0.274831 sequence=-74.170777
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=403 node=N39706 type=control1 reward_pred=-0.272686 sequence=-74.443463
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=404 node=N39706 type=control0 reward_pred=-0.274832 sequence=-74.718295
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=405 node=N39725 type=control1 reward_pred=-0.272687 sequence=-74.990982
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=406 node=N39725 type=control0 reward_pred=-0.274833 sequence=-75.265814
[v3_hard_precision gpu5] [plan iscas99__b21] [plan] step=407 node=N39743 type=control1 reward_pred=-0.272687 sequence=-75.538501
