[gmean] 2026-07-17T05:01:14 out_dir=autoresearch/improve-260716-1344/round14_b17/context_cluster_c48_seed1024_depth2
[gmean] 2026-07-17T05:01:14 budgets=iscas99__b17:994
[gmean] 2026-07-17T05:01:14 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[gmean] 2026-07-17T05:01:14 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=266 node=N5157 type=observe q_pred_context=0.879742 sequence=330.023286
[plan iscas99__b17] [plan] step=267 node=N12287 type=observe q_pred_context=0.913357 sequence=330.936643
[plan iscas99__b17] [plan] step=268 node=N12291 type=observe q_pred_context=0.923622 sequence=331.860265
[plan iscas99__b17] [plan] step=269 node=N12252 type=observe q_pred_context=0.929196 sequence=332.789461
[plan iscas99__b17] [plan] step=270 node=N12300 type=observe q_pred_context=0.931082 sequence=333.720543
[plan iscas99__b17] [plan] step=271 node=N13988 type=observe q_pred_context=1.120403 sequence=334.840946
[plan iscas99__b17] [plan] step=272 node=N13984 type=observe q_pred_context=1.150203 sequence=335.991149
[plan iscas99__b17] [plan] step=273 node=N19371 type=observe q_pred_context=1.004512 sequence=336.995661
[plan iscas99__b17] [plan] step=274 node=N19374 type=observe q_pred_context=1.000929 sequence=337.996590
[plan iscas99__b17] [plan] step=275 node=N19378 type=observe q_pred_context=1.250038 sequence=339.246628
[plan iscas99__b17] [plan] step=276 node=N19375 type=observe q_pred_context=0.911375 sequence=340.158003
[plan iscas99__b17] [plan] step=277 node=N19425 type=observe q_pred_context=0.983500 sequence=341.141504
[plan iscas99__b17] [plan] step=278 node=N19429 type=observe q_pred_context=0.758950 sequence=341.900454
[plan iscas99__b17] [plan] step=279 node=N7875 type=control1 q_pred_context=0.816625 sequence=342.717079
[plan iscas99__b17] [plan] step=280 node=N15375 type=control1 q_pred_context=1.607298 sequence=344.324377
[plan iscas99__b17] [plan] step=281 node=N19428 type=observe q_pred_context=0.982781 sequence=345.307158
[plan iscas99__b17] [plan] step=282 node=N19432 type=observe q_pred_context=1.085395 sequence=346.392553
[plan iscas99__b17] [plan] step=283 node=N19512 type=observe q_pred_context=1.483512 sequence=347.876064
[plan iscas99__b17] [plan] step=284 node=N14004 type=observe q_pred_context=1.343075 sequence=349.219140
[plan iscas99__b17] [plan] step=285 node=N14009 type=observe q_pred_context=1.489512 sequence=350.708651
[plan iscas99__b17] [plan] step=286 node=N19511 type=observe q_pred_context=1.434573 sequence=352.143225
[plan iscas99__b17] [plan] step=287 node=N12547 type=observe q_pred_context=0.607921 sequence=352.751146
[plan iscas99__b17] [plan] step=288 node=N7849 type=control1 q_pred_context=0.711524 sequence=353.462670
[plan iscas99__b17] [plan] step=289 node=N19269 type=observe q_pred_context=0.757101 sequence=354.219771
[plan iscas99__b17] [plan] step=290 node=N19265 type=observe q_pred_context=0.756176 sequence=354.975947
[plan iscas99__b17] [plan] step=291 node=N18711 type=control0 q_pred_context=1.303880 sequence=356.279827
[plan iscas99__b17] [plan] step=292 node=N7064 type=control0 q_pred_context=1.220822 sequence=357.500649
[plan iscas99__b17] [plan] step=293 node=N18695 type=control0 q_pred_context=1.858511 sequence=359.359160
[plan iscas99__b17] [plan] step=294 node=N7021 type=control0 q_pred_context=1.986741 sequence=361.345901
[plan iscas99__b17] [plan] step=295 node=N7112 type=control0 q_pred_context=1.824588 sequence=363.170489
[plan iscas99__b17] [plan] step=296 node=N18645 type=control0 q_pred_context=1.496717 sequence=364.667206
[plan iscas99__b17] [plan] step=297 node=N7032 type=control0 q_pred_context=1.461746 sequence=366.128952
[plan iscas99__b17] [plan] step=298 node=N12330 type=control0 q_pred_context=1.407796 sequence=367.536747
[plan iscas99__b17] [plan] step=299 node=N18658 type=control0 q_pred_context=1.382797 sequence=368.919544
[plan iscas99__b17] [plan] step=300 node=N18641 type=control0 q_pred_context=1.112417 sequence=370.031961
[plan iscas99__b17] [plan] step=301 node=N7280 type=control0 q_pred_context=1.054441 sequence=371.086402
[plan iscas99__b17] [plan] step=302 node=N7344 type=control0 q_pred_context=1.118668 sequence=372.205070
[plan iscas99__b17] [plan] step=303 node=N7376 type=control0 q_pred_context=1.026016 sequence=373.231086
[plan iscas99__b17] [plan] step=304 node=N7123 type=control0 q_pred_context=0.990571 sequence=374.221657
[plan iscas99__b17] [plan] step=305 node=N18675 type=control0 q_pred_context=0.973621 sequence=375.195278
[plan iscas99__b17] [plan] step=306 node=N19221 type=control1 q_pred_context=1.097032 sequence=376.292310
[plan iscas99__b17] [plan] step=307 node=N19455 type=control0 q_pred_context=1.252654 sequence=377.544963
[plan iscas99__b17] [plan] step=308 node=N18741 type=control0 q_pred_context=0.995311 sequence=378.540275
[plan iscas99__b17] [plan] step=309 node=N18724 type=control0 q_pred_context=1.149074 sequence=379.689349
[plan iscas99__b17] [plan] step=310 node=N12392 type=control0 q_pred_context=1.015170 sequence=380.704518
[plan iscas99__b17] [plan] step=311 node=N12424 type=control0 q_pred_context=0.995786 sequence=381.700304
[plan iscas99__b17] [plan] step=312 node=N12344 type=control0 q_pred_context=0.997875 sequence=382.698179
[plan iscas99__b17] [plan] step=313 node=N7277 type=control0 q_pred_context=1.006754 sequence=383.704933
[plan iscas99__b17] [plan] step=314 node=N18009 type=control0 q_pred_context=0.987696 sequence=384.692628
[plan iscas99__b17] [plan] step=315 node=N7049 type=control0 q_pred_context=0.981613 sequence=385.674241
[plan iscas99__b17] [plan] step=316 node=N18114 type=control0 q_pred_context=0.980839 sequence=386.655080
[plan iscas99__b17] [plan] step=317 node=N7292 type=control0 q_pred_context=0.985098 sequence=387.640178
[plan iscas99__b17] [plan] step=318 node=N7324 type=control0 q_pred_context=0.996155 sequence=388.636332
[plan iscas99__b17] [plan] step=319 node=N19453 type=control0 q_pred_context=0.859786 sequence=389.496119
[plan iscas99__b17] [plan] step=320 node=N18750 type=control0 q_pred_context=0.776031 sequence=390.272149
[plan iscas99__b17] [plan] step=321 node=N18699 type=control0 q_pred_context=0.712400 sequence=390.984549
[plan iscas99__b17] [plan] step=322 node=N7633 type=observe q_pred_context=0.491788 sequence=391.476338
[plan iscas99__b17] [plan] step=323 node=N12683 type=control0 q_pred_context=1.810058 sequence=393.286396
[plan iscas99__b17] [plan] step=324 node=N19260 type=observe q_pred_context=0.792626 sequence=394.079021
[plan iscas99__b17] [plan] step=325 node=N18063 type=control0 q_pred_context=1.159503 sequence=395.238524
[plan iscas99__b17] [plan] step=326 node=N12417 type=control0 q_pred_context=1.235907 sequence=396.474430
[plan iscas99__b17] [plan] step=327 node=N12433 type=control0 q_pred_context=1.039703 sequence=397.514133
[plan iscas99__b17] [plan] step=328 node=N12401 type=control0 q_pred_context=1.066774 sequence=398.580907
[plan iscas99__b17] [plan] step=329 node=N19340 type=observe q_pred_context=0.421076 sequence=399.001983
[plan iscas99__b17] [plan] step=330 node=N12717 type=control0 q_pred_context=0.520088 sequence=399.522071
[plan iscas99__b17] [plan] step=331 node=N12465 type=control0 q_pred_context=1.021237 sequence=400.543308
[plan iscas99__b17] [plan] step=332 node=N12385 type=control0 q_pred_context=1.156884 sequence=401.700192
[plan iscas99__b17] [plan] step=333 node=N12369 type=control0 q_pred_context=1.420111 sequence=403.120303
[plan iscas99__b17] [plan] step=334 node=N12404 type=control0 q_pred_context=1.387784 sequence=404.508087
[plan iscas99__b17] [plan] step=335 node=N12448 type=control0 q_pred_context=1.278410 sequence=405.786497
[plan iscas99__b17] [plan] step=336 node=N12452 type=control0 q_pred_context=1.187330 sequence=406.973827
[plan iscas99__b17] [plan] step=337 node=N19338 type=observe q_pred_context=0.670532 sequence=407.644359
[plan iscas99__b17] [plan] step=338 node=N19256 type=observe q_pred_context=0.771358 sequence=408.415717
[plan iscas99__b17] [plan] step=339 node=N19337 type=observe q_pred_context=0.366269 sequence=408.781986
[plan iscas99__b17] [plan] step=340 node=N19339 type=observe q_pred_context=0.716612 sequence=409.498598
[plan iscas99__b17] [plan] step=341 node=N19253 type=observe q_pred_context=0.762039 sequence=410.260637
[plan iscas99__b17] [plan] step=342 node=N18563 type=observe q_pred_context=0.760105 sequence=411.020742
[plan iscas99__b17] [plan] step=343 node=N7636 type=observe q_pred_context=0.666162 sequence=411.686904
[plan iscas99__b17] [plan] step=344 node=N19231 type=control1 q_pred_context=0.339737 sequence=412.026641
[plan iscas99__b17] [plan] step=345 node=N19263 type=observe q_pred_context=0.721060 sequence=412.747701
[plan iscas99__b17] [plan] step=346 node=N12339 type=control0 q_pred_context=0.989249 sequence=413.736950
[plan iscas99__b17] [plan] step=347 node=N12371 type=control0 q_pred_context=1.106439 sequence=414.843389
[plan iscas99__b17] [plan] step=348 node=N12387 type=control0 q_pred_context=1.093634 sequence=415.937023
[plan iscas99__b17] [plan] step=349 node=N12355 type=control0 q_pred_context=1.076390 sequence=417.013413
[plan iscas99__b17] [plan] step=350 node=N28821 type=control1 q_pred_context=0.732564 sequence=417.745977
[plan iscas99__b17] [plan] step=351 node=N28818 type=control1 q_pred_context=0.714653 sequence=418.460631
[plan iscas99__b17] [plan] step=352 node=N19259 type=observe q_pred_context=0.727565 sequence=419.188196
[plan iscas99__b17] [plan] step=353 node=N7398 type=control0 q_pred_context=0.991077 sequence=420.179273
[plan iscas99__b17] [plan] step=354 node=N18541 type=observe q_pred_context=0.678751 sequence=420.858024
[plan iscas99__b17] [plan] step=355 node=N18537 type=observe q_pred_context=0.633921 sequence=421.491945
[plan iscas99__b17] [plan] step=356 node=N18532 type=observe q_pred_context=0.647912 sequence=422.139857
[plan iscas99__b17] [plan] step=357 node=N19258 type=observe q_pred_context=0.675930 sequence=422.815787
[plan iscas99__b17] [plan] step=358 node=N18557 type=observe q_pred_context=0.622128 sequence=423.437915
[plan iscas99__b17] [plan] step=359 node=N18624 type=observe q_pred_context=0.693509 sequence=424.131424
[plan iscas99__b17] [plan] step=360 node=N18590 type=observe q_pred_context=0.694130 sequence=424.825554
[plan iscas99__b17] [plan] step=361 node=N18620 type=observe q_pred_context=0.702022 sequence=425.527576
[plan iscas99__b17] [plan] step=362 node=N18614 type=observe q_pred_context=0.741246 sequence=426.268822
[plan iscas99__b17] [plan] step=363 node=N19262 type=observe q_pred_context=0.703372 sequence=426.972194
[plan iscas99__b17] [plan] step=364 node=N13583 type=observe q_pred_context=0.713238 sequence=427.685432
[plan iscas99__b17] [plan] step=365 node=N13595 type=observe q_pred_context=0.705086 sequence=428.390518
[plan iscas99__b17] [plan] step=366 node=N18548 type=observe q_pred_context=0.705301 sequence=429.095820
[plan iscas99__b17] [plan] step=367 node=N13581 type=observe q_pred_context=0.782724 sequence=429.878544
[plan iscas99__b17] [plan] step=368 node=N13563 type=observe q_pred_context=0.727997 sequence=430.606540
[plan iscas99__b17] [plan] step=369 node=N8938 type=observe q_pred_context=0.656673 sequence=431.263213
[plan iscas99__b17] [plan] step=370 node=N13506 type=observe q_pred_context=0.740651 sequence=432.003864
[plan iscas99__b17] [plan] step=371 node=N3765 type=observe q_pred_context=0.666146 sequence=432.670010
[plan iscas99__b17] [plan] step=372 node=N12581 type=observe q_pred_context=0.734151 sequence=433.404162
[plan iscas99__b17] [plan] step=373 node=N13591 type=observe q_pred_context=0.758438 sequence=434.162599
[plan iscas99__b17] [plan] step=374 node=N13500 type=observe q_pred_context=0.767950 sequence=434.930549
[plan iscas99__b17] [plan] step=375 node=N28814 type=control1 q_pred_context=0.691117 sequence=435.621666
[plan iscas99__b17] [plan] step=376 node=N18577 type=observe q_pred_context=0.758624 sequence=436.380290
[plan iscas99__b17] [plan] step=377 node=N13534 type=observe q_pred_context=0.756846 sequence=437.137136
[plan iscas99__b17] [plan] step=378 node=N12615 type=observe q_pred_context=0.832868 sequence=437.970005
[plan iscas99__b17] [plan] step=379 node=N13532 type=observe q_pred_context=0.766115 sequence=438.736119
[plan iscas99__b17] [plan] step=380 node=N13528 type=observe q_pred_context=0.758474 sequence=439.494593
[plan iscas99__b17] [plan] step=381 node=N28816 type=control1 q_pred_context=0.695560 sequence=440.190154
[plan iscas99__b17] [plan] step=382 node=N13548 type=observe q_pred_context=0.762477 sequence=440.952630
[plan iscas99__b17] [plan] step=383 node=N13516 type=observe q_pred_context=0.617811 sequence=441.570442
[plan iscas99__b17] [plan] step=384 node=N12649 type=observe q_pred_context=0.754251 sequence=442.324693
[plan iscas99__b17] [plan] step=385 node=N13559 type=observe q_pred_context=0.758655 sequence=443.083348
[plan iscas99__b17] [plan] step=386 node=N13607 type=observe q_pred_context=0.658510 sequence=443.741858
[plan iscas99__b17] [plan] step=387 node=N28820 type=control1 q_pred_context=0.657333 sequence=444.399191
[plan iscas99__b17] [plan] step=388 node=N28819 type=control1 q_pred_context=0.717186 sequence=445.116377
[plan iscas99__b17] [plan] step=389 node=N28815 type=control1 q_pred_context=0.644120 sequence=445.760497
[plan iscas99__b17] [plan] step=390 node=N12751 type=control0 q_pred_context=0.734423 sequence=446.494920
[plan iscas99__b17] [plan] step=391 node=N12399 type=control0 q_pred_context=0.933393 sequence=447.428313
[plan iscas99__b17] [plan] step=392 node=N18760 type=control0 q_pred_context=0.557977 sequence=447.986291
[plan iscas99__b17] [plan] step=393 node=N7350 type=control0 q_pred_context=0.965168 sequence=448.951458
[plan iscas99__b17] [plan] step=394 node=N7334 type=control0 q_pred_context=0.940061 sequence=449.891519
[plan iscas99__b17] [plan] step=395 node=N18660 type=control0 q_pred_context=0.657771 sequence=450.549290
[plan iscas99__b17] [plan] step=396 node=N18743 type=control0 q_pred_context=0.701650 sequence=451.250941
[plan iscas99__b17] [plan] step=397 node=N7286 type=control0 q_pred_context=0.979690 sequence=452.230631
[plan iscas99__b17] [plan] step=398 node=N18691 type=control0 q_pred_context=0.710573 sequence=452.941204
[plan iscas99__b17] [plan] step=399 node=N19325 type=observe q_pred_context=0.732126 sequence=453.673330
[plan iscas99__b17] [plan] step=400 node=N18524 type=observe q_pred_context=0.579172 sequence=454.252502
[plan iscas99__b17] [plan] step=401 node=N19242 type=observe q_pred_context=0.851338 sequence=455.103840
[plan iscas99__b17] [plan] step=402 node=N13552 type=observe q_pred_context=0.755796 sequence=455.859637
[plan iscas99__b17] [plan] step=403 node=N18586 type=observe q_pred_context=0.842903 sequence=456.702539
[plan iscas99__b17] [plan] step=404 node=N13511 type=observe q_pred_context=0.931231 sequence=457.633771
[plan iscas99__b17] [plan] step=405 node=N28817 type=control1 q_pred_context=0.681407 sequence=458.315177
[plan iscas99__b17] [plan] step=406 node=N18709 type=control0 q_pred_context=0.751139 sequence=459.066316
[plan iscas99__b17] [plan] step=407 node=N18511 type=observe q_pred_context=0.605057 sequence=459.671373
[plan iscas99__b17] [plan] step=408 node=N18726 type=control0 q_pred_context=0.614276 sequence=460.285649
[plan iscas99__b17] [plan] step=409 node=N7366 type=control0 q_pred_context=0.923554 sequence=461.209203
[plan iscas99__b17] [plan] step=410 node=N12463 type=control0 q_pred_context=0.896959 sequence=462.106162
[plan iscas99__b17] [plan] step=411 node=N18487 type=observe q_pred_context=0.720578 sequence=462.826741
[plan iscas99__b17] [plan] step=412 node=N13497 type=observe q_pred_context=0.735458 sequence=463.562199
[plan iscas99__b17] [plan] step=413 node=N13611 type=observe q_pred_context=0.548174 sequence=464.110373
[plan iscas99__b17] [plan] step=414 node=N13499 type=observe q_pred_context=0.554652 sequence=464.665025
[plan iscas99__b17] [plan] step=415 node=N3768 type=observe q_pred_context=0.600536 sequence=465.265560
[plan iscas99__b17] [plan] step=416 node=N28813 type=control1 q_pred_context=0.699589 sequence=465.965149
[plan iscas99__b17] [plan] step=417 node=N7892 type=control1 q_pred_context=0.782228 sequence=466.747377
[plan iscas99__b17] [plan] step=418 node=N18514 type=observe q_pred_context=1.286933 sequence=468.034310
[plan iscas99__b17] [plan] step=419 node=N12569 type=control0 q_pred_context=0.634442 sequence=468.668752
[plan iscas99__b17] [plan] step=420 node=N8776 type=observe q_pred_context=0.502933 sequence=469.171685
[plan iscas99__b17] [plan] step=421 node=N8774 type=observe q_pred_context=0.402440 sequence=469.574125
[plan iscas99__b17] [plan] step=422 node=N28804 type=control1 q_pred_context=0.418420 sequence=469.992545
[plan iscas99__b17] [plan] step=423 node=N8820 type=observe q_pred_context=0.381630 sequence=470.374175
[plan iscas99__b17] [plan] step=424 node=N27225 type=control0 q_pred_context=0.338693 sequence=470.712869
[plan iscas99__b17] [plan] step=425 node=N28721 type=control1 q_pred_context=1.103653 sequence=471.816522
[plan iscas99__b17] [plan] step=426 node=N28719 type=control1 q_pred_context=0.579105 sequence=472.395627
[plan iscas99__b17] [plan] step=427 node=N28717 type=control1 q_pred_context=0.730331 sequence=473.125958
[plan iscas99__b17] [plan] step=428 node=N18673 type=control0 q_pred_context=0.641890 sequence=473.767847
[plan iscas99__b17] [plan] step=429 node=N18656 type=control0 q_pred_context=0.607233 sequence=474.375080
[plan iscas99__b17] [plan] step=430 node=N28731 type=control1 q_pred_context=1.946029 sequence=476.321109
[plan iscas99__b17] [plan] step=431 node=N3954 type=control1 q_pred_context=0.759688 sequence=477.080797
[plan iscas99__b17] [plan] step=432 node=N18705 type=control0 q_pred_context=0.563234 sequence=477.644031
[plan iscas99__b17] [plan] step=433 node=N28720 type=control1 q_pred_context=0.717572 sequence=478.361604
[plan iscas99__b17] [plan] step=434 node=N18722 type=control0 q_pred_context=0.759248 sequence=479.120852
[plan iscas99__b17] [plan] step=435 node=N18739 type=control0 q_pred_context=0.758856 sequence=479.879707
[plan iscas99__b17] [plan] step=436 node=N19450 type=control0 q_pred_context=0.823980 sequence=480.703687
[plan iscas99__b17] [plan] step=437 node=N28725 type=control1 q_pred_context=0.484869 sequence=481.188556
[plan iscas99__b17] [plan] step=438 node=N28723 type=control1 q_pred_context=0.357429 sequence=481.545985
[plan iscas99__b17] [plan] step=439 node=N28722 type=control1 q_pred_context=1.518210 sequence=483.064195
[plan iscas99__b17] [plan] step=440 node=N28726 type=control1 q_pred_context=1.463692 sequence=484.527887
[plan iscas99__b17] [plan] step=441 node=N18677 type=control0 q_pred_context=0.993834 sequence=485.521721
[plan iscas99__b17] [plan] step=442 node=N12706 type=control0 q_pred_context=1.424201 sequence=486.945922
[plan iscas99__b17] [plan] step=443 node=N7067 type=control0 q_pred_context=1.116893 sequence=488.062815
[plan iscas99__b17] [plan] step=444 node=N12607 type=control0 q_pred_context=0.836719 sequence=488.899533
[plan iscas99__b17] [plan] step=445 node=N28718 type=control1 q_pred_context=0.771521 sequence=489.671055
[plan iscas99__b17] [plan] step=446 node=N12604 type=control0 q_pred_context=1.028987 sequence=490.700042
[plan iscas99__b17] [plan] step=447 node=N28724 type=control1 q_pred_context=1.423691 sequence=492.123732
[plan iscas99__b17] [plan] step=448 node=N28727 type=control1 q_pred_context=1.030487 sequence=493.154219
[plan iscas99__b17] [plan] step=449 node=N28774 type=control1 q_pred_context=1.172140 sequence=494.326360
[plan iscas99__b17] [plan] step=450 node=N18764 type=control0 q_pred_context=0.876865 sequence=495.203225
[plan iscas99__b17] [plan] step=451 node=N12570 type=control0 q_pred_context=0.650747 sequence=495.853972
[plan iscas99__b17] [plan] step=452 node=N27363 type=control1 q_pred_context=1.116998 sequence=496.970969
[plan iscas99__b17] [plan] step=453 node=N12351 type=control0 q_pred_context=0.674561 sequence=497.645530
[plan iscas99__b17] [plan] step=454 node=N26514 type=control1 q_pred_context=0.893921 sequence=498.539451
[plan iscas99__b17] [plan] step=455 node=N26504 type=control1 q_pred_context=1.032204 sequence=499.571656
[plan iscas99__b17] [plan] step=456 node=N7115 type=control0 q_pred_context=1.077393 sequence=500.649049
[plan iscas99__b17] [plan] step=457 node=N12740 type=control0 q_pred_context=1.077540 sequence=501.726589
[plan iscas99__b17] [plan] step=458 node=N26510 type=control1 q_pred_context=1.094876 sequence=502.821464
[plan iscas99__b17] [plan] step=459 node=N26509 type=control1 q_pred_context=0.938175 sequence=503.759639
[plan iscas99__b17] [plan] step=460 node=N12611 type=control0 q_pred_context=0.773885 sequence=504.533525
[plan iscas99__b17] [plan] step=461 node=N27366 type=control1 q_pred_context=0.912681 sequence=505.446205
[plan iscas99__b17] [plan] step=462 node=N7083 type=control0 q_pred_context=1.510108 sequence=506.956313
[plan iscas99__b17] [plan] step=463 node=N27357 type=control1 q_pred_context=1.143563 sequence=508.099876
[plan iscas99__b17] [plan] step=464 node=N27356 type=control1 q_pred_context=1.028879 sequence=509.128755
[plan iscas99__b17] [plan] step=465 node=N13613 type=control0 q_pred_context=0.758822 sequence=509.887577
[plan iscas99__b17] [plan] step=466 node=N27352 type=control1 q_pred_context=0.926125 sequence=510.813702
[plan iscas99__b17] [plan] step=467 node=N7310 type=control0 q_pred_context=0.944699 sequence=511.758401
[plan iscas99__b17] [plan] step=468 node=N7131 type=control0 q_pred_context=0.774700 sequence=512.533102
[plan iscas99__b17] [plan] step=469 node=N13615 type=control0 q_pred_context=0.677564 sequence=513.210666
[plan iscas99__b17] [plan] step=470 node=N7261 type=control0 q_pred_context=1.206596 sequence=514.417263
[plan iscas99__b17] [plan] step=471 node=N7213 type=control0 q_pred_context=1.072205 sequence=515.489468
[plan iscas99__b17] [plan] step=472 node=N12674 type=control0 q_pred_context=0.640785 sequence=516.130253
[plan iscas99__b17] [plan] step=473 node=N12709 type=control0 q_pred_context=0.640798 sequence=516.771050
[plan iscas99__b17] [plan] step=474 node=N7196 type=control0 q_pred_context=1.970045 sequence=518.741095
[plan iscas99__b17] [plan] step=475 node=N18085 type=control0 q_pred_context=0.640814 sequence=519.381910
[plan iscas99__b17] [plan] step=476 node=N12739 type=control0 q_pred_context=0.762641 sequence=520.144551
[plan iscas99__b17] [plan] step=477 node=N12328 type=control0 q_pred_context=3.075376 sequence=523.219927
[plan iscas99__b17] [plan] step=478 node=N18366 type=control0 q_pred_context=2.257468 sequence=525.477396
[plan iscas99__b17] [plan] step=479 node=N18449 type=control0 q_pred_context=3.096603 sequence=528.573998
[plan iscas99__b17] [plan] step=480 node=N12312 type=control0 q_pred_context=5.301489 sequence=533.875488
[plan iscas99__b17] [plan] step=481 node=N18492 type=observe q_pred_context=0.607861 sequence=534.483349
[plan iscas99__b17] [plan] step=482 node=N13488 type=observe q_pred_context=0.607111 sequence=535.090460
[plan iscas99__b17] [plan] step=483 node=N27350 type=control1 q_pred_context=2.475368 sequence=537.565828
[plan iscas99__b17] [plan] step=484 node=N12671 type=control0 q_pred_context=0.678521 sequence=538.244349
[plan iscas99__b17] [plan] step=485 node=N7177 type=control0 q_pred_context=1.567165 sequence=539.811514
[plan iscas99__b17] [plan] step=486 node=N12280 type=control0 q_pred_context=1.364235 sequence=541.175749
[plan iscas99__b17] [plan] step=487 node=N7225 type=control0 q_pred_context=1.408236 sequence=542.583985
[plan iscas99__b17] [plan] step=488 node=N12248 type=control0 q_pred_context=1.561082 sequence=544.145067
[plan iscas99__b17] [plan] step=489 node=N7268 type=control0 q_pred_context=1.877299 sequence=546.022366
[plan iscas99__b17] [plan] step=490 node=N12232 type=control0 q_pred_context=2.193895 sequence=548.216261
[plan iscas99__b17] [plan] step=491 node=N12216 type=control0 q_pred_context=2.420774 sequence=550.637035
[plan iscas99__b17] [plan] step=492 node=N26505 type=control1 q_pred_context=1.860721 sequence=552.497756
[plan iscas99__b17] [plan] step=493 node=N18432 type=control0 q_pred_context=1.550736 sequence=554.048492
[plan iscas99__b17] [plan] step=494 node=N7151 type=control0 q_pred_context=1.505091 sequence=555.553583
[plan iscas99__b17] [plan] step=495 node=N7222 type=control0 q_pred_context=1.748008 sequence=557.301591
[plan iscas99__b17] [plan] step=496 node=N7218 type=control0 q_pred_context=2.304260 sequence=559.605851
[plan iscas99__b17] [plan] step=497 node=N7199 type=control0 q_pred_context=2.994840 sequence=562.600691
[plan iscas99__b17] [plan] step=498 node=N12262 type=control0 q_pred_context=5.289764 sequence=567.890455
[plan iscas99__b17] [plan] step=499 node=N12294 type=control0 q_pred_context=5.290516 sequence=573.180972
[plan iscas99__b17] [plan] step=500 node=N18389 type=control0 q_pred_context=2.918051 sequence=576.099022
[plan iscas99__b17] [plan] step=501 node=N18718 type=observe q_pred_context=0.326363 sequence=576.425385
[plan iscas99__b17] [plan] step=502 node=N27359 type=control1 q_pred_context=0.805446 sequence=577.230832
[plan iscas99__b17] [plan] step=503 node=N12368 type=observe q_pred_context=0.530336 sequence=577.761168
[plan iscas99__b17] [plan] step=504 node=N18368 type=control0 q_pred_context=0.137252 sequence=577.898420
[plan iscas99__b17] [plan] step=505 node=N12309 type=control0 q_pred_context=1.217613 sequence=579.116033
[plan iscas99__b17] [plan] step=506 node=N12282 type=control0 q_pred_context=1.590877 sequence=580.706910
[plan iscas99__b17] [plan] step=507 node=N12403 type=observe q_pred_context=1.238950 sequence=581.945860
[plan iscas99__b17] [plan] step=508 node=N8821 type=observe q_pred_context=0.354590 sequence=582.300450
[plan iscas99__b17] [plan] step=509 node=N26502 type=control1 q_pred_context=0.529311 sequence=582.829762
[plan iscas99__b17] [plan] step=510 node=N8833 type=observe q_pred_context=0.732937 sequence=583.562699
[plan iscas99__b17] [plan] step=511 node=N12447 type=observe q_pred_context=0.405576 sequence=583.968275
[plan iscas99__b17] [plan] step=512 node=N12464 type=observe q_pred_context=0.748113 sequence=584.716388
[plan iscas99__b17] [plan] step=513 node=N29495 type=control1 q_pred_context=1.450706 sequence=586.167094
[plan iscas99__b17] [plan] step=514 node=N8825 type=observe q_pred_context=0.669840 sequence=586.836934
[plan iscas99__b17] [plan] step=515 node=N18414 type=control0 q_pred_context=0.758806 sequence=587.595740
[plan iscas99__b17] [plan] step=516 node=N12277 type=control0 q_pred_context=0.554552 sequence=588.150291
[plan iscas99__b17] [plan] step=517 node=N7446 type=observe q_pred_context=1.038978 sequence=589.189270
[plan iscas99__b17] [plan] step=518 node=N8778 type=observe q_pred_context=0.360557 sequence=589.549827
[plan iscas99__b17] [plan] step=519 node=N8823 type=observe q_pred_context=0.389792 sequence=589.939619
[plan iscas99__b17] [plan] step=520 node=N8824 type=observe q_pred_context=0.531209 sequence=590.470827
[plan iscas99__b17] [plan] step=521 node=N7469 type=observe q_pred_context=0.388155 sequence=590.858982
[plan iscas99__b17] [plan] step=522 node=N13495 type=observe q_pred_context=0.753840 sequence=591.612822
[plan iscas99__b17] [plan] step=523 node=N12451 type=observe q_pred_context=0.514710 sequence=592.127532
[plan iscas99__b17] [plan] step=524 node=N19478 type=observe q_pred_context=0.714177 sequence=592.841709
[plan iscas99__b17] [plan] step=525 node=N7411 type=observe q_pred_context=0.731717 sequence=593.573426
[plan iscas99__b17] [plan] step=526 node=N19473 type=observe q_pred_context=0.716447 sequence=594.289872
[plan iscas99__b17] [plan] step=527 node=N12637 type=control0 q_pred_context=0.782793 sequence=595.072665
[plan iscas99__b17] [plan] step=528 node=N19472 type=observe q_pred_context=0.225164 sequence=595.297830
[plan iscas99__b17] [plan] step=529 node=N13543 type=observe q_pred_context=0.495700 sequence=595.793530
[plan iscas99__b17] [plan] step=530 node=N19469 type=observe q_pred_context=0.610059 sequence=596.403589
[plan iscas99__b17] [plan] step=531 node=N13596 type=observe q_pred_context=1.126581 sequence=597.530170
[plan iscas99__b17] [plan] step=532 node=N12641 type=control0 q_pred_context=0.813221 sequence=598.343391
[plan iscas99__b17] [plan] step=533 node=N13976 type=observe q_pred_context=1.234989 sequence=599.578380
[plan iscas99__b17] [plan] step=534 node=N27362 type=control1 q_pred_context=0.773864 sequence=600.352244
[plan iscas99__b17] [plan] step=535 node=N13961 type=observe q_pred_context=0.755350 sequence=601.107594
[plan iscas99__b17] [plan] step=536 node=N12229 type=control0 q_pred_context=0.838136 sequence=601.945731
[plan iscas99__b17] [plan] step=537 node=N18385 type=control0 q_pred_context=0.499804 sequence=602.445535
