[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 out_dir=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_0
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 budgets=iscas99__b15_1:278
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:45:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=170 node=N712 type=observe q_typed_residual_context=1.980716 sequence=440.200827
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=171 node=N5456 type=observe q_typed_residual_context=1.491792 sequence=441.692620
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=172 node=N715 type=observe q_typed_residual_context=2.627119 sequence=444.319738
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=173 node=N7405 type=observe q_typed_residual_context=1.208992 sequence=445.528730
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=174 node=N7454 type=observe q_typed_residual_context=0.743557 sequence=446.272287
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=175 node=N5356 type=observe q_typed_residual_context=1.228855 sequence=447.501142
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=176 node=N706 type=observe q_typed_residual_context=1.683052 sequence=449.184193
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=177 node=N6678 type=observe q_typed_residual_context=2.824534 sequence=452.008727
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=178 node=N759 type=observe q_typed_residual_context=6.099654 sequence=458.108381
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=179 node=N679 type=observe q_typed_residual_context=1.912307 sequence=460.020688
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=180 node=N7439 type=observe q_typed_residual_context=1.234357 sequence=461.255045
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=181 node=N719 type=observe q_typed_residual_context=2.764790 sequence=464.019835
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=182 node=N5439 type=observe q_typed_residual_context=5.818234 sequence=469.838069
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=183 node=N1688 type=observe q_typed_residual_context=3.947279 sequence=473.785348
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=184 node=N699 type=observe q_typed_residual_context=1.369632 sequence=475.154980
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=185 node=N2151 type=observe q_typed_residual_context=6.725098 sequence=481.880077
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=186 node=N734 type=observe q_typed_residual_context=0.747021 sequence=482.627098
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=187 node=N7404 type=observe q_typed_residual_context=2.080212 sequence=484.707311
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=188 node=N5390 type=observe q_typed_residual_context=1.157800 sequence=485.865111
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=189 node=N5334 type=observe q_typed_residual_context=1.254624 sequence=487.119734
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=190 node=N6581 type=observe q_typed_residual_context=2.856935 sequence=489.976670
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=191 node=N5373 type=observe q_typed_residual_context=0.815224 sequence=490.791894
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=192 node=N7382 type=observe q_typed_residual_context=2.730142 sequence=493.522035
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=193 node=N2159 type=observe q_typed_residual_context=1.171324 sequence=494.693360
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=194 node=N6660 type=observe q_typed_residual_context=1.248782 sequence=495.942142
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=195 node=N684 type=observe q_typed_residual_context=2.166027 sequence=498.108169
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=196 node=N7383 type=observe q_typed_residual_context=2.059152 sequence=500.167321
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=197 node=N1351 type=observe q_typed_residual_context=2.240779 sequence=502.408099
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=198 node=N686 type=observe q_typed_residual_context=2.179986 sequence=504.588086
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=199 node=N729 type=observe q_typed_residual_context=3.439346 sequence=508.027432
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=200 node=N2072 type=observe q_typed_residual_context=3.606482 sequence=511.633914
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=201 node=N689 type=observe q_typed_residual_context=3.807006 sequence=515.440920
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=202 node=N6658 type=observe q_typed_residual_context=1.551992 sequence=516.992912
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=203 node=N7380 type=observe q_typed_residual_context=1.854498 sequence=518.847410
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=204 node=N5735 type=observe q_typed_residual_context=2.005105 sequence=520.852516
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=205 node=N2243 type=observe q_typed_residual_context=4.106859 sequence=524.959375
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=206 node=N6656 type=observe q_typed_residual_context=3.714095 sequence=528.673470
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=207 node=N5160 type=observe q_typed_residual_context=1.589995 sequence=530.263465
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=208 node=N2271 type=observe q_typed_residual_context=3.301830 sequence=533.565295
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=209 node=N5094 type=observe q_typed_residual_context=1.948908 sequence=535.514203
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=210 node=N7381 type=observe q_typed_residual_context=2.756100 sequence=538.270303
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=211 node=N2259 type=observe q_typed_residual_context=3.579685 sequence=541.849988
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=212 node=N5111 type=observe q_typed_residual_context=2.583430 sequence=544.433418
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=213 node=N2652 type=control1 q_typed_residual_context=1.633188 sequence=546.066606
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=214 node=N2721 type=control1 q_typed_residual_context=2.297945 sequence=548.364551
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=215 node=N752 type=observe q_typed_residual_context=0.178874 sequence=548.543425
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=216 node=N2267 type=observe q_typed_residual_context=5.176705 sequence=553.720130
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=217 node=N2894 type=control1 q_typed_residual_context=7.122097 sequence=560.842227
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=218 node=N695 type=observe q_typed_residual_context=3.394359 sequence=564.236585
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=219 node=N2263 type=observe q_typed_residual_context=5.840515 sequence=570.077101
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=220 node=N2952 type=control1 q_typed_residual_context=4.481357 sequence=574.558458
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=221 node=N2779 type=control1 q_typed_residual_context=1.580511 sequence=576.138969
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=222 node=N696 type=observe q_typed_residual_context=1.139513 sequence=577.278482
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=223 node=N6537 type=observe q_typed_residual_context=1.293350 sequence=578.571832
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=224 node=N1598 type=observe q_typed_residual_context=0.517743 sequence=579.089575
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=225 node=N7443 type=observe q_typed_residual_context=1.321035 sequence=580.410610
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=226 node=N6532 type=observe q_typed_residual_context=6.047236 sequence=586.457846
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=227 node=N2247 type=observe q_typed_residual_context=5.234215 sequence=591.692061
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=228 node=N2251 type=observe q_typed_residual_context=4.418021 sequence=596.110082
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=229 node=N2216 type=observe q_typed_residual_context=4.069022 sequence=600.179104
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=230 node=N680 type=observe q_typed_residual_context=3.905978 sequence=604.085082
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=231 node=N697 type=observe q_typed_residual_context=3.240436 sequence=607.325517
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=232 node=N1352 type=observe q_typed_residual_context=2.830877 sequence=610.156395
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=233 node=N7444 type=observe q_typed_residual_context=1.599616 sequence=611.756011
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=234 node=N7452 type=observe q_typed_residual_context=4.378102 sequence=616.134113
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=235 node=N1879 type=observe q_typed_residual_context=2.942173 sequence=619.076286
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=236 node=N6680 type=observe q_typed_residual_context=5.180985 sequence=624.257271
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=237 node=N2218 type=observe q_typed_residual_context=6.508260 sequence=630.765531
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=238 node=N2255 type=observe q_typed_residual_context=1.780144 sequence=632.545675
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=239 node=N732 type=observe q_typed_residual_context=7.111114 sequence=639.656789
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=240 node=N2183 type=observe q_typed_residual_context=6.299135 sequence=645.955924
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=241 node=N7391 type=observe q_typed_residual_context=4.438462 sequence=650.394385
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=242 node=N6562 type=observe q_typed_residual_context=3.520478 sequence=653.914863
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=243 node=N2203 type=observe q_typed_residual_context=2.880532 sequence=656.795395
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=244 node=N717 type=observe q_typed_residual_context=6.181888 sequence=662.977284
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=245 node=N2185 type=observe q_typed_residual_context=6.528273 sequence=669.505557
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=246 node=N4900 type=observe q_typed_residual_context=5.510941 sequence=675.016497
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=247 node=N733 type=observe q_typed_residual_context=5.450322 sequence=680.466819
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=248 node=N2205 type=observe q_typed_residual_context=6.438732 sequence=686.905552
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=249 node=N735 type=observe q_typed_residual_context=5.950035 sequence=692.855587
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=250 node=N2201 type=observe q_typed_residual_context=6.030829 sequence=698.886417
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=251 node=N2226 type=observe q_typed_residual_context=4.731500 sequence=703.617917
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=252 node=N7440 type=observe q_typed_residual_context=3.145286 sequence=706.763202
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=253 node=N2212 type=observe q_typed_residual_context=3.491568 sequence=710.254771
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=254 node=N1348 type=observe q_typed_residual_context=6.578082 sequence=716.832853
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=255 node=N6679 type=observe q_typed_residual_context=1.329555 sequence=718.162408
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=256 node=N2214 type=observe q_typed_residual_context=6.169587 sequence=724.331995
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=257 node=N2220 type=observe q_typed_residual_context=5.866356 sequence=730.198351
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=258 node=N8470 type=observe q_typed_residual_context=5.644196 sequence=735.842547
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=259 node=N1987 type=observe q_typed_residual_context=1.322656 sequence=737.165203
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=260 node=N6582 type=observe q_typed_residual_context=6.121460 sequence=743.286662
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=261 node=N1347 type=observe q_typed_residual_context=3.624832 sequence=746.911495
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=262 node=N758 type=observe q_typed_residual_context=5.986441 sequence=752.897935
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=263 node=N2222 type=observe q_typed_residual_context=6.661863 sequence=759.559799
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=264 node=N2207 type=observe q_typed_residual_context=1.970616 sequence=761.530415
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=265 node=N730 type=observe q_typed_residual_context=6.065619 sequence=767.596034
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=266 node=N6564 type=observe q_typed_residual_context=5.675726 sequence=773.271760
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=267 node=N4790 type=observe q_typed_residual_context=4.168559 sequence=777.440319
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=268 node=N2209 type=observe q_typed_residual_context=6.066084 sequence=783.506403
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=269 node=N4798 type=observe q_typed_residual_context=6.689138 sequence=790.195541
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=270 node=N685 type=observe q_typed_residual_context=4.263127 sequence=794.458667
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=271 node=N6962 type=observe q_typed_residual_context=4.532264 sequence=798.990932
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=272 node=N728 type=observe q_typed_residual_context=3.887517 sequence=802.878449
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=273 node=N727 type=observe q_typed_residual_context=5.641132 sequence=808.519580
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=274 node=N690 type=observe q_typed_residual_context=5.614273 sequence=814.133853
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=275 node=N4821 type=observe q_typed_residual_context=4.652385 sequence=818.786238
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=276 node=N687 type=observe q_typed_residual_context=3.747733 sequence=822.533971
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=277 node=N6566 type=observe q_typed_residual_context=3.274496 sequence=825.808467
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] [plan] step=278 node=N4829 type=observe q_typed_residual_context=3.134414 sequence=828.942882
[b15-round4/onpolicy_marginal/decay_0] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_0/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:48:13 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=167.566 plan_csv=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_0/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:48:13 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round4/onpolicy_marginal/decay_0] [eval iscas99__b15_1] {
[b15-round4/onpolicy_marginal/decay_0] [eval iscas99__b15_1]   "records": 2,
[b15-round4/onpolicy_marginal/decay_0] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_0/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round4/onpolicy_marginal/decay_0] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_0/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round4/onpolicy_marginal/decay_0] [eval iscas99__b15_1] }
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:48:20 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12280000000000002 plan_sec=167.566 eval_sec=6.653 total_sec=174.232
[b15-round4/onpolicy_marginal/decay_0] [gmean] 2026-07-20T23:48:20 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12280000000000002 positives=1 negatives=0 elapsed=174.233
