[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:45:26 out_dir=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_64
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:45:26 budgets=iscas99__b15_1:278
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:45:26 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:45:26 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=170 node=N1607 type=control1 q_typed_residual_context=1.080184 sequence=412.673433
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=171 node=N7405 type=observe q_typed_residual_context=0.753373 sequence=413.426806
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=172 node=N647 type=control1 q_typed_residual_context=1.395438 sequence=414.822244
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=173 node=N5422 type=observe q_typed_residual_context=0.985428 sequence=415.807672
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=174 node=N1586 type=control1 q_typed_residual_context=1.597268 sequence=417.404940
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=175 node=N706 type=observe q_typed_residual_context=1.816071 sequence=419.221011
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=176 node=N2072 type=observe q_typed_residual_context=0.612508 sequence=419.833519
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=177 node=N6668 type=observe q_typed_residual_context=0.502037 sequence=420.335556
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=178 node=N679 type=observe q_typed_residual_context=1.016108 sequence=421.351664
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=179 node=N5439 type=observe q_typed_residual_context=0.617045 sequence=421.968709
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=180 node=N7439 type=observe q_typed_residual_context=0.799012 sequence=422.767721
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=181 node=N1987 type=observe q_typed_residual_context=0.859250 sequence=423.626971
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=182 node=N5390 type=observe q_typed_residual_context=3.691300 sequence=427.318272
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=183 node=N2151 type=observe q_typed_residual_context=3.543738 sequence=430.862009
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=184 node=N6660 type=observe q_typed_residual_context=2.526040 sequence=433.388049
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=185 node=N5334 type=observe q_typed_residual_context=4.875427 sequence=438.263476
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=186 node=N734 type=observe q_typed_residual_context=5.585639 sequence=443.849115
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=187 node=N7404 type=observe q_typed_residual_context=4.264598 sequence=448.113713
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=188 node=N5373 type=observe q_typed_residual_context=1.411937 sequence=449.525649
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=189 node=N699 type=observe q_typed_residual_context=4.240596 sequence=453.766245
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=190 node=N6658 type=observe q_typed_residual_context=1.802762 sequence=455.569007
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=191 node=N719 type=observe q_typed_residual_context=2.030302 sequence=457.599309
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=192 node=N1879 type=observe q_typed_residual_context=1.493577 sequence=459.092886
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=193 node=N2159 type=observe q_typed_residual_context=4.064667 sequence=463.157553
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=194 node=N7382 type=observe q_typed_residual_context=1.774417 sequence=464.931970
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=195 node=N1351 type=observe q_typed_residual_context=3.099030 sequence=468.031000
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=196 node=N6656 type=observe q_typed_residual_context=1.791053 sequence=469.822054
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=197 node=N689 type=observe q_typed_residual_context=2.208909 sequence=472.030963
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=198 node=N7383 type=observe q_typed_residual_context=1.919784 sequence=473.950747
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=199 node=N686 type=observe q_typed_residual_context=1.060611 sequence=475.011358
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=200 node=N1688 type=observe q_typed_residual_context=0.720778 sequence=475.732136
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=201 node=N729 type=observe q_typed_residual_context=4.065279 sequence=479.797415
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=202 node=N684 type=observe q_typed_residual_context=4.328362 sequence=484.125777
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=203 node=N7380 type=observe q_typed_residual_context=2.373677 sequence=486.499454
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=204 node=N1598 type=observe q_typed_residual_context=0.885553 sequence=487.385007
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=205 node=N6532 type=observe q_typed_residual_context=5.806369 sequence=493.191376
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=206 node=N5735 type=observe q_typed_residual_context=3.952356 sequence=497.143731
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=207 node=N2271 type=observe q_typed_residual_context=4.762442 sequence=501.906174
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=208 node=N5094 type=observe q_typed_residual_context=3.610823 sequence=505.516996
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=209 node=N2267 type=observe q_typed_residual_context=5.555292 sequence=511.072288
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=210 node=N5111 type=observe q_typed_residual_context=4.029032 sequence=515.101320
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=211 node=N7381 type=observe q_typed_residual_context=5.127841 sequence=520.229161
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=212 node=N6657 type=observe q_typed_residual_context=1.477811 sequence=521.706972
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=213 node=N2259 type=observe q_typed_residual_context=5.970823 sequence=527.677795
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=214 node=N695 type=observe q_typed_residual_context=6.519721 sequence=534.197516
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=215 node=N2243 type=observe q_typed_residual_context=6.330650 sequence=540.528166
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=216 node=N5160 type=observe q_typed_residual_context=3.221786 sequence=543.749952
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=217 node=N6537 type=observe q_typed_residual_context=2.425089 sequence=546.175041
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=218 node=N6685 type=observe q_typed_residual_context=1.021890 sequence=547.196931
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=219 node=N2263 type=observe q_typed_residual_context=5.666148 sequence=552.863080
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=220 node=N696 type=observe q_typed_residual_context=6.043634 sequence=558.906713
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=221 node=N7443 type=observe q_typed_residual_context=3.938997 sequence=562.845711
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=222 node=N6678 type=observe q_typed_residual_context=0.699990 sequence=563.545701
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=223 node=N1352 type=observe q_typed_residual_context=7.133483 sequence=570.679184
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=224 node=N752 type=observe q_typed_residual_context=0.483575 sequence=571.162759
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=225 node=N2251 type=observe q_typed_residual_context=5.126922 sequence=576.289681
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=226 node=N753 type=observe q_typed_residual_context=0.590888 sequence=576.880568
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=227 node=N2218 type=observe q_typed_residual_context=4.811749 sequence=581.692317
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=228 node=N2247 type=observe q_typed_residual_context=1.023516 sequence=582.715833
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=229 node=N2183 type=observe q_typed_residual_context=6.891275 sequence=589.607108
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=230 node=N2216 type=observe q_typed_residual_context=6.068757 sequence=595.675865
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=231 node=N697 type=observe q_typed_residual_context=4.833248 sequence=600.509113
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=232 node=N732 type=observe q_typed_residual_context=5.180421 sequence=605.689534
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=233 node=N7444 type=observe q_typed_residual_context=4.245115 sequence=609.934649
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=234 node=N2185 type=observe q_typed_residual_context=3.837120 sequence=613.771769
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=235 node=N2652 type=control1 q_typed_residual_context=7.448224 sequence=621.219993
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=236 node=N2255 type=observe q_typed_residual_context=2.985204 sequence=624.205197
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=237 node=N2203 type=observe q_typed_residual_context=5.944840 sequence=630.150037
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=238 node=N680 type=observe q_typed_residual_context=5.118510 sequence=635.268547
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=239 node=N7452 type=observe q_typed_residual_context=3.329116 sequence=638.597663
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=240 node=N717 type=observe q_typed_residual_context=2.626959 sequence=641.224622
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=241 node=N7391 type=observe q_typed_residual_context=2.332774 sequence=643.557396
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=242 node=N735 type=observe q_typed_residual_context=4.160177 sequence=647.717573
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=243 node=N2721 type=control1 q_typed_residual_context=7.521450 sequence=655.239023
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=244 node=N2205 type=observe q_typed_residual_context=2.420374 sequence=657.659397
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=245 node=N7440 type=observe q_typed_residual_context=3.413943 sequence=661.073340
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=246 node=N2201 type=observe q_typed_residual_context=4.831645 sequence=665.904984
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=247 node=N2894 type=control1 q_typed_residual_context=7.657222 sequence=673.562206
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=248 node=N733 type=observe q_typed_residual_context=2.111350 sequence=675.673557
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=249 node=N2226 type=observe q_typed_residual_context=5.271027 sequence=680.944583
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=250 node=N6562 type=observe q_typed_residual_context=3.182992 sequence=684.127575
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=251 node=N2212 type=observe q_typed_residual_context=4.300481 sequence=688.428056
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=252 node=N2952 type=control1 q_typed_residual_context=7.417009 sequence=695.845065
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=253 node=N1348 type=observe q_typed_residual_context=1.844610 sequence=697.689675
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=254 node=N2779 type=control1 q_typed_residual_context=1.482308 sequence=699.171984
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=255 node=N2214 type=observe q_typed_residual_context=1.722975 sequence=700.894959
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=256 node=N2220 type=observe q_typed_residual_context=3.265622 sequence=704.160580
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=257 node=N7473 type=control0 q_typed_residual_context=1.753356 sequence=705.913936
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=258 node=N4900 type=observe q_typed_residual_context=2.511270 sequence=708.425207
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=259 node=N8470 type=observe q_typed_residual_context=4.536645 sequence=712.961852
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=260 node=N6582 type=observe q_typed_residual_context=3.030818 sequence=715.992671
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=261 node=N1347 type=observe q_typed_residual_context=1.927049 sequence=717.919720
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=262 node=N2207 type=observe q_typed_residual_context=6.376526 sequence=724.296246
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=263 node=N2222 type=observe q_typed_residual_context=6.400274 sequence=730.696520
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=264 node=N4766 type=observe q_typed_residual_context=2.949799 sequence=733.646319
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=265 node=N730 type=observe q_typed_residual_context=5.334285 sequence=738.980604
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=266 node=N4774 type=observe q_typed_residual_context=4.046498 sequence=743.027101
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=267 node=N2209 type=observe q_typed_residual_context=4.730821 sequence=747.757923
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=268 node=N685 type=observe q_typed_residual_context=6.225285 sequence=753.983208
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=269 node=N4790 type=observe q_typed_residual_context=3.801882 sequence=757.785089
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=270 node=N4798 type=observe q_typed_residual_context=2.071293 sequence=759.856382
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=271 node=N687 type=observe q_typed_residual_context=1.883478 sequence=761.739860
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=272 node=N6962 type=observe q_typed_residual_context=1.837472 sequence=763.577332
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=273 node=N728 type=observe q_typed_residual_context=2.461560 sequence=766.038891
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=274 node=N690 type=observe q_typed_residual_context=3.330409 sequence=769.369300
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=275 node=N727 type=observe q_typed_residual_context=3.229460 sequence=772.598760
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=276 node=N4829 type=observe q_typed_residual_context=2.210867 sequence=774.809627
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=277 node=N4821 type=observe q_typed_residual_context=1.618478 sequence=776.428105
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] [plan] step=278 node=N6568 type=observe q_typed_residual_context=1.279610 sequence=777.707715
[b15-round4/onpolicy_marginal/decay_64] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:48:24 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=178.442 plan_csv=autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:48:24 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-round4/onpolicy_marginal/decay_64] [eval iscas99__b15_1] {
[b15-round4/onpolicy_marginal/decay_64] [eval iscas99__b15_1]   "records": 2,
[b15-round4/onpolicy_marginal/decay_64] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-round4/onpolicy_marginal/decay_64] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round4/b15_selection/onpolicy_marginal/decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-round4/onpolicy_marginal/decay_64] [eval iscas99__b15_1] }
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:48:31 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12244 plan_sec=178.442 eval_sec=6.398 total_sec=184.852
[b15-round4/onpolicy_marginal/decay_64] [gmean] 2026-07-20T23:48:31 variant_done id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12244 positives=1 negatives=0 elapsed=184.852
