[gmean] 2026-07-17T16:51:12 out_dir=autoresearch/improve-260716-1344/round16_b17/context_cluster_c32_seed1024_depth4
[gmean] 2026-07-17T16:51:12 budgets=iscas99__b17:994
[gmean] 2026-07-17T16:51:12 variant_start id=greedy__cumulative__q_pred_context__bw1__d1__c32__g1p0__candhard_fault_cluster__div0p0__s0
[gmean] 2026-07-17T16:51:12 [1/1] plan_start benchmark=iscas99__b17 budget=994 planner=greedy score=q_pred_context
[plan iscas99__b17] [plan] step=266 node=N8825 type=observe q_pred_context=0.806907 sequence=670.888869
[plan iscas99__b17] [plan] step=267 node=N8823 type=observe q_pred_context=0.806287 sequence=671.695156
[plan iscas99__b17] [plan] step=268 node=N7645 type=control0 q_pred_context=0.782736 sequence=672.477892
[plan iscas99__b17] [plan] step=269 node=N7643 type=control0 q_pred_context=0.755905 sequence=673.233798
[plan iscas99__b17] [plan] step=270 node=N12674 type=control0 q_pred_context=0.678116 sequence=673.911914
[plan iscas99__b17] [plan] step=271 node=N7210 type=observe q_pred_context=0.640774 sequence=674.552688
[plan iscas99__b17] [plan] step=272 node=N12641 type=control0 q_pred_context=0.826493 sequence=675.379181
[plan iscas99__b17] [plan] step=273 node=N12312 type=control0 q_pred_context=1.412579 sequence=676.791759
[plan iscas99__b17] [plan] step=274 node=N12328 type=control0 q_pred_context=1.990790 sequence=678.782549
[plan iscas99__b17] [plan] step=275 node=N7177 type=control0 q_pred_context=1.526965 sequence=680.309514
[plan iscas99__b17] [plan] step=276 node=N7268 type=control0 q_pred_context=1.440674 sequence=681.750187
[plan iscas99__b17] [plan] step=277 node=N12232 type=control0 q_pred_context=1.466711 sequence=683.216898
[plan iscas99__b17] [plan] step=278 node=N12280 type=control0 q_pred_context=1.512268 sequence=684.729166
[plan iscas99__b17] [plan] step=279 node=N12248 type=control0 q_pred_context=1.508306 sequence=686.237472
[plan iscas99__b17] [plan] step=280 node=N12216 type=control0 q_pred_context=1.384670 sequence=687.622142
[plan iscas99__b17] [plan] step=281 node=N7218 type=control0 q_pred_context=1.553072 sequence=689.175214
[plan iscas99__b17] [plan] step=282 node=N12262 type=control0 q_pred_context=1.522853 sequence=690.698066
[plan iscas99__b17] [plan] step=283 node=N12294 type=control0 q_pred_context=1.163310 sequence=691.861376
[plan iscas99__b17] [plan] step=284 node=N7274 type=control0 q_pred_context=1.089575 sequence=692.950951
[plan iscas99__b17] [plan] step=285 node=N7151 type=observe q_pred_context=0.640811 sequence=693.591763
[plan iscas99__b17] [plan] step=286 node=N7199 type=observe q_pred_context=0.714013 sequence=694.305776
[plan iscas99__b17] [plan] step=287 node=N19446 type=observe q_pred_context=0.797245 sequence=695.103021
[plan iscas99__b17] [plan] step=288 node=N19436 type=observe q_pred_context=0.842744 sequence=695.945765
[plan iscas99__b17] [plan] step=289 node=N18414 type=observe q_pred_context=0.968686 sequence=696.914452
[plan iscas99__b17] [plan] step=290 node=N18802 type=observe q_pred_context=0.853361 sequence=697.767813
[plan iscas99__b17] [plan] step=291 node=N18796 type=observe q_pred_context=0.860685 sequence=698.628498
[plan iscas99__b17] [plan] step=292 node=N18799 type=observe q_pred_context=0.873703 sequence=699.502201
[plan iscas99__b17] [plan] step=293 node=N18364 type=observe q_pred_context=0.839395 sequence=700.341596
[plan iscas99__b17] [plan] step=294 node=N3293 type=observe q_pred_context=0.715779 sequence=701.057374
[plan iscas99__b17] [plan] step=295 node=N8938 type=observe q_pred_context=0.757734 sequence=701.815108
[plan iscas99__b17] [plan] step=296 node=N7633 type=observe q_pred_context=0.812915 sequence=702.628023
[plan iscas99__b17] [plan] step=297 node=N3765 type=observe q_pred_context=0.678266 sequence=703.306289
[plan iscas99__b17] [plan] step=298 node=N9502 type=observe q_pred_context=0.707462 sequence=704.013751
[plan iscas99__b17] [plan] step=299 node=N3856 type=observe q_pred_context=1.059580 sequence=705.073332
[plan iscas99__b17] [plan] step=300 node=N18314 type=control0 q_pred_context=0.672698 sequence=705.746030
[plan iscas99__b17] [plan] step=301 node=N19316 type=observe q_pred_context=1.061830 sequence=706.807860
[plan iscas99__b17] [plan] step=302 node=N7162 type=observe q_pred_context=0.640800 sequence=707.448659
[plan iscas99__b17] [plan] step=303 node=N7222 type=observe q_pred_context=0.640796 sequence=708.089455
[plan iscas99__b17] [plan] step=304 node=N18097 type=observe q_pred_context=0.699148 sequence=708.788603
[plan iscas99__b17] [plan] step=305 node=N7225 type=observe q_pred_context=0.640783 sequence=709.429386
[plan iscas99__b17] [plan] step=306 node=N12341 type=observe q_pred_context=0.640772 sequence=710.070158
[plan iscas99__b17] [plan] step=307 node=N9610 type=observe q_pred_context=0.729861 sequence=710.800019
[plan iscas99__b17] [plan] step=308 node=N14009 type=observe q_pred_context=0.939830 sequence=711.739849
[plan iscas99__b17] [plan] step=309 node=N12547 type=observe q_pred_context=0.834916 sequence=712.574765
[plan iscas99__b17] [plan] step=310 node=N12307 type=observe q_pred_context=0.640775 sequence=713.215540
[plan iscas99__b17] [plan] step=311 node=N7507 type=observe q_pred_context=0.645882 sequence=713.861422
[plan iscas99__b17] [plan] step=312 node=N18128 type=observe q_pred_context=0.745321 sequence=714.606743
[plan iscas99__b17] [plan] step=313 node=N12316 type=observe q_pred_context=0.640812 sequence=715.247556
[plan iscas99__b17] [plan] step=314 node=N18585 type=observe q_pred_context=0.862657 sequence=716.110212
[plan iscas99__b17] [plan] step=315 node=N18532 type=observe q_pred_context=0.864523 sequence=716.974735
[plan iscas99__b17] [plan] step=316 node=N3779 type=control1 q_pred_context=0.734899 sequence=717.709634
[plan iscas99__b17] [plan] step=317 node=N18514 type=observe q_pred_context=0.814481 sequence=718.524116
[plan iscas99__b17] [plan] step=318 node=N15376 type=control1 q_pred_context=0.752809 sequence=719.276925
[plan iscas99__b17] [plan] step=319 node=N9513 type=control1 q_pred_context=0.840754 sequence=720.117679
[plan iscas99__b17] [plan] step=320 node=N8764 type=observe q_pred_context=0.786165 sequence=720.903844
[plan iscas99__b17] [plan] step=321 node=N8821 type=observe q_pred_context=0.790395 sequence=721.694239
[plan iscas99__b17] [plan] step=322 node=N18874 type=control0 q_pred_context=0.730571 sequence=722.424810
[plan iscas99__b17] [plan] step=323 node=N28737 type=control0 q_pred_context=0.891595 sequence=723.316405
[plan iscas99__b17] [plan] step=324 node=N3964 type=control0 q_pred_context=0.860116 sequence=724.176521
[plan iscas99__b17] [plan] step=325 node=N20280 type=control0 q_pred_context=0.890337 sequence=725.066858
[plan iscas99__b17] [plan] step=326 node=N24568 type=control0 q_pred_context=1.510736 sequence=726.577595
[plan iscas99__b17] [plan] step=327 node=N30934 type=control0 q_pred_context=1.407747 sequence=727.985342
[plan iscas99__b17] [plan] step=328 node=N7669 type=control0 q_pred_context=0.813829 sequence=728.799171
[plan iscas99__b17] [plan] step=329 node=N29371 type=control0 q_pred_context=0.685753 sequence=729.484924
[plan iscas99__b17] [plan] step=330 node=N26508 type=control1 q_pred_context=0.689200 sequence=730.174124
[plan iscas99__b17] [plan] step=331 node=N30923 type=control0 q_pred_context=0.422821 sequence=730.596945
[plan iscas99__b17] [plan] step=332 node=N2041 type=control1 q_pred_context=0.669633 sequence=731.266578
[plan iscas99__b17] [plan] step=333 node=N29456 type=control0 q_pred_context=0.504018 sequence=731.770596
[plan iscas99__b17] [plan] step=334 node=N12399 type=observe q_pred_context=0.473820 sequence=732.244416
[plan iscas99__b17] [plan] step=335 node=N12463 type=observe q_pred_context=0.474219 sequence=732.718635
[plan iscas99__b17] [plan] step=336 node=N2891 type=observe q_pred_context=0.534242 sequence=733.252877
[plan iscas99__b17] [plan] step=337 node=N29496 type=control1 q_pred_context=0.445320 sequence=733.698197
[plan iscas99__b17] [plan] step=338 node=N13800 type=control1 q_pred_context=0.595900 sequence=734.294097
[plan iscas99__b17] [plan] step=339 node=N2030 type=control1 q_pred_context=0.714312 sequence=735.008408
[plan iscas99__b17] [plan] step=340 node=N13794 type=control1 q_pred_context=0.782822 sequence=735.791231
[plan iscas99__b17] [plan] step=341 node=N7729 type=control1 q_pred_context=0.942548 sequence=736.733779
[plan iscas99__b17] [plan] step=342 node=N2037 type=control1 q_pred_context=0.946322 sequence=737.680101
[plan iscas99__b17] [plan] step=343 node=N30933 type=control0 q_pred_context=1.042848 sequence=738.722949
[plan iscas99__b17] [plan] step=344 node=N7712 type=control1 q_pred_context=0.786114 sequence=739.509063
[plan iscas99__b17] [plan] step=345 node=N22040 type=control1 q_pred_context=0.539864 sequence=740.048927
[plan iscas99__b17] [plan] step=346 node=N13785 type=control1 q_pred_context=0.947508 sequence=740.996435
[plan iscas99__b17] [plan] step=347 node=N7727 type=control1 q_pred_context=0.987636 sequence=741.984070
[plan iscas99__b17] [plan] step=348 node=N13801 type=control1 q_pred_context=1.072841 sequence=743.056912
[plan iscas99__b17] [plan] step=349 node=N2078 type=control1 q_pred_context=1.131384 sequence=744.188296
[plan iscas99__b17] [plan] step=350 node=N2036 type=control1 q_pred_context=0.859829 sequence=745.048125
[plan iscas99__b17] [plan] step=351 node=N30928 type=control0 q_pred_context=0.369604 sequence=745.417729
[plan iscas99__b17] [plan] step=352 node=N7726 type=control1 q_pred_context=1.349159 sequence=746.766888
[plan iscas99__b17] [plan] step=353 node=N31044 type=control0 q_pred_context=0.529577 sequence=747.296465
[plan iscas99__b17] [plan] step=354 node=N7270 type=observe q_pred_context=0.727596 sequence=748.024061
[plan iscas99__b17] [plan] step=355 node=N12447 type=observe q_pred_context=0.741162 sequence=748.765224
[plan iscas99__b17] [plan] step=356 node=N12368 type=observe q_pred_context=0.374160 sequence=749.139384
[plan iscas99__b17] [plan] step=357 node=N12607 type=observe q_pred_context=0.653517 sequence=749.792901
[plan iscas99__b17] [plan] step=358 node=N12214 type=observe q_pred_context=0.662731 sequence=750.455632
[plan iscas99__b17] [plan] step=359 node=N12325 type=observe q_pred_context=0.654586 sequence=751.110218
[plan iscas99__b17] [plan] step=360 node=N13066 type=observe q_pred_context=0.819612 sequence=751.929831
[plan iscas99__b17] [plan] step=361 node=N19442 type=observe q_pred_context=0.776929 sequence=752.706759
[plan iscas99__b17] [plan] step=362 node=N12277 type=observe q_pred_context=0.648496 sequence=753.355255
[plan iscas99__b17] [plan] step=363 node=N18447 type=observe q_pred_context=0.910625 sequence=754.265880
[plan iscas99__b17] [plan] step=364 node=N12709 type=observe q_pred_context=0.867566 sequence=755.133446
[plan iscas99__b17] [plan] step=365 node=N3319 type=observe q_pred_context=0.809894 sequence=755.943341
[plan iscas99__b17] [plan] step=366 node=N19439 type=observe q_pred_context=0.816101 sequence=756.759441
[plan iscas99__b17] [plan] step=367 node=N15372 type=observe q_pred_context=0.962258 sequence=757.721699
[plan iscas99__b17] [plan] step=368 node=N13076 type=observe q_pred_context=0.882114 sequence=758.603813
[plan iscas99__b17] [plan] step=369 node=N3880 type=observe q_pred_context=0.784325 sequence=759.388137
[plan iscas99__b17] [plan] step=370 node=N19320 type=observe q_pred_context=0.875783 sequence=760.263921
[plan iscas99__b17] [plan] step=371 node=N18034 type=observe q_pred_context=0.979435 sequence=761.243356
[plan iscas99__b17] [plan] step=372 node=N12373 type=observe q_pred_context=0.645148 sequence=761.888504
[plan iscas99__b17] [plan] step=373 node=N12581 type=observe q_pred_context=0.992741 sequence=762.881244
[plan iscas99__b17] [plan] step=374 node=N7285 type=observe q_pred_context=0.657925 sequence=763.539169
[plan iscas99__b17] [plan] step=375 node=N9639 type=observe q_pred_context=0.818539 sequence=764.357708
[plan iscas99__b17] [plan] step=376 node=N30926 type=control0 q_pred_context=0.869423 sequence=765.227132
[plan iscas99__b17] [plan] step=377 node=N12275 type=observe q_pred_context=0.607057 sequence=765.834188
[plan iscas99__b17] [plan] step=378 node=N12335 type=observe q_pred_context=0.607090 sequence=766.441279
[plan iscas99__b17] [plan] step=379 node=N18537 type=observe q_pred_context=0.726558 sequence=767.167837
[plan iscas99__b17] [plan] step=380 node=N20546 type=control1 q_pred_context=0.557897 sequence=767.725734
[plan iscas99__b17] [plan] step=381 node=N18641 type=observe q_pred_context=0.565948 sequence=768.291681
[plan iscas99__b17] [plan] step=382 node=N3318 type=observe q_pred_context=0.663616 sequence=768.955297
[plan iscas99__b17] [plan] step=383 node=N7636 type=observe q_pred_context=0.688911 sequence=769.644208
[plan iscas99__b17] [plan] step=384 node=N18792 type=observe q_pred_context=0.655219 sequence=770.299427
[plan iscas99__b17] [plan] step=385 node=N14036 type=observe q_pred_context=0.654099 sequence=770.953526
[plan iscas99__b17] [plan] step=386 node=N19443 type=observe q_pred_context=0.514539 sequence=771.468065
[plan iscas99__b17] [plan] step=387 node=N9511 type=observe q_pred_context=0.627932 sequence=772.095997
[plan iscas99__b17] [plan] step=388 node=N30924 type=control0 q_pred_context=0.611317 sequence=772.707314
[plan iscas99__b17] [plan] step=389 node=N7766 type=control1 q_pred_context=0.910101 sequence=773.617414
[plan iscas99__b17] [plan] step=390 node=N13064 type=observe q_pred_context=0.765610 sequence=774.383025
[plan iscas99__b17] [plan] step=391 node=N13062 type=observe q_pred_context=0.797093 sequence=775.180118
[plan iscas99__b17] [plan] step=392 node=N15374 type=observe q_pred_context=0.911886 sequence=776.092003
[plan iscas99__b17] [plan] step=393 node=N19440 type=observe q_pred_context=0.670715 sequence=776.762718
[plan iscas99__b17] [plan] step=394 node=N19315 type=observe q_pred_context=0.721273 sequence=777.483992
[plan iscas99__b17] [plan] step=395 node=N30927 type=control0 q_pred_context=0.659034 sequence=778.143026
[plan iscas99__b17] [plan] step=396 node=N2076 type=control1 q_pred_context=1.010516 sequence=779.153542
[plan iscas99__b17] [plan] step=397 node=N30929 type=control0 q_pred_context=0.904077 sequence=780.057619
[plan iscas99__b17] [plan] step=398 node=N13836 type=control1 q_pred_context=1.093733 sequence=781.151352
[plan iscas99__b17] [plan] step=399 node=N2029 type=control1 q_pred_context=1.363835 sequence=782.515187
[plan iscas99__b17] [plan] step=400 node=N1986 type=control1 q_pred_context=1.143963 sequence=783.659150
[plan iscas99__b17] [plan] step=401 node=N8089 type=observe q_pred_context=0.827574 sequence=784.486724
[plan iscas99__b17] [plan] step=402 node=N2074 type=control1 q_pred_context=1.122442 sequence=785.609166
[plan iscas99__b17] [plan] step=403 node=N13837 type=control1 q_pred_context=1.210104 sequence=786.819270
[plan iscas99__b17] [plan] step=404 node=N7711 type=control1 q_pred_context=1.236141 sequence=788.055411
[plan iscas99__b17] [plan] step=405 node=N30925 type=control0 q_pred_context=0.661477 sequence=788.716888
[plan iscas99__b17] [plan] step=406 node=N7765 type=control1 q_pred_context=1.323237 sequence=790.040125
[plan iscas99__b17] [plan] step=407 node=N13797 type=control1 q_pred_context=1.481335 sequence=791.521460
[plan iscas99__b17] [plan] step=408 node=N1987 type=control1 q_pred_context=1.307692 sequence=792.829153
[plan iscas99__b17] [plan] step=409 node=N29390 type=control0 q_pred_context=0.679693 sequence=793.508846
[plan iscas99__b17] [plan] step=410 node=N12465 type=observe q_pred_context=0.640790 sequence=794.149635
[plan iscas99__b17] [plan] step=411 node=N29526 type=control0 q_pred_context=0.853534 sequence=795.003169
[plan iscas99__b17] [plan] step=412 node=N29498 type=control1 q_pred_context=0.690200 sequence=795.693370
[plan iscas99__b17] [plan] step=413 node=N7759 type=control1 q_pred_context=1.261996 sequence=796.955366
[plan iscas99__b17] [plan] step=414 node=N12405 type=observe q_pred_context=0.640792 sequence=797.596157
[plan iscas99__b17] [plan] step=415 node=N31050 type=control0 q_pred_context=0.954790 sequence=798.550948
[plan iscas99__b17] [plan] step=416 node=N31045 type=control0 q_pred_context=0.850143 sequence=799.401091
[plan iscas99__b17] [plan] step=417 node=N31051 type=control0 q_pred_context=0.737055 sequence=800.138145
[plan iscas99__b17] [plan] step=418 node=N7432 type=observe q_pred_context=0.607060 sequence=800.745205
[plan iscas99__b17] [plan] step=419 node=N12615 type=observe q_pred_context=0.607082 sequence=801.352287
[plan iscas99__b17] [plan] step=420 node=N12243 type=observe q_pred_context=0.640775 sequence=801.993061
[plan iscas99__b17] [plan] step=421 node=N9645 type=observe q_pred_context=1.020862 sequence=803.013923
[plan iscas99__b17] [plan] step=422 node=N12332 type=observe q_pred_context=0.640795 sequence=803.654718
[plan iscas99__b17] [plan] step=423 node=N7301 type=observe q_pred_context=0.640791 sequence=804.295510
[plan iscas99__b17] [plan] step=424 node=N18487 type=observe q_pred_context=0.877016 sequence=805.172526
[plan iscas99__b17] [plan] step=425 node=N7690 type=control1 q_pred_context=1.056452 sequence=806.228978
[plan iscas99__b17] [plan] step=426 node=N18741 type=observe q_pred_context=0.640788 sequence=806.869766
[plan iscas99__b17] [plan] step=427 node=N12293 type=observe q_pred_context=1.047758 sequence=807.917525
[plan iscas99__b17] [plan] step=428 node=N12309 type=observe q_pred_context=1.020088 sequence=808.937612
[plan iscas99__b17] [plan] step=429 node=N12229 type=observe q_pred_context=1.131736 sequence=810.069349
[plan iscas99__b17] [plan] step=430 node=N5157 type=observe q_pred_context=1.079950 sequence=811.149299
[plan iscas99__b17] [plan] step=431 node=N9509 type=observe q_pred_context=1.406660 sequence=812.555959
[plan iscas99__b17] [plan] step=432 node=N19319 type=observe q_pred_context=1.232556 sequence=813.788515
[plan iscas99__b17] [plan] step=433 node=N12357 type=observe q_pred_context=1.304236 sequence=815.092751
[plan iscas99__b17] [plan] step=434 node=N7480 type=observe q_pred_context=1.139729 sequence=816.232480
[plan iscas99__b17] [plan] step=435 node=N12323 type=observe q_pred_context=1.009542 sequence=817.242022
[plan iscas99__b17] [plan] step=436 node=N7455 type=observe q_pred_context=1.025562 sequence=818.267584
[plan iscas99__b17] [plan] step=437 node=N13617 type=control0 q_pred_context=1.051440 sequence=819.319024
[plan iscas99__b17] [plan] step=438 node=N27564 type=control0 q_pred_context=1.257427 sequence=820.576450
[plan iscas99__b17] [plan] step=439 node=N27585 type=control0 q_pred_context=1.167196 sequence=821.743647
[plan iscas99__b17] [plan] step=440 node=N27576 type=control0 q_pred_context=1.230128 sequence=822.973775
[plan iscas99__b17] [plan] step=441 node=N27574 type=control0 q_pred_context=1.402538 sequence=824.376312
[plan iscas99__b17] [plan] step=442 node=N27589 type=control0 q_pred_context=1.537031 sequence=825.913343
[plan iscas99__b17] [plan] step=443 node=N26769 type=control0 q_pred_context=1.438381 sequence=827.351724
[plan iscas99__b17] [plan] step=444 node=N26775 type=control0 q_pred_context=1.707434 sequence=829.059158
[plan iscas99__b17] [plan] step=445 node=N26782 type=control0 q_pred_context=1.263292 sequence=830.322449
[plan iscas99__b17] [plan] step=446 node=N26796 type=control0 q_pred_context=1.141007 sequence=831.463457
[plan iscas99__b17] [plan] step=447 node=N26773 type=control0 q_pred_context=1.150592 sequence=832.614048
[plan iscas99__b17] [plan] step=448 node=N18788 type=observe q_pred_context=1.299033 sequence=833.913081
[plan iscas99__b17] [plan] step=449 node=N27609 type=control1 q_pred_context=0.795338 sequence=834.708419
[plan iscas99__b17] [plan] step=450 node=N26784 type=control0 q_pred_context=0.736880 sequence=835.445299
[plan iscas99__b17] [plan] step=451 node=N26788 type=control0 q_pred_context=0.953501 sequence=836.398801
[plan iscas99__b17] [plan] step=452 node=N13895 type=control1 q_pred_context=1.060322 sequence=837.459123
[plan iscas99__b17] [plan] step=453 node=N29408 type=control1 q_pred_context=0.918403 sequence=838.377526
[plan iscas99__b17] [plan] step=454 node=N7721 type=control1 q_pred_context=1.155823 sequence=839.533349
[plan iscas99__b17] [plan] step=455 node=N26794 type=control0 q_pred_context=0.830853 sequence=840.364203
[plan iscas99__b17] [plan] step=456 node=N26771 type=control0 q_pred_context=1.097908 sequence=841.462111
[plan iscas99__b17] [plan] step=457 node=N26786 type=control0 q_pred_context=1.125879 sequence=842.587990
[plan iscas99__b17] [plan] step=458 node=N26790 type=control0 q_pred_context=1.138331 sequence=843.726321
[plan iscas99__b17] [plan] step=459 node=N27551 type=control0 q_pred_context=1.107299 sequence=844.833620
[plan iscas99__b17] [plan] step=460 node=N27509 type=control0 q_pred_context=1.055685 sequence=845.889305
[plan iscas99__b17] [plan] step=461 node=N26654 type=control0 q_pred_context=0.974550 sequence=846.863855
[plan iscas99__b17] [plan] step=462 node=N26792 type=control0 q_pred_context=0.920004 sequence=847.783859
[plan iscas99__b17] [plan] step=463 node=N29409 type=control1 q_pred_context=0.829553 sequence=848.613411
[plan iscas99__b17] [plan] step=464 node=N15368 type=observe q_pred_context=0.610427 sequence=849.223838
[plan iscas99__b17] [plan] step=465 node=N7349 type=observe q_pred_context=0.772917 sequence=849.996756
[plan iscas99__b17] [plan] step=466 node=N12319 type=observe q_pred_context=0.760351 sequence=850.757106
[plan iscas99__b17] [plan] step=467 node=N13060 type=observe q_pred_context=0.915502 sequence=851.672608
[plan iscas99__b17] [plan] step=468 node=N14042 type=observe q_pred_context=0.623856 sequence=852.296464
[plan iscas99__b17] [plan] step=469 node=N18620 type=observe q_pred_context=1.017946 sequence=853.314410
[plan iscas99__b17] [plan] step=470 node=N9608 type=observe q_pred_context=0.736082 sequence=854.050492
[plan iscas99__b17] [plan] step=471 node=N12649 type=observe q_pred_context=0.929329 sequence=854.979821
[plan iscas99__b17] [plan] step=472 node=N18691 type=observe q_pred_context=0.838272 sequence=855.818093
[plan iscas99__b17] [plan] step=473 node=N3347 type=observe q_pred_context=0.657167 sequence=856.475260
[plan iscas99__b17] [plan] step=474 node=N19314 type=observe q_pred_context=0.949669 sequence=857.424929
[plan iscas99__b17] [plan] step=475 node=N12389 type=observe q_pred_context=0.742863 sequence=858.167792
[plan iscas99__b17] [plan] step=476 node=N9042 type=observe q_pred_context=0.729981 sequence=858.897774
[plan iscas99__b17] [plan] step=477 node=N7464 type=observe q_pred_context=0.763353 sequence=859.661127
[plan iscas99__b17] [plan] step=478 node=N12227 type=observe q_pred_context=0.709742 sequence=860.370869
[plan iscas99__b17] [plan] step=479 node=N14041 type=observe q_pred_context=0.716669 sequence=861.087538
[plan iscas99__b17] [plan] step=480 node=N12239 type=observe q_pred_context=0.640767 sequence=861.728305
[plan iscas99__b17] [plan] step=481 node=N18645 type=observe q_pred_context=0.640781 sequence=862.369087
[plan iscas99__b17] [plan] step=482 node=N12717 type=observe q_pred_context=0.929938 sequence=863.299024
[plan iscas99__b17] [plan] step=483 node=N8903 type=observe q_pred_context=0.964886 sequence=864.263910
[plan iscas99__b17] [plan] step=484 node=N19162 type=observe q_pred_context=1.102037 sequence=865.365947
[plan iscas99__b17] [plan] step=485 node=N13976 type=observe q_pred_context=0.980881 sequence=866.346828
[plan iscas99__b17] [plan] step=486 node=N3363 type=observe q_pred_context=0.705562 sequence=867.052389
[plan iscas99__b17] [plan] step=487 node=N7333 type=observe q_pred_context=0.641030 sequence=867.693419
[plan iscas99__b17] [plan] step=488 node=N19229 type=observe q_pred_context=0.626490 sequence=868.319908
[plan iscas99__b17] [plan] step=489 node=N12421 type=observe q_pred_context=0.737588 sequence=869.057496
[plan iscas99__b17] [plan] step=490 node=N19324 type=observe q_pred_context=1.103412 sequence=870.160908
[plan iscas99__b17] [plan] step=491 node=N12504 type=observe q_pred_context=1.199105 sequence=871.360013
[plan iscas99__b17] [plan] step=492 node=N7496 type=observe q_pred_context=0.808404 sequence=872.168416
[plan iscas99__b17] [plan] step=493 node=N12259 type=observe q_pred_context=0.893466 sequence=873.061883
[plan iscas99__b17] [plan] step=494 node=N12271 type=observe q_pred_context=1.042175 sequence=874.104058
[plan iscas99__b17] [plan] step=495 node=N18658 type=observe q_pred_context=1.075769 sequence=875.179827
[plan iscas99__b17] [plan] step=496 node=N12683 type=observe q_pred_context=1.575823 sequence=876.755650
[plan iscas99__b17] [plan] step=497 node=N13961 type=observe q_pred_context=1.432321 sequence=878.187971
[plan iscas99__b17] [plan] step=498 node=N7365 type=observe q_pred_context=1.011657 sequence=879.199627
[plan iscas99__b17] [plan] step=499 node=N19219 type=observe q_pred_context=1.182284 sequence=880.381911
[plan iscas99__b17] [plan] step=500 node=N19317 type=observe q_pred_context=2.062859 sequence=882.444770
[plan iscas99__b17] [plan] step=501 node=N7548 type=observe q_pred_context=1.395270 sequence=883.840040
[plan iscas99__b17] [plan] step=502 node=N2870 type=observe q_pred_context=1.151090 sequence=884.991130
[plan iscas99__b17] [plan] step=503 node=N7512 type=observe q_pred_context=1.115861 sequence=886.106992
[plan iscas99__b17] [plan] step=504 node=N12660 type=observe q_pred_context=1.650546 sequence=887.757537
[plan iscas99__b17] [plan] step=505 node=N19165 type=observe q_pred_context=1.171066 sequence=888.928603
[plan iscas99__b17] [plan] step=506 node=N12291 type=observe q_pred_context=1.206979 sequence=890.135582
[plan iscas99__b17] [plan] step=507 node=N14666 type=observe q_pred_context=1.281184 sequence=891.416766
[plan iscas99__b17] [plan] step=508 node=N13701 type=observe q_pred_context=1.730830 sequence=893.147595
[plan iscas99__b17] [plan] step=509 node=N12437 type=observe q_pred_context=1.019038 sequence=894.166634
[plan iscas99__b17] [plan] step=510 node=N12220 type=observe q_pred_context=1.136823 sequence=895.303457
[plan iscas99__b17] [plan] step=511 node=N18724 type=observe q_pred_context=1.098332 sequence=896.401789
[plan iscas99__b17] [plan] step=512 node=N13703 type=observe q_pred_context=1.820934 sequence=898.222723
[plan iscas99__b17] [plan] step=513 node=N7381 type=observe q_pred_context=0.793228 sequence=899.015951
[plan iscas99__b17] [plan] step=514 node=N13757 type=observe q_pred_context=1.033071 sequence=900.049022
[plan iscas99__b17] [plan] step=515 node=N3355 type=observe q_pred_context=0.756499 sequence=900.805521
[plan iscas99__b17] [plan] step=516 node=N13749 type=observe q_pred_context=1.316200 sequence=902.121721
[plan iscas99__b17] [plan] step=517 node=N14035 type=observe q_pred_context=0.621432 sequence=902.743153
[plan iscas99__b17] [plan] step=518 node=N30932 type=control0 q_pred_context=0.749591 sequence=903.492744
[plan iscas99__b17] [plan] step=519 node=N2025 type=control1 q_pred_context=1.240785 sequence=904.733529
[plan iscas99__b17] [plan] step=520 node=N13745 type=observe q_pred_context=0.962692 sequence=905.696221
[plan iscas99__b17] [plan] step=521 node=N19321 type=observe q_pred_context=1.007302 sequence=906.703523
[plan iscas99__b17] [plan] step=522 node=N13741 type=observe q_pred_context=0.744127 sequence=907.447650
[plan iscas99__b17] [plan] step=523 node=N13743 type=observe q_pred_context=0.753197 sequence=908.200848
[plan iscas99__b17] [plan] step=524 node=N13739 type=observe q_pred_context=0.760994 sequence=908.961842
[plan iscas99__b17] [plan] step=525 node=N13737 type=observe q_pred_context=0.772274 sequence=909.734116
[plan iscas99__b17] [plan] step=526 node=N13733 type=observe q_pred_context=1.360214 sequence=911.094330
[plan iscas99__b17] [plan] step=527 node=N13693 type=observe q_pred_context=1.724721 sequence=912.819051
[plan iscas99__b17] [plan] step=528 node=N13695 type=observe q_pred_context=1.893987 sequence=914.713038
[plan iscas99__b17] [plan] step=529 node=N13697 type=observe q_pred_context=2.002203 sequence=916.715241
[plan iscas99__b17] [plan] step=530 node=N13699 type=observe q_pred_context=2.100053 sequence=918.815294
[plan iscas99__b17] [plan] step=531 node=N13747 type=observe q_pred_context=2.290562 sequence=921.105856
[plan iscas99__b17] [plan] step=532 node=N13731 type=observe q_pred_context=2.480971 sequence=923.586827
[plan iscas99__b17] [plan] step=533 node=N13735 type=observe q_pred_context=2.850910 sequence=926.437737
[plan iscas99__b17] [plan] step=534 node=N12751 type=observe q_pred_context=3.784082 sequence=930.221819
[plan iscas99__b17] [plan] step=535 node=N12453 type=observe q_pred_context=1.518799 sequence=931.740618
[plan iscas99__b17] [plan] step=536 node=N30931 type=control0 q_pred_context=0.730916 sequence=932.471533
[plan iscas99__b17] [plan] step=537 node=N13729 type=observe q_pred_context=1.313475 sequence=933.785009
[plan iscas99__b17] [plan] step=538 node=N13711 type=observe q_pred_context=1.416139 sequence=935.201147
