step,node,type,planner,candidate_strategy
608,N8811,observe,portfolio,weighted_round_robin
609,N28490,observe,portfolio,weighted_round_robin
610,N28492,observe,portfolio,weighted_round_robin
611,N25282,observe,portfolio,weighted_round_robin
612,N8815,observe,portfolio,weighted_round_robin
613,N2226,observe,portfolio,weighted_round_robin
614,N13983,observe,portfolio,weighted_round_robin
615,N13997,observe,portfolio,weighted_round_robin
616,N8810,observe,portfolio,weighted_round_robin
617,N25280,observe,portfolio,weighted_round_robin
618,N25281,observe,portfolio,weighted_round_robin
619,N31782,observe,portfolio,weighted_round_robin
620,N8812,observe,portfolio,weighted_round_robin
621,N14002,observe,portfolio,weighted_round_robin
622,N27214,observe,portfolio,weighted_round_robin
623,N20627,observe,portfolio,weighted_round_robin
624,N9514,observe,portfolio,weighted_round_robin
625,N19726,observe,portfolio,weighted_round_robin
626,N31393,observe,portfolio,weighted_round_robin
627,N21373,observe,portfolio,weighted_round_robin
628,N7411,observe,portfolio,weighted_round_robin
629,N14145,observe,portfolio,weighted_round_robin
630,N14092,observe,portfolio,weighted_round_robin
631,N26618,observe,portfolio,weighted_round_robin
632,N27365,control1,portfolio,weighted_round_robin
633,N3490,observe,portfolio,weighted_round_robin
634,N25713,observe,portfolio,weighted_round_robin
635,N27360,observe,portfolio,weighted_round_robin
636,N7469,observe,portfolio,weighted_round_robin
637,N20626,observe,portfolio,weighted_round_robin
638,N29393,observe,portfolio,weighted_round_robin
639,N14065,observe,portfolio,weighted_round_robin
640,N9041,observe,portfolio,weighted_round_robin
641,N24608,observe,portfolio,weighted_round_robin
642,N24610,observe,portfolio,weighted_round_robin
643,N26609,observe,portfolio,weighted_round_robin
644,N9601,observe,portfolio,weighted_round_robin
645,N26611,observe,portfolio,weighted_round_robin
646,N26613,observe,portfolio,weighted_round_robin
647,N26615,observe,portfolio,weighted_round_robin
648,N7692,observe,portfolio,weighted_round_robin
649,N26617,observe,portfolio,weighted_round_robin
650,N24612,observe,portfolio,weighted_round_robin
651,N20624,observe,portfolio,weighted_round_robin
652,N29355,control1,portfolio,weighted_round_robin
653,N20625,observe,portfolio,weighted_round_robin
654,N24622,observe,portfolio,weighted_round_robin
655,N24636,observe,portfolio,weighted_round_robin
656,N8836,observe,portfolio,weighted_round_robin
657,N24648,observe,portfolio,weighted_round_robin
658,N24654,observe,portfolio,weighted_round_robin
659,N24624,observe,portfolio,weighted_round_robin
660,N3903,observe,portfolio,weighted_round_robin
661,N24628,observe,portfolio,weighted_round_robin
662,N24638,observe,portfolio,weighted_round_robin
663,N26099,observe,portfolio,weighted_round_robin
664,N3890,observe,portfolio,weighted_round_robin
665,N3500,observe,portfolio,weighted_round_robin
666,N5163,observe,portfolio,weighted_round_robin
667,N27562,control0,portfolio,weighted_round_robin
668,N9593,observe,portfolio,weighted_round_robin
669,N24640,observe,portfolio,weighted_round_robin
670,N24650,observe,portfolio,weighted_round_robin
671,N24632,observe,portfolio,weighted_round_robin
672,N1982,observe,portfolio,weighted_round_robin
673,N24615,observe,portfolio,weighted_round_robin
674,N24618,observe,portfolio,weighted_round_robin
675,N24626,observe,portfolio,weighted_round_robin
676,N13515,observe,portfolio,weighted_round_robin
677,N24630,observe,portfolio,weighted_round_robin
678,N24642,observe,portfolio,weighted_round_robin
679,N24644,observe,portfolio,weighted_round_robin
680,N2041,control1,portfolio,weighted_round_robin
681,N24652,observe,portfolio,weighted_round_robin
682,N31719,observe,portfolio,weighted_round_robin
683,N29972,observe,portfolio,weighted_round_robin
684,N29575,control1,portfolio,weighted_round_robin
685,N19278,observe,portfolio,weighted_round_robin
686,N24656,observe,portfolio,weighted_round_robin
687,N24634,observe,portfolio,weighted_round_robin
688,N8937,observe,portfolio,weighted_round_robin
689,N24616,observe,portfolio,weighted_round_robin
690,N24620,observe,portfolio,weighted_round_robin
691,N24646,observe,portfolio,weighted_round_robin
692,N13513,observe,portfolio,weighted_round_robin
693,N19279,observe,portfolio,weighted_round_robin
694,N2193,observe,portfolio,weighted_round_robin
695,N14174,observe,portfolio,weighted_round_robin
696,N29496,control1,portfolio,weighted_round_robin
697,N2198,observe,portfolio,weighted_round_robin
698,N2203,observe,portfolio,weighted_round_robin
699,N29566,observe,portfolio,weighted_round_robin
700,N29386,control1,portfolio,weighted_round_robin
701,N3342,observe,portfolio,weighted_round_robin
702,N3323,observe,portfolio,weighted_round_robin
703,N2697,observe,portfolio,weighted_round_robin
704,N29387,control1,portfolio,weighted_round_robin
705,N2208,observe,portfolio,weighted_round_robin
706,N3765,observe,portfolio,weighted_round_robin
707,N31003,observe,portfolio,weighted_round_robin
708,N7729,control1,portfolio,weighted_round_robin
709,N3374,observe,portfolio,weighted_round_robin
710,N3848,observe,portfolio,weighted_round_robin
711,N3366,observe,portfolio,weighted_round_robin
712,N13800,control1,portfolio,weighted_round_robin
713,N3304,observe,portfolio,weighted_round_robin
714,N3358,observe,portfolio,weighted_round_robin
715,N3382,observe,portfolio,weighted_round_robin
716,N8824,observe,portfolio,weighted_round_robin
717,N3350,observe,portfolio,weighted_round_robin
718,N3334,observe,portfolio,weighted_round_robin
719,N3559,observe,portfolio,weighted_round_robin
720,N2030,control1,portfolio,weighted_round_robin
721,N3550,observe,portfolio,weighted_round_robin
722,N2148,observe,portfolio,weighted_round_robin
723,N3532,observe,portfolio,weighted_round_robin
724,N13589,observe,portfolio,weighted_round_robin
725,N3568,observe,portfolio,weighted_round_robin
726,N2699,observe,portfolio,weighted_round_robin
727,N19878,observe,portfolio,weighted_round_robin
728,N13517,observe,portfolio,weighted_round_robin
729,N7639,observe,portfolio,weighted_round_robin
730,N20562,control0,portfolio,weighted_round_robin
731,N3860,observe,portfolio,weighted_round_robin
732,N8821,observe,portfolio,weighted_round_robin
733,N3864,observe,portfolio,weighted_round_robin
734,N3868,observe,portfolio,weighted_round_robin
735,N3876,observe,portfolio,weighted_round_robin
736,N9505,observe,portfolio,weighted_round_robin
737,N3319,observe,portfolio,weighted_round_robin
738,N19879,observe,portfolio,weighted_round_robin
739,N2921,observe,portfolio,weighted_round_robin
740,N2037,control1,portfolio,weighted_round_robin
741,N26607,observe,portfolio,weighted_round_robin
742,N26519,observe,portfolio,weighted_round_robin
743,N26512,observe,portfolio,weighted_round_robin
744,N13062,observe,portfolio,weighted_round_robin
745,N22503,observe,portfolio,weighted_round_robin
746,N29394,observe,portfolio,weighted_round_robin
747,N8097,observe,portfolio,weighted_round_robin
748,N22040,control1,portfolio,weighted_round_robin
749,N27366,observe,portfolio,weighted_round_robin
750,N22107,observe,portfolio,weighted_round_robin
751,N22121,observe,portfolio,weighted_round_robin
752,N13593,observe,portfolio,weighted_round_robin
753,N22133,observe,portfolio,weighted_round_robin
754,N22139,observe,portfolio,weighted_round_robin
755,N22904,observe,portfolio,weighted_round_robin
756,N7712,control1,portfolio,weighted_round_robin
757,N22109,observe,portfolio,weighted_round_robin
758,N22113,observe,portfolio,weighted_round_robin
759,N26115,observe,portfolio,weighted_round_robin
760,N13561,observe,portfolio,weighted_round_robin
761,N19720,observe,portfolio,weighted_round_robin
762,N19719,observe,portfolio,weighted_round_robin
763,N22123,observe,portfolio,weighted_round_robin
764,N13547,observe,portfolio,weighted_round_robin
765,N22125,observe,portfolio,weighted_round_robin
766,N22135,observe,portfolio,weighted_round_robin
767,N27359,observe,portfolio,weighted_round_robin
768,N8144,observe,portfolio,weighted_round_robin
769,N2183,observe,portfolio,weighted_round_robin
770,N2178,observe,portfolio,weighted_round_robin
771,N2188,observe,portfolio,weighted_round_robin
772,N8833,observe,portfolio,weighted_round_robin
773,N22903,observe,portfolio,weighted_round_robin
774,N22902,observe,portfolio,weighted_round_robin
775,N21666,observe,portfolio,weighted_round_robin
776,N8808,observe,portfolio,weighted_round_robin
777,N22103,observe,portfolio,weighted_round_robin
778,N22129,observe,portfolio,weighted_round_robin
779,N22137,observe,portfolio,weighted_round_robin
780,N12243,observe,portfolio,weighted_round_robin
781,N22504,observe,portfolio,weighted_round_robin
782,N21676,observe,portfolio,weighted_round_robin
783,N21690,observe,portfolio,weighted_round_robin
784,N13579,observe,portfolio,weighted_round_robin
785,N21702,observe,portfolio,weighted_round_robin
786,N2173,observe,portfolio,weighted_round_robin
787,N22117,observe,portfolio,weighted_round_robin
788,N13066,observe,portfolio,weighted_round_robin
789,N21678,observe,portfolio,weighted_round_robin
790,N21708,observe,portfolio,weighted_round_robin
791,N21692,observe,portfolio,weighted_round_robin
792,N12332,observe,portfolio,weighted_round_robin
793,N21682,observe,portfolio,weighted_round_robin
794,N21704,observe,portfolio,weighted_round_robin
795,N22115,observe,portfolio,weighted_round_robin
796,N13785,control1,portfolio,weighted_round_robin
797,N22905,observe,portfolio,weighted_round_robin
798,N31783,observe,portfolio,weighted_round_robin
799,N20087,observe,portfolio,weighted_round_robin
800,N8813,observe,portfolio,weighted_round_robin
801,N20101,observe,portfolio,weighted_round_robin
802,N20113,observe,portfolio,weighted_round_robin
803,N21686,observe,portfolio,weighted_round_robin
804,N12683,observe,portfolio,weighted_round_robin
805,N20119,observe,portfolio,weighted_round_robin
806,N21669,observe,portfolio,weighted_round_robin
807,N21694,observe,portfolio,weighted_round_robin
808,N7727,control1,portfolio,weighted_round_robin
809,N22127,observe,portfolio,weighted_round_robin
810,N21680,observe,portfolio,weighted_round_robin
811,N21684,observe,portfolio,weighted_round_robin
812,N8809,observe,portfolio,weighted_round_robin
813,N22111,observe,portfolio,weighted_round_robin
814,N21706,observe,portfolio,weighted_round_robin
815,N22119,observe,portfolio,weighted_round_robin
816,N7671,observe,portfolio,weighted_round_robin
817,N20089,observe,portfolio,weighted_round_robin
818,N21672,observe,portfolio,weighted_round_robin
819,N20103,observe,portfolio,weighted_round_robin
820,N7673,observe,portfolio,weighted_round_robin
821,N20093,observe,portfolio,weighted_round_robin
822,N20115,observe,portfolio,weighted_round_robin
823,N22105,observe,portfolio,weighted_round_robin
824,N12339,observe,portfolio,weighted_round_robin
825,N22131,observe,portfolio,weighted_round_robin
826,N21696,observe,portfolio,weighted_round_robin
827,N20083,observe,portfolio,weighted_round_robin
828,N12464,observe,portfolio,weighted_round_robin
829,N20097,observe,portfolio,weighted_round_robin
830,N22141,observe,portfolio,weighted_round_robin
831,N20107,observe,portfolio,weighted_round_robin
832,N12604,observe,portfolio,weighted_round_robin
833,N20091,observe,portfolio,weighted_round_robin
834,N20117,observe,portfolio,weighted_round_robin
835,N21710,observe,portfolio,weighted_round_robin
836,N13801,control1,portfolio,weighted_round_robin
837,N21688,observe,portfolio,weighted_round_robin
838,N20121,observe,portfolio,weighted_round_robin
839,N21670,observe,portfolio,weighted_round_robin
840,N12368,observe,portfolio,weighted_round_robin
841,N21674,observe,portfolio,weighted_round_robin
842,N20095,observe,portfolio,weighted_round_robin
843,N20105,observe,portfolio,weighted_round_robin
844,N2078,control1,portfolio,weighted_round_robin
845,N21698,observe,portfolio,weighted_round_robin
846,N20085,observe,portfolio,weighted_round_robin
847,N20099,observe,portfolio,weighted_round_robin
848,N7520,observe,portfolio,weighted_round_robin
849,N20109,observe,portfolio,weighted_round_robin
850,N20081,observe,portfolio,weighted_round_robin
851,N19525,observe,portfolio,weighted_round_robin
852,N2036,control1,portfolio,weighted_round_robin
853,N21700,observe,portfolio,weighted_round_robin
854,N20111,observe,portfolio,weighted_round_robin
855,N27351,observe,portfolio,weighted_round_robin
856,N7270,observe,portfolio,weighted_round_robin
857,N19884,observe,portfolio,weighted_round_robin
858,N22284,observe,portfolio,weighted_round_robin
859,N24391,observe,portfolio,weighted_round_robin
860,N13913,control1,portfolio,weighted_round_robin
861,N27658,observe,portfolio,weighted_round_robin
862,N19886,observe,portfolio,weighted_round_robin
863,N26933,observe,portfolio,weighted_round_robin
864,N12399,observe,portfolio,weighted_round_robin
865,N24393,observe,portfolio,weighted_round_robin
866,N25542,observe,portfolio,weighted_round_robin
867,N19888,observe,portfolio,weighted_round_robin
868,N7726,control1,portfolio,weighted_round_robin
869,N31781,observe,portfolio,weighted_round_robin
870,N24395,observe,portfolio,weighted_round_robin
871,N25544,observe,portfolio,weighted_round_robin
872,N12214,observe,portfolio,weighted_round_robin
873,N19890,observe,portfolio,weighted_round_robin
874,N24397,observe,portfolio,weighted_round_robin
875,N25554,observe,portfolio,weighted_round_robin
876,N3777,observe,portfolio,weighted_round_robin
877,N25568,observe,portfolio,weighted_round_robin
878,N25580,observe,portfolio,weighted_round_robin
879,N25586,observe,portfolio,weighted_round_robin
880,N7445,observe,portfolio,weighted_round_robin
881,N30557,observe,portfolio,weighted_round_robin
882,N25556,observe,portfolio,weighted_round_robin
883,N25560,observe,portfolio,weighted_round_robin
884,N7448,observe,portfolio,weighted_round_robin
885,N25570,observe,portfolio,weighted_round_robin
886,N25572,observe,portfolio,weighted_round_robin
887,N25582,observe,portfolio,weighted_round_robin
888,N12447,observe,portfolio,weighted_round_robin
889,N24407,observe,portfolio,weighted_round_robin
890,N24421,observe,portfolio,weighted_round_robin
891,N24433,observe,portfolio,weighted_round_robin
892,N12615,observe,portfolio,weighted_round_robin
893,N25564,observe,portfolio,weighted_round_robin
894,N24027,observe,portfolio,weighted_round_robin
895,N24439,observe,portfolio,weighted_round_robin
896,N9610,observe,portfolio,weighted_round_robin
897,N25547,observe,portfolio,weighted_round_robin
898,N25550,observe,portfolio,weighted_round_robin
899,N25558,observe,portfolio,weighted_round_robin
900,N12293,observe,portfolio,weighted_round_robin
901,N25562,observe,portfolio,weighted_round_robin
902,N25574,observe,portfolio,weighted_round_robin
903,N25576,observe,portfolio,weighted_round_robin
904,N12259,observe,portfolio,weighted_round_robin
905,N25584,observe,portfolio,weighted_round_robin
906,N24409,observe,portfolio,weighted_round_robin
907,N24413,observe,portfolio,weighted_round_robin
908,N12335,observe,portfolio,weighted_round_robin
909,N24423,observe,portfolio,weighted_round_robin
910,N24425,observe,portfolio,weighted_round_robin
911,N24435,observe,portfolio,weighted_round_robin
912,N2696,observe,portfolio,weighted_round_robin
913,N22283,observe,portfolio,weighted_round_robin
914,N19892,observe,portfolio,weighted_round_robin
915,N24417,observe,portfolio,weighted_round_robin
916,N12709,observe,portfolio,weighted_round_robin
917,N24037,observe,portfolio,weighted_round_robin
918,N24051,observe,portfolio,weighted_round_robin
919,N24063,observe,portfolio,weighted_round_robin
920,N13921,control1,portfolio,weighted_round_robin
921,N24400,observe,portfolio,weighted_round_robin
922,N24403,observe,portfolio,weighted_round_robin
923,N24411,observe,portfolio,weighted_round_robin
924,N7766,control1,portfolio,weighted_round_robin
925,N24415,observe,portfolio,weighted_round_robin
926,N24427,observe,portfolio,weighted_round_robin
927,N24429,observe,portfolio,weighted_round_robin
928,N12387,observe,portfolio,weighted_round_robin
929,N24437,observe,portfolio,weighted_round_robin
930,N30578,observe,portfolio,weighted_round_robin
931,N22281,observe,portfolio,weighted_round_robin
932,N9595,observe,portfolio,weighted_round_robin
933,N22282,observe,portfolio,weighted_round_robin
934,N25119,observe,portfolio,weighted_round_robin
935,N24069,observe,portfolio,weighted_round_robin
936,N19864,observe,portfolio,weighted_round_robin
937,N25588,observe,portfolio,weighted_round_robin
938,N19902,observe,portfolio,weighted_round_robin
939,N19916,observe,portfolio,weighted_round_robin
940,N7635,observe,portfolio,weighted_round_robin
941,N19928,observe,portfolio,weighted_round_robin
942,N24039,observe,portfolio,weighted_round_robin
943,N24043,observe,portfolio,weighted_round_robin
944,N13428,observe,portfolio,weighted_round_robin
945,N24053,observe,portfolio,weighted_round_robin
946,N24055,observe,portfolio,weighted_round_robin
947,N24065,observe,portfolio,weighted_round_robin
948,N9603,observe,portfolio,weighted_round_robin
949,N25117,observe,portfolio,weighted_round_robin
950,N25118,observe,portfolio,weighted_round_robin
951,N19934,observe,portfolio,weighted_round_robin
952,N9551,observe,portfolio,weighted_round_robin
953,N24047,observe,portfolio,weighted_round_robin
954,N25566,observe,portfolio,weighted_round_robin
955,N27349,observe,portfolio,weighted_round_robin
956,N9531,observe,portfolio,weighted_round_robin
957,N19904,observe,portfolio,weighted_round_robin
958,N19908,observe,portfolio,weighted_round_robin
959,N19918,observe,portfolio,weighted_round_robin
960,N9543,observe,portfolio,weighted_round_robin
961,N19920,observe,portfolio,weighted_round_robin
962,N19930,observe,portfolio,weighted_round_robin
963,N24030,observe,portfolio,weighted_round_robin
964,N9599,observe,portfolio,weighted_round_robin
965,N24033,observe,portfolio,weighted_round_robin
966,N24041,observe,portfolio,weighted_round_robin
967,N24045,observe,portfolio,weighted_round_robin
968,N9597,observe,portfolio,weighted_round_robin
969,N24057,observe,portfolio,weighted_round_robin
970,N24059,observe,portfolio,weighted_round_robin
971,N24067,observe,portfolio,weighted_round_robin
972,N19837,observe,portfolio,weighted_round_robin
973,N24441,observe,portfolio,weighted_round_robin
974,N25548,observe,portfolio,weighted_round_robin
975,N25552,observe,portfolio,weighted_round_robin
976,N9511,observe,portfolio,weighted_round_robin
977,N25578,observe,portfolio,weighted_round_robin
978,N19912,observe,portfolio,weighted_round_robin
979,N19895,observe,portfolio,weighted_round_robin
980,N3810,observe,portfolio,weighted_round_robin
981,N19898,observe,portfolio,weighted_round_robin
982,N19906,observe,portfolio,weighted_round_robin
983,N19910,observe,portfolio,weighted_round_robin
984,N19843,observe,portfolio,weighted_round_robin
985,N19922,observe,portfolio,weighted_round_robin
986,N19924,observe,portfolio,weighted_round_robin
987,N19932,observe,portfolio,weighted_round_robin
988,N3845,observe,portfolio,weighted_round_robin
989,N24419,observe,portfolio,weighted_round_robin
990,N24401,observe,portfolio,weighted_round_robin
991,N24405,observe,portfolio,weighted_round_robin
992,N3821,observe,portfolio,weighted_round_robin
993,N24431,observe,portfolio,weighted_round_robin
994,N7951,observe,portfolio,weighted_round_robin
