* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/max_aig.bench.
test   61: 11111101010000111101000100110110011000110100010110001111110001111011101101001010100010110100110001010110110000010100010010100110110111001100111011111101000001111110101110111111111001111010111111001101110100011100101101100111010010100000000000010011101011000110000010101100110011101111011100101001111111100111010001111101000001101010011000011110100000001000010110101001110110001011101011010100100101101010011111001011100011111010000101001000011110111110010011010010011100001101010111000100101111010001001001111100 001111111001101100100100010111110101101010101111101101100010001101001010111010000011001010111111101110101100110100110010010101100    1 faults detected
test   62: 01110010100100111101111001001001001001011101011111101011001110110100010011011111101011001111010001111010110011110100100100001010010111001011011101101110011000000001000010011110100000101001111110100010010011101011000110001001000101011011111111110001010110100101100010111100000100010011100001111010010011101110011001001100011001100110000001011010000110010100011101110010001011011110110000100101000000000001110101100001100010110011000100000110110001111110011110001110100010010010111011011010100011010111110100011000 000110001010010000000000001001111101011011011001100010010000010101000010100110100010101001101100011101111000000000110100111110100    1 faults detected
test   63: 11010010001000011101000101100111101101111111011111010110101100111011110010010100111111001110011111100011010111101100010000011111000111011111100010001100000001110101111100011101001100000000001110111010110110011011010000110100100111001110101100100010100111011000011101101111110011100101011000101011110100001101011110101000010000011000011011101110001101011001111010100011001000000001101101010000001010111011101001101110100001001000100011110110010000110110100111100000101010000110101101110001001101100001111101011011 111100101000010101011101000011000110000000110101011001110111101011110000110001110101100111001011010110110010000100011001000101101    1 faults detected
test   64: 00000111001010010001111001101110100000100110111100111001001011010110101000110010101010110110101110111001111100110101101011001111111101111001001011011110011001100100010011111001010100011100101011111100010001100001001001111010000000100011100010001001001111010110011110001011101000000001111111010111010000100100111010001000100001011110110101000101010110011010001111000000101001101000101011011011110100010111110010101010000001101111001100000111100010100101001001100111101011010001111100110011011001100110011000011000 000001011001011111001011101111011111110101111010000010000101001110010010111000010110101010001101100001000110011001001100010100100    3 faults detected
test   65: 10100111101000010101001101101011111000111000011000000100001010100000110100010100001000110110010011111101010000110001100010011011100101000011000110000101111010111001100010111110001010011101001001010001111011111101111111011111111001011000110101100011001100110111101001111110001110011011001101011101111010100011101000011001110111000010000110000111000101001110000100010001110011110000011101111010010100111111100111010110000011100111010011110011111110001010101001110010111010010101001111001110011011011000001000001010 001001111111011101011001101110011011111101100110111101000101011110010000000011110010010010110011011101011101010001110110001011001    2 faults detected
test   66: 10000101111000111001001001100110110101100000001100010010101010011000011110100111000000100110111100000011010111010101100011110001111111101110100110101110001110001111101010001100111010111100100101100000110001101010110001100111101110110011010111010101011100001001010100001001010111000111000000111000001111011100000100000000001000100000101100100011001010101111100000001111011111001111011101101100100000101111000001001001111110101011010010110000111010001000011111110001011110011001011110001111011111100010100100000001 110111011000001101100101101010111000001011010100111101111111110100111100110110101000000110010110001100101111010010100000000010000    2 faults detected
test   67: 01110011111011111110101001001000110111111011111101101101111111011111000010011100000011011110110101110101000101111011101000100011100001100000110100010100010010110001010000100110101000001011001111111110110100000101100111100001000110111010010111110111000011101001001001011110000010000110011011101100010101001111110001001011101110101111110101100101110111001101001101111000110010111100001001001001111011011011010010011101101100111001111110000101110111011000010011010101010001101010101110101010110101110010100000101110 100000100101011000110001000010001111011101011100101000001111011101000111001100111111110011001110111100000011000111101010101101100    2 faults detected
test   68: 01110001110011111010001001010000001001111111110110101010001000010010000100101011010011101100111011101110110110001011001110011111001001100011010101100001011110001010100111111110101110011110000001010011001101010101111001110011000000000000001000011001011011111001010101100110101010011011111010001100010010011000101011001001011001001111000110101100011010111001000001101010110101111110100010001001001101010111110000010100100011111111011110000100111000100101001000010101010100110101111100110011010110000010110000111010 001111111100111110110100010000111100101011001000000000001010100100010111100110111001000101010010110011011001000001011101110001101    1 faults detected
test   69: 00010000110010011111110010100110001001011110001011111100001011101001010110000000100110001011101010001111101010110100000110000110110100100101110111010011100101101000010001011110010000110111111011011101001101001001001111000010001110111111011100110101010010110111111000110110111100101011001110011000011111100100011101000010001001111100001001101011100000010101110001101011001011110010010110000100001110111000001000111001011100100101111001110010011010001111110000000111100001011000000110111110110011110110100000101101 110001011100000101010010100110011011110100101000110100001110001000100011001010000001101011101110101001011011011001101110110101101    1 faults detected
test   70: 10111000110011010101001101111100100100101010111010000111010101101110011110000001000101101011110110111010111110101101111011011100100111101100101011010000101100011010111000100000111011010001100000001011011000111000011100010111100000111101111100111101001100110101101111111001000000001110000100000100111010100011011011110100111011000000001100010001010000101110011100011111001010110101111110000011011110110111101001111010100000010101001010011111101011011100111110110010100000011111101010111000001101010000110001100101 100000110010111011111010010111000101010111010101100001010111000000011000011101110001101001001111100000101100000010111101100101000    1 faults detected
test   71: 01010010011010110000110011111111111110000001011001101000111010000101011011001111111110110100010001111111001001011000000011100001100011000000100001111001111111011100100101101000101001100101000000110001101100110001101011000000100000110110100000100100100010111111011000100001001110111101010110110001111100100000111010001000010100011011000011001010011011100101100101101100111010101001110000111001100111110010000000000010110011111001110101010010111100010111010110110100111101011111001010010111001000101001000100010101 000111110011101100000001010010010001000000010101001010111110011110111101000101111000000010010110100111110110010001000010001011100    1 faults detected
test   72: 10001100110001000101011101111111111010101111111000010101100011101100101010000010110101111100110011101111011001110110100010000111010011111111010100100100111101110100001011001110110100100000110001011000001110100101001000100010100010111010111110010001111101011011100110011100110001111111010000111010111010110011101000001011111010111111010001000111110001110110111101001110100011100111110000001010000010010011000111001001110001000110011000000110111000011000001100101011101011001011001001010100011100110100001011011110 000110101111001010001111010010010011010011011001001101001110011100011000000011010110000000001111111111111001100010000100010111111    1 faults detected
test   73: 00111010100100001010100000000101010010010011010011011100100001001100010001010010110110110011101010111101000111101110011111000111001010011110100000111100101100100001101000011110111101101110100111100000011001000111011000010110000000111010110100111010000111111101011000010111100100110000111010011110000011100011110111111110100111001000001011000100011111011011011010011000100010100001001000110111001101110110100010100101001000000110101001000001101010110010100100110101001010000001001001111111101011001111111001101110 110000101111011011011101011010011101001001110101001110101111110111011001110000010000010100000010101000001001011100001110010101101    3 faults detected
test   74: 00011100010010001101111100000010100010000100010101111011111101010000110101000100010101111111111100111010101110011110100001011101001101001111101110001011010111110110110110011110011000101001000011101010100011000101000110011100001001101101011110010000110000111101010000011010011100100100000110101100110111011000000111101110001100001010010101011001111010111111111101111001110010110011111001101110011110001100101111101100001010001111101010110101001010100000000010111110101010000010000100111001100011110110110010000101 001001101011001000011010111011011100110001101111011111101110101011101001010001001101000111001110110000101010011000101111110100001    1 faults detected
test   75: 01100001100011011100110101001010000010111110111110100010111001100101010110001001111110110100010000010011010011100100100010101000001110110000101011011110110011100111101001010101000000011101111110001010011011010001110100010111000101101110110010111011011111111011100101110100110011000000101001001110000110000010111010010000100111101001000111111101100110111101100110011011010100011110100101000011111000101100010101000011111100010011011010011111010111011011110110000011010010011001010111101001110101011110110111000110 110100110001110100110011001001110100111110010101011010100000000111110100110100001101101011011111011011011010010100100011010011111    1 faults detected
test   76: 10101001011111011111000001011101001111001011000110110110100100011000100110010101001111010000111010001100111100110000101110001000011101110111000100101100100101110000000001001000111011110001110001100110111101011100100100110100110111100011010111001001111111101010110000100001101110001010101111100111011011110100110110111000010010101100100010011001101001011111111100010010001011001100101101000011011011101010010010101110100001111001011101101010101100111110101010111111110010000111010100011100000100111011010111011111 000000101001011011001010111001011001110110011010110111111011010001100000110101010000101011100011001101011100001110110110001111111    4 faults detected
test   77: 01001010011101001101011100101110010000010100010011100111000101000011110111101000110011110110111100010101001100100001000000111011101110000010011011110000011000011110110000100011101010000000110001001111101100101101111010001110011110010011111000001101110101101000100111100111011110101110111011100100100111011010011001000000101000010100110011100001111010010011000111100110101001101100010100010000100001111000101110001010011011010100111110010100100101100010000000011010011100110101000110010001011000111100111000111100 101011000101000110100001110110101110001000011010011010001010101000111010000100000001100100101100110110110100011111010001101111101    2 faults detected
test   78: 01000010010001111111111101010000101000000000001111110000011011000100001011011101010000001100101101100001000110000000110000110000100100000000100110101100111110010000111111101110000111100100101101110010100100100010110100110001010001010100100101110000001101001011010001011011100000010001101000100000100001101100101001101001100100111111001011000100010101011001110011111110010001100110001101011010111001000111001011101011001100101001110001101000110000000110100101000000110010110110110101001011111101110100011000000010 010000001110011001101001001100101010001001011100100100011011110110110111110101010001001110001000000001000111000100111101000110001    2 faults detected
test   79: 11110011010100101101110110000111011110000111111011100111100011101111101110100011101101111111111101001101011010111001001001101110110001010110001110111001110111111000101010010010100010000011111011101000010110100101100010001110001100011100101000011100000110011000011100010100100100100000001010011011011111010100010110101000110011100101000001100110010001111100001111110001101001001011001111001100100001101100110011000110110011111010111110111011001100110000111111011110010100010000110010010000110101011000011111101001 010010110101011110101000100111100001110000111101001101101001111100101010100011110110101101001110101110000011010111001011110000101    3 faults detected
test   80: 00110110001101100011100011100101000011100001110011101111000100011101111101100100101100011000111011100010011011100010111101111010101110010101101101000110101011101001100001101100000110001110110101000100001111110001000000000110011011111101000101010111011011101010001010100010001100000010100011000000000000111101000011010110000000011101011001001011000010000101011111101001100110011100110001101001011111100001001111011111100010100111100111110111101010001111011001010011011000010100100010011100001111010110010000001110 000110111101100001111001101001010011000110101111110101110000010101001001001100000100000111001000000001101100001001011010101101000    1 faults detected
test   81: 01111011001001111011101110000101100100011111101010011101111001111000001101110001100111000101101101010011110111111100101000111011011111000100011011110010110001001111100100110011001000101101100100010001100111110011001001001100101010100010101100011010101111111111111010111011101100101001000010111001111011010100011101011111100111001010110110010011100110000110100010110111111010111010011111100101010000101101001110010101110111100001000111111111110011001011101011011011100101000101010111110001101110001101001100101101 111100111001011011001110111110011011011101110100110110100100011001011001000011010111101001101011101001011110010110101111001011101    1 faults detected
test   82: 10110100111101000101001011101100010000001000100111101011111001100111011001010110001110001011110101111011001111100111100001000111110011001111011001000010101010111011010010101100011010110010111101101100100111010100101011100001001111011111000111111110001110010010110101011111110000110110101001010111101100010000100111111101011101111000101110000000000000011000111100110100101100010010001000000000001101111110110001100011101100000110110011101111100011100100101001011100101010010011000110101001111001111001100110100110 110100100100000101011101000111010011111001101101001001000111110010100110001101111010100101101000000001010011001110110111111100100    2 faults detected
test   83: 01111101010101111010011100110111000101100111100010101010011001100000111010001110101110110100101100100011110001110111001000110101100111110100110111110011010101000101010110100001010000001000010000010101111000001111010101000010111101001010010010010110011000111100111110100000011001100011010001110001100101010100111001100110000101011010110010000010101000011101011000100000111110010011100010000110010110101001011111011111110111001010100111000010101111001000010110000110000101101010011100111001000101100110111100000010 111100110011110011011010000001010001111111000001010000111110000000011001011111000101101011011101001111000000101010001011110110001    5 faults detected
test   84: 11110110111110010001001011100111010000100011000101100011101001000111111001111000011000101101000110111110011001001101001110001101111100110011001010100110101111011100001101010011010001101001000100111011001001000011100110111100001101111111010101000010001100010101100010010000010010001001001101010101101110111101000111101010010000001011000000001001101100110101001010111101000001101101001011000001011011001010111001001111101000110110011100001110011010111111010000100000001010000001111010110000010011101011101100110011 000111100110100010101100011001101111110100110101001001001110011010000101100000101001011101110101011101011000001010100110111110101    1 faults detected
test   85: 11100001011101111001011110011101011000011001101111011010001010111100101110011001000001010001011011100111000101001110110100110001110001000100011000100011011111011010001011111101010010001110100110110001011111111100101101100111111111101000010110011101100100001010011001101111100001010010010100001001111101000110110101111001011100100111101110010000101000000100000010110000101111110110110011011101010001110011010100100000111111111101101110111001100101101100110011001100100001011010010100100011111100100010110100111000 111111001001110110101111101010111101001010000100100110100100000001010110011001110011101001001111000010000111100101011001110101101    1 faults detected
test   86: 00001100101000100010011111100000010101110101011001001010111110001111111111010010100100101101101001010101110110010101101111001010111110100001001101001111000011101101011010101011001001100111101001101100101101001111100110011011011110010100101100101111000100110101101101000011101001001000001111010101111000111101001010000010101000011100000110001001111110110100100101101101011100011011010100010101000010110110000001110100010100010010001101101101110111010001110011100110001101110110010100000011000011100011110000111100 110010110010001111000111010111010000011011111010111001100110111000010011010100001000011100000011111100011001100100010110110101101    2 faults detected
test   87: 10110000100000101001001000001111100011000100001111010100000000111010111110011100000000111011000011001000101000000010011011100101110110011111100000111110001001000010111010010011101000101010011010000010111001110000100111010100010010011010100110111001001101101010001000001011110100001110010111001000110100010000110100111111101010111101111110010000100000110100011110111101010011111111111011011110101100001101000010011111110011100011101010000000101100010001011101010001011100011101001011111101101101111011110000111110 101100111000011000010011001011111000101001110111001000010110000001011111001000010110100011110110100110110110011100000001111101101    1 faults detected
test   88: 00110011001100111011110101111110011011001000011001111111111001000000111011101001001100010000110011110010111001000010100100100011100000101001011011111100000001010100100101111111010001011011001010100000111111010111000110110101110110110111101111001100110100000011111100101010101111111100010000101110010110010100101000101100100100101001000001111010000001001011010010111101110100101110010000111011001001111101000111101000001001010110110001011001001100111100000001111100101010110111010001010110110000000100101100110010 011000011111000100101011011000110101100100101111000011100110000101100000111110010011110111100100011100010010111111111110001010100    5 faults detected
test   89: 01000000101111100110111111010011101000000010010000111000110011111010000100111011011011111111000010001110111001010110100001000110010100111100001011110110001110111010001010000010101111101110110011000000000100100010110000110001010000011100110000011100100101111111000101011001001011110111000101110000110010001100110111000100111100111101111000101111101101111101011010001110110100011011100100010001000000011110100101000110000110011101010110110001101101000111101001101010111111110110001110011101101000100010011001111100 000010110110101111100110110010000001011011001010000001001010101111111110010000111110011000110010000110011011111001110001110001101    4 faults detected
test   90: 01100111010001111001010100111011100111000100011000101111101000001010100110010110100101011100000101111000000001010000111101101111010011011001001011000111101011000001100110011110110100010000100100000011110011000011000100110101101100111110110100000110101011101001011100010010010000000100010110111000001010010100100100101000011010010101001011001101110110101100101111110011100010001011011101111000010011101110111110011101010111110110110001100011010000101011100100111011101000111011001000111111100001000100011110101001 000010011100110101001011100111011000100010010100100101010111001101110111001010001000110010110101101110100111111001101100100011100    3 faults detected
test   91: 01010010000010101000100001101110101101111000010000111001110111101100001100011110111010001111110000110100110101100110100110001010011100011011100011010100110110101000000101100101110111100010101111011011000000000001000010010100101011001000101111110101100000011001101100011110000000001011101101101010101011100110111000010011101111101111001011110000110110100101110001011111001111000101100010000010011011000110000111111110001000111111011111111011101101001101101110010011101001001111010111111010110001110100001010010011 000001110001000110011100111011011111000011010010001000000100111001111100110010011110011010000001010111110000010101101001111110001    1 faults detected
test   92: 11001000111110000000101000011011011101011110011000010001010011011011111110011000000110111001000100100101111111000001011110111110011000001101100000110110000101001110111111100100000011011110010001101010100100001010000011000001011101100000101010010111000000010101001001110010001111111100001100011001111001011001100111000011100000000100100000000100000100010100001001101110011101011000110100001111101101110000101110101101010101100110001010011011000100101110000001100000110111011010100110101001011100001011111100110000 110001100001000100110110100110010111000111011001000101000110010110000010111000011001010111101011001000110100110000110110111010101    2 faults detected
test   93: 00111000011101010100010011101100011101011101001000111001101111011011110100111000110100010010011110110011100111011001111111011110010110011101000011100000000101011001100001000101000110111000101111000010110101110101000000001110011100100000010010111011000111001110100111010110101101011111111001100001111000001010101111001010001001001101010111001001101110111001010110101101100100001110000100100101011010100110110010110111000010000001011011111000010001001011111101001111100010011100001010100111111011001000110100110110 110000000000001100000101110011011101000110100111011111110111100000010110100001110011011001101001100101111000000010010110010011101    1 faults detected
test   94: 10101100010011101101100000010101010110000101000010110111010010010000110101101101000101101100001110101011110111011111101000100101100110111000110001000010001111110111110111100011011000101001010110001100001000000010101011100010001011011101000001110000010100110010100100101110110010000110100010110101010110011010000000100100001011001000000100010100100001101011110100001000011100000010011010011001100011010111010000101100110110101010110011111101001110011001100001100000010110000010111000010001011010100111101001111001 100011011110001001010101110110100110100101000101001100101111001000010000100001100001001101000100000101100011010111110111011000100    3 faults detected
test   95: 10111011111110111011001000111000000011101110100110110110010101111110011001100101100110010000111010101100010000100011101101111000110011010111001011001110101010101111100101100001011011100011000000111001101010011101111100110100000101001000000000110111100001101111001110110000000111010010101101001000000001111001110010010111000000111000111110111111001010000001010000001111011111011101001000110110010110111110011011111100101100000001011010000000000010001101111011101110000001111110011110011111011100001011100110010111 110111000000010111001111010100111011001001000010011001111000010110111100001001010111011100001001001000100001001011011011101011000    1 faults detected
test   96: 11001011111111010110010100111111110001101010000011110111110101011001011101001011100010110000100001000010101100000100101100000111010110110100110001010011001111011001000011110110110110000011111000001011000001111011011100000010111010011101000001111100010111110101001110100110111101111101000010001001010111100101110010110000011011100111110110110101011100011111010010000001110000110100100101100100010010111010010110011001101000001101111101011000001010010001111101001010111011100101111011100110000000001111111000011101 100011010110100010010011100010001000110010001010011010000000010111001101000110011000101100100011110011100111001010111101111001101    6 faults detected
test   97: 00101000010110000110101011101101000111010000010101010101001110110001101001010110010001011110100110100011001111010101000000111110001010000011111010101001001111011101111001011010110101111011101110110100000110001110000010000001011001111111111111011000111111111001111100001010110011100000011110110010011010101111100010010110000011100000010010000001111010011010110001000110011000011010101011111011100001001011001111101100111011110110101011110111011100011011101001010011010000001001001000001101011000001110100000001100 101111100011010001100101111000010011100101011000110000000010101000011000001010001110011110010010101010000100101000001101111001001    3 faults detected
test   98: 11100011100001111010110100100001001001011000101000010010101100100110010011011011101110000101110110011011000100111110111010100011010100100101011101100111110110011110101001001010111010011010000011010001000100011101100101101011000000001000000000010010011110011101000110000010010011110010101011000001000101000100100001000100110010000011101010010011001000011011111001111101001100110110010100100000000100111011101000100100011010011111011100101000000010101001111001100101011110110000000010000101000110111110110011001000 010100011101101011100010100010110011000111110001011101001010010001101101001100100101100000011101000100100000011101001011010000111    2 faults detected
test   99: 11001011010100011110011001100101010000000100111101111010101101111011001010011000011000011111100000110110101100111011001100111100101010110101111110101011001000000110001111011101011001010010011010011001010111000000010011111000110011110010100011110110000110010010111011111110101011010111011000000000011111011010000010010100010011110010101111111011101101100110100010000000101101110000000101011010101111011110100101100100100100011110111110010101010110110101001101101100111000010000101100100011110000101110111110000100 011011001100100011111110010001101110011001011001000001011100101100000011011100101111001011011101000011000110010101011001101100100    2 faults detected
test  100: 10110100010001101111101010001010100000010010011000000110010101000000010001101011110101001011000100010000010101111111110000010001100110110001010111101100001010101000110101100100110111111111111101011010100011010101001011111101110101101101010101101010000111010001011010111010011100000010011001100100100011110010011100010110111011000011001110010111110010010011001010011100000010111011000100010011111011110010010000101000001110100001000000100110001101110001011100001111000001100011010011000010001000101011000010111000 011000001000100100101101010101011100100100010101010010011010101101010100010110100110100000101000010110000101011010101100011101101    1 faults detected
test  101: 01011100111010011010110100001000100001110010101101100011111111010000111001011100000101101111010000100100000000101101111001110000000111101100001111101100000101011110010001011101001010101110010001110111110101010001110110101100111111010111001101101110111101011011110010100111001011110011111110010111101000100110000101100010101110011011110000010010100010000010100110101101011000001100110000111100111010010100001100101000101010110111001001100001011000010000011011011011000110000000010110110001100110111100010011110101 110010011010100010011101101001010100001101001110111001111100011100000111100001111101001001011011110011110101111001010111101101110    5 faults detected
test  102: 10011111110101001101101111111111000110011011010101011010100110000011011010101010100101111101111011100100100110000010110111110010110001100101000010100100011001000111100100101010101010000100011110100101001110000000010001111010101000101000101010111000101101001000010100001110100101101100000001011100100101000111000110100001110001001110100111111111111010111000100010011110000111111011110110101011100011010110111001010000100110000110100110101110011100101010011110000001100111111111100001111010011101001111111100111101 011101010010101110100100010111011111100110010100000100110010101111110011111110111000011011001100011100110101110001001001111011101    5 faults detected
test  103: 11100001011111111011011000110001010000111101100001001011011111001001100101011101010111101010111000001011100010010011101010110100101000100001001111011011010100000101111010101100001011100111111011111011110000001111101101101000001001000101000001111110000110000111111100010011001011011011110011001001000110000000100101111100000101101001011110100101111001111110010011000011010110000110000000011100001011000011100110000010000000111010101011001011100101010010011011010011111101011110110100011111100101001010001111011001 111111001000110101100010111100110011111011000111001100111001111101010101001101011011110110000101110000100110101111110011111000101    6 faults detected
test  104: 00011000010011110100100000100110000110100001100111010010110100001100010001111110111101000111100000100100100101011000010000011001111110010000001010010100100110010010010110101100001011010101111010111101001001000010001010011100110111010010101010000010011011110010111011110010110011001101001100101101110100010011010011111011000000110010001011010111011010001000000101110101010100001011111110100111111101000100011111110100101011010111101101001000111000000011111111001001001110001010001001010110001011000011000000000001 111000001111100010001110011111110010001000001000111000110010110100001011000010000111001111100001101110001000010101011111010000000    7 faults detected
test  105: 00100100101111001110011110010010000101010111010000111001110111100000100001010011110111001011111110010001100010101011011111011000000100000100000000101101000000011100001101100000011100111110001111000110100100000100011111111011111100011001000101101110001010010100000111100010101101110101000011110111100101000011110010010000010111101110101101011100100000010001010010000000110000000101110001101010011001110111101100110111111011100000010110001101011011100100000111011000111010110001010011101000000010001010110100100110 101100110101011110101000011011100100110001000000001110111010000111100011000111101010110011101101111101101000110010010010111000101    1 faults detected
test  106: 11011101101010111110010000100111010110111011010001111111000011101011100000011010001101011011011010111000101101010100000011101001100110111100001101010010010101000010111101110110110110001110010100110101100110001101101000100100001010101001011000011101010010011000101101010001000000100011101011010001100001101000000000011100101011100010111110101011011110011010000010101011101001010110110010101100010000110111010111111001011101011011100101100111111011100101100010100001111000000101000100011110111011110011101100111101 110010011011111111001010010010110100111100100000101101100010111000011000000010000110000110001001101101001111000100110001110111101    2 faults detected
test  107: 10011001111011101010111001001100100100011110001100011110010010000011010110010111110100101100011010100011010001100010001111010100110111011101011110110010011001011010010100011001010101100000010111110101110110011001011000101110000000111100100110010010000111111101011111000011000001000011101101000111110111001001111110111001101100110101001000111110101001110000111101011011000111111111010011000111000101001111000011100000110100010000110101001001101001010001010010011001100100010110011100001010011001111101001010100010 001000001010101100100101010100011111010001010001111001110111001110011000100000101010110000001011000001010011111111110100010101101    1 faults detected
test  108: 11111111100110001010101110100010101111001000000001000111000001001010111011001001001001101100010111000101001101000000100010001010110100100011001000010011001001000111101011111011010011011110000111000101010101000011010100110101101110001011100101000000011011101111111010000011111111101100000011100001001100011100100011011010100100011101101011001100000101110100101011001101011000000011000011001011111100001101111010110111001000111001000100011111100100000000011000100100000101010110110111100000011111111101111100111101 110111100011110100001111010100100000100101000110101010011001000011001101101100010110010100110010000100001110111101001110111111100    3 faults detected
test  109: 10101000001001100011001010110100100101111101011001101110111000100010110000100100001001101000110101010010110101000010000111101111110000010110101100000101101011011110110111000100011000000001001110110111100110001000010001000100011011011011111110001100000000000000011100010010010000011001101110011011101100000011110000011011011010100101000011000101010010111011110011111000100001101000001101111010110010101010000111111111101101110001100100111100101010010101001100100111100000010010010110000011001000111101011111111010 110111110100110001100110000111010101010000001111110001010111010001000100000001001000010001100111111101111111001000100001010100000    2 faults detected
test  110: 10101101100100101110101100101001001010110000010100111011111110000001000001100011011001000110010001001111001101111001001101100111011011110011000111111101001111001000110101010101001110100111010111111111100111101011011000000100011111001100110110001000111101101110001101111000010011000101011111011001001111011001001101011000110011111011010101001010001000011111011000111011111101110010001111111011000101111100011000100101010010111011001010000110000010001101100010000100110101111011010001101001001001010011000000110000 000111001010100111100011001110101011000001111101001110000110100111010011110111011010100100100110101010001001010010111010010100100    1 faults detected
test  111: 01010100001100111100101111010011111001010000001010010001101000101010011110100110001001000101001001011000001001101001011010110111010100001011001110101101000000110110000100011010010001111010011000110111000101010001000000011100110011111011011111101100000110010001111000001101111111110110011000100100111011000110111111111101101110000011110001001010110011011010011010010001001001001110010111001011110100011010100010101101001110100100010111000011001010100000011111110011110001110101110001110000100001101100101101101101 010010101000110001101000011111101001011111000100100000010110101001000101010011001000101111010000111010111011100101010110011100100    1 faults detected
test  112: 11011101110100001000000101101111000101111111000100111000011011110110000001101100011001011010100101011111000000100011000001100100000011000010001110000001001011100100001000111001011110000100100010001110001110101011111010010010100111100111111101011010010100100010100010111101010100011000000100100100111000100000001010000110100011100001100100101110100001000101011100001111110110110010010011011111010100100011010001001110010110101110111111111001100101001000010010111111000000101111110000110001100111001100001100110000 000011111100001011100011110100100000110110110101110011000000001101110100111011010100100001001011100100011101000000110110001010100    2 faults detected
test  113: 11100001010011110110111010101100111000101000110010001010111001100001001000000101110110011110000100001101011010001111100111010000111000010111010010100001001000101010111111001100110101101010100010100000000110110000111001010101010000111101100000000011100111101111000111011010100111001101011110110010111111111100111110010011111000010010001000101011100100100100011001101000110001111010100111110100010001111101101110000000010011101001100011011100101011111000101000000001010101000111101010100010010001000101011000001001 011111000100100001011110110100110101101101100010001011001001001110111100000000101010000110000100100001010101010101101001100011100    3 faults detected
test  114: 11100001110101101110000000010001001001000011011111100100001110010101110000100111011110110101011110001101101011000011011010110101111000000010111010011010010000011000001100101000100101011001101100110101001110011000011110100101100011110111101011010110001001011101110100101000001100101111001011101010110010011111010000110111010011010010110011011011011101010010011100110011010100111000101011011011011110000111100100101100110010001111001110001000101011111000001101101000101111001101010110001001110000001110010000110010 101101101001011010011101001000011101111011100111001111010011111011111000001010110110111110100010100101110010010000001111011000101    2 faults detected
test  115: 01001011100100101100101111001010101100001101011110000111100100110010001011110010000110010100100000110010110000010100011000100000000100101101110000010110111110000110100101100001100100101011001111110000011011100010010000110100001000001111110110001001010110110111100111010100100011000000111010110100110000011011111001011000001100011011110000100110010110000010000001111001010011111111001101011010011111111100110000110101001010010011001101010111101111100000111110001011100000010100101000011001111011110000001100100101 010101010011100010010110010000100111100000000010000010100100010011001011110010100100100000001001000111011110110101001101000110101    4 faults detected
test  116: 00111011001010011001000101010001100110100000111110010101100111100011000110110001101000110010101011011001100110001000000101100101001010100011101100011001001000000001000101001010110011101110110000000001001110000010110101101111010100001000111111110011101001111001010100011011110111100011010111001001100111000100110000101101100010111000111010001100101111110110101100100101110101101101010110110101001010000111111100011101000010010001010100011100010111011101101000111011011110010011001011100111101000011100110101101100 000100010000111000011000011100011111111000101000011101011101111001001101010111010011010010100101101000100001110111100001101111000    1 faults detected
test  117: 00000110010110101110101110010000000100101010000001011011010100101011011111001000111111001111011101000000100111110100011011110100111011010101000111001100001100110100111100110001111100111101001011010001000001000011001000100110100000101011010111000000001111011010110010001011101101001001100100101001011010110011000000001010010110111001111101101110011110100101011011001101101010110011110100111111010011101011111000111010011000110010100110011111011111010100000001000110011011110100010100010001011101110010011100111100 100010010000110010101111110111011000110100111001011000001100110110101101000101100000010000000011000001010100110110001001010111101    1 faults detected
test  118: 01010000110010011011111000000001101001100100001110001011110110011101111100100101110111001011100001010010011001000011000111100001100100101110010100010011001100011100100110010000011000110101110000000101101110011000101110010100101100100001001001111011100110011001001000110011001111111101000101001011010110011010101100000011000111010110100000110000011100100011001010110000010001110010100101101011110111010001010001010111101111000101010101000001011000101111000110011101001110111000110011111001010011010010001000011000 000110101010101001110100001010010000100001000111011001110110100011111100000111111101100110111001101010001000011011000010111010100    1 faults detected
test  119: 00110110101110000101101101000111011000101010101100100010010110111000110000111101110001001100110100110000011100100100111001000011100100100101101110011111000111111100001111110111111010001001010101111011001010000111001001110001100110110001101100001110101111110111100011101001100001000010101000101001101100000111001101100101110101001011000111100100111001101110000111101001010010101010000000011000000001110110111110100001000111010111010101101110111011100011100110011000010100000101101101101010000010010011111110111101 001111111110111011101100001010011011000110101010100101110101011011011110001001000101000011011000000011001100101110010110110011100   20 faults detected
test  120: 01000000001010110111001000101111101000000110111001001010010100100100101000001000111010011110100011011011000000010111000110010110010101101111010010110010011100100100111010011011110110101010111111101011010000011011001011110000000010110100000011100110101111110011001001100111101000011110100111110001110111101100011110111100110010110111000001000001110011111011111100111101010110101011011110111000010110101110111111010110001001001001011111000110001100101001010110100001100001010000100000110101010100101100111110101101 000000111111101011011001010111001101100111110111000101111011101000100110100000101110101101001111101100110000000101010100101111101    2 faults detected
test  121: 01110001111011110010011111001100000000000001000000010101101100100111001100000111011011000000011111001010111110111001001100001001101010000100011000110100111110001010100101101101111001110110110001011111001000001110100011011011101100111011110001110111100000000111110011000111010000000111011111010010101011100001111010110101110010010000000011000100000011100000010100100110010111011000101000011000101010000000110110110111110101111011110101010011101010110000011101110110110110110010111110010110111110001111110000111111 110110111101100011000001100000010100111111010010010101010001000110110000110100111110110000111000101111101111001111011110111001101    5 faults detected
