* Log file for the circuit autoresearch/deeptpi_table2_restored_bench/b21_C.bench.
test  177: 111111111010011011010011001100100001010100111111001100101011111100001100101111110010101010100110101111101100110111100101101001001110011011000100001011010111001011001100111101010101100100010011100001110011010010000101110111101011101010100111110000111111100111100000110001101111001101000011001011001100101000001010100111011000101100010100100100110101011011111100111101000010100001100010101110011101110001010110011101100000101000001001001100100110000010000011001111100010110000010100011111011111001010111110110010110001010001 011111001111010101001001111010100010101000001001100100010110101101100000001001001000000000000000000000000000000000100101100001001100100000101010001110010110011001111010101011001000100111000011100110100100001011100111100110100001100101100110010111010100111111001100101011111101110001110111111011001001111101111100010100000110100001110111001110101000110000101101001100110100110000101100111100001010110011101100000101000001001001100100110000010000011001111100100011010101010011111101001100010001000101000110111   13 faults detected
test  178: 011101011101100010111011000001000100110000111011011010100100011110001001100100010110000001100101100010101000111100101011100010010010111001010011010111110110101000000100110111100101111110101111000001110110001101111010100010011001111001010100100001010110110100011010100011011011010000000010100001100100011100101000010101111001110010000100110111100111010010011011101111111100111001110110110110000111110000100001110010100100100100100100011001111000111101111010000010100110010010001110100101111001101110001001100101100111001011 100000110111001111010100001010010110011010011110110011101000010010101001111001100101101111101011001010011101001000011101010011110001010100011010000101010000001001101111001011111101011110000011101100011011110101001101101000000001010000110010001110110000111011011010100100011111100111010001011010011011001111010010111000100100110001111100001101101101110011100101100000111001111110110011000111100100001110010100100100100100100011001111000111101111010000010100010111100000011010001001100100010110101011111001001    5 faults detected
test  179: 100110010010110010011010001101010011100101111011010011001011111100010101001001110110000101111011110001111010101010110111100010101000100101100011101110001110111111101110101110000011000001110001000100011100110111000100011110011111110011001010000011010000110001101000110010100101111110001000000101010100110101110110110101101001101011100100000010001110100010001110001010000111111110101100001110010110100111011000010101000100101101000011000100111000001011011000100111110000001000001111110010001000010010100101110111000011010000 010011111011001011010110110111000111011000100100101000101100000101001100111111100111110001110111000110100100010100011110110101010101111000111101100101111111011101011100000110000011100010001000111001101110001000110010111111000100000010101010011001100111111011010011001011111101100001110111010010100100001000100111111000001000000100101101001110000110101111111000101000111000100010111000100000111011000010101000100101101000011000100111000001011011000100111110100001101000011011100100101010000010001010000100100   10 faults detected
test  180: 110101110100011011001000001000010110001111110010110010101001110101101011100010001011001101010100011010111110110111011110011100111011100011010001000111111101100001111111010000100011110001011011011100010010010011100010111011110010111101100111001100111111010011001011101110001111001110011111001101011001001110110010011001111001110110010111101100101100011101010001001010100000010001000110010110011110111111100001101111010000011101000111011011101110010010001010110101000011101111110100000101111101110111101011110000001001111011 110100100111001111011100100110110110100011101001101111110011001110011011110100111100111111100010001011000111011100011000010001001000001010011101111011000011111110100001000111100010110110111000100100100111000101110111100111001111100110101100100111001101110010100000101001100101100001101010000001110111011111010000010111111011100111101111001101001100010001000010101001000101011100011010011010011100001101111010000011101000111011011101110010010001010110101001110110101100110100010001110101110101111001001001000   13 faults detected
test  181: 100011111101000101011111000111100000111110011111111100011000000001011000010101000111010101001111011111001011001001000001000111100000010110110100001111000010011101100000100101010100110000001101100001100100101100100101110110100011001000111101100011110001000101100110100010011000100001011000000010100100010110010001100111110001001000101101011101000111101110110100011110100110000000011110111001101101111000011101101011110010010001100101011101100011001011110001101010010110101110111000010011011011010010111100010100000010011111 111010011001000111110011000100110010100000101111110000111100011011110001001100010110000000000000000000000000000000001000001001001101001111101111000001000111111011101001000001101100011011000011001001011001001011101100010000101100000001010010001010111110011111111100011000000000101010010101110110000101101101100100001110111010110011110110110011101111000000001010001001010000000110100001000110100011101101011110010010001100101011101100011001011110001101010010111110101010111000101010000110101000010001100011110  184 faults detected
test  182: 001010011110011001011010010101000000011000110000000011000111001000010011000010101101111100010001110111100111001100011100010110011111101110111111110111100110000001111111011100100110110010111101101011000101011011011110100001011001001100010011100110101011101111010001010011010101100110000110101100111111100111111101101001010010001101111111000001100110110100001001011111100000101100010010101001001000110011110001101110010111101010111011000111010101010100011000001011010111010011010101011110000010111110100001011111011111011111 001111001000100101011011011111110010100000000000000010010110011100100011001001101001100111101111111101110111111000100011100011001110011110111000111100000011111110111001001101100101111011010110001010110110111101000010110010011000100111001101010110011000110000000011000111001000010100011010010000011110100000111101010101100101110001100010010010101001000110100001111111001101011000011001101010011110001101110010111101010111011000111010101010100011000001011010111110001111101101010000110010010100100001000000000    9 faults detected
test  183: 001010000011010101011000000000010010000000000100011001101110101101101010011110101000011001001011110101011100011001011111010011111010111101001101010101111111111110111010011101111100101101111011001110001111111000000001011110101011011011000101101011110010000010110001001001100100101000011010110100001010000001111010111001010110011110011001111100110001010001101101001111101011111110011100100111010011101111100100100001101011101100001001011101100011101101011010100000110101001101011001111111111010111011101110000000010100101101 011100111100110101001110101111001011001101101000111110111101011010001101101101010111111110101010110010111101011111101010011110101000011001010110100111111101110100111011111001011011110110011100011111110000000010110010010100001101011010000101000010000010000100011001101110101111001100111000011101001110101111111111001101011001010110111001011100100111001111111011111001011011000101000110011111011100100100001101011101100001001011101100011101101011010100000111011010100110000101011110010101111100101001111001110    5 faults detected
test  184: 101010000111011101100101100110000010001110110010111001011010001101111101111000001110110010000011110001001101010001000101110011111000100011010011101111111111110010110100000101000110111001011001110110001011000010011000000100000110110000000100111001001100100000010100010111101010001011010110000001111000011100000100011110111001011111011111110001010100001111111010010101011111001110111110111010110000111101101001010110001011111111111100010011101000000000111010001111101001101000111011011010001010010001101010100001011111001011 101010101111001011111101101011111101011111100000111001001001110010000000110110000010000000000000000000000000000000111010001000101011001000111100011111100101101000001010001101110010110011101100010110000100110000000101000101101011000000111100001110001100110010111011011010001101111001101111100001100100101000101101101110001011001111100001101011101111101110011010101011010000000111101010111011101101001010110001011111111111100010011101000000000111010001111100010110010011011100000111101111111010100011010101100   42 faults detected
test  185: 111100111001011100111000000100011010100011010111100110010110100110101010110011101101001110101010011110000001000010100011110011101000101110010010010111010010010110001100100011000110101111010110011111010011000110100100000111101010111101101010010110111001111101110111111001011100000001101111011111000001010110011010110001110101000110010001000010001010011101100101000001110011000000110000001111110010111011011100111100010000000001000000101010110110111010011001001101100110101110010011101011100111111000001100000011000110110000 110100110001010111000110101100111111010000101001111000110110100101011011110101011111001011101001001001110100010110101010110011101101001110100001110100101100011001000110001101011110101100111110100110001101001000001110000000110111101111100000101000100001010111110100010110100110110001100100111011101111110011101011100100111010110011101001111110000001100000011000111110101100100011010111100000011011100111100010000000001000000101010110110111010011001001101101101110011110001000000000100000000000101110000011111    9 faults detected
test  186: 011001110001100110011100100001111011101010000001001001001011000110011011010010011101001111111010101000100011011101110110011011111000100000101100100011000010100100100100001001100100000110000011001100101011000010101010001001111100101100110100010110000001111010110001110111011011011101011000011000011110010111001111100100010000001011110110010011010001110110010101011100110100101000101101001101100001110111001000000000100000011011111000111110100110011111100100101010111001011100011001101010111000111110001010101101100101001101 100111111000000100010011111001111011011100000100001000011110110100010001010100100110000000000000000000000000000000011001000100010011101110101010100101001001001000010011001000001100000110011001010110000101010100011101101110101100001100001111001011101000000001001011001011000111011010110110100011111110001110101011001100011101001000000000000000000000000000000001100010101011001000111010011101011001000000000100000011011111000010111000011100000101100001001000011011111100101110010010110110011100010100000000001  259 faults detected
test  187: 110110010111000100011100100110000011110010010001010000100101011001100000000111010001111110111101001111110001111111101100101010001100101000111111100011011001100010010110010011000010111100010110111011010101100101001011000010011010100011011010010110101011010100000100011100000000110001101001001100001001000111101111111011000000001000010000110011000110101101011101101011011100101011001100000000011100001100010010100101111101001111100110100010001101001011101111111101001000101011001001101111000101101010111111101101100111000010 010100001000000001101111111011111010001001010101010110010110100101101100010101100100011011000111111100010100110000111001100011100011110001000000010111000100101100100110000101111000101101110110101011001010010110000000011000110100100110000100100011110000010001010010100101011001011001110010100101000101100010101101011111110110001000000000000000000000000000000010010100100010100101001110011010100010010100101111101001111100110100010001101001011101111111101000000101011111100010111000000001101101100111110011111  109 faults detected
test  188: 000001011001001010100001101101100100110110010010010110010100101100101011000100110101001100011001000001100011100101110010111010000010000010101010111110010000000011010101001101000000001100100010010011111111010110101111110010110101001010101100010110111001010111001100001101001000011000111001111010110000101010100100101100011100111010111110110101011000000100001011000011010101100111110111110101000000011110001110111101100101001110100011100001010001100010101110001010101101110011011011001100001100001100101011010011100011101010 111110111110011100011010010010101010110001001110010000110110100011010101001010110100001001111101010101000001000000001011000101100011100111110110110100000110101010011010000000011001000100100111111110101101011111100100001100011100111101011000010110110110010010010110010100101100001110010101011001011000011000011001101101100111011111000000010101111101111100110101011001101010001111100001011100110001110111101100101001110100011100001010001100010101110001010101010100001100101011001000110101010110111111101100110    1 faults detected
test  189: 100001011000001000010100100001110110000000111010101011011011011011101010011011010111111101000001100101110010011010010100011110100100011101101010101111000000011011110000001110000000111010111001011000100101100000100111101110010101100010110100011110100100111000100111000100010101111010001000001000001011111100000011001010010101101110000011001001011010010110011000110011101110011001001100110101110110111100110110001110011000111011000111010001101011000000000001010001111111101111001000110101000011010110101000000001001110100110 110000111011010100101001100000010101000011101100100101010111100010110100011010100110000011110101010110111000100101101010011011010111111101001100101100110111100000011100000001110101110010110001001011000001001111011010111101000100000100000101111110010101001000000100100010101010110000011001101100110101100001010110001001111011111000000000000000000000000000000011100110001100110100101101001001100110110001110011000111011000111010001101011000000000001010001111001100101111111010110110010101101011110101001100100   13 faults detected
test  190: 001110001011110101111011001111100111100001000111110011001111011001000010101010111011010010101100011010110010111101101100100111010100101011100001001111011111000111111110001110010010110101011111110000110110101001010111101100010000100111111101011101111000101110000000000000011000111100110100101100010010001000000000001101111110110001100011101100000110110011101111100011100100101001011100101010010011000110101001111001111001100110100110011101101010000110101101110000000100110111110011000000001100111111011110110110100001011000 010011000110111111011000000000000000110011001010110000111011101011111110010000100011111011110010000111010100101011000010101010111011010010100011011110001111111100011100100101101010111111100001101101010010101111011100011110011010010110001001000111100011000111110011001111011001101111011011101001111110011000000001100111110110010100011001001010100111010010100011100011111011100110110000011010110101001111001111001100110100110011101101010000110101101110000000110001010010110111010101010000100101101000011101011    1 faults detected
test  191: 110100110011001111000100100010100010110111101110001111011010111110000001100111101011010000101011100100101111111101100101101101011010101000011110000111011010101100101011111100110000110111111100000110111100101000111011000001000101001111111101101100001000011010010110110101001010111100101101101110001011101111110000000001111011110001010100101100011111010101111101101001010001010000100000000110000101110011110111110111011110011110011010010001001000010101001101101111110100101111111011110101101011110111010001001100101010101111 011011000010100100000111100111010110001101101000000000000011011011111111001010001000000000000000000000000000000000100101100100000000101101100011011101011001010111111001100001101111111000001101111001010001110110000101011110010110110111000101110110110101101110011101011010111111010001000001100101100011110000011101101001011010000000000000000000000000000000000010110100100000101010000011100110111110111110111011110011110011010010001001000010101001101101111111011111000010110101111001100000000010100101000010111  110 faults detected
test  192: 011101101001100100001111001100100011000110100011100011001111000111010111110011101111111010001010000111010110100000011110101100111100110101011000001011111000101011101101101011001011101011101111011110101010101100110000011000110111010111111011101011011110010010011000000010100100100100101000000110010111111010001011111000101100000001011110001111000011011111010000000001000010100010110011001001111110100000011110100110110001010010010110000111010111000011011101110000110111110011110001101110011010011110100001000000001011010000 101101010000011010001111101000110010101100101011111011101101011101111110101110110000011111010000011010101100111100101000011111101001010001111011011001010111011011010110010111010111011110111101010101011001100000110010010010010100000011001011111100010111000000111010001011000111101000000001000010100010010010000011011111010100100000000000000000000000000000000001000000000101111101100001111000000011110100110110001010010010110000111010111000011011101110000110100000010111111101110011111010110000000100100010111    5 faults detected
test  193: 010011011001001011101001101001001110010100101001000100001101110001111011000001111100010101000110010011101000011100001011100011000001000100011100100110111110101111110101010110111001010101011010111110010101100100011100010011110111000011111101011001011011010000000101001000101010010000101011010100110010011000110110011100110101010101001111010010111010111101011101100001111010011001010111000111101100101001001001111101101101011010111111000101100000011100010000101010000101111001001001101010001110100001010011001111110110111000 010001000111010100001100110100000101010000001000001011101100000111110001010100001110000000000000000000000000000000011101000011100001011100100110010101011111101010101101110010101010110101111100101011001000111000100101001000010101101010011001001110010110101001000100001101110000001010100111001010100010111000101011001001001111010010100110111100011101010011001000111100100010100001010001011101001001001111101101101011010111111000101100000011100010000101010001110000101010001111100000110111111110100001111001101   55 faults detected
test  194: 101010100000010011010110100001010001110101010010000011100110100110100001101011001000001010100001100000101101001110010111110011101101000110001110111000000001000101100110000101101000100111111001101101100010100101101010110010001001001000101111110011111110001100001011000000111101110100111101110011001101101101100111010101100100010001010110001100111100000110100010010011100010011000010010101110011111101111110011101100011110111111100011101111001101001111111110100111101101011011110101111001010011111100111010011011001000100111 000101010100010011010101110011010100101010001111111011111100111111010001001001000100000000011101110001100010110110111110100111001011010000011000010110001011001100001011010001001111110011011011000101001011010101101110111010011110111001100110110111110101010010000011100110100111000100111111011001111111100101001111010111101101011110111111001110101001000011001000010100111000100100110100000010011110011101100011110111111100011101111001101001111111110100111101001111010100000100110101100001000100010010101001011    2 faults detected
test  195: 111000111111100011010011010101111101011110111110000001011001001101101001110010000010000110011011000010100000010100000011001010110111010010100110110011000101001101100110000001000000001100000011101101100001101010101011000101010010010111010111010111000011001100110001100000101101101011100011100110111011010000001101101100000110101001010101100100001110100011110101011001000010100010011001010100011010010000010110000110010000111101001001010100100101001010010010010100111000101001100101011010010110111110000100100101100000010101 100101011010110000011011011000011000001100011001100110001110101110101110100100101010100011001101100101001011101100110011111101011111101011110010100110011011001100000010000000011000000111011011000011010101010110000110110101110001110011011101101011011110111110000001011001001100111000111101111000011110110100101101010011001010001001001011000101010011001000101001000111010010100110101011001010000010110000110010000111101001001010100100101001010010010010100110101010011000010000010011100101100110001000001111000    2 faults detected
test  196: 101110110100101100100011110001110111001000110101100111110100110111110011010101000101010110100001010000001000010000010101111000001111010101000010111101001010010010010110011000111100111110100000011001100011010001110001100101010100111001100110000101011010110010000010101000011101011000100000111110010011100010000110010110101001011111011111110111001010100111000010101111001000010110000110000101101010011100111001000101100110111100000010101110011001000000111011001110101100011000100010000110010000101001000001101101010001110011 111101101101001000100100110010100000110111111011110110101010000110011001110010101011010010111101000010101011110000000101011111011110111111011000010000100100101100110001111001111101000000110011000110100011100011001110101100010000011111001001110011001010110101100111110100110110111100110011011110101010000100110000100010001100011111001010110100001100001101000001111010100001110010101001110111000111001000101100110111100000010101110011001000000111011001110101100111011010101000101010110011110100101000010010111   20 faults detected
test  197: 100011101111000011011000011110101110001000100000110100100101010100011111111010111100000000001110101111010001011010000101111111011101000101111010000111011010011111100101010110000000000110110101010110001001011100000010011000010101000111110110110000011100111001100001101011000111111101101001000111011011110001100111000010111010111111010011111100111110001010000010101001010110001100101100011001101101001000001001010100010110110001010110001001100101000000010000000001001001100000001010110100001000011110110010111100100000101011 110101111110101110100001110011000001011010110100100101100000110110111110001010100001011011100001011110100010111010011111111010111100000000011010111100111111001010101100000000001101101010101100010010111000000100110011111110110100100011101101111010001010100000110100100101010110101001000010000010111100001000010110101000000011001010010110110011000110100110001010110101011111010111000001100010100001001010100010110110001010110001001100101000000010000000001001010110000000001111010111111110001011111101010010111    2 faults detected
test  198: 000110001001011110000111011111010011110000101011100001110101001010000100101111111110111101111110101010010001110110101010111101001100111010000111111110110010010111010100100110001101010000100011111011011111101100001110100110100001011100010010011010011110101011111111100010011001000011010111111000101000010010101000100001111001111010001000001101000000011001111111101100010100010001010011000100100011010011111001100111000110010110000111100001111111011011110101010001111011110101011101111111111110000100101011011011100001010101 111000101111001111000010001010100110011110100001110111100101100100100011101000010111001101111111100001011100110010011101010101110111011011110010011000101110101001001100011010100001000111110110111111011000011101001100100001101011111100010100001011110010101011100001110101001011010110111110000100010111101011100000010100111101101000000000000000000000000000000011100100000000110011111110101000111111001100111000110010110000111100001111111011011110101010001110101011101111011111111101001000010110101001000001101   89 faults detected
test  199: 000011011101000000111011000010110101101011110011011011001100110110101000100010100001101110011010100001100101000000001011000100000110000101111111110100000101101010001100011100100010001001000101010000011000100001010000101101110011000001000001010110100101010100101010010000111100001011001001110011010001000010001110110010100111111110100100010101000000101100111011101100111110010101111101110100010001000111101011110001000111101001110101100001111001100010100011000001001000000110101110111000111001101110011000001111010010100010 100010101111110010110110111000100001001110110001100010011101110101111001000111011110000000000000000000000000000000001101000000001010011000010101110111010100011000111001000100010010001010100000110001000010100001011110000101100100111001101000100011101011110011011011001100110110001111111001101011111011001110001110111010110000001100010001000101110111110101001001011010000011110011100100111011111101011110001000111101001110101100001111001100010100011000001001000100011101100001010001000101001100111100100000110   36 faults detected
test  200: 001101011001011010011011101001011101010000101111100100000011110001000010111111000001111110011100001110000111100110100010101110110000100100000001111101111111100011000101001011001001100111110101100000100110001001101001010010011010001111001100000001101010110101100100000011001110000111001001010010011111000011000101010110110101000100110110100111000001111100010101000000110000111100011000001100000111100001010000011000011011100011100110000101100111010100110101110111101010111010110010010010000000000000011110100110011111010000 110110000001010100100101010011100000000000000000000010011000000011001111000101100101111110111110000000100100001100101011101001100001111000111100111111000110001010010110010011001111101011000001001100010011010010100100110100011110011000000011010111010000101111100100000011110000110001100011010101000000000000100100100110101110101000111100000110000011000111100100010100101001001011110010110010001010000011000011011100011100110000101100111010100110101110111100100000011111100000111111010000110111101001000100110    6 faults detected
test  201: 100001101000101100101000001110000010111101111110111110100100100100011111001001010110001111111000010001010110100101000110101000111110011011101101001101111100111101111100011101110000101111001101110010011010100011011010011111001101110110011010101000100101000000110010111011011000111101110100010001111011100110100000100110010000011101001110011010110111011010001010000100001011000000101111111101101000010010110011011011101101000000010101100000111100011110110101011001101010000000010011001001011100100000111111111100101010010100 001001001100000110100010000010111100110001111011111101010001010101100110111011001110111110110010110111011001111100101001110101101001010111011110100001111011111000111011100001011110011011100100110101000110110100111100011110111010001000111101110010111111111110111110100100100100110101101110110100000010011101001001100100000000101000000000000000000000000000000000010000101000101101110110101100000000100101001000110011100001100100000111100011110110101011001100101001111100011010100100111110010000101000100000110   81 faults detected
test  202: 100100101100100111110110110000010011000000111010100010111000001110011001111000111101010010001010100010000100000100000100011111001010111110010100111000001001101000100001000111010111101101010100011001111011110000100001001001111010111110000011001111010001110101110110011010100100110110000000010101000110101001110111100110010010011100101111000110000101001010101110011100111000011000111100111110111110101000101110111000110011100111110100100110111101111100110110100111111000010010110000010111010100001110000001110101001000000010 101010001100100110100011110111000100100100111111111000101111001100000111110101111000010000011100101001111101010010011101111101111101111011101011001111010001000010001110101111011010101000110011110111100001000010010010011011000000001010100011010111000010111010100010111000001111000001110001101111011000010101110100000110100100001010101111101111100111100011000001100011000101010110101111010001000101110111000110011100111110100100110111101111100110110100111110000100010010101111000111100110000100011111110110110    8 faults detected
test  203: 010110010001000111101000101100111101101011100010000101011011100001000100100001000100010011100010001011110111100100000010000010110000011011100000000111110000000110010001110110101010010111110111010010110100001111010001001000101001000111110011010001100110100101011101011100001111000011110100110010000111110001010010101100010001101010111110101101110101110011110010111101101011001010111011010011010001111101100010101011110000001110010000101000001100100100011001000010111011010010101000001001110010101011001001011010001011111010 111110111011000100011010100101000001000101111011110011011000101100111110001001010000000000000000000000000000000000000100000010011110111101000100000011101011100100010001000010010001101110100101101000011110100010010111100001111010011001000011111011101011100010000101011011100000011000101011100001101010100111001000001010100101101111110001011001011011101010011001011100100101000101111100001011001100010101011110000001110010000101000001100100100011001000010111110101110010001000100001001000101101010000001010001   37 faults detected
test  204: 100110001110011011001001001100001111110011101000001110111101011101001110111011110111100011110111000111000110100101010100011111111101011101110000111011011010100100000000110110110111001001110100000001100110010000010110100100101010101010010100001001110000111010101000110010010000110110000111010101001000000100000010011011010110010010101110000000010010101011000100001011001101010110110110000111101001111110010100011100111001011000100111100011000111011111001000010011010011110011010000110111100010011001000000111010110011110011 011010110100110101101100100000010011000111000110010000111001000010100101010101010011011011011100001110111010111110011101010101101001110001110001101101001000000001101101101110010011101000000011001100100000101101001000011011000011101010100100000011110001101000011100111101011101000110101000010111001100100011110110000101100111100111110010111100001101101101010001101000010001101010100100000001110010100011100111001011000100111100011000111011111001000010011011100111110001111011110111011100111111000101011011000    4 faults detected
test  205: 101110010111010000010011011001100010110111100101011000000010000110110001000111010000111110111001000010011000010001110000111100001010101000110010111001011011010001010001010011011011101000010110011110001011001101001111010001011001000011110001001100100001010111110111110000101001010110010011001001001001110011000010110100011001101011011110001101101010001000101110100010100111011011001000001011111111111000100100010011100100011011100100101010001111000011101000111101000111110101111011101110101000001000001010111111010001000010 001101111011001100010110100001101000010011110101101100010011001000111100001001101001011010011101001100010101010000001111000111011110011011110110101010100010100010100110110111010000101100111100010110011010011110100100101011001001100100100100111000110101100101011010000010000111000101111110101000001000001010111011101111010111110000000000000000000000000000000010100010111010001000101011011001000100100010011100100011011100100101010001111000011101000111101000000101011111000010111000100011011011101100011101010    3 faults detected
test  206: 110111010101100110010101011101001111111111001111000101110000011000100011000010111011000011111010110101100111011100100100111001010110001110000010100000010001110001110000110111110010100100100000111010011011010010000101011011011011010001100100010100000010001111010110110011010001110011010111110110000101001110011111011010100001111111100011001010100110111010110011000010001001101010111011111010001010001001110010111111110010010000110010100010001001111110000001010111010101100100101011111000111111111101001010010010110110100101 110011111111000010101101111100111111010011110111001110000010100010011000101101101100001000000101000001110001101010100011000010111011000011110100100011100011100001101111100101001001000001110100110110100100001010111000111001101011111011000010100111111101001111000111110000011001010011011110110111111111111110001111101010010011010010001010001011111011101010110000100001100110101110110010101001001110010111111110010010000110010100010001001111110000001010111011001011110000110111010000110001000000000111110100100   27 faults detected
test  207: 111011010011100001111001101101101010010001111010011000000111110011101101101110110101001001010010000101010101001001001110011100101001101011100110110001111000101001000100100111100011000111000001101010000000001000101000011011110110111001001100001011110000001000111011001000011110110011010100011101100101110110101010110111110110110101000111110011111001101011000101110110100010011011011111100011000101100011010110101010010010111000000001101001011001000111001110110011010000100110001110011010011100000000101110100110100001010000 101001000110110101100110101000111110010110110101011100111101000011001001110110111100011110001101100111010110010100011000110110110101010101111011101001010010001001001111000110001110000011010100000000010001010000111111011001101010001110110010111010010011111010011000000111110011100000111010011100100000011100101100111000110010000000110100011000111111011011001010110111010001101011001111100110011010110101010010010111000000001101001011001000111001110110011010100000100100101011011101101101100111001100100000001    8 faults detected
test  208: 110011110101000011101000100111010001110001111110111100011100010110010110110111010000010100001111000000111110011100001000111111011000100011101101000111001110000010001000011111110111011101001000110010110011000001100101000100100101011101001101100011111110000001000010101100010110001001000110011101010100111000011011110110010110111111111111100101101100000000111011001101111110100100001111100110011011101000100110001110101010001100011101110011110011101001010000100001010000010001000001110110011101001111101111110010110010011001 101111101110110110100111101100001101010010100110100111111100011011001011101010010011110011100010110111000100011010001110111100011000001111110001011100000100010000111111101110111010010001100101100110000011001010001011000100100011001110101010011111110001111110111100011100010110100011110001111110111001011100110111000001000100000010111011001100111110000100101100000111111111010010101110001111100100110001110101010001100011101110011110011101001010000100001010110010001010000010111011011010011010000010111000111    8 faults detected
test  209: 000100011010010100011100011100011101000010011111011111011011101001001100110101010001001110100010101110011010101000011100000110010100010111011011000101100001000001000001101001001101110110010101001011010001101101111111001111010100101001100110110010110100001100111011110000011100001010010000110000001001001001101110100111000001011011000110001011011101011110001111010101110110001000101011101101000000000010001101010100000010111001101111111111011101111100100101010001101000110001010101001111001000011111010000100101100010000111 110001111101000001110010111011000000000000000000000001110100110110011001010010101110000110100011011011101000101000000011100001010101100111010100001110000010000011010010011011101100101010010110100011011011111110011000001000001101001001101110110011000010011111011111011011101000111110111011100011011100001001111001010101000110001000000000010110111010100010001101101010101000001001011011010100110001101010100000010111001101111111111011101111100100101010001100001111011100100010101011001100111011010000110101001    2 faults detected
test  210: 101010101001100101010101101001100101101100011101010101101111000100110111100011100001111001011011101010110000100100100111010100100100000100100011011000100001011110011001000100011001101001111010110001001000011101111000010000011110011011001011011001100000011000010111101011100000001100101110011101001001111001100000101010101010100101000111100110100110100110100001100001100010011001001111011100011001000101101110000010101011111001011000100111110011000111110011011010010010010010010010111011000100100011000001011101000010110011 110001000010101010111010000011001101010111100001001100011001101101001101100111100000000100011011000100100000100100101110010010010000110101011101101010111100110010001000110011010011110101100010010000111011110000100000000110010111001110100100111111101100011101010101101111000101110010111110101000000010010001101110100100100100100100010011000111011110010011001010001111000111110010100110011000001101110000010101011111001011000100111110011000111110011011010011100110100111100001110001111011010111000110111001000    4 faults detected
test  211: 011000001001010001101101100111100011101000100010101110110001110001011000101100100100111110111101111111111000001111000000011110101011010010101010101101101100110100010011110110100100101011010101010000011011101101011101101000101000100011100110100100111011001011000011011001101111000000111100101010101000110111010100000110011111101010111100110110110010011001111101110011101010010110101100001000110101100001110000001010000101010011001010111011110011010110001101010010011100100100111111101110101101110000101111111101001001011010 111110111011111100110000010101101000110001000101001010110010010110011100010001010000110110110101010101001011010100011111110000111110000000000100111101101000100111101101001001010110101010100000110111011010111011010111100000011110010101010100011011101010100010101110110001110000100101110001000000000111011010111011111110010010011000110101100010000110101101001011100111011111001100100110110111001110000001010000101010011001010111011110011010110001101010010010110101011111001001001101000110110000111111100011000    5 faults detected
test  212: 000110001100001010011001111010101010100001111001001000101101101101110000000000111000010010000011011001101100010000010001001111011111110100110111111101100101010001001011101001101001010000111010010101110000010100011011111000000111011001101010001011001101011101010100111011001100101000101110110010000010110011100100100110000001010110111101000010111000011010001111101101111101010111100110110010010111100010111001101010010000001100010100101100001001100110101101111000000011101110000010110000001110100011100111000110101100011001 011110100101000010100010010011110001010011001001110101001101000101011001101110000000100110111111101100101111111010110111011111011100100110010100011110100010010111010011010010100001110100101011100000101000110111110110010100010111011001000001011011110000001100011000001011100101011110011101100001000011110010011101010000100001111000000000000000000000000000000000100100000111010011110001100000110111001101010010000001100010100101100001001100110101101111000000110010010010000111000000000011111000001000010000111    8 faults detected
test  213: 010001101111100110010011010011100011011111001100110010101001101011110111000011010100110100011010010001001110110010010000111001101111000011011111110101010000100011000101011000100100000100100010010011010101011011101111010001111010100100000010110000000010011011001101010010101111010000011011010010110000010110110010101110010011111010001101100111000011100110101111110100001000000010100000011110101100000100111010111011001100111111111010111111100000010100100001101100101110111000001110011011011100100001111111000000001111101010 011000111111100100111010100110111000111001110100100010000000110100000010010101111000001010101111111011000011110110001111011011001000110111011010100001000110001010110001001000001001000100100110101010110111011110100111101000001101101001011000001011011101001100100000101001111011001110000111001101000010011101101100111000001110111100000110101111000000101000000000010111111010110011100001110011000111010111011001100111111111010111111100000010100100001101100101010100001011001010110000111011110010101101011010101    2 faults detected
test  214: 011110111011100011111111000111101010110001110001100100100001001101011001101000100000011101101010010100110101111001011001111100000000100010110010001100101000101101010011111110101100110100110011011001010100000100111011111100100001110101100000000001110110111010111101100100010011011000101001110011101000001101110011111101010111010010101100011100010111010110110101010101110001100101011101110111110001111011110000010000100001100000100000001000111110001011101000100100110001000000101010010111001010111111101011000001000100000110 111010110101110101011111100111010110110101100101000011111000000000011010111000010010010100110001001101000100000000000110010110000101001101011011001001011010100111111101011001101001100110110010101000001001110111111001101100010100111001110100000110110000110101110000111111001000110110010011001100111110101001110100101010000001000000000000000000000000000000000000101010101001001010001011100101111110000010000100001100000100000001000111110001011101000100100110001101101110000001000101100110100011000011110000011   49 faults detected
test  215: 100101111010101100001111010101001011010010010100111100000010000110110111100011110000111100001110101101111100010110101001101011011101111011110100100101101001000100110111000111111100010000101111110100000110101001110110000100111010000110101011001000111001001000000110101110011110011111001101010101101010101111100010100101100111001010110000010111100100110101010111000010111100111111101100001100001110000010000011000110100011101010101100101110111100011000111110000110111010101001001011000100001110000111001101100001111011011110 010110101001110011010010100011110100111000101011010100110001001101010110000101110010010110100100101111011110111011001111001110100001111001100011110110001001101110001111111000100001011111101000001101010011101100001111001111100110101010110101010101010000010100111110000010000110110000110110010101010000111000010001101001001010101000001110000110000110111111100001011110001010101001101100001101110000011000110100011101010101100101110111100011000111110000110111011101111000110001111100001101101111110101101110110    5 faults detected
