[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/alpha_0p20_decay_16
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 budgets=iscas99__b15_1:278
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T05:02:49 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=129 node=N7892 type=control1 q_typed_trust_context=1.146475 sequence=381.513504
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=130 node=N616 type=control1 q_typed_trust_context=1.251057 sequence=382.764560
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=131 node=N636 type=control1 q_typed_trust_context=1.637614 sequence=384.402174
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=132 node=N7454 type=observe q_typed_trust_context=1.131636 sequence=385.533810
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=133 node=N2157 type=observe q_typed_trust_context=2.968403 sequence=388.502213
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=134 node=N7401 type=observe q_typed_trust_context=3.552146 sequence=392.054359
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=135 node=N2102 type=observe q_typed_trust_context=3.798005 sequence=395.852364
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=136 node=N5603 type=observe q_typed_trust_context=2.957307 sequence=398.809671
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=137 node=N5878 type=observe q_typed_trust_context=1.334268 sequence=400.143939
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=138 node=N694 type=observe q_typed_trust_context=4.770346 sequence=404.914285
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=139 node=N7424 type=control1 q_typed_trust_context=2.039485 sequence=406.953770
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=140 node=N3295 type=control1 q_typed_trust_context=1.412064 sequence=408.365834
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_trust_context=1.528690 sequence=409.894524
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=142 node=N642 type=control1 q_typed_trust_context=1.448461 sequence=411.342985
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=143 node=N7679 type=observe q_typed_trust_context=1.807849 sequence=413.150834
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=144 node=N6531 type=observe q_typed_trust_context=1.993632 sequence=415.144466
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=145 node=N5876 type=observe q_typed_trust_context=1.668201 sequence=416.812667
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=146 node=N722 type=observe q_typed_trust_context=1.638854 sequence=418.451521
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=147 node=N649 type=control1 q_typed_trust_context=2.838875 sequence=421.290397
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=148 node=N7436 type=observe q_typed_trust_context=5.196993 sequence=426.487390
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=149 node=N712 type=observe q_typed_trust_context=2.064912 sequence=428.552302
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=150 node=N7627 type=observe q_typed_trust_context=2.582378 sequence=431.134681
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=151 node=N5740 type=observe q_typed_trust_context=2.280232 sequence=433.414912
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=152 node=N5738 type=observe q_typed_trust_context=1.578947 sequence=434.993860
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=153 node=N2580 type=control1 q_typed_trust_context=1.649501 sequence=436.643361
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=154 node=N3525 type=control1 q_typed_trust_context=1.446525 sequence=438.089886
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_trust_context=1.618850 sequence=439.708736
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_trust_context=2.030368 sequence=441.739104
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_trust_context=2.761615 sequence=444.500719
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=158 node=N3467 type=control1 q_typed_trust_context=1.817940 sequence=446.318659
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=159 node=N6533 type=observe q_typed_trust_context=0.917752 sequence=447.236411
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=160 node=N7385 type=observe q_typed_trust_context=1.018459 sequence=448.254870
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=161 node=N723 type=observe q_typed_trust_context=1.260973 sequence=449.515843
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=162 node=N2149 type=observe q_typed_trust_context=1.709075 sequence=451.224918
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=163 node=N5473 type=observe q_typed_trust_context=2.059025 sequence=453.283943
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_trust_context=3.777037 sequence=457.060980
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=165 node=N7614 type=observe q_typed_trust_context=2.697177 sequence=459.758156
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=166 node=N5874 type=observe q_typed_trust_context=3.231894 sequence=462.990050
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=167 node=N5356 type=observe q_typed_trust_context=3.830020 sequence=466.820070
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=168 node=N715 type=observe q_typed_trust_context=3.539463 sequence=470.359533
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=169 node=N2652 type=control1 q_typed_trust_context=1.579061 sequence=471.938593
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_trust_context=1.410523 sequence=473.349117
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=171 node=N7442 type=control0 q_typed_trust_context=0.724428 sequence=474.073545
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=172 node=N2894 type=control1 q_typed_trust_context=0.954782 sequence=475.028327
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=173 node=N7405 type=observe q_typed_trust_context=0.877188 sequence=475.905515
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=174 node=N7694 type=control0 q_typed_trust_context=0.125139 sequence=476.030654
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_trust_context=0.767757 sequence=476.798410
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=176 node=N6685 type=observe q_typed_trust_context=0.731712 sequence=477.530123
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=177 node=N725 type=observe q_typed_trust_context=2.650589 sequence=480.180711
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_trust_context=3.574779 sequence=483.755490
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=179 node=N5456 type=observe q_typed_trust_context=0.909901 sequence=484.665391
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=180 node=N703 type=observe q_typed_trust_context=1.473458 sequence=486.138848
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_trust_context=1.307655 sequence=487.446504
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=182 node=N2072 type=observe q_typed_trust_context=0.124379 sequence=487.570883
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=183 node=N763 type=observe q_typed_trust_context=1.306016 sequence=488.876899
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=184 node=N706 type=observe q_typed_trust_context=1.903024 sequence=490.779923
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=185 node=N5439 type=observe q_typed_trust_context=1.526718 sequence=492.306641
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=186 node=N7380 type=observe q_typed_trust_context=1.439044 sequence=493.745685
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=187 node=N679 type=observe q_typed_trust_context=2.079455 sequence=495.825140
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=188 node=N5422 type=observe q_typed_trust_context=1.367288 sequence=497.192429
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=189 node=N7439 type=observe q_typed_trust_context=2.047806 sequence=499.240235
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=190 node=N7855 type=control0 q_typed_trust_context=4.351472 sequence=503.591707
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=191 node=N759 type=observe q_typed_trust_context=6.531516 sequence=510.123223
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_trust_context=3.492539 sequence=513.615762
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_trust_context=1.246884 sequence=514.862646
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=194 node=N758 type=observe q_typed_trust_context=6.274913 sequence=521.137559
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=195 node=N5283 type=observe q_typed_trust_context=1.228201 sequence=522.365759
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=196 node=N719 type=observe q_typed_trust_context=1.455963 sequence=523.821722
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=197 node=N1879 type=observe q_typed_trust_context=5.677096 sequence=529.498818
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=198 node=N7404 type=observe q_typed_trust_context=0.960857 sequence=530.459675
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_trust_context=3.827002 sequence=534.286677
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=200 node=N734 type=observe q_typed_trust_context=2.251103 sequence=536.537780
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=201 node=N2837 type=control1 q_typed_trust_context=1.110982 sequence=537.648762
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=202 node=N3009 type=control1 q_typed_trust_context=0.903833 sequence=538.552595
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=203 node=N2151 type=observe q_typed_trust_context=0.759313 sequence=539.311908
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=204 node=N6673 type=observe q_typed_trust_context=1.011576 sequence=540.323484
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=205 node=N708 type=observe q_typed_trust_context=2.008985 sequence=542.332469
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=206 node=N7381 type=observe q_typed_trust_context=1.874281 sequence=544.206750
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=207 node=N729 type=observe q_typed_trust_context=2.140367 sequence=546.347117
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=208 node=N1351 type=observe q_typed_trust_context=2.487822 sequence=548.834939
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=209 node=N3067 type=control1 q_typed_trust_context=1.663511 sequence=550.498450
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=210 node=N8790 type=control1 q_typed_trust_context=1.341437 sequence=551.839887
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=211 node=N5373 type=observe q_typed_trust_context=1.133463 sequence=552.973350
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=212 node=N8240 type=control1 q_typed_trust_context=2.330388 sequence=555.303738
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=213 node=N686 type=observe q_typed_trust_context=1.973414 sequence=557.277152
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=214 node=N8789 type=control1 q_typed_trust_context=1.539130 sequence=558.816282
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=215 node=N6668 type=observe q_typed_trust_context=1.119221 sequence=559.935503
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=216 node=N8239 type=control1 q_typed_trust_context=1.471993 sequence=561.407495
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=217 node=N684 type=observe q_typed_trust_context=2.452665 sequence=563.860161
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=218 node=N8607 type=control1 q_typed_trust_context=2.466071 sequence=566.326232
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=219 node=N689 type=observe q_typed_trust_context=2.778547 sequence=569.104779
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=220 node=N2159 type=observe q_typed_trust_context=1.675387 sequence=570.780166
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=221 node=N7542 type=control0 q_typed_trust_context=0.969049 sequence=571.749215
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=222 node=N652 type=control1 q_typed_trust_context=6.506842 sequence=578.256057
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=223 node=N4460 type=control0 q_typed_trust_context=0.618419 sequence=578.874476
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=224 node=N8238 type=control1 q_typed_trust_context=6.921885 sequence=585.796361
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=225 node=N2271 type=observe q_typed_trust_context=6.334271 sequence=592.130631
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=226 node=N6660 type=observe q_typed_trust_context=5.042475 sequence=597.173106
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=227 node=N7444 type=observe q_typed_trust_context=1.184878 sequence=598.357984
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=228 node=N6678 type=observe q_typed_trust_context=2.045959 sequence=600.403943
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=229 node=N2267 type=observe q_typed_trust_context=5.730000 sequence=606.133943
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=230 node=N5735 type=observe q_typed_trust_context=6.447518 sequence=612.581461
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=231 node=N2263 type=observe q_typed_trust_context=6.720143 sequence=619.301604
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=232 node=N5160 type=observe q_typed_trust_context=6.725141 sequence=626.026745
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=233 node=N7391 type=observe q_typed_trust_context=5.809942 sequence=631.836687
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=234 node=N2259 type=observe q_typed_trust_context=3.579192 sequence=635.415879
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=235 node=N8606 type=control1 q_typed_trust_context=6.841196 sequence=642.257076
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=236 node=N5094 type=observe q_typed_trust_context=6.235652 sequence=648.492728
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=237 node=N8237 type=control1 q_typed_trust_context=6.046528 sequence=654.539256
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=238 node=N5111 type=observe q_typed_trust_context=5.367351 sequence=659.906607
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=239 node=N902 type=control1 q_typed_trust_context=6.101018 sequence=666.007625
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=240 node=N6658 type=observe q_typed_trust_context=6.635815 sequence=672.643439
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=241 node=N8605 type=control1 q_typed_trust_context=5.225570 sequence=677.869009
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=242 node=N2251 type=observe q_typed_trust_context=5.858133 sequence=683.727142
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=243 node=N6537 type=observe q_typed_trust_context=6.675930 sequence=690.403073
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=244 node=N8236 type=control1 q_typed_trust_context=1.087262 sequence=691.490335
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=245 node=N6682 type=observe q_typed_trust_context=1.756852 sequence=693.247186
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=246 node=N4421 type=control0 q_typed_trust_context=3.732493 sequence=696.979679
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=247 node=N515 type=control1 q_typed_trust_context=5.701049 sequence=702.680728
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=248 node=N2247 type=observe q_typed_trust_context=6.052739 sequence=708.733467
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=249 node=N6736 type=control1 q_typed_trust_context=6.063512 sequence=714.796979
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=250 node=N695 type=observe q_typed_trust_context=6.015191 sequence=720.812170
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=251 node=N7440 type=observe q_typed_trust_context=5.794023 sequence=726.606193
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=252 node=N696 type=observe q_typed_trust_context=3.561533 sequence=730.167726
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=253 node=N1352 type=observe q_typed_trust_context=7.017416 sequence=737.185142
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=254 node=N4900 type=observe q_typed_trust_context=3.395651 sequence=740.580793
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=255 node=N697 type=observe q_typed_trust_context=5.974970 sequence=746.555763
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=256 node=N6656 type=observe q_typed_trust_context=6.483823 sequence=753.039586
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=257 node=N732 type=observe q_typed_trust_context=3.262182 sequence=756.301767
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=258 node=N680 type=observe q_typed_trust_context=3.904341 sequence=760.206108
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=259 node=N7452 type=observe q_typed_trust_context=1.511235 sequence=761.717343
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=260 node=N2255 type=observe q_typed_trust_context=3.541038 sequence=765.258381
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=261 node=N2216 type=observe q_typed_trust_context=4.255214 sequence=769.513595
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=262 node=N4367 type=control0 q_typed_trust_context=1.149254 sequence=770.662849
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=263 node=N4532 type=control0 q_typed_trust_context=6.282729 sequence=776.945579
[b15-round5/prefix_toplist_sa/best_final_horizon/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=264 node=N4442 type=control0 q_typed_trust_context=6.899265 sequence=783.844844
