[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank_sa/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 budgets=iscas99__b15_1:278
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:51:22 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=131 node=N771 type=observe q_typed_residual_context=0.095023 sequence=369.831331
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=132 node=N638 type=control1 q_typed_residual_context=1.293946 sequence=371.125277
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=133 node=N620 type=control1 q_typed_residual_context=2.407998 sequence=373.533275
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=134 node=N7847 type=control0 q_typed_residual_context=5.716584 sequence=379.249859
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=135 node=N3410 type=control1 q_typed_residual_context=2.635083 sequence=381.884942
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=136 node=N610 type=control1 q_typed_residual_context=2.152115 sequence=384.037057
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N3180 type=control1 q_typed_residual_context=2.729863 sequence=386.766919
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N2157 type=observe q_typed_residual_context=2.228339 sequence=388.995259
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N645 type=control1 q_typed_residual_context=2.087234 sequence=391.082493
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N616 type=control1 q_typed_residual_context=2.044036 sequence=393.126529
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N7424 type=control1 q_typed_residual_context=1.382065 sequence=394.508595
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N636 type=control1 q_typed_residual_context=1.211806 sequence=395.720401
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N7877 type=control1 q_typed_residual_context=2.799743 sequence=398.520144
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N7879 type=control1 q_typed_residual_context=4.215966 sequence=402.736110
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N3295 type=control1 q_typed_residual_context=5.323653 sequence=408.059763
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N3467 type=control1 q_typed_residual_context=1.825152 sequence=409.884915
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_residual_context=1.796040 sequence=411.680955
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N7614 type=observe q_typed_residual_context=1.959291 sequence=413.640246
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N649 type=control1 q_typed_residual_context=2.610030 sequence=416.250276
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N5740 type=observe q_typed_residual_context=2.994602 sequence=419.244878
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_residual_context=5.969386 sequence=425.214264
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N630 type=control1 q_typed_residual_context=3.144910 sequence=428.359174
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N6534 type=observe q_typed_residual_context=3.718572 sequence=432.077747
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N1607 type=control1 q_typed_residual_context=5.979585 sequence=438.057332
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N647 type=control1 q_typed_residual_context=6.065684 sequence=444.123016
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N7679 type=observe q_typed_residual_context=4.573938 sequence=448.696954
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_residual_context=1.884916 sequence=450.581870
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N2149 type=observe q_typed_residual_context=4.173866 sequence=454.755735
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_residual_context=2.257040 sequence=457.012776
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N5356 type=observe q_typed_residual_context=2.983134 sequence=459.995910
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N712 type=observe q_typed_residual_context=4.354707 sequence=464.350617
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N5878 type=observe q_typed_residual_context=2.830802 sequence=467.181419
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N5876 type=observe q_typed_residual_context=1.691558 sequence=468.872977
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N725 type=observe q_typed_residual_context=1.975160 sequence=470.848137
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N714 type=observe q_typed_residual_context=3.041133 sequence=473.889270
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N5874 type=observe q_typed_residual_context=2.834835 sequence=476.724104
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=1.270185 sequence=477.994289
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N7627 type=observe q_typed_residual_context=3.858490 sequence=481.852779
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N723 type=observe q_typed_residual_context=4.996030 sequence=486.848808
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N715 type=observe q_typed_residual_context=6.843938 sequence=493.692746
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N1987 type=observe q_typed_residual_context=5.425538 sequence=499.118284
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N2072 type=observe q_typed_residual_context=6.096131 sequence=505.214415
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N6673 type=observe q_typed_residual_context=1.421954 sequence=506.636369
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N5473 type=observe q_typed_residual_context=6.956448 sequence=513.592818
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N2151 type=observe q_typed_residual_context=7.668679 sequence=521.261497
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N5456 type=observe q_typed_residual_context=1.432764 sequence=522.694260
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N5866 type=observe q_typed_residual_context=6.800871 sequence=529.495131
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_residual_context=2.621291 sequence=532.116422
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N7442 type=control0 q_typed_residual_context=6.370435 sequence=538.486857
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N7405 type=observe q_typed_residual_context=4.651215 sequence=543.138071
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N1598 type=observe q_typed_residual_context=5.237567 sequence=548.375638
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N5422 type=observe q_typed_residual_context=6.045102 sequence=554.420740
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N703 type=observe q_typed_residual_context=6.289316 sequence=560.710056
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N6682 type=observe q_typed_residual_context=5.055712 sequence=565.765768
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N5439 type=observe q_typed_residual_context=5.975345 sequence=571.741112
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N5202 type=observe q_typed_residual_context=6.603242 sequence=578.344355
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N2652 type=control1 q_typed_residual_context=6.394137 sequence=584.738492
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N679 type=observe q_typed_residual_context=2.457409 sequence=587.195901
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N7439 type=observe q_typed_residual_context=3.368174 sequence=590.564074
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N5390 type=observe q_typed_residual_context=2.926249 sequence=593.490323
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N2721 type=control1 q_typed_residual_context=7.040053 sequence=600.530377
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N2894 type=control1 q_typed_residual_context=1.928253 sequence=602.458630
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N6668 type=observe q_typed_residual_context=0.957948 sequence=603.416578
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N5334 type=observe q_typed_residual_context=0.939586 sequence=604.356163
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N719 type=observe q_typed_residual_context=3.080222 sequence=607.436385
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N7473 type=control0 q_typed_residual_context=2.102593 sequence=609.538978
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N2952 type=control1 q_typed_residual_context=4.904914 sequence=614.443892
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N7380 type=observe q_typed_residual_context=1.436983 sequence=615.880875
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N2779 type=control1 q_typed_residual_context=1.664561 sequence=617.545436
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N5373 type=observe q_typed_residual_context=0.779688 sequence=618.325124
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N6660 type=observe q_typed_residual_context=2.156856 sequence=620.481980
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N708 type=observe q_typed_residual_context=2.509078 sequence=622.991058
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N734 type=observe q_typed_residual_context=2.460311 sequence=625.451369
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N7873 type=control1 q_typed_residual_context=1.295409 sequence=626.746778
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N699 type=observe q_typed_residual_context=2.205739 sequence=628.952518
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N2837 type=control1 q_typed_residual_context=1.469470 sequence=630.421988
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N7383 type=observe q_typed_residual_context=1.397591 sequence=631.819579
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N3009 type=control1 q_typed_residual_context=1.305960 sequence=633.125540
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N2159 type=observe q_typed_residual_context=0.954574 sequence=634.080114
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N7589 type=control1 q_typed_residual_context=0.948467 sequence=635.028581
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N6658 type=observe q_typed_residual_context=1.078699 sequence=636.107279
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N1351 type=observe q_typed_residual_context=1.597083 sequence=637.704362
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N1879 type=observe q_typed_residual_context=0.857031 sequence=638.561393
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N686 type=observe q_typed_residual_context=2.225962 sequence=640.787356
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N729 type=observe q_typed_residual_context=2.422977 sequence=643.210333
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N7381 type=observe q_typed_residual_context=2.815633 sequence=646.025966
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N684 type=observe q_typed_residual_context=2.636579 sequence=648.662545
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N6656 type=observe q_typed_residual_context=2.074497 sequence=650.737042
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N689 type=observe q_typed_residual_context=3.020462 sequence=653.757504
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N8790 type=control1 q_typed_residual_context=2.271530 sequence=656.029034
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N3067 type=control1 q_typed_residual_context=1.928561 sequence=657.957595
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N8240 type=control1 q_typed_residual_context=2.007403 sequence=659.964998
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N8789 type=control1 q_typed_residual_context=1.949199 sequence=661.914197
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N8239 type=control1 q_typed_residual_context=2.116277 sequence=664.030473
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N4460 type=control0 q_typed_residual_context=1.222848 sequence=665.253321
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N8607 type=control1 q_typed_residual_context=4.133815 sequence=669.387136
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N2243 type=observe q_typed_residual_context=3.180019 sequence=672.567155
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N5735 type=observe q_typed_residual_context=1.621592 sequence=674.188747
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N7433 type=observe q_typed_residual_context=2.480555 sequence=676.669302
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N2271 type=observe q_typed_residual_context=2.476002 sequence=679.145303
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N5094 type=observe q_typed_residual_context=2.456081 sequence=681.601384
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N1688 type=observe q_typed_residual_context=1.186083 sequence=682.787467
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N6659 type=observe q_typed_residual_context=1.867720 sequence=684.655187
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N2259 type=observe q_typed_residual_context=5.725930 sequence=690.381117
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N5160 type=observe q_typed_residual_context=4.055918 sequence=694.437035
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N5111 type=observe q_typed_residual_context=2.856440 sequence=697.293475
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N6537 type=observe q_typed_residual_context=2.444539 sequence=699.738014
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N2267 type=observe q_typed_residual_context=2.050135 sequence=701.788149
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N6685 type=observe q_typed_residual_context=2.158749 sequence=703.946898
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N2263 type=observe q_typed_residual_context=5.141769 sequence=709.088667
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N695 type=observe q_typed_residual_context=4.533885 sequence=713.622552
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N4900 type=observe q_typed_residual_context=2.254104 sequence=715.876657
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N2251 type=observe q_typed_residual_context=4.332270 sequence=720.208926
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N696 type=observe q_typed_residual_context=4.031709 sequence=724.240636
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N6657 type=observe q_typed_residual_context=0.857151 sequence=725.097786
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N7444 type=observe q_typed_residual_context=2.660197 sequence=727.757984
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N697 type=observe q_typed_residual_context=2.883091 sequence=730.641074
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N2247 type=observe q_typed_residual_context=7.170161 sequence=737.811236
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N7452 type=observe q_typed_residual_context=6.937763 sequence=744.748998
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N1352 type=observe q_typed_residual_context=2.741398 sequence=747.490397
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N680 type=observe q_typed_residual_context=2.822000 sequence=750.312397
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N6680 type=observe q_typed_residual_context=0.934226 sequence=751.246623
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N732 type=observe q_typed_residual_context=5.202736 sequence=756.449358
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N2216 type=observe q_typed_residual_context=6.159326 sequence=762.608685
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N7440 type=observe q_typed_residual_context=1.956207 sequence=764.564892
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N2218 type=observe q_typed_residual_context=4.829651 sequence=769.394543
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N4421 type=control0 q_typed_residual_context=6.932861 sequence=776.327405
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N4359 type=control0 q_typed_residual_context=6.929249 sequence=783.256654
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N4367 type=control0 q_typed_residual_context=7.019061 sequence=790.275715
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N6684 type=observe q_typed_residual_context=4.824307 sequence=795.100022
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N2255 type=observe q_typed_residual_context=6.736037 sequence=801.836059
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N2185 type=observe q_typed_residual_context=6.858730 sequence=808.694789
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N717 type=observe q_typed_residual_context=6.490832 sequence=815.185621
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N2203 type=observe q_typed_residual_context=4.923003 sequence=820.108624
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N733 type=observe q_typed_residual_context=4.017042 sequence=824.125666
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N2205 type=observe q_typed_residual_context=3.991242 sequence=828.116908
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N6562 type=observe q_typed_residual_context=2.608158 sequence=830.725066
[b15-round5/prefix_rank_sa/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N735 type=observe q_typed_residual_context=4.502220 sequence=835.227286
