[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:59:58 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:59:58 budgets=iscas99__b15_1:278
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:59:58 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:59:58 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=134 node=N6533 type=observe q_typed_residual_context=0.708681 sequence=367.070494
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=135 node=N7679 type=observe q_typed_residual_context=0.774651 sequence=367.845145
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=136 node=N2106 type=observe q_typed_residual_context=3.684183 sequence=371.529328
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N5876 type=observe q_typed_residual_context=4.272097 sequence=375.801425
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N645 type=control1 q_typed_residual_context=1.730664 sequence=377.532088
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N7402 type=observe q_typed_residual_context=2.762370 sequence=380.294459
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N2149 type=observe q_typed_residual_context=1.985060 sequence=382.279519
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N636 type=control1 q_typed_residual_context=1.657450 sequence=383.936969
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N7421 type=control1 q_typed_residual_context=6.409881 sequence=390.346850
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N616 type=control1 q_typed_residual_context=1.946277 sequence=392.293128
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N5356 type=observe q_typed_residual_context=6.761031 sequence=399.054159
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N712 type=observe q_typed_residual_context=3.606348 sequence=402.660508
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N7614 type=observe q_typed_residual_context=1.114411 sequence=403.774919
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N6531 type=observe q_typed_residual_context=2.123511 sequence=405.898430
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N7385 type=observe q_typed_residual_context=1.861038 sequence=407.759468
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N5874 type=observe q_typed_residual_context=2.053833 sequence=409.813300
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N723 type=observe q_typed_residual_context=5.176138 sequence=414.989439
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N703 type=observe q_typed_residual_context=3.387007 sequence=418.376446
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N725 type=observe q_typed_residual_context=4.228872 sequence=422.605318
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N714 type=observe q_typed_residual_context=3.596066 sequence=426.201384
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N630 type=control1 q_typed_residual_context=2.594995 sequence=428.796379
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N642 type=control1 q_typed_residual_context=2.708949 sequence=431.505328
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N3295 type=control1 q_typed_residual_context=1.437540 sequence=432.942867
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N649 type=control1 q_typed_residual_context=1.121672 sequence=434.064540
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N3525 type=control1 q_typed_residual_context=1.123899 sequence=435.188439
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N7405 type=observe q_typed_residual_context=0.945652 sequence=436.134091
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N5740 type=observe q_typed_residual_context=1.046013 sequence=437.180104
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_residual_context=1.506913 sequence=438.687018
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N3410 type=control1 q_typed_residual_context=0.962903 sequence=439.649921
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N1607 type=control1 q_typed_residual_context=1.271676 sequence=440.921597
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N7627 type=observe q_typed_residual_context=1.445522 sequence=442.367119
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N647 type=control1 q_typed_residual_context=4.724535 sequence=447.091654
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N1586 type=control1 q_typed_residual_context=1.638969 sequence=448.730624
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N3180 type=control1 q_typed_residual_context=1.100076 sequence=449.830699
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N3467 type=control1 q_typed_residual_context=1.144204 sequence=450.974903
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N2652 type=control1 q_typed_residual_context=0.943533 sequence=451.918435
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N7424 type=control1 q_typed_residual_context=1.108355 sequence=453.026791
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N771 type=observe q_typed_residual_context=1.041239 sequence=454.068029
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N2721 type=control1 q_typed_residual_context=1.755347 sequence=455.823376
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N765 type=observe q_typed_residual_context=1.593462 sequence=457.416838
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N1688 type=observe q_typed_residual_context=0.694877 sequence=458.111715
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N5473 type=observe q_typed_residual_context=1.560565 sequence=459.672281
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N706 type=observe q_typed_residual_context=1.844112 sequence=461.516393
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N7436 type=observe q_typed_residual_context=1.570521 sequence=463.086913
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_residual_context=2.263296 sequence=465.350209
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N5456 type=observe q_typed_residual_context=1.807572 sequence=467.157781
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N6673 type=observe q_typed_residual_context=2.233367 sequence=469.391148
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N1987 type=observe q_typed_residual_context=1.493792 sequence=470.884940
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N679 type=observe q_typed_residual_context=4.480606 sequence=475.365545
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N5439 type=observe q_typed_residual_context=6.835673 sequence=482.201218
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N756 type=observe q_typed_residual_context=6.470755 sequence=488.671973
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N2580 type=control1 q_typed_residual_context=7.327668 sequence=495.999641
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N7439 type=observe q_typed_residual_context=6.849439 sequence=502.849080
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N2151 type=observe q_typed_residual_context=2.562933 sequence=505.412013
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N719 type=observe q_typed_residual_context=6.061556 sequence=511.473569
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N2072 type=observe q_typed_residual_context=5.934446 sequence=517.408015
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N734 type=observe q_typed_residual_context=6.194354 sequence=523.602369
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N1879 type=observe q_typed_residual_context=6.397195 sequence=529.999564
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N5334 type=observe q_typed_residual_context=7.602708 sequence=537.602272
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N5422 type=observe q_typed_residual_context=7.079467 sequence=544.681739
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N708 type=observe q_typed_residual_context=1.164368 sequence=545.846108
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N1598 type=observe q_typed_residual_context=6.426906 sequence=552.273014
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N7404 type=observe q_typed_residual_context=6.090917 sequence=558.363931
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N6581 type=observe q_typed_residual_context=0.903478 sequence=559.267409
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N699 type=observe q_typed_residual_context=6.110337 sequence=565.377746
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N759 type=observe q_typed_residual_context=6.179001 sequence=571.556747
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N729 type=observe q_typed_residual_context=7.287158 sequence=578.843905
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N1351 type=observe q_typed_residual_context=2.024678 sequence=580.868583
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N686 type=observe q_typed_residual_context=6.131058 sequence=586.999641
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N7381 type=observe q_typed_residual_context=4.800966 sequence=591.800607
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N689 type=observe q_typed_residual_context=3.895690 sequence=595.696297
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N7380 type=observe q_typed_residual_context=4.017722 sequence=599.714019
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N684 type=observe q_typed_residual_context=3.509336 sequence=603.223354
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N2243 type=observe q_typed_residual_context=5.496607 sequence=608.719961
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N6660 type=observe q_typed_residual_context=4.850736 sequence=613.570697
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N7382 type=observe q_typed_residual_context=2.380337 sequence=615.951034
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N5160 type=observe q_typed_residual_context=1.812811 sequence=617.763845
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N2271 type=observe q_typed_residual_context=3.513211 sequence=621.277056
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N2159 type=observe q_typed_residual_context=2.433271 sequence=623.710327
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N2259 type=observe q_typed_residual_context=2.162462 sequence=625.872789
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N7383 type=observe q_typed_residual_context=3.515216 sequence=629.388005
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N6658 type=observe q_typed_residual_context=1.758304 sequence=631.146309
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N5111 type=observe q_typed_residual_context=1.101820 sequence=632.248129
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N2267 type=observe q_typed_residual_context=3.468158 sequence=635.716287
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N5735 type=observe q_typed_residual_context=3.228236 sequence=638.944523
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N2263 type=observe q_typed_residual_context=3.674262 sequence=642.618784
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N5094 type=observe q_typed_residual_context=4.788027 sequence=647.406811
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N6656 type=observe q_typed_residual_context=3.285379 sequence=650.692190
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N5373 type=observe q_typed_residual_context=2.032640 sequence=652.724830
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N695 type=observe q_typed_residual_context=6.309238 sequence=659.034068
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N2251 type=observe q_typed_residual_context=6.949234 sequence=665.983303
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N5390 type=observe q_typed_residual_context=4.331401 sequence=670.314704
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N696 type=observe q_typed_residual_context=5.658893 sequence=675.973597
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N6537 type=observe q_typed_residual_context=3.037133 sequence=679.010730
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N7443 type=observe q_typed_residual_context=2.413183 sequence=681.423913
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N697 type=observe q_typed_residual_context=4.046609 sequence=685.470522
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N7873 type=control1 q_typed_residual_context=6.871689 sequence=692.342211
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N6681 type=observe q_typed_residual_context=6.201224 sequence=698.543434
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N1352 type=observe q_typed_residual_context=6.249919 sequence=704.793353
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N2247 type=observe q_typed_residual_context=6.095658 sequence=710.889011
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N2216 type=observe q_typed_residual_context=5.868438 sequence=716.757449
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N1599 type=observe q_typed_residual_context=2.864687 sequence=719.622136
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N7444 type=observe q_typed_residual_context=5.143342 sequence=724.765477
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N680 type=observe q_typed_residual_context=2.055213 sequence=726.820690
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N764 type=observe q_typed_residual_context=0.904883 sequence=727.725573
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N2218 type=observe q_typed_residual_context=2.931815 sequence=730.657388
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N2255 type=observe q_typed_residual_context=5.385672 sequence=736.043060
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N7452 type=observe q_typed_residual_context=2.346623 sequence=738.389682
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N732 type=observe q_typed_residual_context=4.253633 sequence=742.643315
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N2183 type=observe q_typed_residual_context=7.298158 sequence=749.941473
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N752 type=observe q_typed_residual_context=1.526580 sequence=751.468053
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N2185 type=observe q_typed_residual_context=5.184232 sequence=756.652286
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N7391 type=observe q_typed_residual_context=6.280607 sequence=762.932893
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N733 type=observe q_typed_residual_context=5.603519 sequence=768.536411
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N2205 type=observe q_typed_residual_context=6.390000 sequence=774.926411
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N4900 type=observe q_typed_residual_context=5.495210 sequence=780.421621
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N717 type=observe q_typed_residual_context=6.098997 sequence=786.520618
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N2203 type=observe q_typed_residual_context=6.096998 sequence=792.617616
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N6562 type=observe q_typed_residual_context=5.856362 sequence=798.473978
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N2201 type=observe q_typed_residual_context=6.157739 sequence=804.631718
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N735 type=observe q_typed_residual_context=6.097009 sequence=810.728726
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N2226 type=observe q_typed_residual_context=6.078098 sequence=816.806824
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N7440 type=observe q_typed_residual_context=4.252299 sequence=821.059123
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N2779 type=control1 q_typed_residual_context=3.166549 sequence=824.225672
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N6680 type=observe q_typed_residual_context=1.300273 sequence=825.525945
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N2220 type=observe q_typed_residual_context=5.470382 sequence=830.996327
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N1348 type=observe q_typed_residual_context=6.839127 sequence=837.835454
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N2212 type=observe q_typed_residual_context=4.800540 sequence=842.635994
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N2214 type=observe q_typed_residual_context=5.717989 sequence=848.353983
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N7542 type=control0 q_typed_residual_context=7.360276 sequence=855.714260
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N8470 type=observe q_typed_residual_context=6.703168 sequence=862.417428
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N1347 type=observe q_typed_residual_context=5.736512 sequence=868.153940
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N6582 type=observe q_typed_residual_context=5.849031 sequence=874.002971
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N2222 type=observe q_typed_residual_context=6.796284 sequence=880.799255
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N2207 type=observe q_typed_residual_context=6.752037 sequence=887.551292
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N4766 type=observe q_typed_residual_context=6.560659 sequence=894.111951
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N6564 type=observe q_typed_residual_context=6.605422 sequence=900.717373
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N730 type=observe q_typed_residual_context=6.728826 sequence=907.446199
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N2209 type=observe q_typed_residual_context=6.713111 sequence=914.159310
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N4758 type=observe q_typed_residual_context=5.030462 sequence=919.189772
[b15-round5/prefix_cql_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N6962 type=observe q_typed_residual_context=6.074181 sequence=925.263952
