[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_cql_sa/epoch_012/q_typed_trust_context/alpha_0p20_decay_16
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 budgets=iscas99__b15_1:278
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 variant_start id=greedy__cumulative__q_typed_trust_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [gmean] 2026-07-21T04:59:58 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_trust_context
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=134 node=N7401 type=observe q_typed_trust_context=3.552146 sequence=392.060083
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=135 node=N2102 type=observe q_typed_trust_context=3.798005 sequence=395.858089
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=136 node=N5603 type=observe q_typed_trust_context=2.957307 sequence=398.815396
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=137 node=N5878 type=observe q_typed_trust_context=1.334268 sequence=400.149664
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=138 node=N694 type=observe q_typed_trust_context=4.770346 sequence=404.920010
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=139 node=N7424 type=control1 q_typed_trust_context=2.039485 sequence=406.959494
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=140 node=N3295 type=control1 q_typed_trust_context=1.412064 sequence=408.371559
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_trust_context=1.528690 sequence=409.900249
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=142 node=N642 type=control1 q_typed_trust_context=1.448461 sequence=411.348710
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=143 node=N7679 type=observe q_typed_trust_context=1.807849 sequence=413.156559
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=144 node=N6531 type=observe q_typed_trust_context=1.993632 sequence=415.150191
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=145 node=N5876 type=observe q_typed_trust_context=1.668201 sequence=416.818392
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=146 node=N722 type=observe q_typed_trust_context=1.638854 sequence=418.457246
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=147 node=N649 type=control1 q_typed_trust_context=2.838875 sequence=421.296121
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=148 node=N7436 type=observe q_typed_trust_context=5.196993 sequence=426.493115
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=149 node=N712 type=observe q_typed_trust_context=2.064912 sequence=428.558027
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=150 node=N7627 type=observe q_typed_trust_context=2.582378 sequence=431.140405
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=151 node=N5740 type=observe q_typed_trust_context=2.280232 sequence=433.420637
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=152 node=N5738 type=observe q_typed_trust_context=1.578947 sequence=434.999584
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=153 node=N2580 type=control1 q_typed_trust_context=1.649501 sequence=436.649086
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=154 node=N3525 type=control1 q_typed_trust_context=1.446525 sequence=438.095611
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_trust_context=1.618850 sequence=439.714461
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_trust_context=2.030368 sequence=441.744829
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_trust_context=2.761615 sequence=444.506444
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=158 node=N3467 type=control1 q_typed_trust_context=1.817940 sequence=446.324384
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=159 node=N6533 type=observe q_typed_trust_context=0.917752 sequence=447.242135
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=160 node=N7385 type=observe q_typed_trust_context=1.018459 sequence=448.260595
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=161 node=N723 type=observe q_typed_trust_context=1.260973 sequence=449.521567
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=162 node=N2149 type=observe q_typed_trust_context=1.709075 sequence=451.230643
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=163 node=N5473 type=observe q_typed_trust_context=2.059025 sequence=453.289667
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_trust_context=3.777037 sequence=457.066704
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=165 node=N7614 type=observe q_typed_trust_context=2.697177 sequence=459.763881
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=166 node=N5874 type=observe q_typed_trust_context=3.231894 sequence=462.995775
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=167 node=N5356 type=observe q_typed_trust_context=3.830020 sequence=466.825794
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=168 node=N715 type=observe q_typed_trust_context=3.539463 sequence=470.365257
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=169 node=N2652 type=control1 q_typed_trust_context=1.579061 sequence=471.944318
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_trust_context=1.410523 sequence=473.354841
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=171 node=N7442 type=control0 q_typed_trust_context=0.724428 sequence=474.079269
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=172 node=N2894 type=control1 q_typed_trust_context=0.954782 sequence=475.034052
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=173 node=N7405 type=observe q_typed_trust_context=0.877188 sequence=475.911239
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=174 node=N7694 type=control0 q_typed_trust_context=0.125139 sequence=476.036378
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_trust_context=0.767757 sequence=476.804135
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=176 node=N6685 type=observe q_typed_trust_context=0.731712 sequence=477.535847
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=177 node=N725 type=observe q_typed_trust_context=2.650589 sequence=480.186436
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_trust_context=3.574779 sequence=483.761215
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=179 node=N5456 type=observe q_typed_trust_context=0.909901 sequence=484.671115
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=180 node=N703 type=observe q_typed_trust_context=1.473458 sequence=486.144573
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_trust_context=1.307655 sequence=487.452228
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=182 node=N2072 type=observe q_typed_trust_context=0.124379 sequence=487.576608
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=183 node=N763 type=observe q_typed_trust_context=1.306016 sequence=488.882623
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=184 node=N706 type=observe q_typed_trust_context=1.903024 sequence=490.785648
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=185 node=N5439 type=observe q_typed_trust_context=1.526718 sequence=492.312366
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=186 node=N7380 type=observe q_typed_trust_context=1.439044 sequence=493.751410
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=187 node=N679 type=observe q_typed_trust_context=2.079455 sequence=495.830865
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=188 node=N5422 type=observe q_typed_trust_context=1.367288 sequence=497.198153
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=189 node=N7439 type=observe q_typed_trust_context=2.047806 sequence=499.245959
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=190 node=N7855 type=control0 q_typed_trust_context=4.351472 sequence=503.597432
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=191 node=N759 type=observe q_typed_trust_context=6.531516 sequence=510.128948
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=192 node=N5390 type=observe q_typed_trust_context=3.492539 sequence=513.621487
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=193 node=N5334 type=observe q_typed_trust_context=1.246884 sequence=514.868370
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=194 node=N758 type=observe q_typed_trust_context=6.274913 sequence=521.143283
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=195 node=N5283 type=observe q_typed_trust_context=1.228201 sequence=522.371484
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=196 node=N719 type=observe q_typed_trust_context=1.455963 sequence=523.827447
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=197 node=N1879 type=observe q_typed_trust_context=5.677096 sequence=529.504543
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=198 node=N7404 type=observe q_typed_trust_context=0.960857 sequence=530.465400
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=199 node=N699 type=observe q_typed_trust_context=3.827002 sequence=534.292402
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=200 node=N734 type=observe q_typed_trust_context=2.251103 sequence=536.543505
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=201 node=N2837 type=control1 q_typed_trust_context=1.110982 sequence=537.654487
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=202 node=N3009 type=control1 q_typed_trust_context=0.903833 sequence=538.558320
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=203 node=N2151 type=observe q_typed_trust_context=0.759313 sequence=539.317632
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=204 node=N6673 type=observe q_typed_trust_context=1.011576 sequence=540.329208
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=205 node=N708 type=observe q_typed_trust_context=2.008985 sequence=542.338193
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=206 node=N7381 type=observe q_typed_trust_context=1.874281 sequence=544.212475
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=207 node=N729 type=observe q_typed_trust_context=2.140367 sequence=546.352842
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=208 node=N1351 type=observe q_typed_trust_context=2.487822 sequence=548.840664
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=209 node=N3067 type=control1 q_typed_trust_context=1.663511 sequence=550.504175
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=210 node=N8790 type=control1 q_typed_trust_context=1.341437 sequence=551.845612
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=211 node=N5373 type=observe q_typed_trust_context=1.133463 sequence=552.979075
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=212 node=N8240 type=control1 q_typed_trust_context=2.330388 sequence=555.309463
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=213 node=N686 type=observe q_typed_trust_context=1.973414 sequence=557.282877
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=214 node=N8789 type=control1 q_typed_trust_context=1.539130 sequence=558.822006
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=215 node=N6668 type=observe q_typed_trust_context=1.119221 sequence=559.941227
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=216 node=N8239 type=control1 q_typed_trust_context=1.471993 sequence=561.413220
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=217 node=N684 type=observe q_typed_trust_context=2.452665 sequence=563.865886
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=218 node=N8607 type=control1 q_typed_trust_context=2.466071 sequence=566.331957
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=219 node=N689 type=observe q_typed_trust_context=2.778547 sequence=569.110504
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=220 node=N2159 type=observe q_typed_trust_context=1.675387 sequence=570.785891
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=221 node=N7542 type=control0 q_typed_trust_context=0.969049 sequence=571.754939
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=222 node=N652 type=control1 q_typed_trust_context=6.506842 sequence=578.261782
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=223 node=N4460 type=control0 q_typed_trust_context=0.618419 sequence=578.880200
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=224 node=N8238 type=control1 q_typed_trust_context=6.921885 sequence=585.802085
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=225 node=N2271 type=observe q_typed_trust_context=6.334271 sequence=592.136356
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=226 node=N6660 type=observe q_typed_trust_context=5.042475 sequence=597.178831
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=227 node=N7444 type=observe q_typed_trust_context=1.184878 sequence=598.363709
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=228 node=N6678 type=observe q_typed_trust_context=2.045959 sequence=600.409668
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=229 node=N2267 type=observe q_typed_trust_context=5.730000 sequence=606.139668
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=230 node=N5735 type=observe q_typed_trust_context=6.447518 sequence=612.587186
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=231 node=N2263 type=observe q_typed_trust_context=6.720143 sequence=619.307328
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=232 node=N5160 type=observe q_typed_trust_context=6.725141 sequence=626.032470
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=233 node=N7391 type=observe q_typed_trust_context=5.809942 sequence=631.842412
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=234 node=N2259 type=observe q_typed_trust_context=3.579192 sequence=635.421604
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=235 node=N8606 type=control1 q_typed_trust_context=6.841196 sequence=642.262800
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=236 node=N5094 type=observe q_typed_trust_context=6.235652 sequence=648.498453
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=237 node=N8237 type=control1 q_typed_trust_context=6.046528 sequence=654.544981
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=238 node=N5111 type=observe q_typed_trust_context=5.367351 sequence=659.912332
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=239 node=N902 type=control1 q_typed_trust_context=6.101018 sequence=666.013349
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=240 node=N6658 type=observe q_typed_trust_context=6.635815 sequence=672.649164
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=241 node=N8605 type=control1 q_typed_trust_context=5.225570 sequence=677.874734
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=242 node=N2251 type=observe q_typed_trust_context=5.858133 sequence=683.732867
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=243 node=N6537 type=observe q_typed_trust_context=6.675930 sequence=690.408797
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=244 node=N8236 type=control1 q_typed_trust_context=1.087262 sequence=691.496059
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=245 node=N6682 type=observe q_typed_trust_context=1.756852 sequence=693.252911
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=246 node=N4421 type=control0 q_typed_trust_context=3.732493 sequence=696.985404
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=247 node=N515 type=control1 q_typed_trust_context=5.701049 sequence=702.686453
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=248 node=N2247 type=observe q_typed_trust_context=6.052739 sequence=708.739192
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=249 node=N6736 type=control1 q_typed_trust_context=6.063512 sequence=714.802704
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=250 node=N695 type=observe q_typed_trust_context=6.015191 sequence=720.817895
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=251 node=N7440 type=observe q_typed_trust_context=5.794023 sequence=726.611917
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=252 node=N696 type=observe q_typed_trust_context=3.561533 sequence=730.173451
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=253 node=N1352 type=observe q_typed_trust_context=7.017416 sequence=737.190867
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=254 node=N4900 type=observe q_typed_trust_context=3.395651 sequence=740.586517
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=255 node=N697 type=observe q_typed_trust_context=5.974970 sequence=746.561488
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=256 node=N6656 type=observe q_typed_trust_context=6.483823 sequence=753.045310
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=257 node=N732 type=observe q_typed_trust_context=3.262182 sequence=756.307492
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=258 node=N680 type=observe q_typed_trust_context=3.904341 sequence=760.211833
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=259 node=N7452 type=observe q_typed_trust_context=1.511235 sequence=761.723068
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=260 node=N2255 type=observe q_typed_trust_context=3.541038 sequence=765.264106
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=261 node=N2216 type=observe q_typed_trust_context=4.255214 sequence=769.519320
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=262 node=N4367 type=control0 q_typed_trust_context=1.149254 sequence=770.668574
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=263 node=N4532 type=control0 q_typed_trust_context=6.282729 sequence=776.951303
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=264 node=N4442 type=control0 q_typed_trust_context=6.899265 sequence=783.850568
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=265 node=N4359 type=control0 q_typed_trust_context=6.619727 sequence=790.470295
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=266 node=N717 type=observe q_typed_trust_context=6.009469 sequence=796.479764
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=267 node=N2218 type=observe q_typed_trust_context=6.046484 sequence=802.526248
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=268 node=N2243 type=observe q_typed_trust_context=1.918575 sequence=804.444823
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=269 node=N5726 type=control1 q_typed_trust_context=6.670000 sequence=811.114823
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=270 node=N764 type=observe q_typed_trust_context=3.021947 sequence=814.136770
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=271 node=N2183 type=observe q_typed_trust_context=6.188112 sequence=820.324882
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=272 node=N733 type=observe q_typed_trust_context=2.589851 sequence=822.914734
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=273 node=N2203 type=observe q_typed_trust_context=6.025897 sequence=828.940630
[b15-round5/prefix_cql_sa/epoch_012/q_typed_trust_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=274 node=N4469 type=control0 q_typed_trust_context=3.471421 sequence=832.412052
