[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 budgets=iscas99__b15_1:278
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T04:45:25 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=135 node=N3180 type=control1 q_typed_residual_context=1.834691 sequence=416.242423
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=136 node=N3295 type=control1 q_typed_residual_context=1.353012 sequence=417.595435
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N3467 type=control1 q_typed_residual_context=1.302266 sequence=418.897701
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N630 type=control1 q_typed_residual_context=1.158419 sequence=420.056120
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N578 type=observe q_typed_residual_context=1.016768 sequence=421.072888
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_residual_context=2.511369 sequence=423.584258
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N7424 type=control1 q_typed_residual_context=1.390933 sequence=424.975191
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N6533 type=observe q_typed_residual_context=1.131094 sequence=426.106285
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N649 type=control1 q_typed_residual_context=1.070747 sequence=427.177032
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N2106 type=observe q_typed_residual_context=0.943258 sequence=428.120290
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_residual_context=1.006816 sequence=429.127106
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N764 type=observe q_typed_residual_context=0.701959 sequence=429.829065
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N714 type=observe q_typed_residual_context=0.830637 sequence=430.659702
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N725 type=observe q_typed_residual_context=1.176177 sequence=431.835879
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N7454 type=observe q_typed_residual_context=0.897886 sequence=432.733765
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N2149 type=observe q_typed_residual_context=1.028425 sequence=433.762190
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N1411 type=control0 q_typed_residual_context=0.917987 sequence=434.680177
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N7402 type=observe q_typed_residual_context=0.728791 sequence=435.408967
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N7588 type=control1 q_typed_residual_context=0.895605 sequence=436.304572
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N5740 type=observe q_typed_residual_context=1.572035 sequence=437.876607
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N712 type=observe q_typed_residual_context=2.256136 sequence=440.132744
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N6534 type=observe q_typed_residual_context=1.991089 sequence=442.123833
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N759 type=observe q_typed_residual_context=0.774996 sequence=442.898829
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N723 type=observe q_typed_residual_context=0.761726 sequence=443.660555
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N705 type=observe q_typed_residual_context=1.476624 sequence=445.137179
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N1607 type=control1 q_typed_residual_context=1.587417 sequence=446.724596
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N647 type=control1 q_typed_residual_context=1.483313 sequence=448.207909
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N642 type=control1 q_typed_residual_context=0.894138 sequence=449.102047
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N5356 type=observe q_typed_residual_context=0.977290 sequence=450.079338
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N3525 type=control1 q_typed_residual_context=0.735217 sequence=450.814554
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N771 type=observe q_typed_residual_context=0.687979 sequence=451.502534
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N763 type=observe q_typed_residual_context=0.948548 sequence=452.451081
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N706 type=observe q_typed_residual_context=1.847311 sequence=454.298392
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N1586 type=control1 q_typed_residual_context=1.226103 sequence=455.524495
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N5473 type=observe q_typed_residual_context=1.112019 sequence=456.636514
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N715 type=observe q_typed_residual_context=1.257810 sequence=457.894324
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N7437 type=observe q_typed_residual_context=1.053076 sequence=458.947400
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N1879 type=observe q_typed_residual_context=1.389357 sequence=460.336757
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N5422 type=observe q_typed_residual_context=0.714606 sequence=461.051363
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N703 type=observe q_typed_residual_context=1.375450 sequence=462.426813
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N2652 type=control1 q_typed_residual_context=2.180499 sequence=464.607312
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N5878 type=observe q_typed_residual_context=2.036190 sequence=466.643502
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N679 type=observe q_typed_residual_context=1.537877 sequence=468.181379
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N5875 type=observe q_typed_residual_context=2.496740 sequence=470.678120
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N7614 type=observe q_typed_residual_context=1.953636 sequence=472.631756
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N5456 type=observe q_typed_residual_context=1.999568 sequence=474.631324
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N7432 type=observe q_typed_residual_context=2.464820 sequence=477.096144
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N5439 type=observe q_typed_residual_context=1.659344 sequence=478.755488
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N7439 type=observe q_typed_residual_context=2.157692 sequence=480.913180
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N699 type=observe q_typed_residual_context=1.647978 sequence=482.561158
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N5202 type=observe q_typed_residual_context=2.512881 sequence=485.074039
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N5390 type=observe q_typed_residual_context=6.284441 sequence=491.358480
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N5373 type=observe q_typed_residual_context=6.032423 sequence=497.390903
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N1599 type=observe q_typed_residual_context=5.269630 sequence=502.660532
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N5334 type=observe q_typed_residual_context=3.649000 sequence=506.309532
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N6685 type=observe q_typed_residual_context=3.383042 sequence=509.692575
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N7382 type=observe q_typed_residual_context=1.127601 sequence=510.820176
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N758 type=observe q_typed_residual_context=6.377437 sequence=517.197613
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N708 type=observe q_typed_residual_context=6.745835 sequence=523.943448
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N719 type=observe q_typed_residual_context=1.970874 sequence=525.914322
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N734 type=observe q_typed_residual_context=5.575640 sequence=531.489962
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N686 type=observe q_typed_residual_context=5.079922 sequence=536.569884
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N7383 type=observe q_typed_residual_context=2.231995 sequence=538.801879
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N1351 type=observe q_typed_residual_context=2.044307 sequence=540.846186
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N684 type=observe q_typed_residual_context=2.091619 sequence=542.937806
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N7380 type=observe q_typed_residual_context=1.752985 sequence=544.690790
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N2159 type=observe q_typed_residual_context=0.532661 sequence=545.223452
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N6673 type=observe q_typed_residual_context=1.637482 sequence=546.860934
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N729 type=observe q_typed_residual_context=1.924075 sequence=548.785009
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N689 type=observe q_typed_residual_context=2.228514 sequence=551.013523
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N2151 type=observe q_typed_residual_context=1.064539 sequence=552.078062
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N7694 type=control0 q_typed_residual_context=0.034554 sequence=552.112616
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N7696 type=control0 q_typed_residual_context=0.035020 sequence=552.147636
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N7473 type=control0 q_typed_residual_context=1.710182 sequence=553.857817
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N6668 type=observe q_typed_residual_context=4.379519 sequence=558.237337
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N2271 type=observe q_typed_residual_context=2.665431 sequence=560.902767
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N7381 type=observe q_typed_residual_context=3.318860 sequence=564.221627
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N5735 type=observe q_typed_residual_context=1.898983 sequence=566.120610
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N8040 type=control0 q_typed_residual_context=0.030585 sequence=566.151195
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N1987 type=observe q_typed_residual_context=0.768833 sequence=566.920028
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N2072 type=observe q_typed_residual_context=2.366928 sequence=569.286956
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N2259 type=observe q_typed_residual_context=6.268613 sequence=575.555569
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N5160 type=observe q_typed_residual_context=5.857904 sequence=581.413472
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N6660 type=observe q_typed_residual_context=3.896452 sequence=585.309925
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N2263 type=observe q_typed_residual_context=3.775695 sequence=589.085620
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N7422 type=observe q_typed_residual_context=5.882054 sequence=594.967674
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N5111 type=observe q_typed_residual_context=3.452909 sequence=598.420583
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N5094 type=observe q_typed_residual_context=2.723813 sequence=601.144396
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N2267 type=observe q_typed_residual_context=5.827758 sequence=606.972154
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N6537 type=observe q_typed_residual_context=6.820502 sequence=613.792656
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N1598 type=observe q_typed_residual_context=1.829200 sequence=615.621857
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N6682 type=observe q_typed_residual_context=4.469597 sequence=620.091454
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N2251 type=observe q_typed_residual_context=7.159061 sequence=627.250515
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N696 type=observe q_typed_residual_context=7.478972 sequence=634.729487
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N7443 type=observe q_typed_residual_context=4.841113 sequence=639.570600
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N2247 type=observe q_typed_residual_context=3.223408 sequence=642.794009
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N697 type=observe q_typed_residual_context=6.313390 sequence=649.107398
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N6656 type=observe q_typed_residual_context=6.363592 sequence=655.470991
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N695 type=observe q_typed_residual_context=3.340420 sequence=658.811410
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N732 type=observe q_typed_residual_context=4.759101 sequence=663.570511
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N7444 type=observe q_typed_residual_context=5.305224 sequence=668.875735
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N7452 type=observe q_typed_residual_context=6.324743 sequence=675.200478
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N1352 type=observe q_typed_residual_context=2.732640 sequence=677.933117
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N680 type=observe q_typed_residual_context=4.155001 sequence=682.088118
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N2216 type=observe q_typed_residual_context=4.163307 sequence=686.251425
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N7855 type=control0 q_typed_residual_context=2.620778 sequence=688.872203
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N6658 type=observe q_typed_residual_context=1.727497 sequence=690.599700
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N2255 type=observe q_typed_residual_context=1.918378 sequence=692.518078
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N2218 type=observe q_typed_residual_context=4.700259 sequence=697.218336
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N4900 type=observe q_typed_residual_context=2.630772 sequence=699.849109
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N717 type=observe q_typed_residual_context=3.756519 sequence=703.605627
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N8052 type=control0 q_typed_residual_context=0.372800 sequence=703.978427
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N6678 type=observe q_typed_residual_context=1.012013 sequence=704.990441
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N2203 type=observe q_typed_residual_context=7.021200 sequence=712.011641
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N733 type=observe q_typed_residual_context=6.829986 sequence=718.841627
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N2185 type=observe q_typed_residual_context=6.825472 sequence=725.667099
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N2205 type=observe q_typed_residual_context=5.657119 sequence=731.324218
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N735 type=observe q_typed_residual_context=4.035916 sequence=735.360134
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N7440 type=observe q_typed_residual_context=4.222181 sequence=739.582315
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N8046 type=control0 q_typed_residual_context=0.197096 sequence=739.779411
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N7698 type=control0 q_typed_residual_context=0.239880 sequence=740.019291
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N6677 type=observe q_typed_residual_context=2.803517 sequence=742.822807
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N2201 type=observe q_typed_residual_context=4.064675 sequence=746.887483
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N2226 type=observe q_typed_residual_context=6.033363 sequence=752.920846
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N1348 type=observe q_typed_residual_context=5.778313 sequence=758.699159
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N752 type=observe q_typed_residual_context=1.701211 sequence=760.400370
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N2222 type=observe q_typed_residual_context=7.076952 sequence=767.477322
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N2212 type=observe q_typed_residual_context=7.097919 sequence=774.575241
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N1347 type=observe q_typed_residual_context=5.847282 sequence=780.422523
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N8470 type=observe q_typed_residual_context=6.840323 sequence=787.262847
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N2214 type=observe q_typed_residual_context=6.247891 sequence=793.510738
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N4460 type=control0 q_typed_residual_context=0.772482 sequence=794.283220
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N6680 type=observe q_typed_residual_context=2.777117 sequence=797.060337
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N2220 type=observe q_typed_residual_context=5.922168 sequence=802.982505
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N730 type=observe q_typed_residual_context=5.443426 sequence=808.425931
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N2207 type=observe q_typed_residual_context=6.949871 sequence=815.375802
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=271 node=N4758 type=observe q_typed_residual_context=6.665276 sequence=822.041077
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=272 node=N6684 type=observe q_typed_residual_context=5.669903 sequence=827.710980
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=273 node=N4774 type=observe q_typed_residual_context=4.093968 sequence=831.804948
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=274 node=N4766 type=observe q_typed_residual_context=6.844383 sequence=838.649331
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=275 node=N2209 type=observe q_typed_residual_context=5.596272 sequence=844.245603
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=276 node=N685 type=observe q_typed_residual_context=6.490501 sequence=850.736104
[b15-round5/prefix_rank/best_final_horizon/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=277 node=N4790 type=observe q_typed_residual_context=6.644287 sequence=857.380391
