[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:48 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/prefix_toplist_sa/epoch_012/q_typed_residual_context/alpha_0p10_decay_16
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:48 budgets=iscas99__b15_1:278
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:48 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [gmean] 2026-07-21T05:05:48 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=132 node=N520 type=control1 q_typed_residual_context=1.792989 sequence=364.904731
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=133 node=N610 type=control1 q_typed_residual_context=1.437118 sequence=366.341850
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=134 node=N6533 type=observe q_typed_residual_context=0.708683 sequence=367.050533
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=135 node=N7679 type=observe q_typed_residual_context=0.774650 sequence=367.825183
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=136 node=N2106 type=observe q_typed_residual_context=3.684183 sequence=371.509366
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=137 node=N5876 type=observe q_typed_residual_context=4.272097 sequence=375.781462
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=138 node=N645 type=control1 q_typed_residual_context=1.730657 sequence=377.512120
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=139 node=N7402 type=observe q_typed_residual_context=2.762365 sequence=380.274485
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=140 node=N2149 type=observe q_typed_residual_context=1.985059 sequence=382.259544
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=141 node=N636 type=control1 q_typed_residual_context=1.657446 sequence=383.916990
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=142 node=N7421 type=control1 q_typed_residual_context=6.409877 sequence=390.326866
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=143 node=N616 type=control1 q_typed_residual_context=1.946278 sequence=392.273144
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=144 node=N5356 type=observe q_typed_residual_context=6.761032 sequence=399.034176
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=145 node=N712 type=observe q_typed_residual_context=3.606350 sequence=402.640526
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=146 node=N7614 type=observe q_typed_residual_context=1.114408 sequence=403.754934
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=147 node=N6531 type=observe q_typed_residual_context=2.123511 sequence=405.878445
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=148 node=N7385 type=observe q_typed_residual_context=1.861038 sequence=407.739483
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=149 node=N5874 type=observe q_typed_residual_context=2.053833 sequence=409.793316
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=150 node=N723 type=observe q_typed_residual_context=5.176138 sequence=414.969454
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=151 node=N703 type=observe q_typed_residual_context=3.387008 sequence=418.356461
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=152 node=N725 type=observe q_typed_residual_context=4.228873 sequence=422.585334
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=153 node=N714 type=observe q_typed_residual_context=3.596066 sequence=426.181400
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=154 node=N630 type=control1 q_typed_residual_context=2.594994 sequence=428.776395
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=155 node=N642 type=control1 q_typed_residual_context=2.708948 sequence=431.485343
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=156 node=N3295 type=control1 q_typed_residual_context=1.437540 sequence=432.922882
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=157 node=N649 type=control1 q_typed_residual_context=1.121672 sequence=434.044554
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=158 node=N3525 type=control1 q_typed_residual_context=1.123899 sequence=435.168454
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=159 node=N7405 type=observe q_typed_residual_context=0.945653 sequence=436.114106
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=160 node=N5740 type=observe q_typed_residual_context=1.046014 sequence=437.160120
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_residual_context=1.506915 sequence=438.667035
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=162 node=N3410 type=control1 q_typed_residual_context=0.962903 sequence=439.629938
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=163 node=N1607 type=control1 q_typed_residual_context=1.271677 sequence=440.901615
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=164 node=N7627 type=observe q_typed_residual_context=1.445523 sequence=442.347137
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=165 node=N647 type=control1 q_typed_residual_context=4.724535 sequence=447.071672
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=166 node=N1586 type=control1 q_typed_residual_context=1.638969 sequence=448.710641
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=167 node=N3180 type=control1 q_typed_residual_context=1.100076 sequence=449.810716
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=168 node=N3467 type=control1 q_typed_residual_context=1.144204 sequence=450.954921
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=169 node=N2652 type=control1 q_typed_residual_context=0.943533 sequence=451.898454
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=170 node=N7424 type=control1 q_typed_residual_context=1.108356 sequence=453.006809
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=171 node=N771 type=observe q_typed_residual_context=1.041239 sequence=454.048048
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=172 node=N2721 type=control1 q_typed_residual_context=1.755347 sequence=455.803395
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=173 node=N765 type=observe q_typed_residual_context=1.593462 sequence=457.396857
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=174 node=N1688 type=observe q_typed_residual_context=0.694877 sequence=458.091734
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=175 node=N5473 type=observe q_typed_residual_context=1.560566 sequence=459.652300
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=176 node=N706 type=observe q_typed_residual_context=1.844112 sequence=461.496412
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=177 node=N7436 type=observe q_typed_residual_context=1.570521 sequence=463.066933
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=178 node=N705 type=observe q_typed_residual_context=2.263296 sequence=465.330229
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=179 node=N5456 type=observe q_typed_residual_context=1.807572 sequence=467.137801
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=180 node=N6673 type=observe q_typed_residual_context=2.233367 sequence=469.371168
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=181 node=N1987 type=observe q_typed_residual_context=1.493792 sequence=470.864959
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=182 node=N679 type=observe q_typed_residual_context=4.480606 sequence=475.345565
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=183 node=N5439 type=observe q_typed_residual_context=6.835673 sequence=482.181239
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=184 node=N756 type=observe q_typed_residual_context=6.470755 sequence=488.651994
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=185 node=N2580 type=control1 q_typed_residual_context=7.327667 sequence=495.979661
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=186 node=N7439 type=observe q_typed_residual_context=6.849439 sequence=502.829099
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=187 node=N2151 type=observe q_typed_residual_context=2.562933 sequence=505.392032
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=188 node=N719 type=observe q_typed_residual_context=6.061556 sequence=511.453588
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=189 node=N2072 type=observe q_typed_residual_context=5.934446 sequence=517.388034
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=190 node=N734 type=observe q_typed_residual_context=6.194354 sequence=523.582389
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=191 node=N1879 type=observe q_typed_residual_context=6.397195 sequence=529.979584
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=192 node=N5334 type=observe q_typed_residual_context=7.602708 sequence=537.582292
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=193 node=N5422 type=observe q_typed_residual_context=7.079467 sequence=544.661759
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=194 node=N708 type=observe q_typed_residual_context=1.164368 sequence=545.826127
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=195 node=N1598 type=observe q_typed_residual_context=6.426906 sequence=552.253033
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=196 node=N7404 type=observe q_typed_residual_context=6.090917 sequence=558.343951
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=197 node=N6581 type=observe q_typed_residual_context=0.903478 sequence=559.247429
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=198 node=N699 type=observe q_typed_residual_context=6.110337 sequence=565.357766
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=199 node=N759 type=observe q_typed_residual_context=6.179001 sequence=571.536767
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=200 node=N729 type=observe q_typed_residual_context=7.287158 sequence=578.823925
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=201 node=N1351 type=observe q_typed_residual_context=2.024678 sequence=580.848603
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=202 node=N686 type=observe q_typed_residual_context=6.131058 sequence=586.979661
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=203 node=N7381 type=observe q_typed_residual_context=4.800966 sequence=591.780627
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=204 node=N689 type=observe q_typed_residual_context=3.895690 sequence=595.676317
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=205 node=N7380 type=observe q_typed_residual_context=4.017722 sequence=599.694038
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=206 node=N684 type=observe q_typed_residual_context=3.509336 sequence=603.203374
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=207 node=N2243 type=observe q_typed_residual_context=5.496607 sequence=608.699981
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=208 node=N6660 type=observe q_typed_residual_context=4.850736 sequence=613.550717
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=209 node=N7382 type=observe q_typed_residual_context=2.380337 sequence=615.931054
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=210 node=N5160 type=observe q_typed_residual_context=1.812811 sequence=617.743865
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=211 node=N2271 type=observe q_typed_residual_context=3.513211 sequence=621.257076
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=212 node=N2159 type=observe q_typed_residual_context=2.433271 sequence=623.690347
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=213 node=N2259 type=observe q_typed_residual_context=2.162462 sequence=625.852808
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=214 node=N7383 type=observe q_typed_residual_context=3.515216 sequence=629.368025
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=215 node=N6658 type=observe q_typed_residual_context=1.758304 sequence=631.126329
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=216 node=N5111 type=observe q_typed_residual_context=1.101820 sequence=632.228149
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=217 node=N2267 type=observe q_typed_residual_context=3.468158 sequence=635.696307
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=218 node=N5735 type=observe q_typed_residual_context=3.228236 sequence=638.924543
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=219 node=N2263 type=observe q_typed_residual_context=3.674262 sequence=642.598804
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=220 node=N5094 type=observe q_typed_residual_context=4.788027 sequence=647.386831
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=221 node=N6656 type=observe q_typed_residual_context=3.285379 sequence=650.672210
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=222 node=N5373 type=observe q_typed_residual_context=2.032640 sequence=652.704850
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=223 node=N695 type=observe q_typed_residual_context=6.309238 sequence=659.014088
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=224 node=N2251 type=observe q_typed_residual_context=6.949234 sequence=665.963322
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=225 node=N5390 type=observe q_typed_residual_context=4.331401 sequence=670.294724
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=226 node=N696 type=observe q_typed_residual_context=5.658893 sequence=675.953616
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=227 node=N6537 type=observe q_typed_residual_context=3.037133 sequence=678.990750
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=228 node=N7443 type=observe q_typed_residual_context=2.413183 sequence=681.403932
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=229 node=N697 type=observe q_typed_residual_context=4.046609 sequence=685.450542
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=230 node=N7873 type=control1 q_typed_residual_context=6.871689 sequence=692.322231
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=231 node=N6681 type=observe q_typed_residual_context=6.201224 sequence=698.523454
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=232 node=N1352 type=observe q_typed_residual_context=6.249919 sequence=704.773373
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=233 node=N2247 type=observe q_typed_residual_context=6.095658 sequence=710.869031
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=234 node=N2216 type=observe q_typed_residual_context=5.868438 sequence=716.737468
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=235 node=N1599 type=observe q_typed_residual_context=2.864687 sequence=719.602156
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=236 node=N7444 type=observe q_typed_residual_context=5.143342 sequence=724.745497
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=237 node=N680 type=observe q_typed_residual_context=2.055213 sequence=726.800710
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=238 node=N764 type=observe q_typed_residual_context=0.904883 sequence=727.705593
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=239 node=N2218 type=observe q_typed_residual_context=2.931815 sequence=730.637408
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=240 node=N2255 type=observe q_typed_residual_context=5.385672 sequence=736.023080
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=241 node=N7452 type=observe q_typed_residual_context=2.346623 sequence=738.369702
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=242 node=N732 type=observe q_typed_residual_context=4.253633 sequence=742.623335
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=243 node=N2183 type=observe q_typed_residual_context=7.298158 sequence=749.921493
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=244 node=N752 type=observe q_typed_residual_context=1.526580 sequence=751.448073
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=245 node=N2185 type=observe q_typed_residual_context=5.184232 sequence=756.632306
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=246 node=N7391 type=observe q_typed_residual_context=6.280607 sequence=762.912913
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=247 node=N733 type=observe q_typed_residual_context=5.603519 sequence=768.516431
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=248 node=N2205 type=observe q_typed_residual_context=6.390000 sequence=774.906431
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=249 node=N4900 type=observe q_typed_residual_context=5.495210 sequence=780.401641
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=250 node=N717 type=observe q_typed_residual_context=6.098997 sequence=786.500638
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=251 node=N2203 type=observe q_typed_residual_context=6.096998 sequence=792.597636
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=252 node=N6562 type=observe q_typed_residual_context=5.856362 sequence=798.453998
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=253 node=N2201 type=observe q_typed_residual_context=6.157739 sequence=804.611737
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=254 node=N735 type=observe q_typed_residual_context=6.097009 sequence=810.708746
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=255 node=N2226 type=observe q_typed_residual_context=6.078098 sequence=816.786844
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=256 node=N7440 type=observe q_typed_residual_context=4.252299 sequence=821.039143
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=257 node=N2779 type=control1 q_typed_residual_context=3.166549 sequence=824.205692
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=258 node=N6680 type=observe q_typed_residual_context=1.300273 sequence=825.505965
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=259 node=N2220 type=observe q_typed_residual_context=5.470382 sequence=830.976347
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=260 node=N1348 type=observe q_typed_residual_context=6.839127 sequence=837.815474
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=261 node=N2212 type=observe q_typed_residual_context=4.800540 sequence=842.616014
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=262 node=N2214 type=observe q_typed_residual_context=5.717989 sequence=848.334003
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=263 node=N7542 type=control0 q_typed_residual_context=7.360276 sequence=855.694279
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=264 node=N8470 type=observe q_typed_residual_context=6.703168 sequence=862.397448
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=265 node=N1347 type=observe q_typed_residual_context=5.736512 sequence=868.133960
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=266 node=N6582 type=observe q_typed_residual_context=5.849031 sequence=873.982991
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=267 node=N2222 type=observe q_typed_residual_context=6.796284 sequence=880.779275
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=268 node=N2207 type=observe q_typed_residual_context=6.752037 sequence=887.531312
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=269 node=N4766 type=observe q_typed_residual_context=6.560659 sequence=894.091971
[b15-round5/prefix_toplist_sa/epoch_012/q_typed_residual_context/a0.10/d16] [plan iscas99__b15_1] [plan] step=270 node=N6564 type=observe q_typed_residual_context=6.605422 sequence=900.697393
