step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy
71,N2652,control1,0.34485313296318054,-4.021313874721527,0.34485313296318054,0.10457709431648254,4.034116619825363,0.0010457709431648254,-0.16242019832134247,1.1141328811645508,0.10457709431648254,5.891779823899269,-0.025675281882286072,-0.11579161882400513,-0.05664791911840439,30034.56640625,13703.2265625,16331.3408203125,30042.48046875,13700.7666015625,16341.71484375,-0.00026349848485551775,0.00017951690824702382,-0.0006352217751555145,-0.026349848485551775,-1.3488182127475739,5.925491049289703,-2.262850694358349,5.925491049289703,0.10457709431648254,10.943470496684313,0.21207433193922043,0.21207433193922043,cumulative,beam,0.10457709431648254,0.0,hard_fault_cluster
72,N2721,control1,0.3437768816947937,-3.5181546401977535,0.3437768816947937,0.10749723762273788,4.008468103408813,0.0010749723762273789,-0.1646185964345932,1.1145918369293213,0.10749723762273788,6.007621293067932,-0.025677766650915146,-0.1156700849533081,-0.05650031566619873,30042.458984375,13700.77734375,16341.681640625,30061.4296875,13707.5546875,16353.8740234375,-0.0006314630736596882,-0.0004946685512550175,-0.0007460910710506141,-0.06314630736596882,-1.3456875905394554,6.037306442260742,-2.2622543964535,6.037306442260742,0.10749723762273788,11.05096773430705,0.216905377805233,0.216905377805233,cumulative,beam,0.10749723762273788,0.0,hard_fault_cluster
73,N2894,control1,0.343060165643692,-3.414844146966934,0.343060165643692,0.10940814018249512,4.0465218603611,0.0010940814018249511,-0.1659553200006485,1.1151440143585205,0.10940814018249512,6.04186967432499,-0.02569539286196232,-0.1156783327460289,-0.05644740164279938,30061.41015625,13707.57421875,16353.8349609375,30083.6328125,13717.533203125,16366.1005859375,-0.0007392419502139091,-0.0007265314925462008,-0.0007500151987187564,-0.07392419502139091,-1.3449871316552162,6.066712553501129,-2.263401247560978,6.066712553501129,0.10940814018249512,11.160375874489546,0.22025665640830994,0.22025665640830994,cumulative,beam,0.10940814018249512,0.0,hard_fault_cluster
74,N2952,control1,0.3424394130706787,-3.4601130628585812,0.3424394130706787,0.11084851622581482,4.05982540845871,0.001108485162258148,-0.1668388992547989,1.1158311367034912,0.11084851622581482,6.053842867612838,-0.025711186230182648,-0.11570288240909576,-0.05641959607601166,30083.609375,13717.54296875,16366.06640625,30105.7890625,13727.8974609375,16377.892578125,-0.0007372681866399944,-0.0007548357825726271,-0.0007226031739264727,-0.07372681866399944,-1.3444389700889587,6.073152532577515,-2.2644487097859383,6.073152532577515,0.11084851622581482,11.27122439071536,0.2228662595152855,0.2228662595152855,cumulative,beam,0.11084851622581482,0.0,hard_fault_cluster
75,N2779,control1,0.3418823480606079,-3.4225779747962948,0.3418823480606079,0.11201774328947067,4.081132000684739,0.0011201774328947068,-0.1674817055463791,1.1165491342544556,0.11201774328947067,6.073018800616264,-0.02572430670261383,-0.11572372168302536,-0.05639701336622238,30105.74609375,13727.89453125,16377.8505859375,30125.671875,13737.4443359375,16388.2265625,-0.000661859754472971,-0.0006956496508792043,-0.0006335371290333569,-0.0661859754472971,-1.3438637927174568,6.088658909797668,-2.2652889508754015,6.088658909797668,0.11201774328947067,11.383242134004831,0.2249314859509468,0.2249314859509468,cumulative,beam,0.11201774328947067,0.0,hard_fault_cluster
76,N2837,control1,0.34142976999282837,-3.3435678565502167,0.34142976999282837,0.11291374266147614,4.099074107408524,0.0011291374266147614,-0.16792140901088715,1.1172659397125244,0.11291374266147614,6.089166696667671,-0.025739699602127075,-0.11576420068740845,-0.05638880282640457,30125.67578125,13737.4658203125,16388.208984375,30141.708984375,13745.634765625,16396.07421875,-0.0005322105716913939,-0.0005946471937932074,-0.00047993252519518137,-0.053221057169139385,-1.343790277838707,6.103953464031219,-2.2664250396192074,6.103953464031219,0.11291374266147614,11.496155876666307,0.22650882601737976,0.22650882601737976,cumulative,beam,0.11291374266147614,0.0,hard_fault_cluster
77,N3009,control1,0.34106767177581787,-3.2666665399074555,0.34106767177581787,0.11359508335590363,4.119463175535203,0.0011359508335590362,-0.16820590198040009,1.1179684400558472,0.11359508335590363,6.107516857981682,-0.02575787529349327,-0.11582544445991516,-0.05639448016881943,30141.658203125,13745.638671875,16396.01953125,30155.1953125,13752.9072265625,16402.2890625,-0.00044911628356203437,-0.0005287898820824921,-0.00038238128763623536,-0.04491162835620344,-1.3442240059375763,6.120725934505462,-2.2678966484963894,6.120725934505462,0.11359508335590363,11.609750960022211,0.22776500135660172,0.22776500135660172,cumulative,beam,0.11359508335590363,0.0,hard_fault_cluster
78,N3067,control1,0.3407566547393799,-3.248772122859955,0.3407566547393799,0.11416991800069809,4.137808418273925,0.0011416991800069808,-0.1684141308069229,1.1186347007751465,0.11416991800069809,6.124027576446533,-0.02577592059969902,-0.11588748544454575,-0.05640152841806412,30155.201171875,13752.931640625,16402.26953125,30167.3046875,13759.5859375,16407.71875,-0.00040137406904250383,-0.00048384570982307196,-0.0003322234551887959,-0.04013740690425038,-1.3447874411940575,6.133396506309509,-2.269390905275941,6.133396506309509,0.11416991800069809,11.72392087802291,0.2288176715373993,0.2288176715373993,cumulative,beam,0.11416991800069809,0.0,hard_fault_cluster
79,N2314,control1,0.3405015468597412,-3.2218557906150815,0.3405015468597412,0.1146477535367012,4.145632344484329,0.001146477535367012,-0.16855399310588837,1.1192514896392822,0.1146477535367012,6.131069110035896,-0.025795672088861465,-0.11595771461725235,-0.05641190707683563,30166.03125,13758.087890625,16407.943359375,30177.17578125,13764.5302734375,16412.64453125,-0.0003694397455547005,-0.00046826148172840476,-0.00028651804313994944,-0.03694397455547005,-1.3456679657101631,6.139710268974304,-2.2710923980921507,6.139710268974304,0.1146477535367012,11.83856863155961,0.22764668613672256,0.22764668613672256,cumulative,beam,0.1146477535367012,0.0,hard_fault_cluster
80,N715,control1,0.3420819044113159,-2.1892567205429074,0.3420819044113159,0.11299893260002136,4.2829843163490295,0.0011299893260002137,-0.16727222502231598,1.1206779479980469,0.11299893260002136,6.254685884714126,-0.026071108877658844,-0.11765338480472565,-0.05737464874982834,30176.728515625,13765.06640625,16411.662109375,30189.068359375,13783.267578125,16405.80078125,-0.0004089192079845816,-0.0013222726993262768,0.00035714407567866147,-0.04089192079845816,-1.3734340071678162,6.2769788646697995,-2.2986916676163673,6.2769788646697995,0.11299893260002136,11.951567564159632,0.22783680260181427,0.22783680260181427,cumulative,beam,0.11299893260002136,0.0,hard_fault_cluster
81,N7555,control1,0.34139421582221985,-3.313391439914703,0.34139421582221985,0.11483787000179291,4.09554768204689,0.001148378700017929,-0.16802941262722015,1.121427297592163,0.11483787000179291,6.085992913842201,-0.02601931244134903,-0.11726662516593933,-0.0571160614490509,30187.654296875,13783.333984375,16404.3203125,30186.919921875,13780.951171875,16405.96875,2.4326996935997158e-05,0.0001728763454593718,-0.00010048801050288603,0.002432699693599716,-1.365666076540947,6.103104100227355,-2.292864952236414,6.103104100227355,0.11483787000179291,12.066405434161425,0.2274705469608307,0.2274705469608307,cumulative,beam,0.11483787000179291,0.0,hard_fault_cluster
82,N652,control1,0.3416484594345093,-2.815081647634506,0.3416484594345093,0.11263267695903778,4.181894600391389,0.0011263267695903777,-0.1659761518239975,1.1230072975158691,0.11263267695903778,6.163705140352249,-0.02613358199596405,-0.11794191598892212,-0.057483285665512085,30194.103515625,13781.60546875,16412.498046875,30202.69921875,13795.8212890625,16406.87890625,-0.0002846815041266382,-0.0010315068066120148,0.00034236960345879197,-0.028468150412663817,-1.377718225121498,6.1822810149192815,-2.3044482059776783,6.1822810149192815,0.11263267695903778,12.179038111120462,0.22369204461574554,0.22369204461574554,cumulative,beam,0.11263267695903778,0.0,hard_fault_cluster
83,N555,control1,0.34163716435432434,-2.8930980670452118,0.34163716435432434,0.11105936765670776,4.1453837811946865,0.0011105936765670775,-0.16421447694301605,1.1248586177825928,0.11105936765670776,6.130845403075218,-0.026226498186588287,-0.1184806227684021,-0.0577700212597847,30204.943359375,13797.791015625,16407.15234375,30206.826171875,13807.275390625,16399.55078125,-6.233458407223225e-05,-0.0006873835809528828,0.0004633078642655164,-0.006233458407223225,-1.3867318332195282,6.155063102245331,-2.3136703222990036,6.155063102245331,0.11105936765670776,12.29009747877717,0.2213464006781578,0.2213464006781578,cumulative,beam,0.11105936765670776,0.0,hard_fault_cluster
84,N702,observe,0.3389850854873657,-3.174948468208313,0.3389850854873657,0.11013343185186386,6.043757951259614,0.0011013343185186386,-0.16325953602790833,1.1281133890151978,0.11013343185186386,5.949382156133652,-0.026542963460087776,-0.11960320174694061,-0.05793309956789017,30200.6953125,13804.1669921875,16396.52734375,30164.34375,13800.2431640625,16364.099609375,0.001203666441142559,0.00028424954507499933,0.001977719599381089,0.1203666441142559,-1.416049525141716,5.942421350479126,-2.344734640792012,5.942421350479126,0.11013343185186386,12.400230910629034,0.2314513549208641,0.2314513549208641,cumulative,beam,0.11013343185186386,0.0,hard_fault_cluster
85,N1854,observe,0.33310702443122864,-4.191557578444481,0.33310702443122864,0.12131792306900024,5.583489173650742,0.0012131792306900025,-0.16804324090480804,1.1295650005340576,0.12131792306900024,5.91,-0.026437006890773773,-0.11768823862075806,-0.05612056702375412,30161.0625,13800.8876953125,16360.173828125,30015.0625,13709.1708984375,16305.890625,0.004840678069740534,0.006645717192441225,0.003318008966743946,0.4840678069740534,-1.3928177654743195,5.879999999999999,-2.330979958176613,5.879999999999999,0.12131792306900024,12.521548833698034,0.23907680064439774,0.23907680064439774,cumulative,beam,0.12131792306900024,0.0,hard_fault_cluster
86,N556,control1,0.3370744585990906,-2.433108639717102,0.3370744585990906,0.11775887757539749,4.338585662841798,0.001177588775753975,-0.16525675356388092,1.129366159439087,0.11775887757539749,6.304727096557618,-0.02651563659310341,-0.11881464719772339,-0.05712907761335373,30026.9453125,13712.390625,16314.5546875,30106.078125,13759.5625,16346.5146484375,-0.0026353932917118073,-0.0034400911536067724,-0.001958984648808837,-0.2635393291711807,-1.4044386222958565,6.301315431594848,-2.33978240005672,6.301315431594848,0.11775887757539749,12.639307711273432,0.23318853229284286,0.23318853229284286,cumulative,beam,0.11775887757539749,0.0,hard_fault_cluster
87,N6842,observe,0.3414377272129059,-0.6243986773490904,0.3414377272129059,0.11542965471744537,4.60219622850418,0.0011542965471744537,-0.16438773274421692,1.1285309791564941,0.11542965471744537,6.541976605653763,-0.02646956965327263,-0.11904376745223999,-0.057553671300411224,30095.548828125,13756.439453125,16339.109375,30122.859375,13781.748046875,16341.111328125,-0.0009074613335542381,-0.0018397633684799075,-0.0001225252344738692,-0.09074613335542381,-1.4029963314533234,6.55659842967987,-2.335966806858778,6.55659842967987,0.11542965471744537,12.754737365990877,0.22793647646903992,0.22793647646903992,cumulative,beam,0.11542965471744537,0.0,hard_fault_cluster
88,N516,control1,0.3399474322795868,-2.877599046230316,0.3399474322795868,0.11250682175159454,3.9211716175079347,0.0011250682175159455,-0.163502499461174,1.128732442855835,0.11250682175159454,5.929054455757141,-0.026526398956775665,-0.11954037845134735,-0.0579199343919754,30140.41796875,13787.048828125,16353.369140625,30157.13671875,13801.9677734375,16355.1689453125,-0.0005546953761950135,-0.001082098577171564,-0.00011005711712641641,-0.05546953761950135,-1.411400631070137,6.0112569570541385,-2.342330079525709,6.0112569570541385,0.11250682175159454,12.867244187742472,0.22386865317821503,0.22386865317821503,cumulative,beam,0.11250682175159454,0.0,hard_fault_cluster
89,N6806,observe,0.34316733479499817,-0.7604631710052489,0.34316733479499817,0.11136175692081451,4.5535052001476295,0.0011136175692081452,-0.16320671141147614,1.128416657447815,0.11136175692081451,6.498154680132865,-0.026454046368598938,-0.11945420503616333,-0.0580773651599884,30140.56640625,13797.1396484375,16343.427734375,30149.640625,13809.05078125,16340.58984375,-0.00030106332269497216,-0.0008633044781163335,0.00017364109226036817,-0.030106332269497216,-1.4056262224912643,6.5187894821166985,-2.3354600332677364,6.5187894821166985,0.11136175692081451,12.978605944663286,0.220577672123909,0.220577672123909,cumulative,beam,0.11136175692081451,0.0,hard_fault_cluster
90,N519,control1,0.3412232995033264,-2.8918626248836516,0.3412232995033264,0.10921591520309448,4.185425239801407,0.0010921591520309448,-0.16266386210918427,1.1287920475006104,0.10921591520309448,6.166882715821266,-0.02650574967265129,-0.11980897188186646,-0.05829974263906479,30164.6640625,13813.0244140625,16351.640625,30175.45703125,13822.2158203125,16353.2412109375,-0.0003578017349354923,-0.0006654158933088183,-9.78853422566317e-05,-0.03578017349354923,-1.4125670045614243,6.180933969020844,-2.341072976589203,6.180933969020844,0.10921591520309448,13.08782185986638,0.21791234612464905,0.21791234612464905,cumulative,beam,0.10921591520309448,0.0,hard_fault_cluster
91,N6814,observe,0.3441583514213562,-0.826718542575836,0.3441583514213562,0.10869643092155457,4.525595149397851,0.0010869643092155457,-0.16257719695568085,1.1286534070968628,0.10869643092155457,6.473035634458065,-0.026431646198034286,-0.11963842809200287,-0.058366984128952026,30161.28125,13818.509765625,16342.771484375,30166.68359375,13826.240234375,16340.443359375,-0.00017911518807522953,-0.0005594285321421921,0.00014245594502426684,-0.017911518807522953,-1.4058147817850113,6.49767098903656,-2.3338271602988243,6.49767098903656,0.10869643092155457,13.196518290787935,0.2164202332496643,0.2164202332496643,cumulative,beam,0.10869643092155457,0.0,hard_fault_cluster
92,N510,control1,0.3419775366783142,-2.1252812230587006,0.3419775366783142,0.10696729272603989,4.529303056001663,0.001069672927260399,-0.16214129328727722,1.1290063858032227,0.10696729272603989,6.243833758234977,-0.026492761448025703,-0.11997382342815399,-0.05853395164012909,30180.98828125,13830.328125,16350.66015625,30189.837890625,13837.01953125,16352.818359375,-0.00029321800684556365,-0.00048382123350165784,-0.00013199486420489848,-0.029321800684556365,-1.4133024662733078,6.263690180778503,-2.3402827251702547,6.263690180778503,0.10696729272603989,13.303485583513975,0.2145981267094612,0.2145981267094612,cumulative,beam,0.10696729272603989,0.0,hard_fault_cluster
93,N7386,observe,0.3437504470348358,-1.2209258317947387,0.3437504470348358,0.10763083398342133,4.441007107496262,0.0010763083398342133,-0.16369079053401947,1.1292879581451416,0.10763083398342133,6.396906396746635,-0.026464764028787613,-0.11996729671955109,-0.058625489473342896,30175.5703125,13833.19140625,16342.37890625,30180.25390625,13839.2294921875,16341.0234375,-0.00015521144086960703,-0.00043649261351674795,8.294195140479133e-05,-0.015521144086960703,-1.4095576107501984,6.424540205001831,-2.3372467048466206,6.424540205001831,0.10763083398342133,13.411116417497396,0.21412920951843262,0.21412920951843262,cumulative,beam,0.10763083398342133,0.0,hard_fault_cluster
94,N513,control1,0.3421723544597626,-2.0052412408590317,0.3421723544597626,0.10642506182193756,4.807660633325577,0.0010642506182193755,-0.162590891122818,1.1298407316207886,0.10642506182193756,6.21654011964798,-0.026547541841864586,-0.12041231989860535,-0.05884106457233429,30199.35546875,13843.71484375,16355.640625,30206.35546875,13848.4169921875,16357.939453125,-0.00023179301933851093,-0.00033965945476666093,-0.00014055261272005737,-0.023179301933851093,-1.4184883907437325,6.239608700275421,-2.345687735825777,6.239608700275421,0.10642506182193756,13.517541479319334,0.21288315206766129,0.21288315206766129,cumulative,beam,0.10642506182193756,0.0,hard_fault_cluster
95,N6821,observe,0.3449843227863312,-0.5728038883209227,0.3449843227863312,0.10645809024572372,4.5465439647436146,0.0010645809024572373,-0.16236816346645355,1.1298205852508545,0.10645809024572372,6.491889568269253,-0.026477918028831482,-0.12020637094974518,-0.05885203927755356,30187.5546875,13843.8515625,16343.7041015625,30188.529296875,13847.0546875,16341.474609375,-3.228513742215e-05,-0.0002313752775080502,0.00013641291297972202,-0.003228513742215,-1.41151312738657,6.523157014846801,-2.3387221340090036,6.523157014846801,0.10645809024572372,13.623999569565058,0.21155370026826859,0.21155370026826859,cumulative,beam,0.10645809024572372,0.0,hard_fault_cluster
96,N507,control1,0.3427795469760895,-3.039787764251232,0.3427795469760895,0.10500427335500717,4.798950985074043,0.0010500427335500718,-0.16196589171886444,1.1300115585327148,0.10500427335500717,6.026560086607933,-0.0265404861420393,-0.12050126492977142,-0.05896761268377304,30209.931640625,13852.1298828125,16357.8017578125,30213.13671875,13854.849609375,16358.287109375,-0.00010609352466417477,-0.00019633995543699712,-2.9670953153981827e-05,-0.010609352466417477,-1.4190327823162079,6.048029210567474,-2.3452946562319994,6.048029210567474,0.10500427335500717,13.729003842920065,0.2101142257452011,0.2101142257452011,cumulative,beam,0.10500427335500717,0.0,hard_fault_cluster
97,N6846,observe,0.3454676866531372,-0.7758793687820433,0.3454676866531372,0.10510995239019394,4.514282089471817,0.0010510995239019394,-0.16190467774868011,1.1300692558288574,0.10510995239019394,6.462853880524635,-0.026462607085704803,-0.12024500966072083,-0.058950334787368774,30192.001953125,13849.921875,16342.080078125,30189.162109375,13851.6171875,16337.544921875,9.405946912011132e-05,-0.00012240592332091182,0.000277514016488567,0.009405946912011132,-1.411081500351429,6.492777013778687,-2.3374659065157175,6.492777013778687,0.10510995239019394,13.834113795310259,0.20905593782663345,0.20905593782663345,cumulative,beam,0.10510995239019394,0.0,hard_fault_cluster
98,N6810,observe,0.3462744951248169,-0.9614370572566985,0.3462744951248169,0.10394598543643951,4.508422267436982,0.0010394598543643952,-0.16204379498958588,1.1292695999145508,0.10394598543643951,6.457580040693283,-0.026409637182950974,-0.12007051706314087,-0.05893833190202713,30189.1953125,13851.5078125,16337.6875,30187.33203125,13854.880859375,16332.4521484375,6.172013672767207e-05,-0.0002435147762298584,0.00032044629915617406,0.006172013672767207,-1.407748132944107,6.480243604183197,-2.3326598219573498,6.480243604183197,0.10394598543643951,13.938059780746698,0.21761014312505722,0.21761014312505722,cumulative,beam,0.10394598543643951,0.0,hard_fault_cluster
99,N1853,observe,0.33726197481155396,-3.9000000000000004,0.33726197481155396,0.1136641576886177,6.0,0.0011366415768861771,-0.16760772466659546,1.1307047605514526,0.1136641576886177,5.91,-0.026358626782894135,-0.11823228001594543,-0.05701912194490433,30186.53125,13854.98046875,16331.5517578125,30054.83203125,13764.1142578125,16290.71875,0.004362847190350294,0.00655837869271636,0.0025002527981996536,0.4362847190350294,-1.391493760049343,5.879999999999999,-2.324770448729396,5.879999999999999,0.1136641576886177,14.051723938435316,0.22390851378440857,0.22390851378440857,cumulative,beam,0.1136641576886177,0.0,hard_fault_cluster
100,N515,control1,0.3402113914489746,-2.791980446726084,0.3402113914489746,0.11024435609579086,5.33230124861002,0.0011024435609579086,-0.16455389559268951,1.1309064626693726,0.11024435609579086,6.145321472883224,-0.026479333639144897,-0.11939908564090729,-0.057924993336200714,30073.669921875,13767.3671875,16306.302734375,30147.337890625,13809.2578125,16338.080078125,-0.0024495834950357676,-0.0030427477322518826,-0.0019487767713144422,-0.24495834950357676,-1.4067825451493263,6.1315297460556035,-2.337645659223199,6.1315297460556035,0.11024435609579086,14.161968294531107,0.21999851614236832,0.21999851614236832,cumulative,beam,0.11024435609579086,0.0,hard_fault_cluster
101,N888,control1,0.3408092260360718,-3.7148967628926037,0.3408092260360718,0.10975416004657745,4.9310726158320906,0.0010975416004657746,-0.16412341594696045,1.1311523914337158,0.10975416004657745,5.936854984760284,-0.026492014527320862,-0.11965405941009521,-0.05817136913537979,30132.345703125,13807.2578125,16325.087890625,30156.953125,13821.271484375,16335.681640625,-0.0008166447514668107,-0.001014949637465179,-0.0006489245570264757,-0.08166447514668107,-1.408294901251793,5.944263153076172,-2.338974814862013,5.944263153076172,0.10975416004657745,14.271722454577684,0.22210808843374252,0.22210808843374252,cumulative,beam,0.10975416004657745,0.0,hard_fault_cluster
102,N7531,control1,0.3401722013950348,-5.339804546833038,0.3401722013950348,0.11235392838716507,3.7269122958183294,0.0011235392838716508,-0.16618956625461578,1.1303951740264893,0.11235392838716507,5.7542210662364965,-0.026385251432657242,-0.11907412111759186,-0.0578865185379982,30154.99609375,13820.11328125,16334.8837890625,30170.90234375,13819.58203125,16351.3203125,-0.0005274830618873239,3.84403501811903e-05,-0.0010062222136184573,-0.052748306188732386,-1.3957760408520699,5.769844517707824,-2.3278378676623106,5.769844517707824,0.11235392838716507,14.38407638296485,0.23664600402116776,0.23664600402116776,cumulative,beam,0.11235392838716507,0.0,hard_fault_cluster
103,N6870,control1,0.33126410841941833,-3.9000000000000004,0.33126410841941833,0.12429207563400269,6.0,0.0012429207563400269,-0.17205403745174408,1.1360454559326172,0.12429207563400269,5.91,-0.026643801480531693,-0.11849395185709,-0.05630956590175629,30170.54296875,13819.919921875,16350.6240234375,30020.87109375,13705.986328125,16314.8857421875,0.0049608610570430756,0.008244156837463379,0.002185744233429432,0.49608610570430756,-1.4040426164865494,5.879999999999999,-2.3492957651615143,5.879999999999999,0.12429207563400269,14.508368458598852,0.2578766942024231,0.2578766942024231,cumulative,beam,0.12429207563400269,0.0,hard_fault_cluster
104,N6876,control1,0.3271300792694092,-3.675602219104767,0.3271300792694092,0.1335846185684204,3.374875354766846,0.001335846185684204,-0.17495101690292358,1.1406457424163818,0.1335846185684204,3.467080047130585,-0.026868760585784912,-0.11847905069589615,-0.05549704283475876,30020.32421875,13705.8779296875,16314.447265625,29947.744140625,13639.68359375,16308.060546875,0.002417698036879301,0.004829631187021732,0.0003914762637577951,0.2417698036879301,-1.412645697593689,5.506731956005097,-2.3683184683322906,5.506731956005097,0.1335846185684204,14.641953077167273,0.2624690532684326,0.2624690532684326,cumulative,beam,0.1335846185684204,0.0,hard_fault_cluster
105,N892,control1,0.33443570137023926,-1.198728669732809,0.33443570137023926,0.1288844347000122,1.7315861508250237,0.0012888443470001221,-0.17240165174007416,1.1375370025634766,0.1288844347000122,2.0757103437185287,-0.02696860209107399,-0.12009231746196747,-0.05698661506175995,29950.23828125,13640.462890625,16309.775390625,30058.7890625,13711.3388671875,16347.451171875,-0.003624371252954006,-0.005196009762585163,-0.002310012234374881,-0.3624371252954006,-1.4304387718439102,5.772870533466339,-2.380254849791527,5.772870533466339,0.1288844347000122,14.770837511867285,0.2574415057897568,0.2574415057897568,cumulative,beam,0.1288844347000122,0.0,hard_fault_cluster
106,N2358,control1,0.3358185291290283,-1.8621070551872254,0.3358185291290283,0.12855707108974457,1.938348752260208,0.0012855707108974457,-0.17296333611011505,1.1349804401397705,0.12855707108974457,2.4743323355913165,-0.02681872621178627,-0.11971727013587952,-0.05708824098110199,30060.39453125,13711.4609375,16348.93359375,30100.646484375,13734.7841796875,16365.8623046875,-0.001339036040008068,-0.0017010034061968327,-0.0010354627156630158,-0.1339036040008068,-1.418335109949112,5.7720323133468625,-2.3659882433712482,5.7720323133468625,0.12855707108974457,14.89939458295703,0.2511436343193054,0.2511436343193054,cumulative,beam,0.12855707108974457,0.0,hard_fault_cluster
107,N6367,observe,0.3407559394836426,-0.14238810092210774,0.3407559394836426,0.12258656322956085,1.427173638343811,0.0012258656322956085,-0.17005710303783417,1.1331489086151123,0.12258656322956085,1.7048466640710829,-0.02681765705347061,-0.12033894658088684,-0.05780208855867386,30096.669921875,13733.775390625,16362.89453125,30123.3125,13770.9375,16352.3740234375,-0.0008852333994582295,-0.0027058918494731188,0.0006429490749724209,-0.08852333994582295,-1.426030233502388,5.916529173851013,-2.367831837385893,5.916529173851013,0.12258656322956085,15.02198114618659,0.24026060104370117,0.24026060104370117,cumulative,beam,0.12258656322956085,0.0,hard_fault_cluster
108,N858,control1,0.3400835692882538,-0.9881241245567799,0.3400835692882538,0.11722713708877563,1.4580007933080197,0.0011722713708877564,-0.16997550427913666,1.1360292434692383,0.11722713708877563,1.3460936673730612,-0.02732056751847267,-0.12294687330722809,-0.059002406895160675,30125.146484375,13771.921875,16353.224609375,30027.01171875,13753.7841796875,16273.228515625,0.0032575698569417,0.0013170053716748953,0.004891762509942055,0.32575698569417,-1.4788003712892532,5.600222796499729,-2.4187426567077637,-5.849832902625203,0.11722713708877563,15.139208283275366,0.234793059527874,0.234793059527874,cumulative,beam,0.11722713708877563,0.0,hard_fault_cluster
109,N887,control1,0.3400498032569885,-1.4168233098089695,0.3400498032569885,0.11756592243909836,1.583233503997326,0.0011756592243909836,-0.16867877542972565,1.1369093656539917,0.11756592243909836,1.888352234661579,-0.027117930352687836,-0.12211911380290985,-0.058773525059223175,30027.3125,13753.751953125,16273.560546875,30047.609375,13767.28515625,16280.32421875,-0.0006759471143595874,-0.0009839644189924002,-0.00041562336264178157,-0.06759471143595874,-1.4573177471756935,5.735199160575866,-2.398174213245511,5.735199160575866,0.11756592243909836,15.256774205714464,0.23359400033950806,0.23359400033950806,cumulative,beam,0.11756592243909836,0.0,hard_fault_cluster
110,N541,observe,0.3422430157661438,-0.45939239397644993,0.3422430157661438,0.11521753668785095,1.593642669916153,0.0011521753668785094,-0.1669149547815323,1.13799250125885,0.11521753668785095,1.715557511150837,-0.02707701548933983,-0.12205854058265686,-0.0588490292429924,30052.1875,13768.294921875,16283.892578125,30021.109375,13765.6279296875,16255.482421875,0.0010341384913772345,0.0001937053311849013,0.0017446784768253565,0.10341384913772345,-1.4544915109872818,5.831793982982635,-2.3943990394473076,5.831793982982635,0.11521753668785095,15.371991742402315,0.22888430953025818,0.22888430953025818,cumulative,beam,0.11521753668785095,0.0,hard_fault_cluster
111,N539,observe,0.3431115448474884,-4.43260047852993,0.3431115448474884,0.11285720020532608,5.239142173528672,0.0011285720020532608,-0.16589149832725525,1.1383360624313354,0.11285720020532608,5.91,-0.02703617885708809,-0.12199488282203674,-0.058920733630657196,30021.099609375,13765.658203125,16255.44140625,29993.5703125,13763.23828125,16230.3330078125,0.0009169983095489442,0.00017579412087798119,0.0015446150209754705,0.09169983095489442,-1.4524246230721474,5.879999999999999,-2.3908195700496435,5.879999999999999,0.11285720020532608,15.484848942607641,0.22448305785655975,0.22448305785655975,cumulative,beam,0.11285720020532608,0.0,hard_fault_cluster
112,N537,observe,0.34381645917892456,-4.356177526116371,0.34381645917892456,0.11081846803426743,5.348317819833755,0.0011081846803426742,-0.16513340175151825,1.1386338472366333,0.11081846803426743,5.91,-0.026994895190000534,-0.12194409966468811,-0.05900869518518448,29993.55859375,13763.267578125,16230.291015625,29969.98828125,13761.7265625,16208.2607421875,0.000785845797508955,0.00011196582636330277,0.0013573553878813982,0.0785845797508955,-1.4500372037291527,5.879999999999999,-2.3871264401823282,5.879999999999999,0.11081846803426743,15.595667410641909,0.22070109099149704,0.22070109099149704,cumulative,beam,0.11081846803426743,0.0,hard_fault_cluster
113,N543,observe,0.34442609548568726,-4.27914299428463,0.34442609548568726,0.10910659283399582,5.458367151021958,0.0010910659283399583,-0.1644984632730484,1.1389923095703125,0.10910659283399582,5.91,-0.02695280686020851,-0.1218896359205246,-0.05909532308578491,29969.97265625,13761.7548828125,16208.21875,29949.275390625,13760.783203125,16188.4921875,0.0006906000780873001,7.060725329210982e-05,0.0012170715490356088,0.06906000780873,-1.4471817836165428,5.879999999999999,-2.383255960419774,5.879999999999999,0.10910659283399582,15.704774003475904,0.2174900323152542,0.2174900323152542,cumulative,beam,0.10910659283399582,0.0,hard_fault_cluster
