[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:24:43 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_008/alpha_0p10_decay_64
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:24:43 budgets=iscas99__b15_1:278
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:24:43 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:24:43 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=165 node=N725 type=observe q_typed_reliable_context=2.655469 sequence=307.780379
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=166 node=N694 type=observe q_typed_reliable_context=3.480388 sequence=311.260767
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=167 node=N2106 type=observe q_typed_reliable_context=2.229520 sequence=313.490287
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=168 node=N5877 type=observe q_typed_reliable_context=2.915391 sequence=316.405678
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=169 node=N3525 type=control1 q_typed_reliable_context=1.654353 sequence=318.060030
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=170 node=N7436 type=observe q_typed_reliable_context=4.528309 sequence=322.588340
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=171 node=N3295 type=control1 q_typed_reliable_context=1.479453 sequence=324.067793
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=172 node=N4529 type=observe q_typed_reliable_context=4.692177 sequence=328.759970
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=173 node=N3410 type=control1 q_typed_reliable_context=1.965402 sequence=330.725372
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=174 node=N7681 type=observe q_typed_reliable_context=4.428061 sequence=335.153433
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=175 node=N2779 type=control1 q_typed_reliable_context=1.765356 sequence=336.918789
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=176 node=N2721 type=control1 q_typed_reliable_context=1.743972 sequence=338.662762
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=177 node=N7442 type=control0 q_typed_reliable_context=1.385663 sequence=340.048425
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=178 node=N6674 type=observe q_typed_reliable_context=2.931383 sequence=342.979807
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=179 node=N2652 type=control1 q_typed_reliable_context=1.579964 sequence=344.559771
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=180 node=N2894 type=control1 q_typed_reliable_context=1.287666 sequence=345.847437
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=181 node=N763 type=observe q_typed_reliable_context=1.051478 sequence=346.898915
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=182 node=N706 type=observe q_typed_reliable_context=2.434212 sequence=349.333127
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=183 node=N5873 type=observe q_typed_reliable_context=1.296741 sequence=350.629868
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=184 node=N5356 type=observe q_typed_reliable_context=1.712233 sequence=352.342101
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=185 node=N712 type=observe q_typed_reliable_context=2.082379 sequence=354.424480
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=186 node=N2837 type=control1 q_typed_reliable_context=2.023378 sequence=356.447859
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=187 node=N3009 type=control1 q_typed_reliable_context=1.554677 sequence=358.002536
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=188 node=N7855 type=control0 q_typed_reliable_context=1.098587 sequence=359.101122
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=189 node=N3067 type=control1 q_typed_reliable_context=2.048209 sequence=361.149331
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=190 node=N7542 type=control0 q_typed_reliable_context=1.485902 sequence=362.635232
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=191 node=N8790 type=control1 q_typed_reliable_context=2.152949 sequence=364.788181
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=192 node=N8789 type=control1 q_typed_reliable_context=1.308315 sequence=366.096496
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=193 node=N8240 type=control1 q_typed_reliable_context=1.155419 sequence=367.251915
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=194 node=N8239 type=control1 q_typed_reliable_context=2.333519 sequence=369.585434
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=195 node=N6688 type=observe q_typed_reliable_context=1.533287 sequence=371.118721
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=196 node=N8607 type=control1 q_typed_reliable_context=6.391165 sequence=377.509886
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=197 node=N5740 type=observe q_typed_reliable_context=3.502647 sequence=381.012533
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=198 node=N578 type=observe q_typed_reliable_context=4.084603 sequence=385.097136
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=199 node=N7453 type=observe q_typed_reliable_context=2.303898 sequence=387.401034
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=200 node=N7500 type=observe q_typed_reliable_context=1.662071 sequence=389.063105
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=201 node=N7401 type=observe q_typed_reliable_context=1.460988 sequence=390.524093
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=202 node=N679 type=observe q_typed_reliable_context=2.177911 sequence=392.702004
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=203 node=N5473 type=observe q_typed_reliable_context=4.457450 sequence=397.159454
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=204 node=N715 type=observe q_typed_reliable_context=5.882739 sequence=403.042193
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=205 node=N7405 type=observe q_typed_reliable_context=4.168446 sequence=407.210639
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=206 node=N2952 type=control1 q_typed_reliable_context=1.391045 sequence=408.601683
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=207 node=N652 type=control1 q_typed_reliable_context=6.453335 sequence=415.055018
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=208 node=N2181 type=observe q_typed_reliable_context=3.944296 sequence=418.999314
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=209 node=N7550 type=observe q_typed_reliable_context=6.885789 sequence=425.885103
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=210 node=N8238 type=control1 q_typed_reliable_context=6.215543 sequence=432.100646
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=211 node=N6573 type=observe q_typed_reliable_context=4.144412 sequence=436.245058
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=212 node=N8606 type=control1 q_typed_reliable_context=2.486220 sequence=438.731278
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=213 node=N8237 type=control1 q_typed_reliable_context=6.890150 sequence=445.621428
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=214 node=N902 type=control1 q_typed_reliable_context=6.961139 sequence=452.582567
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=215 node=N8605 type=control1 q_typed_reliable_context=6.574039 sequence=459.156605
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=216 node=N4489 type=observe q_typed_reliable_context=6.371120 sequence=465.527725
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=217 node=N8236 type=control1 q_typed_reliable_context=5.901725 sequence=471.429450
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=218 node=N5456 type=observe q_typed_reliable_context=5.886794 sequence=477.316244
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=219 node=N515 type=control1 q_typed_reliable_context=6.511695 sequence=483.827939
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=220 node=N703 type=observe q_typed_reliable_context=6.446751 sequence=490.274690
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=221 node=N5879 type=observe q_typed_reliable_context=5.841521 sequence=496.116212
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=222 node=N5725 type=observe q_typed_reliable_context=1.709191 sequence=497.825403
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=223 node=N705 type=observe q_typed_reliable_context=2.033501 sequence=499.858904
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=224 node=N5439 type=observe q_typed_reliable_context=2.572424 sequence=502.431327
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=225 node=N4460 type=control0 q_typed_reliable_context=4.364947 sequence=506.796274
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=226 node=N6581 type=observe q_typed_reliable_context=4.315020 sequence=511.111294
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=227 node=N5422 type=observe q_typed_reliable_context=6.003261 sequence=517.114556
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=228 node=N2151 type=observe q_typed_reliable_context=6.872699 sequence=523.987254
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=229 node=N1951 type=observe q_typed_reliable_context=5.426151 sequence=529.413405
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=230 node=N7439 type=observe q_typed_reliable_context=5.189803 sequence=534.603208
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=231 node=N4558 type=observe q_typed_reliable_context=2.185548 sequence=536.788755
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=232 node=N5390 type=observe q_typed_reliable_context=2.016159 sequence=538.804914
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_reliable_context=4.649383 sequence=543.454297
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=234 node=N5202 type=observe q_typed_reliable_context=5.521391 sequence=548.975688
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=235 node=N6660 type=observe q_typed_reliable_context=5.715249 sequence=554.690937
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=236 node=N719 type=observe q_typed_reliable_context=5.223967 sequence=559.914904
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=237 node=N5334 type=observe q_typed_reliable_context=5.346599 sequence=565.261503
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=238 node=N7380 type=observe q_typed_reliable_context=3.714947 sequence=568.976451
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=239 node=N4497 type=observe q_typed_reliable_context=2.044876 sequence=571.021327
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=240 node=N5373 type=observe q_typed_reliable_context=2.891889 sequence=573.913216
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=241 node=N699 type=observe q_typed_reliable_context=5.786955 sequence=579.700171
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=242 node=N6658 type=observe q_typed_reliable_context=6.511729 sequence=586.211900
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=243 node=N734 type=observe q_typed_reliable_context=2.242720 sequence=588.454620
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=244 node=N6932 type=observe q_typed_reliable_context=4.871294 sequence=593.325914
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=245 node=N708 type=observe q_typed_reliable_context=4.137295 sequence=597.463209
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=246 node=N7383 type=observe q_typed_reliable_context=6.505530 sequence=603.968739
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=247 node=N2159 type=observe q_typed_reliable_context=4.148640 sequence=608.117379
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=248 node=N4505 type=observe q_typed_reliable_context=2.738583 sequence=610.855962
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=249 node=N1351 type=observe q_typed_reliable_context=4.300155 sequence=615.156117
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=250 node=N6656 type=observe q_typed_reliable_context=5.249694 sequence=620.405811
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=251 node=N4421 type=control0 q_typed_reliable_context=1.589099 sequence=621.994910
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=252 node=N1688 type=observe q_typed_reliable_context=5.495025 sequence=627.489935
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=253 node=N1598 type=observe q_typed_reliable_context=5.108304 sequence=632.598239
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=254 node=N4532 type=control0 q_typed_reliable_context=4.836138 sequence=637.434377
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=255 node=N4442 type=control0 q_typed_reliable_context=4.116251 sequence=641.550628
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=256 node=N765 type=observe q_typed_reliable_context=5.688313 sequence=647.238941
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=257 node=N684 type=observe q_typed_reliable_context=4.729182 sequence=651.968123
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=258 node=N729 type=observe q_typed_reliable_context=5.198456 sequence=657.166579
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=259 node=N7381 type=observe q_typed_reliable_context=5.634971 sequence=662.801550
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=260 node=N8235 type=control1 q_typed_reliable_context=3.187600 sequence=665.989150
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=261 node=N7512 type=observe q_typed_reliable_context=0.599303 sequence=666.588452
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=262 node=N1854 type=observe q_typed_reliable_context=5.309134 sequence=671.897586
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=263 node=N686 type=observe q_typed_reliable_context=5.636594 sequence=677.534180
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=264 node=N545 type=observe q_typed_reliable_context=6.068277 sequence=683.602456
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=265 node=N4513 type=observe q_typed_reliable_context=1.415277 sequence=685.017733
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=266 node=N898 type=observe q_typed_reliable_context=2.776490 sequence=687.794223
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=267 node=N543 type=observe q_typed_reliable_context=5.853873 sequence=693.648096
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=268 node=N6678 type=observe q_typed_reliable_context=4.366872 sequence=698.014968
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=269 node=N689 type=observe q_typed_reliable_context=7.249379 sequence=705.264347
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=270 node=N2271 type=observe q_typed_reliable_context=7.064365 sequence=712.328712
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=271 node=N8234 type=control1 q_typed_reliable_context=0.938011 sequence=713.266723
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=272 node=N541 type=observe q_typed_reliable_context=4.408028 sequence=717.674751
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=273 node=N7802 type=observe q_typed_reliable_context=7.806464 sequence=725.481215
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=274 node=N6685 type=observe q_typed_reliable_context=0.711875 sequence=726.193090
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=275 node=N695 type=observe q_typed_reliable_context=5.707235 sequence=731.900325
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=276 node=N2243 type=observe q_typed_reliable_context=1.058839 sequence=732.959164
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=277 node=N539 type=observe q_typed_reliable_context=5.401156 sequence=738.360320
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] [plan] step=278 node=N7433 type=observe q_typed_reliable_context=7.268417 sequence=745.628737
[b15-r10-strong/return_within_lr2e4/e008] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_008/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:28:29 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=225.919 plan_csv=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_008/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:28:29 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r10-strong/return_within_lr2e4/e008] [eval iscas99__b15_1] {
[b15-r10-strong/return_within_lr2e4/e008] [eval iscas99__b15_1]   "records": 2,
[b15-r10-strong/return_within_lr2e4/e008] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_008/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r10-strong/return_within_lr2e4/e008] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_008/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r10-strong/return_within_lr2e4/e008] [eval iscas99__b15_1] }
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:28:36 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12707000000000013 plan_sec=225.919 eval_sec=7.248 total_sec=233.182
[b15-r10-strong/return_within_lr2e4/e008] [gmean] 2026-07-21T17:28:36 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12707000000000013 positives=1 negatives=0 elapsed=233.183
