[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:32:42 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr2e4/epoch_008/alpha_0p10_decay_64
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:32:42 budgets=iscas99__b15_1:278
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:32:42 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:32:42 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=163 node=N7624 type=observe q_typed_reliable_context=2.000378 sequence=291.919290
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=164 node=N5627 type=observe q_typed_reliable_context=1.564793 sequence=293.484082
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=165 node=N2779 type=control1 q_typed_reliable_context=1.952800 sequence=295.436882
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=166 node=N5740 type=observe q_typed_reliable_context=2.788362 sequence=298.225244
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=167 node=N5617 type=observe q_typed_reliable_context=2.146308 sequence=300.371552
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=168 node=N6948 type=observe q_typed_reliable_context=3.036333 sequence=303.407884
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=169 node=N7465 type=observe q_typed_reliable_context=2.814118 sequence=306.222003
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=170 node=N7385 type=observe q_typed_reliable_context=2.250512 sequence=308.472514
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=171 node=N6531 type=observe q_typed_reliable_context=3.114098 sequence=311.586612
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=172 node=N705 type=observe q_typed_reliable_context=2.306782 sequence=313.893394
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=173 node=N725 type=observe q_typed_reliable_context=2.580736 sequence=316.474130
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=174 node=N2149 type=observe q_typed_reliable_context=3.448085 sequence=319.922215
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=175 node=N2106 type=observe q_typed_reliable_context=3.608002 sequence=323.530217
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=176 node=N5877 type=observe q_typed_reliable_context=2.632500 sequence=326.162717
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=177 node=N7436 type=observe q_typed_reliable_context=3.098019 sequence=329.260736
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=178 node=N7551 type=observe q_typed_reliable_context=2.723428 sequence=331.984164
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=179 node=N4529 type=observe q_typed_reliable_context=5.773940 sequence=337.758104
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=180 node=N2837 type=control1 q_typed_reliable_context=0.846001 sequence=338.604105
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=181 node=N712 type=observe q_typed_reliable_context=2.145302 sequence=340.749406
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=182 node=N6678 type=observe q_typed_reliable_context=0.834758 sequence=341.584164
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=183 node=N723 type=observe q_typed_reliable_context=1.745075 sequence=343.329239
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=184 node=N5873 type=observe q_typed_reliable_context=3.597963 sequence=346.927203
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=185 node=N714 type=observe q_typed_reliable_context=3.821906 sequence=350.749109
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=186 node=N7855 type=control0 q_typed_reliable_context=2.570781 sequence=353.319890
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=187 node=N1951 type=observe q_typed_reliable_context=1.282598 sequence=354.602488
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=188 node=N7542 type=control0 q_typed_reliable_context=1.598926 sequence=356.201414
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=189 node=N5473 type=observe q_typed_reliable_context=1.611635 sequence=357.813049
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=190 node=N715 type=observe q_typed_reliable_context=2.558217 sequence=360.371267
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=191 node=N3067 type=control1 q_typed_reliable_context=1.394890 sequence=361.766157
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=192 node=N8790 type=control1 q_typed_reliable_context=2.121044 sequence=363.887200
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=193 node=N8240 type=control1 q_typed_reliable_context=3.043518 sequence=366.930719
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=194 node=N8789 type=control1 q_typed_reliable_context=6.564022 sequence=373.494740
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=195 node=N8239 type=control1 q_typed_reliable_context=7.000929 sequence=380.495670
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=196 node=N6685 type=observe q_typed_reliable_context=2.057504 sequence=382.553174
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=197 node=N7500 type=observe q_typed_reliable_context=1.696254 sequence=384.249429
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=198 node=N8607 type=control1 q_typed_reliable_context=1.899718 sequence=386.149146
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=199 node=N7439 type=observe q_typed_reliable_context=2.823494 sequence=388.972640
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=200 node=N5879 type=observe q_typed_reliable_context=1.353851 sequence=390.326491
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=201 node=N5422 type=observe q_typed_reliable_context=1.217841 sequence=391.544332
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=202 node=N703 type=observe q_typed_reliable_context=3.409048 sequence=394.953380
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=203 node=N6573 type=observe q_typed_reliable_context=5.206184 sequence=400.159565
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=204 node=N4497 type=observe q_typed_reliable_context=2.189652 sequence=402.349217
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=205 node=N7550 type=observe q_typed_reliable_context=2.459059 sequence=404.808276
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=206 node=N5725 type=observe q_typed_reliable_context=6.037442 sequence=410.845718
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=207 node=N5456 type=observe q_typed_reliable_context=2.450564 sequence=413.296282
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=208 node=N706 type=observe q_typed_reliable_context=4.631105 sequence=417.927387
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=209 node=N6673 type=observe q_typed_reliable_context=5.893013 sequence=423.820400
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=210 node=N7401 type=observe q_typed_reliable_context=6.597027 sequence=430.417427
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=211 node=N5356 type=observe q_typed_reliable_context=1.002421 sequence=431.419848
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=212 node=N679 type=observe q_typed_reliable_context=5.452503 sequence=436.872351
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=213 node=N5439 type=observe q_typed_reliable_context=3.787567 sequence=440.659919
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=214 node=N4505 type=observe q_typed_reliable_context=4.722696 sequence=445.382614
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=215 node=N2151 type=observe q_typed_reliable_context=4.214470 sequence=449.597084
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=216 node=N7404 type=observe q_typed_reliable_context=5.561842 sequence=455.158926
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=217 node=N6667 type=observe q_typed_reliable_context=3.318039 sequence=458.476965
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=218 node=N719 type=observe q_typed_reliable_context=3.542630 sequence=462.019595
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=219 node=N699 type=observe q_typed_reliable_context=3.903969 sequence=465.923564
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=220 node=N5390 type=observe q_typed_reliable_context=2.090969 sequence=468.014533
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=221 node=N1874 type=observe q_typed_reliable_context=2.065113 sequence=470.079646
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=222 node=N5334 type=observe q_typed_reliable_context=5.709002 sequence=475.788648
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=223 node=N7380 type=observe q_typed_reliable_context=6.109384 sequence=481.898032
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=224 node=N652 type=control1 q_typed_reliable_context=4.500332 sequence=486.398364
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=225 node=N8238 type=control1 q_typed_reliable_context=4.358063 sequence=490.756427
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=226 node=N4513 type=observe q_typed_reliable_context=5.449909 sequence=496.206335
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=227 node=N5373 type=observe q_typed_reliable_context=2.799556 sequence=499.005891
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=228 node=N6581 type=observe q_typed_reliable_context=7.183211 sequence=506.189103
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=229 node=N708 type=observe q_typed_reliable_context=5.900402 sequence=512.089504
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=230 node=N734 type=observe q_typed_reliable_context=6.047712 sequence=518.137217
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=231 node=N8606 type=control1 q_typed_reliable_context=6.625554 sequence=524.762771
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_reliable_context=6.602600 sequence=531.365371
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=233 node=N6932 type=observe q_typed_reliable_context=5.383362 sequence=536.748733
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=234 node=N8237 type=control1 q_typed_reliable_context=3.883296 sequence=540.632029
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=235 node=N902 type=control1 q_typed_reliable_context=6.850310 sequence=547.482339
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=236 node=N1688 type=observe q_typed_reliable_context=6.743176 sequence=554.225515
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=237 node=N8605 type=control1 q_typed_reliable_context=5.555582 sequence=559.781097
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=238 node=N4460 type=control0 q_typed_reliable_context=6.025855 sequence=565.806951
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=239 node=N7432 type=observe q_typed_reliable_context=4.818068 sequence=570.625020
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=240 node=N6660 type=observe q_typed_reliable_context=2.093085 sequence=572.718105
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=241 node=N1351 type=observe q_typed_reliable_context=6.046492 sequence=578.764597
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=242 node=N686 type=observe q_typed_reliable_context=5.923931 sequence=584.688528
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=243 node=N4537 type=observe q_typed_reliable_context=2.341988 sequence=587.030516
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=244 node=N7383 type=observe q_typed_reliable_context=4.270756 sequence=591.301272
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=245 node=N684 type=observe q_typed_reliable_context=5.708565 sequence=597.009837
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=246 node=N4421 type=control0 q_typed_reliable_context=2.563271 sequence=599.573108
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=247 node=N8236 type=control1 q_typed_reliable_context=6.608874 sequence=606.181983
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=248 node=N6682 type=observe q_typed_reliable_context=3.575506 sequence=609.757489
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=249 node=N3467 type=control1 q_typed_reliable_context=5.502581 sequence=615.260070
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=250 node=N3009 type=control1 q_typed_reliable_context=5.330828 sequence=620.590898
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=251 node=N535 type=observe q_typed_reliable_context=6.485294 sequence=627.076192
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=252 node=N2894 type=control1 q_typed_reliable_context=7.117555 sequence=634.193747
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=253 node=N2652 type=control1 q_typed_reliable_context=6.449364 sequence=640.643111
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=254 node=N8235 type=control1 q_typed_reliable_context=3.033356 sequence=643.676467
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=255 node=N537 type=observe q_typed_reliable_context=5.663432 sequence=649.339899
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=256 node=N515 type=control1 q_typed_reliable_context=5.702764 sequence=655.042663
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=257 node=N8234 type=control1 q_typed_reliable_context=5.252338 sequence=660.295000
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=258 node=N539 type=observe q_typed_reliable_context=6.083979 sequence=666.378979
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=259 node=N6593 type=control1 q_typed_reliable_context=2.864256 sequence=669.243235
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=260 node=N1854 type=observe q_typed_reliable_context=6.108985 sequence=675.352220
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=261 node=N8783 type=control1 q_typed_reliable_context=6.907174 sequence=682.259394
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=262 node=N1598 type=observe q_typed_reliable_context=0.872526 sequence=683.131920
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=263 node=N7512 type=observe q_typed_reliable_context=6.565279 sequence=689.697199
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=264 node=N8233 type=control1 q_typed_reliable_context=6.999130 sequence=696.696329
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=265 node=N6688 type=observe q_typed_reliable_context=0.920122 sequence=697.616451
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=266 node=N2181 type=observe q_typed_reliable_context=0.894218 sequence=698.510668
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=267 node=N689 type=observe q_typed_reliable_context=6.683519 sequence=705.194187
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=268 node=N764 type=observe q_typed_reliable_context=0.881136 sequence=706.075323
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=269 node=N4489 type=observe q_typed_reliable_context=1.212214 sequence=707.287537
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=270 node=N2243 type=observe q_typed_reliable_context=1.448542 sequence=708.736079
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=271 node=N545 type=observe q_typed_reliable_context=5.676289 sequence=714.412367
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=272 node=N898 type=observe q_typed_reliable_context=6.915085 sequence=721.327453
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=273 node=N695 type=observe q_typed_reliable_context=1.304318 sequence=722.631771
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=274 node=N7463 type=observe q_typed_reliable_context=3.992752 sequence=726.624523
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=275 node=N2271 type=observe q_typed_reliable_context=4.498263 sequence=731.122786
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=276 node=N7381 type=observe q_typed_reliable_context=3.325449 sequence=734.448234
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=277 node=N2259 type=observe q_typed_reliable_context=2.240456 sequence=736.688691
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] [plan] step=278 node=N8608 type=control1 q_typed_reliable_context=2.818718 sequence=739.507409
[b15-r10-strong/return_dual_lr2e4/e008] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr2e4/epoch_008/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:36:52 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=249.484 plan_csv=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr2e4/epoch_008/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:36:52 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r10-strong/return_dual_lr2e4/e008] [eval iscas99__b15_1] {
[b15-r10-strong/return_dual_lr2e4/e008] [eval iscas99__b15_1]   "records": 2,
[b15-r10-strong/return_dual_lr2e4/e008] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr2e4/epoch_008/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r10-strong/return_dual_lr2e4/e008] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_dual_lr2e4/epoch_008/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r10-strong/return_dual_lr2e4/e008] [eval iscas99__b15_1] }
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:36:58 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12577000000000005 plan_sec=249.484 eval_sec=6.606 total_sec=256.103
[b15-r10-strong/return_dual_lr2e4/e008] [gmean] 2026-07-21T17:36:58 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12577000000000005 positives=1 negatives=0 elapsed=256.104
