[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:27:16 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_007/alpha_0p10_decay_64
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:27:16 budgets=iscas99__b15_1:278
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:27:16 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:27:16 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=163 node=N5877 type=observe q_typed_reliable_context=3.001755 sequence=306.090821
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=2.457087 sequence=308.547908
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=165 node=N725 type=observe q_typed_reliable_context=2.247022 sequence=310.794929
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=166 node=N714 type=observe q_typed_reliable_context=5.149850 sequence=315.944779
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=167 node=N7385 type=observe q_typed_reliable_context=3.637416 sequence=319.582195
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=168 node=N2106 type=observe q_typed_reliable_context=2.810349 sequence=322.392544
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=169 node=N7681 type=observe q_typed_reliable_context=2.613135 sequence=325.005679
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=170 node=N4529 type=observe q_typed_reliable_context=2.820112 sequence=327.825792
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=171 node=N3525 type=control1 q_typed_reliable_context=1.332989 sequence=329.158780
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=172 node=N3295 type=control1 q_typed_reliable_context=2.145898 sequence=331.304678
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=173 node=N6678 type=observe q_typed_reliable_context=0.983795 sequence=332.288473
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=174 node=N703 type=observe q_typed_reliable_context=2.276200 sequence=334.564673
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=175 node=N578 type=observe q_typed_reliable_context=1.155922 sequence=335.720594
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=176 node=N5873 type=observe q_typed_reliable_context=1.666822 sequence=337.387416
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=177 node=N7453 type=observe q_typed_reliable_context=1.398746 sequence=338.786162
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=178 node=N5356 type=observe q_typed_reliable_context=1.260423 sequence=340.046586
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=179 node=N7500 type=observe q_typed_reliable_context=1.562282 sequence=341.608867
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=180 node=N712 type=observe q_typed_reliable_context=2.443706 sequence=344.052573
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=181 node=N7401 type=observe q_typed_reliable_context=2.272743 sequence=346.325316
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=182 node=N5740 type=observe q_typed_reliable_context=1.628843 sequence=347.954159
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=183 node=N715 type=observe q_typed_reliable_context=2.285415 sequence=350.239575
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=184 node=N6675 type=observe q_typed_reliable_context=1.941999 sequence=352.181574
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=185 node=N5473 type=observe q_typed_reliable_context=2.184179 sequence=354.365753
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=186 node=N5879 type=observe q_typed_reliable_context=2.452630 sequence=356.818383
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=187 node=N2580 type=control1 q_typed_reliable_context=3.000436 sequence=359.818819
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=188 node=N705 type=observe q_typed_reliable_context=4.317914 sequence=364.136733
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=189 node=N2779 type=control1 q_typed_reliable_context=3.084337 sequence=367.221071
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=190 node=N2181 type=observe q_typed_reliable_context=3.055448 sequence=370.276518
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=191 node=N4497 type=observe q_typed_reliable_context=4.488511 sequence=374.765029
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=192 node=N6573 type=observe q_typed_reliable_context=5.194355 sequence=379.959384
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=193 node=N7550 type=observe q_typed_reliable_context=4.241784 sequence=384.201169
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=194 node=N5456 type=observe q_typed_reliable_context=5.662195 sequence=389.863364
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=195 node=N5725 type=observe q_typed_reliable_context=5.753403 sequence=395.616767
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=196 node=N2151 type=observe q_typed_reliable_context=3.888717 sequence=399.505484
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=197 node=N7439 type=observe q_typed_reliable_context=5.201318 sequence=404.706801
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=198 node=N6667 type=observe q_typed_reliable_context=2.926165 sequence=407.632966
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=199 node=N5422 type=observe q_typed_reliable_context=5.428842 sequence=413.061809
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=200 node=N706 type=observe q_typed_reliable_context=5.007144 sequence=418.068952
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=201 node=N679 type=observe q_typed_reliable_context=5.448679 sequence=423.517631
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=202 node=N5439 type=observe q_typed_reliable_context=5.222750 sequence=428.740381
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=203 node=N4489 type=observe q_typed_reliable_context=5.562727 sequence=434.303108
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=204 node=N7855 type=control0 q_typed_reliable_context=5.293605 sequence=439.596713
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=205 node=N7432 type=observe q_typed_reliable_context=5.766771 sequence=445.363484
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=206 node=N5390 type=observe q_typed_reliable_context=2.366765 sequence=447.730250
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=207 node=N5202 type=observe q_typed_reliable_context=2.654686 sequence=450.384936
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=208 node=N6682 type=observe q_typed_reliable_context=5.569591 sequence=455.954526
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=209 node=N5373 type=observe q_typed_reliable_context=5.346268 sequence=461.300794
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=210 node=N1874 type=observe q_typed_reliable_context=6.173148 sequence=467.473942
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=211 node=N5334 type=observe q_typed_reliable_context=5.508212 sequence=472.982154
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=212 node=N2837 type=control1 q_typed_reliable_context=5.838643 sequence=478.820797
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=213 node=N7542 type=control0 q_typed_reliable_context=3.403867 sequence=482.224663
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=214 node=N3009 type=control1 q_typed_reliable_context=6.445415 sequence=488.670079
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=215 node=N7382 type=observe q_typed_reliable_context=2.761463 sequence=491.431542
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=216 node=N4505 type=observe q_typed_reliable_context=3.859581 sequence=495.291123
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=217 node=N3067 type=control1 q_typed_reliable_context=1.917621 sequence=497.208744
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=218 node=N8790 type=control1 q_typed_reliable_context=5.886738 sequence=503.095482
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=219 node=N6668 type=observe q_typed_reliable_context=5.672515 sequence=508.767997
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=220 node=N719 type=observe q_typed_reliable_context=2.863762 sequence=511.631759
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=221 node=N699 type=observe q_typed_reliable_context=5.355662 sequence=516.987421
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=222 node=N734 type=observe q_typed_reliable_context=5.721283 sequence=522.708704
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=223 node=N6952 type=observe q_typed_reliable_context=5.219483 sequence=527.928186
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=224 node=N708 type=observe q_typed_reliable_context=4.582410 sequence=532.510596
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=225 node=N6932 type=observe q_typed_reliable_context=5.553838 sequence=538.064434
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=226 node=N8789 type=control1 q_typed_reliable_context=4.169817 sequence=542.234251
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=227 node=N8240 type=control1 q_typed_reliable_context=7.176970 sequence=549.411221
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=228 node=N8239 type=control1 q_typed_reliable_context=6.897805 sequence=556.309025
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=229 node=N7512 type=observe q_typed_reliable_context=6.010434 sequence=562.319459
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=230 node=N8607 type=control1 q_typed_reliable_context=5.723056 sequence=568.042516
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=231 node=N7380 type=observe q_typed_reliable_context=5.418988 sequence=573.461504
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_reliable_context=6.851432 sequence=580.312936
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=233 node=N1949 type=observe q_typed_reliable_context=6.476501 sequence=586.789437
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=234 node=N6660 type=observe q_typed_reliable_context=7.137252 sequence=593.926689
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=235 node=N1351 type=observe q_typed_reliable_context=6.409972 sequence=600.336661
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=236 node=N4544 type=observe q_typed_reliable_context=4.510538 sequence=604.847199
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=237 node=N7383 type=observe q_typed_reliable_context=2.152493 sequence=606.999692
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=238 node=N1688 type=observe q_typed_reliable_context=6.918164 sequence=613.917855
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=239 node=N4460 type=control0 q_typed_reliable_context=4.737523 sequence=618.655379
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=240 node=N4421 type=control0 q_typed_reliable_context=5.620613 sequence=624.275991
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=241 node=N4367 type=control0 q_typed_reliable_context=4.453801 sequence=628.729792
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=242 node=N1598 type=observe q_typed_reliable_context=3.351779 sequence=632.081572
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=243 node=N1854 type=observe q_typed_reliable_context=6.066503 sequence=638.148075
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=244 node=N765 type=observe q_typed_reliable_context=5.130323 sequence=643.278398
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=245 node=N541 type=observe q_typed_reliable_context=5.976908 sequence=649.255306
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=246 node=N2894 type=control1 q_typed_reliable_context=6.414704 sequence=655.670010
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=247 node=N2652 type=control1 q_typed_reliable_context=1.371080 sequence=657.041090
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=248 node=N6688 type=observe q_typed_reliable_context=1.021854 sequence=658.062944
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=249 node=N4532 type=control0 q_typed_reliable_context=1.087118 sequence=659.150062
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=250 node=N686 type=observe q_typed_reliable_context=6.619154 sequence=665.769217
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=251 node=N545 type=observe q_typed_reliable_context=4.430310 sequence=670.199527
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=252 node=N684 type=observe q_typed_reliable_context=1.106326 sequence=671.305852
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=253 node=N4513 type=observe q_typed_reliable_context=6.321798 sequence=677.627650
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=254 node=N898 type=observe q_typed_reliable_context=1.505985 sequence=679.133635
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=255 node=N543 type=observe q_typed_reliable_context=5.736871 sequence=684.870507
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=256 node=N652 type=control1 q_typed_reliable_context=7.029195 sequence=691.899702
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=257 node=N8606 type=control1 q_typed_reliable_context=1.192204 sequence=693.091906
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=258 node=N2243 type=observe q_typed_reliable_context=5.277244 sequence=698.369150
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=259 node=N8238 type=control1 q_typed_reliable_context=5.173044 sequence=703.542194
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=260 node=N689 type=observe q_typed_reliable_context=5.284048 sequence=708.826243
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=261 node=N2271 type=observe q_typed_reliable_context=5.395622 sequence=714.221865
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=262 node=N7802 type=observe q_typed_reliable_context=4.137631 sequence=718.359496
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=263 node=N7463 type=observe q_typed_reliable_context=1.655599 sequence=720.015095
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=264 node=N7381 type=observe q_typed_reliable_context=3.225576 sequence=723.240671
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=265 node=N8236 type=control1 q_typed_reliable_context=5.454751 sequence=728.695422
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=266 node=N8605 type=control1 q_typed_reliable_context=5.428341 sequence=734.123763
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=267 node=N8237 type=control1 q_typed_reliable_context=5.872125 sequence=739.995888
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=268 node=N515 type=control1 q_typed_reliable_context=5.981958 sequence=745.977846
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=269 node=N902 type=control1 q_typed_reliable_context=5.992098 sequence=751.969944
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=270 node=N8235 type=control1 q_typed_reliable_context=6.002984 sequence=757.972928
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=271 node=N764 type=observe q_typed_reliable_context=5.974267 sequence=763.947194
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=272 node=N4469 type=control0 q_typed_reliable_context=2.907440 sequence=766.854634
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=273 node=N7720 type=control0 q_typed_reliable_context=2.970672 sequence=769.825306
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=274 node=N696 type=observe q_typed_reliable_context=3.312363 sequence=773.137669
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=275 node=N8234 type=control1 q_typed_reliable_context=5.294589 sequence=778.432259
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=276 node=N2267 type=observe q_typed_reliable_context=5.187763 sequence=783.620022
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=277 node=N5000 type=observe q_typed_reliable_context=4.341447 sequence=787.961468
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] [plan] step=278 node=N4537 type=observe q_typed_reliable_context=2.301855 sequence=790.263324
[b15-r10-boundary/return_within_lr2e4/e007] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_007/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:31:29 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=253.116 plan_csv=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_007/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:31:29 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r10-boundary/return_within_lr2e4/e007] [eval iscas99__b15_1] {
[b15-r10-boundary/return_within_lr2e4/e007] [eval iscas99__b15_1]   "records": 2,
[b15-r10-boundary/return_within_lr2e4/e007] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_007/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r10-boundary/return_within_lr2e4/e007] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr2e4/epoch_007/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r10-boundary/return_within_lr2e4/e007] [eval iscas99__b15_1] }
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:31:38 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12635000000000007 plan_sec=253.116 eval_sec=8.109 total_sec=261.242
[b15-r10-boundary/return_within_lr2e4/e007] [gmean] 2026-07-21T17:31:38 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12635000000000007 positives=1 negatives=0 elapsed=261.243
