[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_003/alpha_0p10_decay_64
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 budgets=iscas99__b15_1:278
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:31:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=163 node=N5877 type=observe q_typed_reliable_context=3.001766 sequence=306.093194
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_reliable_context=2.457104 sequence=308.550298
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=165 node=N725 type=observe q_typed_reliable_context=2.247028 sequence=310.797326
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=166 node=N714 type=observe q_typed_reliable_context=5.149848 sequence=315.947174
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=167 node=N7385 type=observe q_typed_reliable_context=3.637422 sequence=319.584596
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=168 node=N2106 type=observe q_typed_reliable_context=2.810346 sequence=322.394942
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=169 node=N7681 type=observe q_typed_reliable_context=2.613136 sequence=325.008078
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=170 node=N4529 type=observe q_typed_reliable_context=2.820117 sequence=327.828195
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=171 node=N3525 type=control1 q_typed_reliable_context=1.332999 sequence=329.161195
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=172 node=N3295 type=control1 q_typed_reliable_context=2.145890 sequence=331.307085
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=173 node=N6678 type=observe q_typed_reliable_context=0.983792 sequence=332.290876
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=174 node=N703 type=observe q_typed_reliable_context=2.276199 sequence=334.567075
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=175 node=N578 type=observe q_typed_reliable_context=1.155925 sequence=335.723000
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=176 node=N5873 type=observe q_typed_reliable_context=1.666824 sequence=337.389824
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=177 node=N7453 type=observe q_typed_reliable_context=1.398746 sequence=338.788571
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=178 node=N5356 type=observe q_typed_reliable_context=1.260422 sequence=340.048993
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=179 node=N7500 type=observe q_typed_reliable_context=1.562281 sequence=341.611274
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=180 node=N712 type=observe q_typed_reliable_context=2.443708 sequence=344.054982
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=181 node=N7401 type=observe q_typed_reliable_context=2.272743 sequence=346.327725
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=182 node=N5740 type=observe q_typed_reliable_context=1.628841 sequence=347.956566
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=183 node=N715 type=observe q_typed_reliable_context=2.285415 sequence=350.241981
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=184 node=N6675 type=observe q_typed_reliable_context=1.941996 sequence=352.183977
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=185 node=N5473 type=observe q_typed_reliable_context=2.184178 sequence=354.368155
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=186 node=N5879 type=observe q_typed_reliable_context=2.452629 sequence=356.820784
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=187 node=N2580 type=control1 q_typed_reliable_context=3.000443 sequence=359.821226
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=188 node=N705 type=observe q_typed_reliable_context=4.317918 sequence=364.139145
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=189 node=N2779 type=control1 q_typed_reliable_context=3.084340 sequence=367.223484
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=190 node=N2181 type=observe q_typed_reliable_context=3.055451 sequence=370.278935
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=191 node=N4497 type=observe q_typed_reliable_context=4.488509 sequence=374.767444
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=192 node=N6573 type=observe q_typed_reliable_context=5.194354 sequence=379.961798
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=193 node=N7550 type=observe q_typed_reliable_context=4.241790 sequence=384.203588
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=194 node=N5456 type=observe q_typed_reliable_context=5.662211 sequence=389.865799
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=195 node=N5725 type=observe q_typed_reliable_context=5.753403 sequence=395.619202
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=196 node=N2151 type=observe q_typed_reliable_context=3.888718 sequence=399.507920
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=197 node=N7439 type=observe q_typed_reliable_context=5.201322 sequence=404.709242
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=198 node=N6667 type=observe q_typed_reliable_context=2.926166 sequence=407.635408
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=199 node=N5422 type=observe q_typed_reliable_context=5.428829 sequence=413.064237
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=200 node=N706 type=observe q_typed_reliable_context=5.007144 sequence=418.071380
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=201 node=N679 type=observe q_typed_reliable_context=5.448678 sequence=423.520058
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=202 node=N5439 type=observe q_typed_reliable_context=5.222750 sequence=428.742808
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=203 node=N4489 type=observe q_typed_reliable_context=5.562728 sequence=434.305536
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=204 node=N7855 type=control0 q_typed_reliable_context=5.293593 sequence=439.599129
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=205 node=N7432 type=observe q_typed_reliable_context=5.766773 sequence=445.365902
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=206 node=N5390 type=observe q_typed_reliable_context=2.366772 sequence=447.732674
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=207 node=N5202 type=observe q_typed_reliable_context=2.654683 sequence=450.387357
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=208 node=N6682 type=observe q_typed_reliable_context=5.569583 sequence=455.956940
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=209 node=N5373 type=observe q_typed_reliable_context=5.346268 sequence=461.303208
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=210 node=N1874 type=observe q_typed_reliable_context=6.173146 sequence=467.476354
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=211 node=N5334 type=observe q_typed_reliable_context=5.508214 sequence=472.984568
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=212 node=N2837 type=control1 q_typed_reliable_context=5.838639 sequence=478.823207
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=213 node=N7542 type=control0 q_typed_reliable_context=3.403861 sequence=482.227068
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=214 node=N3009 type=control1 q_typed_reliable_context=6.445418 sequence=488.672486
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=215 node=N7382 type=observe q_typed_reliable_context=2.761466 sequence=491.433952
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=216 node=N4505 type=observe q_typed_reliable_context=3.859581 sequence=495.293533
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=217 node=N3067 type=control1 q_typed_reliable_context=1.917620 sequence=497.211152
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=218 node=N8790 type=control1 q_typed_reliable_context=5.886738 sequence=503.097890
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=219 node=N6668 type=observe q_typed_reliable_context=5.672526 sequence=508.770416
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=220 node=N719 type=observe q_typed_reliable_context=2.863766 sequence=511.634182
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=221 node=N699 type=observe q_typed_reliable_context=5.355661 sequence=516.989843
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=222 node=N734 type=observe q_typed_reliable_context=5.721281 sequence=522.711124
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=223 node=N6952 type=observe q_typed_reliable_context=5.219499 sequence=527.930622
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=224 node=N708 type=observe q_typed_reliable_context=4.582408 sequence=532.513031
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=225 node=N6932 type=observe q_typed_reliable_context=5.553831 sequence=538.066862
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=226 node=N8789 type=control1 q_typed_reliable_context=4.169817 sequence=542.236679
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=227 node=N8240 type=control1 q_typed_reliable_context=7.176966 sequence=549.413645
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=228 node=N8239 type=control1 q_typed_reliable_context=6.897802 sequence=556.311446
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=229 node=N7512 type=observe q_typed_reliable_context=6.010433 sequence=562.321879
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=230 node=N8607 type=control1 q_typed_reliable_context=5.723045 sequence=568.044924
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=231 node=N7380 type=observe q_typed_reliable_context=5.418988 sequence=573.463913
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=232 node=N2159 type=observe q_typed_reliable_context=6.851433 sequence=580.315346
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=233 node=N1949 type=observe q_typed_reliable_context=6.476505 sequence=586.791851
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=234 node=N6660 type=observe q_typed_reliable_context=7.137253 sequence=593.929104
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=235 node=N1351 type=observe q_typed_reliable_context=6.409972 sequence=600.339076
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=236 node=N4544 type=observe q_typed_reliable_context=4.510560 sequence=604.849636
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=237 node=N7383 type=observe q_typed_reliable_context=2.152501 sequence=607.002137
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=238 node=N1688 type=observe q_typed_reliable_context=6.918164 sequence=613.920301
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=239 node=N4460 type=control0 q_typed_reliable_context=4.737525 sequence=618.657826
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=240 node=N4421 type=control0 q_typed_reliable_context=5.620613 sequence=624.278439
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=241 node=N4367 type=control0 q_typed_reliable_context=4.453799 sequence=628.732238
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=242 node=N1598 type=observe q_typed_reliable_context=3.351771 sequence=632.084010
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=243 node=N1854 type=observe q_typed_reliable_context=6.066500 sequence=638.150510
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=244 node=N765 type=observe q_typed_reliable_context=5.130324 sequence=643.280833
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=245 node=N541 type=observe q_typed_reliable_context=5.976908 sequence=649.257742
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=246 node=N2894 type=control1 q_typed_reliable_context=6.414704 sequence=655.672446
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=247 node=N2652 type=control1 q_typed_reliable_context=1.371079 sequence=657.043525
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=248 node=N6688 type=observe q_typed_reliable_context=1.021855 sequence=658.065380
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=249 node=N4532 type=control0 q_typed_reliable_context=1.087119 sequence=659.152499
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=250 node=N686 type=observe q_typed_reliable_context=6.619158 sequence=665.771657
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=251 node=N545 type=observe q_typed_reliable_context=4.430312 sequence=670.201969
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=252 node=N684 type=observe q_typed_reliable_context=1.106403 sequence=671.308372
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=253 node=N4513 type=observe q_typed_reliable_context=6.321797 sequence=677.630169
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=254 node=N898 type=observe q_typed_reliable_context=1.505988 sequence=679.136157
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=255 node=N543 type=observe q_typed_reliable_context=5.736871 sequence=684.873028
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=256 node=N652 type=control1 q_typed_reliable_context=7.029194 sequence=691.902222
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=257 node=N8606 type=control1 q_typed_reliable_context=1.192209 sequence=693.094430
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=258 node=N2243 type=observe q_typed_reliable_context=5.277243 sequence=698.371674
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=259 node=N8238 type=control1 q_typed_reliable_context=5.173035 sequence=703.544709
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=260 node=N689 type=observe q_typed_reliable_context=5.284048 sequence=708.828757
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=261 node=N2271 type=observe q_typed_reliable_context=5.395622 sequence=714.224379
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=262 node=N7802 type=observe q_typed_reliable_context=4.137629 sequence=718.362008
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=263 node=N7463 type=observe q_typed_reliable_context=1.655596 sequence=720.017603
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=264 node=N7381 type=observe q_typed_reliable_context=3.225576 sequence=723.243179
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=265 node=N8236 type=control1 q_typed_reliable_context=5.454751 sequence=728.697930
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=266 node=N8605 type=control1 q_typed_reliable_context=5.428341 sequence=734.126271
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=267 node=N8237 type=control1 q_typed_reliable_context=5.872125 sequence=739.998396
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=268 node=N515 type=control1 q_typed_reliable_context=5.981958 sequence=745.980354
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=269 node=N902 type=control1 q_typed_reliable_context=5.992098 sequence=751.972453
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=270 node=N8235 type=control1 q_typed_reliable_context=6.002984 sequence=757.975436
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=271 node=N764 type=observe q_typed_reliable_context=5.974266 sequence=763.949702
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=272 node=N4469 type=control0 q_typed_reliable_context=2.907440 sequence=766.857142
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=273 node=N7720 type=control0 q_typed_reliable_context=2.970674 sequence=769.827816
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=274 node=N696 type=observe q_typed_reliable_context=3.312363 sequence=773.140179
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=275 node=N8234 type=control1 q_typed_reliable_context=5.294589 sequence=778.434768
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=276 node=N2267 type=observe q_typed_reliable_context=5.187763 sequence=783.622531
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=277 node=N5000 type=observe q_typed_reliable_context=4.341452 sequence=787.963983
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] [plan] step=278 node=N4537 type=observe q_typed_reliable_context=2.301862 sequence=790.265845
[b15-r10-boundary/return_within_lr5e4/e003] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_003/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:35:35 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=230.632 plan_csv=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_003/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:35:35 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r10-boundary/return_within_lr5e4/e003] [eval iscas99__b15_1] {
[b15-r10-boundary/return_within_lr5e4/e003] [eval iscas99__b15_1]   "records": 2,
[b15-r10-boundary/return_within_lr5e4/e003] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_003/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r10-boundary/return_within_lr5e4/e003] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e4/epoch_003/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r10-boundary/return_within_lr5e4/e003] [eval iscas99__b15_1] }
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:35:42 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12635000000000007 plan_sec=230.632 eval_sec=7.354 total_sec=238.001
[b15-r10-boundary/return_within_lr5e4/e003] [gmean] 2026-07-21T17:35:42 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12635000000000007 positives=1 negatives=0 elapsed=238.002
