[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 out_dir=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e5/epoch_002/alpha_0p10_decay_64
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 budgets=iscas99__b15_1:278
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T16:58:40 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=172 node=N4521 type=observe q_typed_reliable_context=4.691934 sequence=328.758272
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=173 node=N3410 type=control1 q_typed_reliable_context=1.966670 sequence=330.724942
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=174 node=N7681 type=observe q_typed_reliable_context=4.427681 sequence=335.152622
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=175 node=N2779 type=control1 q_typed_reliable_context=1.765620 sequence=336.918243
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=176 node=N2721 type=control1 q_typed_reliable_context=1.744769 sequence=338.663012
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=177 node=N7442 type=control0 q_typed_reliable_context=1.386790 sequence=340.049802
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=178 node=N6674 type=observe q_typed_reliable_context=2.932436 sequence=342.982238
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=179 node=N2652 type=control1 q_typed_reliable_context=1.579826 sequence=344.562064
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=180 node=N2894 type=control1 q_typed_reliable_context=1.287537 sequence=345.849601
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=181 node=N763 type=observe q_typed_reliable_context=1.051563 sequence=346.901164
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=182 node=N706 type=observe q_typed_reliable_context=2.434469 sequence=349.335633
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=183 node=N5873 type=observe q_typed_reliable_context=1.297583 sequence=350.633216
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=184 node=N5356 type=observe q_typed_reliable_context=1.706821 sequence=352.340037
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=185 node=N712 type=observe q_typed_reliable_context=2.057188 sequence=354.397225
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=186 node=N2837 type=control1 q_typed_reliable_context=2.019449 sequence=356.416674
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=187 node=N3009 type=control1 q_typed_reliable_context=1.553334 sequence=357.970009
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=188 node=N7855 type=control0 q_typed_reliable_context=1.103798 sequence=359.073807
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=189 node=N3067 type=control1 q_typed_reliable_context=2.046811 sequence=361.120618
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=190 node=N7542 type=control0 q_typed_reliable_context=1.487071 sequence=362.607689
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=191 node=N8790 type=control1 q_typed_reliable_context=2.873418 sequence=365.481107
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=192 node=N8789 type=control1 q_typed_reliable_context=1.362415 sequence=366.843522
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=193 node=N8240 type=control1 q_typed_reliable_context=1.160550 sequence=368.004071
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=194 node=N8239 type=control1 q_typed_reliable_context=2.305683 sequence=370.309754
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=195 node=N6688 type=observe q_typed_reliable_context=1.531132 sequence=371.840886
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=196 node=N8607 type=control1 q_typed_reliable_context=6.330059 sequence=378.170945
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=197 node=N5740 type=observe q_typed_reliable_context=4.138324 sequence=382.309269
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=198 node=N578 type=observe q_typed_reliable_context=4.073807 sequence=386.383076
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=199 node=N7453 type=observe q_typed_reliable_context=2.304537 sequence=388.687613
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=200 node=N7500 type=observe q_typed_reliable_context=1.660630 sequence=390.348243
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=201 node=N7401 type=observe q_typed_reliable_context=1.460322 sequence=391.808565
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=202 node=N679 type=observe q_typed_reliable_context=2.179108 sequence=393.987673
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=203 node=N5473 type=observe q_typed_reliable_context=4.469300 sequence=398.456973
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=204 node=N715 type=observe q_typed_reliable_context=5.886084 sequence=404.343057
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=205 node=N7405 type=observe q_typed_reliable_context=4.186010 sequence=408.529067
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=206 node=N2952 type=control1 q_typed_reliable_context=1.391142 sequence=409.920209
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=207 node=N652 type=control1 q_typed_reliable_context=6.447218 sequence=416.367427
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=208 node=N2181 type=observe q_typed_reliable_context=3.946653 sequence=420.314080
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=209 node=N7550 type=observe q_typed_reliable_context=6.886476 sequence=427.200556
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=210 node=N8238 type=control1 q_typed_reliable_context=6.214825 sequence=433.415381
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=211 node=N6573 type=observe q_typed_reliable_context=4.143735 sequence=437.559116
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=212 node=N8606 type=control1 q_typed_reliable_context=2.482594 sequence=440.041710
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=213 node=N8237 type=control1 q_typed_reliable_context=6.889605 sequence=446.931315
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=214 node=N902 type=control1 q_typed_reliable_context=6.961123 sequence=453.892438
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=215 node=N8605 type=control1 q_typed_reliable_context=6.584387 sequence=460.476825
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=216 node=N4489 type=observe q_typed_reliable_context=6.374671 sequence=466.851496
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=217 node=N8236 type=control1 q_typed_reliable_context=5.906985 sequence=472.758481
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=218 node=N5456 type=observe q_typed_reliable_context=5.893217 sequence=478.651698
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=219 node=N515 type=control1 q_typed_reliable_context=6.491289 sequence=485.142987
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=220 node=N703 type=observe q_typed_reliable_context=6.472953 sequence=491.615941
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=221 node=N5879 type=observe q_typed_reliable_context=5.852365 sequence=497.468306
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=222 node=N5725 type=observe q_typed_reliable_context=1.710180 sequence=499.178486
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=223 node=N705 type=observe q_typed_reliable_context=2.034301 sequence=501.212788
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=224 node=N5439 type=observe q_typed_reliable_context=2.573025 sequence=503.785812
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=225 node=N4460 type=control0 q_typed_reliable_context=4.366673 sequence=508.152485
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=226 node=N6581 type=observe q_typed_reliable_context=4.316710 sequence=512.469195
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=227 node=N5422 type=observe q_typed_reliable_context=6.002988 sequence=518.472183
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=228 node=N2151 type=observe q_typed_reliable_context=6.871596 sequence=525.343779
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=229 node=N1951 type=observe q_typed_reliable_context=5.425977 sequence=530.769756
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=230 node=N7439 type=observe q_typed_reliable_context=5.191166 sequence=535.960922
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=231 node=N4558 type=observe q_typed_reliable_context=2.189364 sequence=538.150286
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=232 node=N5390 type=observe q_typed_reliable_context=2.016478 sequence=540.166764
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=233 node=N1874 type=observe q_typed_reliable_context=4.649172 sequence=544.815936
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=234 node=N5202 type=observe q_typed_reliable_context=5.517695 sequence=550.333631
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=235 node=N6660 type=observe q_typed_reliable_context=5.715083 sequence=556.048714
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=236 node=N719 type=observe q_typed_reliable_context=5.221965 sequence=561.270679
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=237 node=N5334 type=observe q_typed_reliable_context=5.344591 sequence=566.615270
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=238 node=N7380 type=observe q_typed_reliable_context=3.713733 sequence=570.329003
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=239 node=N4497 type=observe q_typed_reliable_context=2.043302 sequence=572.372306
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=240 node=N5373 type=observe q_typed_reliable_context=2.891672 sequence=575.263978
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=241 node=N699 type=observe q_typed_reliable_context=5.786004 sequence=581.049982
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=242 node=N6658 type=observe q_typed_reliable_context=6.511228 sequence=587.561209
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=243 node=N734 type=observe q_typed_reliable_context=2.242032 sequence=589.803241
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=244 node=N6932 type=observe q_typed_reliable_context=4.871165 sequence=594.674407
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=245 node=N708 type=observe q_typed_reliable_context=4.142656 sequence=598.817062
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=246 node=N7383 type=observe q_typed_reliable_context=6.505903 sequence=605.322965
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=247 node=N2159 type=observe q_typed_reliable_context=4.148889 sequence=609.471855
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=248 node=N4505 type=observe q_typed_reliable_context=2.739073 sequence=612.210928
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=249 node=N1351 type=observe q_typed_reliable_context=4.304739 sequence=616.515667
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=250 node=N6656 type=observe q_typed_reliable_context=5.247044 sequence=621.762711
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=251 node=N4421 type=control0 q_typed_reliable_context=1.589380 sequence=623.352092
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=252 node=N1598 type=observe q_typed_reliable_context=5.492613 sequence=628.844705
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=253 node=N1688 type=observe q_typed_reliable_context=5.109546 sequence=633.954251
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=254 node=N4532 type=control0 q_typed_reliable_context=4.835994 sequence=638.790244
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=255 node=N4442 type=control0 q_typed_reliable_context=4.119721 sequence=642.909965
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=256 node=N765 type=observe q_typed_reliable_context=5.698826 sequence=648.608791
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=257 node=N684 type=observe q_typed_reliable_context=4.729738 sequence=653.338529
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=258 node=N729 type=observe q_typed_reliable_context=5.193864 sequence=658.532393
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=259 node=N7381 type=observe q_typed_reliable_context=5.628204 sequence=664.160597
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=260 node=N8235 type=control1 q_typed_reliable_context=3.165427 sequence=667.326024
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=261 node=N7512 type=observe q_typed_reliable_context=0.594916 sequence=667.920940
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=262 node=N1854 type=observe q_typed_reliable_context=5.280055 sequence=673.200995
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=263 node=N686 type=observe q_typed_reliable_context=5.629367 sequence=678.830361
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=264 node=N545 type=observe q_typed_reliable_context=6.075727 sequence=684.906088
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=265 node=N6678 type=observe q_typed_reliable_context=1.304477 sequence=686.210566
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=266 node=N898 type=observe q_typed_reliable_context=7.511420 sequence=693.721986
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=267 node=N4513 type=observe q_typed_reliable_context=1.233973 sequence=694.955959
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=268 node=N752 type=observe q_typed_reliable_context=0.781664 sequence=695.737623
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=269 node=N764 type=observe q_typed_reliable_context=0.563038 sequence=696.300661
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=270 node=N696 type=observe q_typed_reliable_context=6.679988 sequence=702.980649
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=271 node=N2271 type=observe q_typed_reliable_context=1.223297 sequence=704.203946
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=272 node=N7463 type=observe q_typed_reliable_context=6.482141 sequence=710.686087
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=273 node=N689 type=observe q_typed_reliable_context=6.170510 sequence=716.856597
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=274 node=N543 type=observe q_typed_reliable_context=6.005978 sequence=722.862575
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=275 node=N7802 type=observe q_typed_reliable_context=7.862436 sequence=730.725011
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=276 node=N2259 type=observe q_typed_reliable_context=0.990369 sequence=731.715381
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=277 node=N759 type=observe q_typed_reliable_context=6.556330 sequence=738.271710
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] [plan] step=278 node=N4544 type=observe q_typed_reliable_context=1.519556 sequence=739.791267
[b15-r10/return_within_lr5e5/e002] [plan iscas99__b15_1] saved=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e5/epoch_002/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T17:02:46 [1/1] plan_done benchmark=iscas99__b15_1 plan_sec=245.473 plan_csv=autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e5/epoch_002/alpha_0p10_decay_64/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T17:02:46 [1/1] eval_start benchmark=iscas99__b15_1 backend=atalanta-bist patterns=300000
[b15-r10/return_within_lr5e5/e002] [eval iscas99__b15_1] {
[b15-r10/return_within_lr5e5/e002] [eval iscas99__b15_1]   "records": 2,
[b15-r10/return_within_lr5e5/e002] [eval iscas99__b15_1]   "labels_csv": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e5/epoch_002/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/labels.csv",
[b15-r10/return_within_lr5e5/e002] [eval iscas99__b15_1]   "summary_json": "autoresearch/loop-260720-0945/model_training_round10/b15_selection/return_within_lr5e5/epoch_002/alpha_0p10_decay_64/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0/summary.json"
[b15-r10/return_within_lr5e5/e002] [eval iscas99__b15_1] }
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T17:02:53 [1/1] eval_done benchmark=iscas99__b15_1 delta_tc=0.12712000000000012 plan_sec=245.473 eval_sec=7.013 total_sec=252.5
[b15-r10/return_within_lr5e5/e002] [gmean] 2026-07-21T17:02:53 variant_done id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0 status=ok macro=0.12712000000000012 positives=1 negatives=0 elapsed=252.501
